"licnum","tradename","add1","citycounty","st","postalcode","ctycnty","estabdesc","privdesc","statusdesc","wine_beereffectdate","wine_beerexpirdate","mixbevstatusdesc","mixbeveffdate","mixbevexpirdate","origdate"
"90549","SPOONBREAD BISTRO","2526 FLOYD AVE","RICHMOND","VA","23220-4412","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","2016-09-15T00:00:00.000"
"90556","TRIPLE CROSSING BREWING CO","5203 HATCHER ST","RICHMOND","VA","23231-3127","Richmond City","Brewery",,"Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2016-09-01T00:00:00.000"
"90628","POPS BAR AND GRILL","210 GIANT DR STE B","RICHMOND","VA","23224-1029","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","2017-08-16T00:00:00.000"
"90653","SABATINOS","4904 GOVERNMENT RD","RICHMOND","VA","23231-1517","Richmond City","Convenience Grocery Store","Wine and Beer Off Premises & Delivery Permit","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2016-09-06T00:00:00.000"
"90740","CORNER MART","4027 W BROAD ST","RICHMOND","VA","23230-3915","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2016-12-02T00:00:00.000"
"90755","SAUCE & TOSS","1711 E FRANKLIN ST","RICHMOND","VA","23223-6872","Richmond City","Restaurant","Wine and Beer On & Off Premises & Keg Permit & Delivery Permit","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","Active","2018-07-18T00:00:00.000","2019-06-30T00:00:00.000","2017-01-17T00:00:00.000"
"90831","IMAGE RESTAURANT AND LOUNGE","1713 E MAIN ST","RICHMOND","VA","23223-6959","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-02-01T00:00:00.000","2019-01-31T00:00:00.000","Active","2018-02-01T00:00:00.000","2019-01-31T00:00:00.000","2017-02-24T00:00:00.000"
"90882","7 ELEVEN STORE 25203 B","2910 PATTERSON AVE","RICHMOND","VA","23221-1711","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2016-10-12T00:00:00.000"
"90951","STRAWBERRY STREET MARKET","415 STRAWBERRY ST","RICHMOND","VA","23220-3421","Richmond City","Gourmet Shop","Wine & Beer Off Premises & Keg Permit","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2016-10-17T00:00:00.000"
"90957","BLUE BEE CIDER","1320 SUMMIT AVE","RICHMOND","VA","23230-4710","Richmond City","Winery","Wine Shipper - In State","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2016-10-06T00:00:00.000"
"90970","GOATOCADO KITCHEN","1823 W MAIN ST","RICHMOND","VA","23220-4519","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2016-10-24T00:00:00.000"
"90975","CHAMPION BREWING CO","401 E GRACE ST","RICHMOND","VA","23219-1837","Richmond City","Brewery",,"Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2017-01-03T00:00:00.000"
"90979","BOTTOM BURGER","1719 E MAIN ST","RICHMOND","VA","23223-6959","Richmond City","Restaurant","Wine & Beer On Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Temporary","2018-11-06T00:00:00.000","2019-04-30T00:00:00.000","2018-01-26T00:00:00.000"
"90998","SPECTRUM","708 E BROAD ST","RICHMOND","VA","23219-1836","Richmond City","Food Concession - Stadium","Wine & Beer On Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","2017-01-24T00:00:00.000"
"91009","MERIWETHER GODSEY AT ST CATHERINES SCHOOL","6001 GROVE AVE","RICHMOND","VA","23226-2603","Richmond City","Caterers Establishment","Annual Caterers License","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2016-11-03T00:00:00.000"
"91012","CLEVELAND MARKET","801 N CLEVELAND ST","RICHMOND","VA","23221-1615","Richmond City","Gourmet Shop","Wine & Beer Off Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2016-10-28T00:00:00.000"
"91016","MIJAS MEXICAN KITCHEN & CANTINA","1218 E CARY ST","RICHMOND","VA","23219-4116","Richmond City","Restaurant","Wine & Beer On Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","2017-01-17T00:00:00.000"
"91055","BOCATA LATIN GRILL","4725 WALMSLEY BLVD","RICHMOND","VA","23234-2348","Richmond City","Restaurant","Wine & Beer On Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2017-01-11T00:00:00.000"
"91063","ACTION CUTS","3007 W CLAY ST STE B","RICHMOND","VA","23230-4735","Richmond City","Day Spa","Day Spa","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000",,,,"2016-11-15T00:00:00.000"
"91067","THE GOOD LEAF","2925 W CARY ST","RICHMOND","VA","23221-3515","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2017-07-12T00:00:00.000"
"91069","PONIES & PINTS","110 N 18TH ST","RICHMOND","VA","23223-6904","Richmond City","Restaurant","Wine & Beer On & Off Premises & Keg Permit","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2016-12-28T00:00:00.000"
"91087","SUGAR & TWINE LLC","2928 W CARY ST","RICHMOND","VA","23221-3516","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2017-03-03T00:00:00.000"
"91151","HAPPY MART","5761 HULL STREET RD","RICHMOND","VA","23224-2841","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000",,,,"2017-04-27T00:00:00.000"
"91170","ROBINSON STREET MARKET","402 N ROBINSON ST","RICHMOND","VA","23220-3324","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises & Keg Permit","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000",,,,"2016-11-30T00:00:00.000"
"91193","COMMERCIAL TAPHOUSE","109 111 N ROBINSON ST","RICHMOND","VA","23220-4431","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2016-12-21T00:00:00.000"
"91215","MOJA EXPRESS","1600 W BROAD ST","RICHMOND","VA","23220-2107","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2016-12-12T00:00:00.000"
"91234","ARTISANS & VINES LLC","314 LEXINGTON RD","RICHMOND","VA","23226-1608","Richmond City","Wine Importer","Wine Importer - In-State","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2016-11-18T00:00:00.000"
"91255","8.5","401 STRAWBERRY ST","RICHMOND","VA","23220-3421","Richmond City","Gourmet Shop","Wine & Beer Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2016-12-19T00:00:00.000"
"91256","URBAN FARMHOUSE MARKET & CAFE","100 E FRANKLIN ST","RICHMOND","VA","23219-2108","Richmond City","Restaurant","Wine and Beer On & Off Premises & Delivery Permit","Active","2018-02-01T00:00:00.000","2019-01-31T00:00:00.000","Withdrawn","2017-02-09T00:00:00.000",,"2017-02-17T00:00:00.000"
"91297","JOES ITALIAN GRILL LLC","6329 6331 JAHNKE RD","RICHMOND","VA","23225-4142","Richmond City","Restaurant","Wine & Beer On Premises","Active","2019-02-01T00:00:00.000","2020-01-31T00:00:00.000",,,,"2017-02-21T00:00:00.000"
"91318","VOGUE FLOWERS","1114 N BOULEVARD","RICHMOND","VA","23230-4806","Richmond City","Gift Shop","Art Instruction Studio","Active","2018-08-01T00:00:00.000","2019-10-31T00:00:00.000",,,,"2017-08-02T00:00:00.000"
"91416","7 ELEVEN STORE 11086 C","321 LIBBIE AVE","RICHMOND","VA","23226-2613","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2017-01-19T00:00:00.000"
"91460","150 NORTH RESTAURANT & LOUNGE","6856 MIDLOTHIAN TPKE STE 101","RICHMOND","VA","23225-5630","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-02-01T00:00:00.000","2019-01-31T00:00:00.000","Active","2018-02-01T00:00:00.000","2019-01-31T00:00:00.000","2017-02-03T00:00:00.000"
"91516","DUKS AMOCO","6 JEFFERSON DAVIS HWY","RICHMOND","VA","23224-3728","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2017-03-09T00:00:00.000"
"91563","RICHMOND WINE STATION","2930 W BROAD ST  UNIT A","RICHMOND","VA","23230-5114","Richmond City","Restaurant","Wine and Beer On & Off Premises & Delivery Permit","Active","2018-12-17T00:00:00.000","2019-05-31T00:00:00.000",,,,"2017-06-20T00:00:00.000"
"91602","GOOD TYMES","2030 1/2 CHAMBERLAYNE AVE","RICHMOND","VA","23222-4814","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","2017-08-01T00:00:00.000"
"91610","THE GREEK TAVERNA","1903 STAPLES MILLS RD","RICHMOND","VA","23230-3106","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","2017-05-04T00:00:00.000"
"91616","VIRGINIA WINERY DISTRIBUTION CO","1320 SUMMIT AVE","RICHMOND","VA","23230-4710","Richmond City","Wine Wholesaler","Wholesale Wine (30,000 gallons or less annually)","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2017-02-25T00:00:00.000"
"91619","SUB ROSA BAKERY","620 N 25TH ST","RICHMOND","VA","23223-8134","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000",,,,"2017-04-19T00:00:00.000"
"91663","CONVENIENCE MARKET","3061 MEADOWBRIDGE RD","RICHMOND","VA","23222","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2017-03-06T00:00:00.000"
"91742","PAPAS PIZZA","214 HULL ST","RICHMOND","VA","23224-4269","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000",,,,"2017-04-12T00:00:00.000"
"91751","URBAN FARMHOUSE MARKET & CAFE","100 E FRANKLIN ST","RICHMOND","VA","23219-2108","Richmond City","Caterers Establishment","Annual Caterers License","Active","2018-02-01T00:00:00.000","2019-01-31T00:00:00.000",,,,"2017-02-17T00:00:00.000"
"91786","CHURCH HILL MARKET","1105 N 25TH ST","RICHMOND","VA","23223-5238","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000",,,,"2017-04-21T00:00:00.000"
"91804","MCDONOUGH MARKET","1300 MCDONOUGH ST","RICHMOND","VA","23224-2144","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises & Keg Permit","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2017-05-10T00:00:00.000"
"91850","TRIAL & ERROR","1606 W MAIN ST","RICHMOND","VA","23220-4633","Richmond City","Distillery","Distillery-Limited (5,000 gals or less annually)","Active","2018-04-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2017-04-24T00:00:00.000"
"91907","VIRAGO SPIRITS LLC","1727 RHOADMILLER ST","RICHMOND","VA","23220-1108","Richmond City","Distillery","Distillery-Limited (5,000 gals or less annually)","Active","2018-02-12T00:00:00.000","2019-01-31T00:00:00.000",,,,"2018-02-12T00:00:00.000"
"91946","THE STABLES","201 N BELMONT AVE","RICHMOND","VA","23221-2811","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","2017-05-15T00:00:00.000"
"91951","HOFHEIMER BUILDING EVENT VENUE","2818 W BROAD ST STE B","RICHMOND","VA","23230-5101","Richmond City","Restaurant","Wine & Beer On & Off Premises & Keg Permit","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2017-04-28T00:00:00.000"
"91995","FRESCA ON ADDISON","22 S ADDISON ST","RICHMOND","VA","23220-5215","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2017-05-01T00:00:00.000"
"92003","TAP 20 TAVERN","711 N LOMBARDY ST STE E","RICHMOND","VA","23220-2253","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000","2017-04-25T00:00:00.000"
"92004","CHICANOS COCINA BAR & GRILL","523 E MAIN ST","RICHMOND","VA","23219-2409","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-02-12T00:00:00.000","2019-01-31T00:00:00.000","Active","2018-02-12T00:00:00.000","2019-01-31T00:00:00.000","2018-02-12T00:00:00.000"
"92203","OLIO BISTRO","2028 W CARY ST","RICHMOND","VA","23220-5333","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-09-01T00:00:00.000","2019-03-31T00:00:00.000",,,,"2017-09-14T00:00:00.000"
"92242","MARIS MINI MART","3400 Q ST","RICHMOND","VA","23223-7754","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000",,,,"2017-06-29T00:00:00.000"
"92305","BURGER BACH","3426 W CARY ST","RICHMOND","VA","23221-2727","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-12-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-04-30T00:00:00.000","2017-12-08T00:00:00.000"
"92321","ELSA CAFE AND MARKET","912 N BOULEVARD","RICHMOND","VA","23230-4802","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2017-07-26T00:00:00.000"
"92348","BRENNER PASS","3200 ROCKBRIDGE ST STES 100 & 101","RICHMOND","VA","23230","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","2017-06-20T00:00:00.000"
"92354","PATRON MARKET","3406 FOREST HILL AVE","RICHMOND","VA","23224-3412","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000",,,,"2017-08-25T00:00:00.000"
"92366","CEST LE VIN WINE BAR","15 N 17TH ST","RICHMOND","VA","23219-3677","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","2017-06-05T00:00:00.000"
"92368","FIGHTING FISH","317 N 2ND ST  STE A","RICHMOND","VA","23219-1725","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000",,,,"2017-06-06T00:00:00.000"
"92388","LES CREPES","3325 W CARY ST","RICHMOND","VA","23221-3437","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-08-01T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-08-01T00:00:00.000","2019-06-30T00:00:00.000","2017-08-25T00:00:00.000"
"92401","MINIBAR RICHMOND","14 N 18TH ST","RICHMOND","VA","23223-6902","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","2017-06-29T00:00:00.000"
"92411","THE FLOWER GUY BRON","1001 E MAIN ST STE A","RICHMOND","VA","23219-3570","Richmond City","Art Instruction Studio","Art Instruction Studio","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2017-07-20T00:00:00.000"
"92460","RUANGTONG","6790 FOREST HILL AVE","RICHMOND","VA","23225-1848","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-06-01T00:00:00.000","2019-03-31T00:00:00.000",,,,"2017-06-28T00:00:00.000"
"92477","BLACK IRIS SOCIAL CLUB","321 W BROAD ST","RICHMOND","VA","23220-4218","Richmond City","Performing Arts Facility","Annual Mixed Beverage Special Event","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","Withdrawn","2017-08-25T00:00:00.000",,"2017-09-27T00:00:00.000"
"92477","BLACK IRIS SOCIAL CLUB","321 W BROAD ST","RICHMOND","VA","23220-4218","Richmond City","Performing Arts Facility","Fairground","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","Withdrawn","2017-08-25T00:00:00.000",,"2017-09-27T00:00:00.000"
"92543","FOREST HILL BP","7500 FOREST HILL AVE","RICHMOND","VA","23225-1530","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000",,,,"2017-08-02T00:00:00.000"
"92555","J R CRICKETS VIRGINIA","1509 CHAMBERLAYNE AVE","RICHMOND","VA","23222-5205","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","2017-09-13T00:00:00.000"
"92572","7TH ST SUPPLY CO","100 N 7TH ST","RICHMOND","VA","23219-2304","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-02-27T00:00:00.000","2019-01-31T00:00:00.000",,,,"2018-02-27T00:00:00.000"
"92585","MEAN BIRD","2227 W MAIN ST","RICHMOND","VA","23220-4432","Richmond City","Delicatessen","Wine & Beer Off Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2017-07-21T00:00:00.000"
"92588","U S SUPERMARKET","1424 CHAMBERLAYNE AVE","RICHMOND","VA","23222-5204","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-02-26T00:00:00.000","2019-01-31T00:00:00.000",,,,"2018-02-26T00:00:00.000"
"92624","THE CIRCUIT ARCADE BAR & GRILL","3121 W LEIGH ST STE A","RICHMOND","VA","23230-4407","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2017-10-10T00:00:00.000"
"92711","AZTECA RESTAURANT","3001 JEFFERSON DAVIS HWY","RICHMOND","VA","23234-1727","Richmond City","Restaurant","Beer On Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2017-08-02T00:00:00.000"
"92840","TACO BAR","1804 1/2 BROAD ROCK BLVD","RICHMOND","VA","23224-4802","Richmond City","Restaurant","Beer On Premises","Active","2018-03-02T00:00:00.000","2019-02-28T00:00:00.000",,,,"2018-03-02T00:00:00.000"
"92855","LITTLE SAINT","2901 PARK AVE","RICHMOND","VA","23220-1707","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","2017-09-18T00:00:00.000"
"92869","CHIPPENHAM BP","6400 HULL STREET RD","RICHMOND","VA","23224-2634","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2017-09-12T00:00:00.000"
"92906","PM UNLIMITED CONVENIENCE STORE","325 E 5TH ST","RICHMOND","VA","23224-4161","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2017-09-08T00:00:00.000"
"92928","EL POPE COSINA","1731 W MAIN ST","RICHMOND","VA","23220-4634","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","2017-09-14T00:00:00.000"
"92935","CANON & DRAW BREWING CO","1527 & 1529 W MAIN ST","RICHMOND","VA","23220-4728","Richmond City","Brewery",,"Active","2019-01-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2018-01-29T00:00:00.000"
"92963","ROSITAS TACO SHOP","903 W GRACE ST","RICHMOND","VA","23220-4124","Richmond City","Restaurant","Beer On Premises","Active","2018-03-14T00:00:00.000","2019-02-28T00:00:00.000",,,,"2018-03-14T00:00:00.000"
"93003","KURU ETHIOPIAN BISTRO","415 W GRACE ST STE A","RICHMOND","VA","23220-4909","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","Voluntary  Surrendered","2018-10-26T00:00:00.000","2018-10-31T00:00:00.000","2017-11-03T00:00:00.000"
"93064","301 MARKET & DELI","4924 CHAMBERLAYNE AVE","RICHMOND","VA","23227-3420","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000",,,,"2017-11-29T00:00:00.000"
"93082","GARFIELDS CATERING LLC","2615 MIDLOTHIAN TPKE","RICHMOND","VA","23224-1915","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-10-18T00:00:00.000","2019-09-30T00:00:00.000","Active","2018-10-18T00:00:00.000","2019-09-30T00:00:00.000","2018-10-18T00:00:00.000"
"93105","TULSI INDIAN CUISINE","3131 W CARY ST","RICHMOND","VA","23221-3503","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","Active","2018-06-18T00:00:00.000","2019-05-31T00:00:00.000","2017-10-06T00:00:00.000"
"93112","TAZZA KITCHEN SCOTTS ADDITION","1500 ROSENEATH RD","RICHMOND","VA","23230-4432","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","2017-11-29T00:00:00.000"
"93114","MIDLOTHIAN RACEWAY","6333 MIDLOTHIAN TPKE","RICHMOND","VA","23225-5707","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2017-10-03T00:00:00.000"
"93150","SLYDERZ BAR & GRILL","1112 E MAIN ST","RICHMOND","VA","23219-3545","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-04-16T00:00:00.000","2019-03-31T00:00:00.000","Active","2018-04-16T00:00:00.000","2019-03-31T00:00:00.000","2018-04-16T00:00:00.000"
"93237","PIG & BREW","1313 HULL ST","RICHMOND","VA","23224-3920","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-11-15T00:00:00.000","2019-10-31T00:00:00.000","Active","2018-11-15T00:00:00.000","2019-10-31T00:00:00.000","2018-11-15T00:00:00.000"
"93238","SHRIMPS","17 W BROOKLAND PARK BLVD","RICHMOND","VA","23222-2631","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2017-10-26T00:00:00.000"
"93246","RAMEN SPOT","948 W GRACE ST","RICHMOND","VA","23220-4125","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-02-12T00:00:00.000","2019-01-31T00:00:00.000",,,,"2018-02-12T00:00:00.000"
"93259","THIRSTYS BAR & GRILL","3516 FOREST HILL AVE","RICHMOND","VA","23225-3414","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2017-12-19T00:00:00.000"
"93288","A PLUS 40034H","2206 W MAIN ST","RICHMOND","VA","23220-4433","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2018-01-24T00:00:00.000"
"93290","A PLUS 40013H","1701 E BROAD ST","RICHMOND","VA","23223-6929","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2018-01-24T00:00:00.000"
"93291","A PLUS 40012H","4810 FOREST HILL AVE","RICHMOND","VA","23225-3144","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2018-01-25T00:00:00.000"
"93292","A PLUS 40009H","2753 W BROAD ST","RICHMOND","VA","23220-1905","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2018-01-24T00:00:00.000"
"93330","A PLUS 40015H","5024 BROOK RD","RICHMOND","VA","23227-3417","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2018-01-24T00:00:00.000"
"93351","THE HOP CRAFT PIZZA & BEER","1600 W CARY ST","RICHMOND","VA","23220-5352","Richmond City","Restaurant","Wine and Beer On & Off Premises & Keg Permit & Delivery Permit","Active","2018-03-29T00:00:00.000","2019-02-28T00:00:00.000",,,,"2018-03-29T00:00:00.000"
"93357","GRADUATE RICHMOND","301 W FRANKLIN ST","RICHMOND","VA","23220-4903","Richmond City","Hotel","Wine & Beer On & Off Premises & Keg Permit","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2017-12-04T00:00:00.000"
"93414","HOME TEAM GRILL","1630 W MAIN ST","RICHMOND","VA","23220-4633","Richmond City","Restaurant","Wine & Beer On & Off Premises & Keg Permit","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2017-10-30T00:00:00.000"
"93436","ZZQ","3201 W MOORE ST","RICHMOND","VA","23230-4421","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2019-02-01T00:00:00.000","2020-01-31T00:00:00.000","Active","2019-02-01T00:00:00.000","2020-01-31T00:00:00.000","2018-02-23T00:00:00.000"
"93511","RICHBITES & MART","1219 E MAIN ST","RICHMOND","VA","23219-3627","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2019-02-01T00:00:00.000","2020-01-31T00:00:00.000",,,,"2018-02-27T00:00:00.000"
"93534","MERIWETHER GODSEY VIRGINIA STATE CAPITOL SUNTRUS","919 E MAIN ST STE 300","RICHMOND","VA","23219-4600","Richmond City","Caterers Establishment","Annual Caterers License","Active","2018-11-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2017-11-21T00:00:00.000"
