"fiscal_year","effective_date","salary_schedule","grade","minimum","midpoint","maximum","performance_longevity_maximum","longevity_increment","gwa"
"2017","2016-07-10T00:00:00.000","GSS","40","$122,002","$146,152","$170,301","$173,707","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","5","$26,489","$33,704","$40,919","$41,737","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","5","$26,621","$33,873","$41,124","$41,946","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","6","$27,504","$35,064","$42,624","$43,476","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","6","$27,642","$35,240","$42,837","$43,694","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","7","$28,575","$36,511","$44,447","$45,336","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","7","$28,718","$36,694","$44,669","$45,562","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","8","$29,687","$38,078","$46,469","$47,398","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","8","$29,835","$38,268","$46,701","$47,635","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","9","$30,860","$39,728","$48,596","$49,568","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","9","$31,014","$39,927","$48,839","$49,816","2%","0.5%"
"2017","2016-07-10T00:00:00.000","PLS","A2","$79,478","N/A","$119,713","$123,903","3.5%","0.5%"
"2017","2017-01-08T00:00:00.000","PLS","A2","$79,875","N/A","$120,312","$124,523","3.5%","0.5%"
"2017","2016-07-10T00:00:00.000","PLS","A3","$90,515","N/A","$136,753","$141,539","3.5%","0.5%"
"2017","2017-01-08T00:00:00.000","PLS","A3","$90,968","N/A","$137,437","$142,247","3.5%","0.5%"
"2017","2017-01-08T00:00:00.000","MLS","M1","$99,095","$137,549","$176,003","N/A","N/A","0.5%"
"2017","2016-07-10T00:00:00.000","MLS","M1","$98,602","$136,865","$175,127","N/A","N/A","0.5%"
"2017","2016-07-10T00:00:00.000","MLS","M2","$86,224","$121,375","$156,525","N/A","N/A","0.5%"
"2017","2017-01-08T00:00:00.000","MLS","M2","$86,655","$121,982","$157,308","N/A","N/A","0.5%"
"2017","2017-01-08T00:00:00.000","MLS","M3","$74,445","$105,257","$129,907","N/A","N/A","0.5%"
"2017","2016-07-10T00:00:00.000","MLS","M3","$74,075","$104,734","$135,392","N/A","N/A","0.5%"
"2016","2015-07-12T00:00:00.000","GSS","10","$31,938","$41,288","$50,637","$51,650","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","11","$33,229","$43,124","$53,019","$54,079","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","12","$34,576","$45,050","$55,524","$56,634","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","13","$36,000","$47,079","$58,157","$59,320","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","14","$37,497","$49,212","$60,926","$62,145","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","15","$39,062","$51,442","$63,822","$65,098","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","16","$40,731","$53,802","$66,872","$68,209","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","17","$42,579","$56,326","$70,072","$71,473","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","18","$44,530","$58,982","$73,434","$74,903","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","19","$46,630","$61,794","$76,958","$78,497","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","20","$48,824","$64,744","$80,663","$82,276","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","21","$51,138","$67,845","$84,551","$86,242","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","22","$53,557","$71,097","$88,636","$90,409","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","23","$56,106","$74,519","$92,931","$94,790","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","24","$58,778","$78,102","$97,425","$99,374","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","25","$61,578","$81,866","$102,153","$104,196","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","26","$64,530","$85,826","$107,121","$109,263","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","27","$67,601","$89,969","$112,337","$114,584","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","28","$70,637","$94,224","$117,811","$120,167","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","29","$73,823","$98,690","$123,557","$126,028","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","30","$77,173","$103,385","$129,597","$132,189","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","31","$80,690","$108,312","$135,933","$138,652","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","32","$84,376","$112,235","$140,094","$142,896","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","33","$88,252","$116,255","$144,257","$147,142","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","34","$92,323","$120,373","$148,422","$151,390","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","35","$96,600","$124,592","$152,584","$155,636","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","36","$101,090","$128,920","$156,749","$159,884","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","37","$105,798","$133,353","$160,908","$164,126","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","38","$110,745","$137,677","$164,609","$167,901","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","39","$115,939","$141,486","$167,033","$170,374","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","40","$121,395","$145,425","$169,454","$172,843","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","5","$26,357","$33,536","$40,715","$41,529","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","6","$27,367","$34,890","$42,412","$43,260","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","7","$28,433","$36,330","$44,226","$45,111","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","8","$29,539","$37,889","$46,238","$47,163","2%","2%"
"2016","2015-07-12T00:00:00.000","GSS","9","$30,706","$39,530","$48,354","$49,321","2%","2%"
"2016","2015-07-12T00:00:00.000","PLS","A2","$79,083","N/A","$119,117","$123,286","3.5%","2%"
"2016","2015-07-12T00:00:00.000","PLS","A3","$90,065","N/A","$136,073","$140,836","3.5%","2%"
"2016","2015-07-12T00:00:00.000","MLS","M1","$98,111","$166,642","$174,256","N/A","N/A","2%"
"2016","2015-07-12T00:00:00.000","MLS","M2","$85,795","$148,751","$155,746","N/A","N/A","2%"
"2016","2015-07-12T00:00:00.000","MLS","M3","$73,706","$128,617","$134,718","N/A","N/A","2%"
"2015","2014-09-07T00:00:00.000","GSS","10","$31,312","$40,478","$49,644","$50,637","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","11","$32,577","$42,278","$51,979","$53,019","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","12","$33,898","$44,167","$54,435","$55,524","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","13","$35,294","$46,156","$57,017","$58,157","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","14","$36,762","$48,247","$59,731","$60,926","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","15","$38,296","$50,434","$62,571","$63,822","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","16","$39,932","$52,747","$65,561","$66,872","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","17","$41,744","$55,221","$68,698","$70,072","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","18","$43,657","$57,826","$71,994","$73,434","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","19","$45,716","$60,583","$75,449","$76,958","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","20","$47,867","$63,474","$79,081","$80,663","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","21","$50,135","$66,514","$82,893","$84,551","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","22","$52,507","$69,703","$86,898","$88,636","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","23","$55,006","$73,058","$91,109","$92,931","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","24","$57,625","$76,570","$95,515","$97,425","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","25","$60,371","$80,261","$100,150","$102,153","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","26","$63,265","$84,143","$105,021","$107,121","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","27","$66,275","$88,205","$110,134","$112,337","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","28","$69,252","$92,377","$115,501","$117,811","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","29","$72,375","$96,755","$121,134","$123,557","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","30","$75,660","$101,358","$127,056","$129,597","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","31","$79,108","$106,188","$133,268","$135,933","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","32","$82,722","$110,035","$137,347","$140,094","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","33","$86,522","$113,975","$141,428","$144,257","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","34","$90,513","$118,013","$145,512","$148,422","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","35","$94,706","$122,149","$149,592","$152,584","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","36","$99,108","$126,392","$153,675","$156,749","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","37","$103,724","$130,739","$157,753","$160,908","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","38","$108,574","$134,978","$161,381","$164,609","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","39","$113,666","$138,712","$163,758","$167,033","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","40","$119,015","$142,573","$166,131","$169,454","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","5","$25,840","$32,879","$39,917","$40,715","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","6","$26,830","$34,205","$41,580","$42,412","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","7","$27,875","$35,617","$43,359","$44,226","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","8","$28,960","$37,146","$45,331","$46,238","2%","3.5%"
"2015","2014-09-07T00:00:00.000","GSS","9","$30,104","$38,755","$47,406","$48,354","2%","3.5%"
"2015","2014-07-13T00:00:00.000","PLS","A2","$77,532","N/A","$116,781","$120,868","3.5%","2.1%"
"2015","2014-07-13T00:00:00.000","PLS","A3","$88,299","N/A","$133,405","$138,074","3.5%","2.1%"
"2015","2014-09-07T00:00:00.000","MLS","M1","$96,187","$163,374","$170,839","N/A","N/A","3.25%"
"2015","2014-09-07T00:00:00.000","MLS","M2","$84,113","$145,834","$152,692","N/A","N/A","3.25%"
"2015","2014-09-07T00:00:00.000","MLS","M3","$72,261","$126,095","$132,076","N/A","N/A","3.25%"
