"the_geom","id","facility_name","classification","full_address","city","state","zip","parkid"
"MULTIPOLYGON (((-91.075970860499 30.496074987438, -91.075425257448 30.496216575396, -91.074281407868 30.496310407577, -91.073461259643 30.49640742065, -91.072051858027 30.495691891741, -91.071853197091 30.495620404649, -91.072188106806 30.495241485811, -91.072120082565 30.494906358689, -91.071472813736 30.494663058091, -91.071446572742 30.494636391541, -91.075869825895 30.492982469216, -91.077670143493 30.492309245357, -91.078131502995 30.493137477121, -91.078163587614 30.493195074722, -91.078166131006 30.493272973228, -91.078172894129 30.493480097545, -91.078181875207 30.493755184335, -91.078190802239 30.494028623821, -91.078200174561 30.494315661915, -91.078209261978 30.494594014325, -91.078217271873 30.494839333612, -91.078220683466 30.494943814986, -91.075935688689 30.494999784164, -91.075970860499 30.496074987438)))","141","Wray Nature Reserve","Conservation","9801 RIDGEWOOD DR","BATON ROUGE","LOUISIANA","70814","WRAYP"
"MULTIPOLYGON (((-91.137177417426 30.482401921191, -91.137225671348 30.482379415707, -91.137293237803 30.482371971826, -91.137335338009 30.482375460265, -91.137346342794 30.482708812303, -91.137350889955 30.482846565168, -91.137355908881 30.482998592184, -91.136756282953 30.48301233871, -91.136759161317 30.483096175077, -91.136314796993 30.483104249754, -91.136321393673 30.483296499751, -91.136327989337 30.483488749734, -91.136334586068 30.483680999708, -91.136341181751 30.483873265906, -91.136346839339 30.48403808612, -91.136334235705 30.484034853279, -91.136302497478 30.484035429349, -91.136080312169 30.484039462496, -91.135858126833 30.48404349978, -91.135635943567 30.484047533988, -91.135413758195 30.484051570527, -91.135175702123 30.484055894137, -91.134890037104 30.484061080464, -91.134731330248 30.484063963489, -91.134509144808 30.484067995801, -91.134286959344 30.484072030447, -91.134064772821 30.484076064718, -91.133842590449 30.484080096819, -91.133620404931 30.484084130345, -91.133398222526 30.484088160797, -91.133176032811 30.484092190865, -91.132953850367 30.484096221472, -91.132731667907 30.484100250805, -91.132745326453 30.484498766313, -91.132753060082 30.484724443435, -91.132692560536 30.484999363007, -91.13229559683 30.485004996432, -91.132071420478 30.485008178193, -91.131847633673 30.485011351146, -91.131623851014 30.485014526434, -91.131400065219 30.485017699534, -91.13117628149 30.485020874063, -91.130952498794 30.485024045509, -91.130728711909 30.485027220179, -91.130504929184 30.485030390868, -91.130281142279 30.485033561172, -91.130057359523 30.485036732006, -91.129833576755 30.485039901559, -91.129609789805 30.48504307163, -91.129386007009 30.485046240426, -91.129162220032 30.485049408837, -91.128938437205 30.485052577779, -91.128690845663 30.485056082073, -91.128237370979 30.485062504443, -91.128175735645 30.482208717141, -91.128171572259 30.4820159373, -91.128159236165 30.481444736939, -91.130254646989 30.48143702689, -91.130209181322 30.479333841672, -91.131234332903 30.479331347825, -91.131731492821 30.47933013442, -91.132090773175 30.479325020016, -91.132784283907 30.479315147223, -91.13329709059 30.47929409526, -91.134702206013 30.479231271321, -91.135614603848 30.479190468907, -91.136657440475 30.479143826535, -91.13703696233 30.479129820836, -91.137162983865 30.481964573339, -91.137170312664 30.482186636968, -91.137177417426 30.482401921191)))","168","Howell Community Park","Community","5509 WINBOURNE AVE","BATON ROUGE","LOUISIANA","70805","HWLCP"
"MULTIPOLYGON (((-90.916059758705 30.714048543372, -90.917939525931 30.714068538202, -90.917895769006 30.715059423793, -90.919403642642 30.715099954422, -90.919398266047 30.716118986939, -90.91537036494 30.716027457013, -90.915407777539 30.714992462553, -90.9141172828 30.714957761206, -90.914124342058 30.71444249796, -90.914126511102 30.714283549908, -90.914960259939 30.712355870772, -90.915409958857 30.711470097529, -90.915792125603 30.711588862417, -90.915967723899 30.711646631184, -90.91613784654 30.711698038686, -90.915912732721 30.712596489177, -90.91607650675 30.712634225802, -90.916059758705 30.714048543372)))","127","Baywood Park","Neighborhood","20001 PRIDE-BAYWOOD RD","GREENWELL SPRINGS","LOUISIANA","70739","BAYWD"
"MULTIPOLYGON (((-91.114852756812 30.535482050084, -91.114800560631 30.535442757868, -91.114750150235 30.535401755576, -91.114654984297 30.535314863915, -91.114591439423 30.535252176988, -91.114360996734 30.535024844107, -91.114130555102 30.53479751081, -91.113983912019 30.534652844196, -91.113837266239 30.534508176506, -91.113690624004 30.534363512261, -91.113543983246 30.534218845142, -91.113397338749 30.534074176945, -91.113250697799 30.533929512192, -91.113104060396 30.533784849982, -91.112912824651 30.533596190411, -91.112645280031 30.533559712897, -91.112394281785 30.533525492343, -91.112191982566 30.533497909725, -91.112305695748 30.532872944627, -91.112590815551 30.532017557883, -91.112882363024 30.530304573459, -91.113439127398 30.530380244016, -91.114102616339 30.530470416405, -91.114769398343 30.530561033812, -91.115436181568 30.530651646955, -91.116110810245 30.530743323213, -91.116785440167 30.530834996931, -91.11738947192 30.530917072336, -91.117993505715 30.530999144983, -91.118496296658 30.528364188628, -91.11885297142 30.528334827745, -91.119331206161 30.528295462919, -91.119640955365 30.528269967835, -91.119790076448 30.528257691536, -91.11983062592 30.528626857379, -91.11984566046 30.528763742739, -91.120601620395 30.528715048068, -91.120562021318 30.528922597523, -91.120522421031 30.529130147854, -91.120483601497 30.529333607681, -91.120444784926 30.529537069293, -91.120405965075 30.52974052817, -91.120367148191 30.529943987027, -91.120328328022 30.530147445854, -91.120289507694 30.530350904658, -91.120250686152 30.530554368847, -91.120209280236 30.530771391282, -91.120183401441 30.530907032544, -91.120110937312 30.531286828919, -91.120346276421 30.531318802342, -91.120581614647 30.531350771736, -91.120832642734 30.531384875811, -91.121083671001 30.531418975802, -91.121334699434 30.531453078023, -91.121614657352 30.531491109396, -91.121771548643 30.531512420564, -91.122242216656 30.531576357454, -91.122283804334 30.531345438547, -91.122324221504 30.531128281331, -91.122365500025 30.530911237316, -91.122406775233 30.530694196877, -91.122448050265 30.530477153704, -91.122488299002 30.53025997356, -91.122526633908 30.530042529647, -91.122564964472 30.529825088407, -91.122603294868 30.529607647142, -91.122646418835 30.529363026367, -91.122670376036 30.529227128027, -91.122713499678 30.528982504496, -91.122751829428 30.528765060423, -91.122827244869 30.528337249573, -91.122886203107 30.528002792598, -91.122962425665 30.527417411346, -91.123057009022 30.526930052409, -91.12425207612 30.526828073508, -91.123893966624 30.528656190026, -91.125068221829 30.528828570494, -91.125056481603 30.528888514501, -91.125020372959 30.529072848185, -91.124980719759 30.529275276957, -91.124948858884 30.52943792641, -91.124881125711 30.529783714599, -91.124843957781 30.529973467881, -91.124806788666 30.530163222041, -91.124801477747 30.530190325909, -91.124764309511 30.530380080046, -91.124727136959 30.53056983686, -91.124689967404 30.530759587344, -91.124658105579 30.530922234848, -91.124618281283 30.531125541729, -91.124581108172 30.531315298458, -91.124543934925 30.531505052459, -91.124506764664 30.531694805542, -91.124469592174 30.531884559501, -91.1244324185 30.532074313437, -91.124395244678 30.532264070057, -91.124358073854 30.532453820346, -91.124320903916 30.53264357693, -91.124280557861 30.532849539334, -91.12424837237 30.533013824257, -91.124167310814 30.533427622838, -91.123853756608 30.535181163466, -91.12384161037 30.53524909431, -91.123485751604 30.537239151784, -91.123320436279 30.538163616161, -91.123240181456 30.538612405504, -91.122918954647 30.538569901049, -91.114500542165 30.537455682981, -91.114560792419 30.537118080975, -91.114589889164 30.536955036521, -91.11462499061 30.53675835079, -91.114658935503 30.536568137179, -91.11468803192 30.536405095381, -91.114720170177 30.536225009739, -91.114754269796 30.536033933061, -91.114800338582 30.535775783012, -91.114852756812 30.535482050084)))","71","Hooper Road Park","Neighborhood","6261 GUYNELL DR","BATON ROUGE","LOUISIANA","70811","HOOPR"
"MULTIPOLYGON (((-91.171064023582 30.426755765626, -91.171045108447 30.426873628626, -91.171006406209 30.427114788596, -91.170982838347 30.427261648781, -91.17087961223 30.427904856996, -91.169134646191 30.426811139776, -91.169421884145 30.426802724284, -91.169710504501 30.426794266579, -91.169999094615 30.426785810913, -91.170287688844 30.426777354622, -91.170576279905 30.42676889499, -91.171064023582 30.426755765626)))","124","East Polk Street Park","Neighborhood","1700 E POLK ST","BATON ROUGE","LOUISIANA","70802","EPOLK"
"MULTIPOLYGON (((-91.164496316908 30.40756528776, -91.16450498413 30.407572097877, -91.164513351148 30.407579184552, -91.164521407575 30.407586536044, -91.164529141976 30.407594143318, -91.164536543964 30.407601995535, -91.164543602108 30.407610081856, -91.164556650518 30.407626909855, -91.16456244562 30.407635359006, -91.164567883445 30.407643985413, -91.164572957772 30.407652775536, -91.164577662372 30.407661719444, -91.164581991023 30.4076708045, -91.164585936458 30.40768001987, -91.164589495575 30.40768935292, -91.164592663193 30.407698791015, -91.164595434125 30.407708323322, -91.164597805275 30.407717935406, -91.16459977458 30.407727615535, -91.164601337899 30.407737351075, -91.164602494213 30.407747129397, -91.16460324146 30.407756937867, -91.164603578624 30.407766762953, -91.164603023827 30.407786412459, -91.164599602014 30.407791823335, -91.164596403789 30.40779733553, -91.164593432287 30.407802942733, -91.164590692724 30.407808636833, -91.164588187191 30.40781441242, -91.164585919866 30.40782026138, -91.164583893883 30.407826175599, -91.164582110295 30.407832148762, -91.164580571197 30.407838172755, -91.164579280763 30.407844240366, -91.164578237967 30.407850344376, -91.164577446986 30.40785647577, -91.164576905749 30.407862628231, -91.164576617394 30.407868792742, -91.164576580892 30.407874962987, -91.164576797297 30.407881129946, -91.164577264542 30.407887286401, -91.164577984719 30.407893425137, -91.164578954722 30.407899537128, -91.164580173521 30.407905616061, -91.16458164113 30.407911653814, -91.16458335444 30.407917642267, -91.164585311381 30.4079235751, -91.164587509887 30.407929443292, -91.164589946845 30.407935240523, -91.164592619148 30.40794095867, -91.164595523683 30.407946592317, -91.164598656302 30.407952132438, -91.164602013893 30.407957572714, -91.164605592304 30.407962906825, -91.164609386344 30.407968127549, -91.164613391862 30.407973227662, -91.164617602621 30.407978202646, -91.164622014472 30.407983044377, -91.164626621179 30.407987748338, -91.164631418589 30.407992307305, -91.164636398388 30.407996715856, -91.164641555379 30.408000968571, -91.164646883329 30.40800506003, -91.164652374958 30.408008985714, -91.164663822233 30.40801631897, -91.164681018266 30.408062479172, -91.164696200601 30.408109167231, -91.164709348533 30.408156316366, -91.16472044448 30.408203860703, -91.164729470859 30.408251732565, -91.164736416335 30.408299864279, -91.164741270612 30.408348188177, -91.164744681042 30.408445140061, -91.164754823545 30.408481739931, -91.164758867941 30.408500742186, -91.164762118046 30.408519858896, -91.16476456974 30.408539063893, -91.164766218901 30.40855833372, -91.16476706349 30.408577642213, -91.164767102507 30.408596965015, -91.164766337037 30.408616276867, -91.164764766081 30.408635551608, -91.164762392805 30.408654763985, -91.164759221411 30.408673890547, -91.164755254026 30.408692904235, -91.164750495892 30.408711782503, -91.16474495538 30.408730498299, -91.164738637732 30.408749029077, -91.16472370658 30.408785436397, -91.164614760733 30.408931272571, -91.164381332658 30.409213717155, -91.164372711611 30.409218839024, -91.164363885991 30.409223690907, -91.164354865179 30.409228265598, -91.16434566167 30.409232558603, -91.164336287965 30.409236563623, -91.164326754481 30.40924027526, -91.164317073712 30.40924368992, -91.16430725816 30.409246801305, -91.164297321356 30.409249607629, -91.164287274757 30.409252104394, -91.1642771319 30.409254288011, -91.164266905276 30.409256156691, -91.164256608423 30.409257706843, -91.164246253831 30.409258936679, -91.164235855031 30.409259846216, -91.16422542556 30.409260431862, -91.164214978946 30.409260694538, -91.164204527679 30.409260633358, -91.164194086329 30.409260249241, -91.164183666347 30.409259540399, -91.164173283339 30.409258510459, -91.164162948754 30.409257159437, -91.164152677159 30.409255489155, -91.164142479999 30.409253501432, -91.164132371841 30.409251198994, -91.164122365167 30.409248585463, -91.164112472463 30.409245663564, -91.164102707252 30.40924243692, -91.164093080977 30.409238909157, -91.164083606116 30.409235086603, -91.164065158485 30.409226572522, -91.164062583641 30.40922534509, -91.164059958704 30.40922419788, -91.164057288875 30.409223132703, -91.164054576231 30.409222151365, -91.164051824934 30.409221254774, -91.164049038106 30.409220443836, -91.164046220948 30.409219719459, -91.164043374499 30.409219082548, -91.164040503961 30.409218534912, -91.164037612455 30.409218076556, -91.164034704144 30.409217707486, -91.164031782149 30.409217429509, -91.164028851673 30.40921724173, -91.164025913757 30.409217145052, -91.164022974647 30.409217138582, -91.164020037461 30.409217224127, -91.164014181359 30.409217667672, -91.164005884995 30.409219136472, -91.163997533902 30.409220351714, -91.163989137451 30.409221311607, -91.163980708134 30.409222014362, -91.163972256358 30.409222459992, -91.163963790454 30.409222646704, -91.163955322906 30.409222576318, -91.163946863084 30.409222247041, -91.163938421396 30.40922165979, -91.163930009287 30.409220816383, -91.163921637165 30.409219715931, -91.163913314393 30.409218361153, -91.163905051376 30.409216753866, -91.16389685956 30.409214894986, -91.163888747267 30.409212787232, -91.163880726982 30.409210433325, -91.163872805984 30.409207836882, -91.163864995716 30.409205000625, -91.163857305542 30.409201927273, -91.16384974482 30.409198621347, -91.163842322909 30.40919508737, -91.16383504917 30.409191328962, -91.163827931923 30.409187350644, -91.163820981564 30.409183157844, -91.16381420537 30.409178755981, -91.16380761166 30.409174149578, -91.163795005991 30.409164349354, -91.163789247045 30.409157264178, -91.163783194284 30.409150366259, -91.16377685498 30.409143663725, -91.163770238484 30.40913716561, -91.163763353108 30.409130880945, -91.163756208204 30.40912481786, -91.163748813126 30.409118983585, -91.163741178266 30.409113388055, -91.163733312981 30.409108036695, -91.163725227665 30.409102937638, -91.163708440608 30.409093521744, -91.16368354353 30.409086771037, -91.163658953804 30.409079222371, -91.163634704714 30.409070887516, -91.163610830589 30.40906177644, -91.163587362629 30.409051902713, -91.163564334115 30.40904127991, -91.163541778329 30.409029921605, -91.163519724384 30.409017844976, -91.163498203475 30.409005066301, -91.163477245754 30.408991602758, -91.16345688033 30.408977474231, -91.163418035526 30.408947296337, -91.163413411821 30.408943410509, -91.163408628624 30.408939674222, -91.163403690091 30.408936091091, -91.163398604542 30.408932665636, -91.16339337925 30.408929404182, -91.163388019416 30.408926309441, -91.163382532313 30.408923386835, -91.163376927306 30.408920639082, -91.16337120959 30.4089180707, -91.163365387486 30.408915684406, -91.163359469315 30.408913483818, -91.163353462357 30.408911471653, -91.163347374933 30.408909650627, -91.163341214324 30.408908023455, -91.163334989895 30.408906591052, -91.163328708925 30.408905357939, -91.16332238078 30.408904323223, -91.163316012744 30.40890348872, -91.163309614179 30.408902857148, -91.163296758767 30.408902201033, -91.163226414252 30.408913397478, -91.163143075947 30.408882601145, -91.164457283665 30.407422048333, -91.164498708108 30.407441872339, -91.164496316908 30.40756528776)))","158","Milford Wampold Memorial Park","Neighborhood","901 STANFORD AVE","BATON ROUGE","LOUISIANA","70808","WMPLD"
"MULTIPOLYGON (((-91.014967734563 30.443466200468, -91.014555205396 30.443468195344, -91.014396540328 30.443468962053, -91.014396647823 30.443485734739, -91.014168416787 30.443491321006, -91.013955887167 30.443496522624, -91.013746529051 30.443501645866, -91.013556044922 30.443506307444, -91.013537546789 30.443506759762, -91.013324641224 30.443511970281, -91.013115284083 30.443517092527, -91.012902754353 30.443522292452, -91.012693396128 30.443527414026, -91.012480866354 30.443532613273, -91.012271508082 30.443537735082, -91.012058978264 30.443542933651, -91.011849620993 30.443548053893, -91.011634884803 30.443553305955, -91.011475494159 30.443557203937, -91.011474410382 30.443062287009, -91.011267692719 30.442791579202, -91.011266249771 30.442131690103, -91.01105998432 30.442132028361, -91.011059880473 30.442084476592, -91.011059568935 30.441941820377, -91.014951722434 30.440973609581, -91.014952550291 30.441102121485, -91.014954439107 30.441396191698, -91.014956084891 30.441652420711, -91.014957469068 30.441867833416, -91.014958860572 30.4420845343, -91.014960276514 30.442304979776, -91.014961651204 30.442519135815, -91.014963004002 30.442729731267, -91.014964419184 30.442950094611, -91.014965867083 30.443175516901, -91.014967220064 30.443386060895, -91.014967734563 30.443466200468)))","118","Kathy Drive Park","Neighborhood","1801 KATHY DR","BATON ROUGE","LOUISIANA","70816","KTHYD"
"MULTIPOLYGON (((-91.124151160927 30.347913631221, -91.124074672058 30.34796017325, -91.123934104501 30.347793778389, -91.123821665952 30.347660675943, -91.123709226671 30.347527569787, -91.123596787683 30.347394467139, -91.123484350039 30.34726136349, -91.123371914774 30.347128260646, -91.123252049102 30.346986362996, -91.123126901782 30.346838212459, -91.123012070818 30.346702273775, -91.122904503768 30.346574935494, -91.12279743085 30.346448180669, -91.122684915461 30.346314980557, -91.122563372036 30.346171094041, -91.122454993771 30.346042795143, -91.122234928486 30.345782275744, -91.122162713834 30.345696793244, -91.124945979541 30.344745109373, -91.1251034756 30.345103880429, -91.125071331069 30.345114498056, -91.125127746036 30.345242977271, -91.12609865684 30.346392303253, -91.125949055257 30.346487370461, -91.125799453387 30.3465824384, -91.125821799009 30.346608888929, -91.125693933857 30.346690143578, -91.125871935488 30.34690085175, -91.125273524545 30.347281121184, -91.125095523502 30.347070412226, -91.124967658203 30.347151666164, -91.12514565912 30.347362375289, -91.124846450921 30.347552509133, -91.124791447531 30.347587088396, -91.124736443059 30.347621668536, -91.124691107747 30.347648212641, -91.124598139672 30.34769820927, -91.124560972796 30.347716626546, -91.124485390843 30.347751487094, -91.124359647617 30.347805764548, -91.124288691097 30.347839567815, -91.124151160927 30.347913631221)))","41","Ben Burge Park","Neighborhood","9350 ANTIGUA DR","BATON ROUGE","LOUISIANA","70810","BNBRG"
"MULTIPOLYGON (((-91.19072645459 30.420522986218, -91.190729338904 30.420614300273, -91.190755909215 30.421455535685, -91.189393403731 30.421487851554, -91.189358951644 30.420554909341, -91.19072645459 30.420522986218)))","147","Roosevelt Street Park","Neighborhood","1011 W ROOSEVELT ST","BATON ROUGE","LOUISIANA","70802","RSVLT"
"MULTIPOLYGON (((-91.111726003599 30.507667087595, -91.111732483084 30.507804449385, -91.111743394991 30.508035779353, -91.111752799927 30.508235177335, -91.111762125444 30.508432834188, -91.111771570205 30.508633092779, -91.111780660257 30.508825657966, -91.111790289236 30.509032564146, -91.111797750188 30.509192833613, -91.10977919005 30.509308838998, -91.109776899894 30.509269645887, -91.109767213779 30.509103819442, -91.109757659127 30.508940233034, -91.109747926977 30.508773597342, -91.10973787383 30.508601481964, -91.109728215915 30.508436144448, -91.109718591128 30.508271376181, -91.109708966376 30.508106607003, -91.109699343731 30.507941841428, -91.10968971904 30.507777073134, -91.109680097507 30.507612304836, -91.109673151147 30.507493374917, -91.109742617894 30.50732522581, -91.110047972139 30.507025774425, -91.110480325998 30.507367763024, -91.111402387479 30.507242334412, -91.111706365006 30.507250437409, -91.111726003599 30.507667087595)))","95","Maplewood Park","Neighborhood","7950 MAPLEWOOD DR","BATON ROUGE","LOUISIANA","70812","MPLWD"
