"address_no_complete","st_prefix_dir","st_prefix_type","st_name","st_suffix_type","st_suffix_dir","st_ext","full_address","city","zip","district_num","council_person","lot_location"
"700-900","S",,"14TH","ST",,,"700-900 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"700-900","S",,"14TH","ST",,,"700-900 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"700-900","S",,"14TH","ST",,,"700-900 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"700-900","S",,"14TH","ST",,,"700-900 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"700-900","S",,"14TH","ST",,,"700-900 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"700-900","S",,"14TH","ST",,,"700-900 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"700-900","S",,"14TH","ST",,,"700-900 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"700-900","S",,"14TH","ST",,,"700-900 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"700-900","S",,"14TH","ST",,,"700-900 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"700-900","S",,"14TH","ST",,,"700-900 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"700-900","S",,"14TH","ST",,,"700-900 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"700-900","S",,"14TH","ST",,,"700-900 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"828","S",,"14TH","ST",,,"828 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"602","S",,"14TH","ST",,,"602 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1232","S",,"14TH","ST",,,"1232 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"120","S",,"14TH","ST",,,"120 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"207","S",,"14TH","ST",,,"207 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"524","S",,"14TH","ST",,,"524 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1126","S",,"14TH","ST",,,"1126 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1246","S",,"14TH","ST",,,"1246 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"740","N",,"14TH","ST",,,"740 N 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"748","S",,"14TH","ST",,,"748 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"538","S",,"14TH","ST",,,"538 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"150","S",,"14TH","ST",,,"150 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1238","S",,"14TH","ST",,,"1238 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1130","S",,"14TH","ST",,,"1130 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"208","S",,"14TH","ST",,,"208 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"210","S",,"14TH","ST",,,"210 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"600-700","N",,"14TH","ST",,,"600-700 N 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"600-700","N",,"14TH","ST",,,"600-700 N 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"600-700","N",,"14TH","ST",,,"600-700 N 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"T 373","S",,"14TH","ST",,,"T 373 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"711","S",,"14TH","ST",,,"711 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"900-1000","S",,"14TH","ST",,,"900-1000 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"900-1000","S",,"14TH","ST",,,"900-1000 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"900-1000","S",,"14TH","ST",,,"900-1000 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"900-1000","S",,"14TH","ST",,,"900-1000 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"188","S",,"14TH","ST",,,"188 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"605","S",,"14TH","ST",,,"605 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"751","S",,"14TH","ST",,,"751 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"724","S",,"14TH","ST",,,"724 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"236","S",,"14TH","ST",,,"236 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"615","S",,"14TH","ST",,,"615 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1254","S",,"14TH","ST",,,"1254 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1250","S",,"14TH","ST",,,"1250 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"211","S",,"14TH","ST",,,"211 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"956","S",,"14TH","ST",,,"956 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"924","S",,"14TH","ST",,,"924 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"540","S",,"14TH","ST",,,"540 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"920","S",,"14TH","ST",,,"920 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"744","S",,"14TH","ST",,,"744 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"606","S",,"14TH","ST",,,"606 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-500","S",,"14TH","ST",,,"100-500 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-500","S",,"14TH","ST",,,"100-500 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-500","S",,"14TH","ST",,,"100-500 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"618","S",,"14TH","ST",,,"618 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"624","S",,"14TH","ST",,,"624 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"609","S",,"14TH","ST",,,"609 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"224","N",,"14TH","ST",,,"224 N 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100","N",,"14TH","ST",,,"100 N 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1236","S",,"14TH","ST",,,"1236 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"212 STE A","S",,"14TH","ST",,,"212 S 14TH ST, STE A","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"802","S",,"14TH","ST",,,"802 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1108","S",,"14TH","ST",,,"1108 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"T 741","N",,"14TH","ST",,,"T 741 N 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"601","S",,"14TH","ST",,,"601 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"836","S",,"14TH","ST",,,"836 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"658","S",,"14TH","ST",,,"658 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1115","S",,"14TH","ST",,,"1115 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"T 355","S",,"14TH","ST",,,"T 355 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"526","S",,"14TH","ST",,,"526 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"235","S",,"14TH","ST",,,"235 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"519","S",,"14TH","ST",,,"519 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"614","S",,"14TH","ST",,,"614 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"T 339","S",,"14TH","ST",,,"T 339 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1116","S",,"14TH","ST",,,"1116 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1234","S",,"14TH","ST",,,"1234 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"638","S",,"14TH","ST",,,"638 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"820","S",,"14TH","ST",,,"820 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"212 STE B","S",,"14TH","ST",,,"212 S 14TH ST, STE B","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1124","S",,"14TH","ST",,,"1124 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"528","S",,"14TH","ST",,,"528 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"600-700","S",,"14TH","ST",,,"600-700 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"600-700","S",,"14TH","ST",,,"600-700 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"600-700","S",,"14TH","ST",,,"600-700 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"600-700","S",,"14TH","ST",,,"600-700 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"600-700","S",,"14TH","ST",,,"600-700 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"838","S",,"14TH","ST",,,"838 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"728","S",,"14TH","ST",,,"728 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"808","S",,"14TH","ST",,,"808 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"812","S",,"14TH","ST",,,"812 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"T 401","S",,"14TH","ST",,,"T 401 S 14TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"626","N",,"15TH","ST",,,"626 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"630","N",,"15TH","ST",,,"630 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1137","S",,"15TH","ST",,,"1137 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2109","N",,"15TH","ST",,,"2109 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"614","N",,"15TH","ST",,,"614 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1902","N",,"15TH","ST",,,"1902 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"829","S",,"15TH","ST",,,"829 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1942","N",,"15TH","ST",,,"1942 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1232","S",,"15TH","ST",,,"1232 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"610","S",,"15TH","ST",,,"610 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1816","N",,"15TH","ST",,,"1816 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1955","N",,"15TH","ST",,,"1955 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1155","S",,"15TH","ST",,,"1155 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1133","S",,"15TH","ST",,,"1133 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"647","S",,"15TH","ST",,,"647 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1744","N",,"15TH","ST",,,"1744 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1205","S",,"15TH","ST",,,"1205 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1806","N",,"15TH","ST",,,"1806 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1230","S",,"15TH","ST",,,"1230 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"625","S",,"15TH","ST",,,"625 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"552","S",,"15TH","ST",,,"552 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1220","S",,"15TH","ST",,,"1220 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1754","N",,"15TH","ST",,,"1754 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"956","S",,"15TH","ST",,,"956 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1364","S",,"15TH","ST",,,"1364 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"633","S",,"15TH","ST",,,"633 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2027","N",,"15TH","ST",,,"2027 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2136","N",,"15TH","ST",,,"2136 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1952","N",,"15TH","ST",,,"1952 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1707","N",,"15TH","ST",,,"1707 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1849","N",,"15TH","ST",,,"1849 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"704","S",,"15TH","ST",,,"704 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1925","N",,"15TH","ST",,,"1925 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1625","N",,"15TH","ST",,,"1625 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1826","N",,"15TH","ST",,,"1826 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"824","S",,"15TH","ST",,,"824 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2146","N",,"15TH","ST",,,"2146 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1635","N",,"15TH","ST",,,"1635 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1151","S",,"15TH","ST",,,"1151 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1622","N",,"15TH","ST",,,"1622 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-200","N",,"15TH","ST",,,"100-200 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-200","N",,"15TH","ST",,,"100-200 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1819","N",,"15TH","ST",,,"1819 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"547","S",,"15TH","ST",,,"547 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"570","S",,"15TH","ST",,,"570 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1124","S",,"15TH","ST",,,"1124 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1915","N",,"15TH","ST",,,"1915 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1605","N",,"15TH","ST",,,"1605 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"724","S",,"15TH","ST",,,"724 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"702","S",,"15TH","ST",,,"702 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1200-1300","S",,"15TH","ST",,,"1200-1300 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1747","N",,"15TH","ST",,,"1747 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2004","N",,"15TH","ST",,,"2004 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2007","N",,"15TH","ST",,,"2007 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"639","S",,"15TH","ST",,,"639 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"835","S",,"15TH","ST",,,"835 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"576","S",,"15TH","ST",,,"576 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"802","S",,"15TH","ST",,,"802 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2139","N",,"15TH","ST",,,"2139 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1945","N",,"15TH","ST",,,"1945 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1912","N",,"15TH","ST",,,"1912 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2017","N",,"15TH","ST",,,"2017 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2119","N",,"15TH","ST",,,"2119 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"618","S",,"15TH","ST",,,"618 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2034","N",,"15TH","ST",,,"2034 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"604","S",,"15TH","ST",,,"604 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1103","S",,"15TH","ST",,,"1103 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1642","N",,"15TH","ST",,,"1642 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1021","S",,"15TH","ST",,,"1021 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2037","N",,"15TH","ST",,,"2037 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"624","S",,"15TH","ST",,,"624 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1717","N",,"15TH","ST",,,"1717 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1737","N",,"15TH","ST",,,"1737 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1201","S",,"15TH","ST",,,"1201 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1905","N",,"15TH","ST",,,"1905 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1922","N",,"15TH","ST",,,"1922 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1107","S",,"15TH","ST",,,"1107 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2044","N",,"15TH","ST",,,"2044 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"521","S",,"15TH","ST",,,"521 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1612","N",,"15TH","ST",,,"1612 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1233","S",,"15TH","ST",,,"1233 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1935","N",,"15TH","ST",,,"1935 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"754","S",,"15TH","ST",,,"754 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2047","N",,"15TH","ST",,,"2047 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"546","S",,"15TH","ST",,,"546 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"656","S",,"15TH","ST",,,"656 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1809","N",,"15TH","ST",,,"1809 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"806","S",,"15TH","ST",,,"806 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"808","S",,"15TH","ST",,,"808 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"812","S",,"15TH","ST",,,"812 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1203","S",,"15TH","ST",,,"1203 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"744","N",,"15TH","ST",,,"744 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"831","S",,"15TH","ST",,,"831 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1839","N",,"15TH","ST",,,"1839 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"562","S",,"15TH","ST",,,"562 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"572","S",,"15TH","ST",,,"572 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"804","S",,"15TH","ST",,,"804 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"837","S",,"15TH","ST",,,"837 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1025","S",,"15TH","ST",,,"1025 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1123","S",,"15TH","ST",,,"1123 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1727","N",,"15TH","ST",,,"1727 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1704","N",,"15TH","ST",,,"1704 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"622","N",,"15TH","ST",,,"622 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1228","S",,"15TH","ST",,,"1228 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1358","S",,"15TH","ST",,,"1358 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1138","S",,"15TH","ST",,,"1138 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"742","S",,"15TH","ST",,,"742 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"740","S",,"15TH","ST",,,"740 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1602","N",,"15TH","ST",,,"1602 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1131","S",,"15TH","ST",,,"1131 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2116","N",,"15TH","ST",,,"2116 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"801","S",,"15TH","ST",,,"801 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"568","S",,"15TH","ST",,,"568 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"533","S",,"15TH","ST",,,"533 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"574","S",,"15TH","ST",,,"574 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1352","S",,"15TH","ST",,,"1352 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"430","S",,"15TH","ST",,,"430 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"716","N",,"15TH","ST",,,"716 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"809","S",,"15TH","ST",,,"809 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2024","N",,"15TH","ST",,,"2024 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1224","S",,"15TH","ST",,,"1224 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"631","S",,"15TH","ST",,,"631 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"638","S",,"15TH","ST",,,"638 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"652","S",,"15TH","ST",,,"652 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"632","S",,"15TH","ST",,,"632 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"912","S",,"15TH","ST",,,"912 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"722","N",,"15TH","ST",,,"722 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1153","S",,"15TH","ST",,,"1153 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"415","N",,"15TH","ST",,,"415 N 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"750","S",,"15TH","ST",,,"750 S 15TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
