"invoice_line_no","date","store","name","address","city","zipcode","store_location","county_number","county","category","category_name","vendor_no","vendor_name","itemno","im_desc","pack","bottle_volume_ml","state_bottle_cost","state_bottle_retail","sale_bottles","sale_dollars","sale_liters","sale_gallons"
"S16636800023","2014-01-02T00:00:00.000","4829","Central City 2","1501 MICHIGAN AVE","DES MOINES","50314","POINT (-93.613739 41.60572)","77","Polk","1011300","TENNESSEE WHISKIES","85","Brown-Forman Corporation","26827","Jack Daniels Old #7 Black Lbl","12","1000","17.41","26.12","120","3134.40","120.00","31.70"
"S16633300076","2014-01-02T00:00:00.000","3773","Benz Distributing","501 7TH AVE SE","CEDAR RAPIDS","52401","POINT (-91.659875 41.97574)","57","Linn","1012300","IRISH WHISKIES","370","Pernod Ricard USA/Austin Nichols","15646","Jameson 18YR HA","6","750","49.99","74.99","3","224.97","2.25","0.59"
"S16631500063","2014-01-02T00:00:00.000","2665","Hy-Vee / Waukee","1005 E HICKMAN RD","WAUKEE","50263","POINT (-93.854477 41.615059)","25","Dallas","1032200","IMPORTED VODKA - MISC","370","Pernod Ricard USA/Austin Nichols","34036","Absolut Pears","12","750","11.49","17.24","5","86.20","3.75","0.99"
"S16627100022","2014-01-02T00:00:00.000","2510","Hy-Vee Drugstore #3 / Cedar Rapids","2405 MT VERNON RD SE","CEDAR RAPIDS","52403","POINT (-91.632647 41.976952)","57","Linn","1011200","STRAIGHT BOURBON WHISKIES","65","Jim Beam Brands","19476","Maker's Mark","12","750","16.79","25.19","5","125.95","3.75","0.99"
"S16638000036","2014-01-02T00:00:00.000","2612","Hy-Vee Store / Perry","1215  141 ST","PERRY","50220","POINT (-94.104501 41.830292)","25","Dallas","1022100","TEQUILA","434","Luxco-St Louis","89388","Juarez Tequila Gold","6","1750","13.00","19.50","3","58.50","5.25","1.39"
"S16637500159","2014-01-02T00:00:00.000","2552","Hy-Vee Food Store #3 / Cedar Rapids","20 WILSON AVENUE WEST","CEDAR RAPIDS","52404","POINT (-91.658577 41.955859)","57","Linn","1081900","MISC. AMERICAN CORDIALS & LIQUEURS","322","Prestige Wine and Spirits Group","75209","Kinky Liqueur","12","375","5.00","7.50","3","22.50","1.12","0.30"
"S16622700111","2014-01-02T00:00:00.000","2512","Hy-Vee Wine and Spirits / Iowa City","1720 WATERFRONT DR","IOWA CITY","52240","POINT (-91.53046300000001 41.642764)","52","Johnson","1022100","TEQUILA","395","Proximo","87408","Jose Cuervo Especial Silver","12","750","10.49","15.73","12","188.76","9.00","2.38"
"S16637500110","2014-01-02T00:00:00.000","2552","Hy-Vee Food Store #3 / Cedar Rapids","20 WILSON AVENUE WEST","CEDAR RAPIDS","52404","POINT (-91.658577 41.955859)","57","Linn","1012210","SINGLE MALT SCOTCH","370","Pernod Ricard USA/Austin Nichols","5086","Glenlivet 16yr Nadurra","6","750","34.99","52.49","1","52.49","0.75","0.20"
"S16616900062","2014-01-02T00:00:00.000","3565","Hartig Drug Store #10","701 MORMON TREK BLVD","IOWA CITY","52246","POINT (-91.574025 41.651984)","52","Johnson","1081200","CREAM LIQUEURS","305","MHW Ltd","73052","Rumchata","12","375","7.42","11.13","3","33.39","1.12","0.30"
"S16637100011","2014-01-02T00:00:00.000","4406","KUM & GO #4020 / ANKENY","1910 SW WHITE BIRCH CIRCLE","ANKENY","50023","POINT (-93.62657100000001 41.701905)","77","Polk","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","35","Bacardi U.S.A., Inc.","43121","Bacardi Superior Rum Mini","12","500","4.74","7.11","1","7.11","0.50","0.13"
"S16633300064","2014-01-02T00:00:00.000","3773","Benz Distributing","501 7TH AVE SE","CEDAR RAPIDS","52401","POINT (-91.659875 41.97574)","57","Linn","1031200","VODKA FLAVORED","380","Phillips Beverage Company","41653","Uv Citruv (citrus) Vodka","12","750","6.50","9.74","12","116.88","9.00","2.38"
"S16630500214","2014-01-02T00:00:00.000","2593","Hy-Vee Food Store / Carroll","905 US HIGHWAY 30 WEST","CARROLL","51401","POINT (-94.853591 42.064155)","14","Carroll","1062310","SPICED RUM","260","Diageo Americas","43296","Captain Morgan Silver Spiced Rum","12","750","8.50","12.74","2","25.48","1.50","0.40"
"S16617200067","2014-01-02T00:00:00.000","2285","John's Grocery","401 EAST MARKET ST","IOWA CITY","52240","POINT (-91.529854 41.663541)","52","Johnson","1011400","BOTTLED IN BOND BOURBON","85","Brown-Forman Corporation","26906","Jack Daniels Single Barrel Why.","6","750","26.59","39.89","2","79.78","1.50","0.40"
"S16632000172","2014-01-02T00:00:00.000","2587","Hy-Vee Food Store / Johnston","5750 MERLE HAY ROAD","JOHNSTON","50131","POINT (-93.697731 41.665172)","77","Polk","1062310","SPICED RUM","259","Heaven Hill Brands","44258","Blackheart Premium Spiced Rum","12","750","6.94","10.91","2","21.82","1.50","0.40"
"S16625200127","2014-01-02T00:00:00.000","3692","Wilkie Liquors","724  1ST ST E","MT VERNON","52314","POINT (-91.960918 41.994458)","57","Linn","1062310","SPICED RUM","240","WILLIAM GRANT AND SONS, INC.","45887","Sailor Jerry Spiced Navy Rum","12","1000","11.20","16.79","3","50.37","3.00","0.79"
"S16629600005","2014-01-02T00:00:00.000","3920","Smokin' Joe's #11 Tobacco and Liquor","1606 CAMANCHE AVE","CLINTON","52732","POINT (-90.204748 41.827845)","23","Clinton","1031080","VODKA 80 PROOF","297","Laird And Company","35918","Five O'clock Vodka","6","1750","7.20","10.79","6","64.74","10.50","2.77"
"S16640200022","2014-01-02T00:00:00.000","2528","Hy-Vee Food Store #3 / Des Moines","3221 SE 14TH ST","DES MOINES","50315",,"77","Polk","1031080","VODKA 80 PROOF","434","Luxco-St Louis","36308","Hawkeye Vodka","6","1750","7.17","10.76","6","64.56","10.50","2.77"
"S16638600039","2014-01-02T00:00:00.000","4108","Oasis Grocery and Liquor /","2917 PAYNE","DES MOINES","50310","POINT (-93.658311 41.620075)","77","Polk","1012200","SCOTCH WHISKIES","260","Diageo Americas","5346","Johnnie Walker Red","12","750","14.00","20.99","4","83.96","3.00","0.79"
"S16627900139","2014-01-02T00:00:00.000","2551","Hy-Vee Food Store / Chariton","2001 WEST COURT","CHARITON","50049",,"59","Lucas","1081330","PEACH SCHNAPPS","434","Luxco-St Louis","82126","Arrow Peach Schnapps","12","750","4.09","6.14","2","12.28","1.50","0.40"
"S16625200079","2014-01-02T00:00:00.000","3692","Wilkie Liquors","724  1ST ST E","MT VERNON","52314","POINT (-91.960918 41.994458)","57","Linn","1081330","PEACH SCHNAPPS","65","Jim Beam Brands","82847","Dekuyper Peachtree","12","1000","7.62","11.43","12","137.16","12.00","3.17"
"S16635600001","2014-01-02T00:00:00.000","3666","Target Store T-1771 / Cedar Rapids","3400 EDGEWOOD RD SW","CEDAR RAPIDS","52404","POINT (-91.716111 41.944272)","57","Linn","1011200","STRAIGHT BOURBON WHISKIES","259","Heaven Hill Brands","17958","Evan Williams Yr Str Bourbon","6","1750","14.29","21.44","6","128.64","10.50","2.77"
"S16631900005","2014-01-02T00:00:00.000","3582","Korthouse Liquor","102 W 1ST ST","LEON","50144","POINT (-93.747995 40.739495)","27","Decatur","1031080","VODKA 80 PROOF","297","Laird And Company","35918","Five O'clock Vodka","6","1750","7.20","10.79","6","64.74","10.50","2.77"
"S16629100043","2014-01-02T00:00:00.000","2130","Sycamore Convenience","617 SYCAMORE","WATERLOO","50703","POINT (-92.335358 42.497854)","07","Black Hawk","1062310","SPICED RUM","260","Diageo Americas","43316","Captain Morgan Private Stock Rum","12","750","11.45","17.18","12","206.16","9.00","2.38"
"S16631500065","2014-01-02T00:00:00.000","2665","Hy-Vee / Waukee","1005 E HICKMAN RD","WAUKEE","50263","POINT (-93.854477 41.615059)","25","Dallas","1031200","VODKA FLAVORED","260","Diageo Americas","40965","Smirnoff Whipped Cream","12","750","8.25","12.37","6","74.22","4.50","1.19"
"S16642700025","2014-01-02T00:00:00.000","4617","Lickety Liquor","2501 HUBBELL AVE","DES MOINES","50317","POINT (-93.570489 41.607817)","77","Polk","1062300","FLAVORED RUM","260","Diageo Americas","43237","Captain Morgan Parrot Bay Strawberry","12","750","7.49","11.24","3","33.72","2.25","0.59"
"S16622700110","2014-01-02T00:00:00.000","2512","Hy-Vee Wine and Spirits / Iowa City","1720 WATERFRONT DR","IOWA CITY","52240","POINT (-91.53046300000001 41.642764)","52","Johnson","1022100","TEQUILA","65","Jim Beam Brands","89837","Hornitos Gold","12","1000","15.74","23.61","12","283.32","12.00","3.17"
"S16616500038","2014-01-02T00:00:00.000","2844","CVS Pharmacy #8547 / Iowa City","2425 MUSCATINE AVE","IOWA CITY","52240","POINT (-91.50008800000002 41.649547)","52","Johnson","1031200","VODKA FLAVORED","260","Diageo Americas","40965","Smirnoff Whipped Cream","12","750","8.25","12.37","2","24.74","1.50","0.40"
"S16633300083","2014-01-02T00:00:00.000","3773","Benz Distributing","501 7TH AVE SE","CEDAR RAPIDS","52401","POINT (-91.659875 41.97574)","57","Linn","1022100","TEQUILA","969","Aveniu Brands","89490","Kah Reposado","6","750","29.34","44.01","3","132.03","2.25","0.59"
"S16630500239","2014-01-02T00:00:00.000","2593","Hy-Vee Food Store / Carroll","905 US HIGHWAY 30 WEST","CARROLL","51401","POINT (-94.853591 42.064155)","14","Carroll","1081030","COFFEE LIQUEURS","370","Pernod Ricard USA/Austin Nichols","67524","Kahlua Coffee Liqueur","24","375","6.49","9.74","2","19.48","0.75","0.20"
"S16623300014","2014-01-02T00:00:00.000","3993","New Star Liquor / W 4th S / Waterloo","1625 WEST 4TH ST","WATERLOO","50701",,"07","Black Hawk","1022100","TEQUILA","85","Brown-Forman Corporation","89274","El Jimador Anejo Tequila","6","750","12.89","19.34","2","38.68","1.50","0.40"
"S16629000034","2014-01-02T00:00:00.000","4214","New Star Liquor / Lafayet / Waterloo","1309 LAFAYETTE ST","WATERLOO","50703","POINT (-92.3272 42.494092)","07","Black Hawk","1011300","TENNESSEE WHISKIES","85","Brown-Forman Corporation","86669","Jack Daniel's Tennessee Honey","24","375","6.54","9.81","5","49.05","1.88","0.50"
"S16640900102","2014-01-02T00:00:00.000","2633","Hy-Vee #3 / BDI / Des Moines","3221 SE 14TH ST","DES MOINES","50320","POINT (-93.596754 41.554101)","77","Polk","1062300","FLAVORED RUM","35","Bacardi U.S.A., Inc.","43050","Bacardi Dragon Berry","12","1000","10.24","15.35","24","368.40","24.00","6.34"
"S16617800004","2014-01-02T00:00:00.000","4745","Walgreens #05042 / Cedar Rapids","3325 16TH AVE SW","CEDAR RAPIDS","52404","POINT (-91.715363 41.963477)","57","Linn","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","434","Luxco-St Louis","45278","Paramount White Rum","6","1750","7.58","11.37","6","68.22","10.50","2.77"
"S16625500118","2014-01-02T00:00:00.000","2545","Hy-Vee Drugstore / Iowa City","310 N 1ST ST","IOWA CITY","52245","POINT (-91.528105 42.207428)","52","Johnson","1082900","MISC. IMPORTED CORDIALS & LIQUEURS","192","Sidney Frank Importing Co.","65257","Jagermeister Liqueur","12","1000","15.54","23.31","3","69.93","3.00","0.79"
"S16626200171","2014-01-02T00:00:00.000","2616","Hy-Vee Food and Drug / Clinton","901 SOUTH 4TH ST","CLINTON","52732","POINT (-90.193204 41.836268000000004)","23","Clinton","1081900","MISC. AMERICAN CORDIALS & LIQUEURS","65","Jim Beam Brands","73596","Dekuyper Michigan Cherry Liqueur","12","750","6.30","9.45","3","28.35","2.25","0.59"
"S16640200045","2014-01-02T00:00:00.000","2528","Hy-Vee Food Store #3 / Des Moines","3221 SE 14TH ST","DES MOINES","50315",,"77","Polk","1081330","PEACH SCHNAPPS","434","Luxco-St Louis","84456","Paramount Peach Schnapps","12","750","4.09","6.14","12","73.68","9.00","2.38"
"S16638500082","2014-01-02T00:00:00.000","2663","Hy-Vee / Urbandale","8701 DOUGLAS","URBANDALE","50322","POINT (-93.739105 41.629364)","77","Polk","1081900","MISC. AMERICAN CORDIALS & LIQUEURS","322","Prestige Wine and Spirits Group","75211","Kinky Liqueur","12","750","10.00","15.00","12","180.00","9.00","2.38"
"S16622700173","2014-01-02T00:00:00.000","2512","Hy-Vee Wine and Spirits / Iowa City","1720 WATERFRONT DR","IOWA CITY","52240","POINT (-91.53046300000001 41.642764)","52","Johnson","1032200","IMPORTED VODKA - MISC","395","Proximo","35964","Three Olives Loopy Flavored Vodka","12","750","11.17","16.76","12","201.12","9.00","2.38"
"S16617200016","2014-01-02T00:00:00.000","2285","John's Grocery","401 EAST MARKET ST","IOWA CITY","52240","POINT (-91.529854 41.663541)","52","Johnson","1011200","STRAIGHT BOURBON WHISKIES","260","Diageo Americas","17086","Bulleit Bourbon","12","750","16.00","24.00","12","288.00","9.00","2.38"
"S16637500114","2014-01-02T00:00:00.000","2552","Hy-Vee Food Store #3 / Cedar Rapids","20 WILSON AVENUE WEST","CEDAR RAPIDS","52404","POINT (-91.658577 41.955859)","57","Linn","1011300","TENNESSEE WHISKIES","85","Brown-Forman Corporation","26586","Gentleman Jack","12","750","18.95","28.43","3","85.29","2.25","0.59"
"S16630400037","2014-01-02T00:00:00.000","3756","Main Street Liquors / Manning","316 MAIN ST","MANNING","51455","POINT (-95.065122 41.908573)","14","Carroll","1081300","PEPPERMINT SCHNAPPS","434","Luxco-St Louis","81196","Paramount Peppermint Schnapps Traveler","12","750","3.71","5.57","4","22.28","3.00","0.79"
"S16625000006","2014-01-02T00:00:00.000","2248","Ingersoll Liquor and Beverage","3500 INGERSOLL AVE","DES MOINES","50312","POINT (-93.664182 41.586319)","77","Polk","1032200","IMPORTED VODKA - MISC","370","Pernod Ricard USA/Austin Nichols","34030","Absolut Citron (lemon Vodka)","12","750","11.49","17.24","12","206.88","9.00","2.38"
"S16636500009","2014-01-02T00:00:00.000","4190","Fareway Stores #888 / Jefferson","1207 N ELM ST","JEFFERSON","50129","POINT (-94.377667 42.026833)","37","Greene","1012100","CANADIAN WHISKIES","85","Brown-Forman Corporation","12478","Canadian Mist Canadian Why Pet","6","1750","10.50","15.75","6","94.50","10.50","2.77"
"S16624500119","2014-01-02T00:00:00.000","2622","Hy-Vee Food Store / Iowa City","1125 N DODGE ST","IOWA CITY","52240","POINT (-91.518868 41.676095)","52","Johnson","1022100","TEQUILA","330","Gemini Spirits","89496","Margaritaville Gold Tequila","12","750","6.52","10.28","6","61.68","4.50","1.19"
"S16632600096","2014-01-02T00:00:00.000","2527","Hy-Vee Food Store #5 / Des Moines","1107 SE ARMY POST RD","DES MOINES","50315","POINT (-93.602372 41.526289)","77","Polk","1081200","CREAM LIQUEURS","305","MHW Ltd","73052","Rumchata","12","375","7.42","11.13","12","133.56","4.50","1.19"
"S16633300050","2014-01-02T00:00:00.000","3773","Benz Distributing","501 7TH AVE SE","CEDAR RAPIDS","52401","POINT (-91.659875 41.97574)","57","Linn","1032200","IMPORTED VODKA - MISC","395","Proximo","35964","Three Olives Loopy Flavored Vodka","12","750","11.17","16.76","12","201.12","9.00","2.38"
"S16640900042","2014-01-02T00:00:00.000","2633","Hy-Vee #3 / BDI / Des Moines","3221 SE 14TH ST","DES MOINES","50320","POINT (-93.596754 41.554101)","77","Polk","1011100","BLENDED WHISKIES","260","Diageo Americas","25607","Seagrams 7 Crown Bl Whiskey","12","1000","8.00","11.99","48","575.52","48.00","12.68"
"S16635100054","2014-01-02T00:00:00.000","2595","Hy-Vee Wine and Spirits / Denison","1620  4TH AVE, SOUTH","DENISON","51442","POINT (-95.348601 42.012395)","24","Crawford","1081900","MISC. AMERICAN CORDIALS & LIQUEURS","322","Prestige Wine and Spirits Group","75209","Kinky Liqueur","12","375","5.00","7.50","1","7.50","0.38","0.10"
"S16622100019","2014-01-02T00:00:00.000","4265","Kwik Stop 3 / Waterloo","1104 WASHINGTON ST","WATERLOO","50702","POINT (-92.336965 42.489106)","07","Black Hawk","1081900","MISC. AMERICAN CORDIALS & LIQUEURS","322","Prestige Wine and Spirits Group","75209","Kinky Liqueur","12","375","5.00","7.50","4","30.00","1.50","0.40"
"S16630500195","2014-01-02T00:00:00.000","2593","Hy-Vee Food Store / Carroll","905 US HIGHWAY 30 WEST","CARROLL","51401","POINT (-94.853591 42.064155)","14","Carroll","1011200","STRAIGHT BOURBON WHISKIES","65","Jim Beam Brands","27406","Red Stag Hardcore Cider","12","750","11.03","16.55","3","49.65","2.25","0.59"
"S16636800034","2014-01-02T00:00:00.000","4829","Central City 2","1501 MICHIGAN AVE","DES MOINES","50314","POINT (-93.613739 41.60572)","77","Polk","1032200","IMPORTED VODKA - MISC","370","Pernod Ricard USA/Austin Nichols","34026","Absolut Peppar","12","750","11.49","17.24","12","206.88","9.00","2.38"
"S16629000035","2014-01-02T00:00:00.000","4214","New Star Liquor / Lafayet / Waterloo","1309 LAFAYETTE ST","WATERLOO","50703","POINT (-92.3272 42.494092)","07","Black Hawk","1011300","TENNESSEE WHISKIES","85","Brown-Forman Corporation","86668","Jack Daniel's Tennessee Honey Mini","12","500","8.63","12.95","2","25.90","1.00","0.26"
"S16629500027","2014-01-02T00:00:00.000","4969","Lake Liquors Wine and Spirits","910 N 8TH ST W","CLEAR LAKE","50428","POINT (-93.396651 43.142775)","17","Cerro Gordo","1081380","MISCELLANEOUS SCHNAPPS","65","Jim Beam Brands","82627","Dekuyper Cherry Pucker","12","1000","7.62","11.43","1","11.43","1.00","0.26"
"S16617000007","2014-01-02T00:00:00.000","4161","Fareway Stores #950 / Iowa City","2530 WESTWINDS DR","IOWA CITY","52246","POINT (-91.575636 41.650842)","52","Johnson","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","434","Luxco-St Louis","45276","Paramount White Rum","12","750","4.17","6.26","12","75.12","9.00","2.38"
"S16627100015","2014-01-02T00:00:00.000","2510","Hy-Vee Drugstore #3 / Cedar Rapids","2405 MT VERNON RD SE","CEDAR RAPIDS","52403","POINT (-91.632647 41.976952)","57","Linn","1031080","VODKA 80 PROOF","380","Phillips Beverage Company","37338","UV Vodka PET","6","1750","7.99","13.49","300","4047.00","525.00","138.69"
"S16638900004","2014-01-02T00:00:00.000","3440","Hawkeye Pantry","501 LOCUST ST","DES MOINES","50309","POINT (-93.62410400000002 41.586991)","77","Polk","1031080","VODKA 80 PROOF","300","Mccormick Distilling Company","36907","Mccormick Vodka PET","12","1000","4.13","6.19","12","74.28","12.00","3.17"
"S16625500139","2014-01-02T00:00:00.000","2545","Hy-Vee Drugstore / Iowa City","310 N 1ST ST","IOWA CITY","52245","POINT (-91.528105 42.207428)","52","Johnson","1031200","VODKA FLAVORED","260","Diageo Americas","41806","Smirnoff Vanilla Vodka","12","750","8.25","12.37","3","37.11","2.25","0.59"
"S16640100008","2014-01-02T00:00:00.000","3909","D And S Grocery","104 SE  A ST","MELCHER-DALLAS","50163","POINT (-93.24163400000002 41.222471)","63","Marion","1081330","PEACH SCHNAPPS","65","Jim Beam Brands","82847","Dekuyper Peachtree","12","1000","7.62","11.43","4","45.72","4.00","1.06"
"S16616800005","2014-01-02T00:00:00.000","3995","Barmuda Distribution","6027 University Ave STE 100","CEDAR FALLS","50613","POINT (-92.430437 42.512768)","07","Black Hawk","1062310","SPICED RUM","259","Heaven Hill Brands","43027","Admiral Nelson Spiced Rum","12","1000","7.28","10.92","84","917.28","84.00","22.19"
"S16629300036","2014-01-02T00:00:00.000","2571","Hy-Vee Food Store #2 / Waterloo","2181 LOGAN AVE","WATERLOO","50703","POINT (-92.337583 42.530476)","07","Black Hawk","1041100","AMERICAN DRY GINS","370","Pernod Ricard USA/Austin Nichols","32236","Seagrams Extra Dry Gin","12","750","5.99","8.99","12","107.88","9.00","2.38"
"S16632700004","2014-01-02T00:00:00.000","4385","Kum & Go #43 / New Virginia","1453 CO HWY G76","NEW VIRGINIA","50210",,"91","Warren","1032080","IMPORTED VODKA","35","Bacardi U.S.A., Inc.","34433","Grey Goose Vodka","12","750","18.49","27.74","12","332.88","9.00","2.38"
"S16617200061","2014-01-02T00:00:00.000","2285","John's Grocery","401 EAST MARKET ST","IOWA CITY","52240","POINT (-91.529854 41.663541)","52","Johnson","1022100","TEQUILA","434","Luxco-St Louis","87937","Juarez Tequila Silver","12","1000","6.67","10.00","3","30.00","3.00","0.79"
"S16632000042","2014-01-02T00:00:00.000","2587","Hy-Vee Food Store / Johnston","5750 MERLE HAY ROAD","JOHNSTON","50131","POINT (-93.697731 41.665172)","77","Polk","1031080","VODKA 80 PROOF","260","Diageo Americas","37996","Smirnoff Vodka 80 Prf","12","750","8.25","12.37","12","148.44","9.00","2.38"
"S16637600025","2014-01-02T00:00:00.000","2549","Hy-Vee Food Store / Indianola","910 N JEFFERSON","INDIANOLA","50125",,"91","Warren","1042100","IMPORTED DRY GINS","65","Jim Beam Brands","28718","Pinnacle Gin","6","1750","11.54","17.31","6","103.86","10.50","2.77"
"S16624500024","2014-01-02T00:00:00.000","2622","Hy-Vee Food Store / Iowa City","1125 N DODGE ST","IOWA CITY","52240","POINT (-91.518868 41.676095)","52","Johnson","1011200","STRAIGHT BOURBON WHISKIES","65","Jim Beam Brands","19477","Maker's Mark","12","1000","22.04","33.06","12","396.72","12.00","3.17"
"S16621300003","2014-01-02T00:00:00.000","4864","CLINTON LIQUOR & CONVENIENCE STORE","1641 S BLUFF BLVD","CLINTON","52733","POINT (-90.225022 41.833351)","23","Clinton","1081600","WHISKEY LIQUEUR","421","Sazerac Co., Inc.","64866","Fireball Cinnamon Whiskey","12","750","8.98","13.47","12","161.64","9.00","2.38"
"S16636600008","2014-01-02T00:00:00.000","4140","Fareway Stores #900 / Euclid","100 EUCLID AVE","DES MOINES","50313","POINT (-93.618724 41.627684)","77","Polk","1011100","BLENDED WHISKIES","297","Laird And Company","23826","Five Star","12","750","3.46","5.19","12","62.28","9.00","2.38"
"S16632000193","2014-01-02T00:00:00.000","2587","Hy-Vee Food Store / Johnston","5750 MERLE HAY ROAD","JOHNSTON","50131","POINT (-93.697731 41.665172)","77","Polk","1031200","VODKA FLAVORED","260","Diageo Americas","41076","Jeremiah Weed Sweet Tea Vodka","12","750","9.65","14.47","2","28.94","1.50","0.40"
"S16626200188","2014-01-02T00:00:00.000","2616","Hy-Vee Food and Drug / Clinton","901 SOUTH 4TH ST","CLINTON","52732","POINT (-90.193204 41.836268000000004)","23","Clinton","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","35","Bacardi U.S.A., Inc.","43124","Bacardi Superior Rum","24","375","4.31","6.47","10","64.70","3.75","0.99"
"S16627000009","2014-01-02T00:00:00.000","4928","Shop n Save / 6th Ave","1829 6TH AVE","DES MOINES","50314","POINT (-93.625814 41.611018)","77","Polk","1041100","AMERICAN DRY GINS","297","Laird And Company","29993","Five O'clock Gin","48","200","1.20","1.79","48","85.92","9.60","2.54"
"S16642800028","2014-01-02T00:00:00.000","4604","Pit Stop Liquors / Newton","1324, 1st AVE E","NEWTON","50208","POINT (-93.035654 41.699173)","50","Jasper","1081600","WHISKEY LIQUEUR","85","Brown-Forman Corporation","86886","Southern Comfort","12","750","9.85","14.78","3","44.34","2.25","0.59"
"S16636600031","2014-01-02T00:00:00.000","4140","Fareway Stores #900 / Euclid","100 EUCLID AVE","DES MOINES","50313","POINT (-93.618724 41.627684)","77","Polk","1032080","IMPORTED VODKA","370","Pernod Ricard USA/Austin Nichols","34004","Absolut Swedish Vodka 80 Prf","24","375","6.50","9.74","1","9.74","0.38","0.10"
"S16629600031","2014-01-02T00:00:00.000","3920","Smokin' Joe's #11 Tobacco and Liquor","1606 CAMANCHE AVE","CLINTON","52732","POINT (-90.204748 41.827845)","23","Clinton","1032200","IMPORTED VODKA - MISC","260","Diageo Americas","64755","Ciroc Red Berry","12","750","18.75","28.12","1","28.12","0.75","0.20"
"S16628800039","2014-01-02T00:00:00.000","2106","Hillstreet News and Tobacco","2217 COLLEGE","CEDAR FALLS","50613","POINT (-92.455796 42.517182)","07","Black Hawk","1052010","IMPORTED GRAPE BRANDIES","420","Moet Hennessy USA, Inc.","48106","Hennessy Vs Cognac","12","750","17.99","26.99","12","323.88","9.00","2.38"
"S16637500045","2014-01-02T00:00:00.000","2552","Hy-Vee Food Store #3 / Cedar Rapids","20 WILSON AVENUE WEST","CEDAR RAPIDS","52404","POINT (-91.658577 41.955859)","57","Linn","1012100","CANADIAN WHISKIES","115","Constellation Wine Company, Inc.","11776","Black Velvet","12","750","4.83","7.44","12","89.28","9.00","2.38"
"S16625500072","2014-01-02T00:00:00.000","2545","Hy-Vee Drugstore / Iowa City","310 N 1ST ST","IOWA CITY","52245","POINT (-91.528105 42.207428)","52","Johnson","1011200","STRAIGHT BOURBON WHISKIES","65","Jim Beam Brands","19112","Jim Beam Devil's Cut","12","750","15.23","22.85","2","45.70","1.50","0.40"
"S16632400057","2014-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","DES MOINES","50314","POINT (-93.619787 41.60566)","77","Polk","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","35","Bacardi U.S.A., Inc.","43036","Bacardi Gold Rum","12","750","7.54","11.31","2","22.62","1.50","0.40"
"S16637500140","2014-01-02T00:00:00.000","2552","Hy-Vee Food Store #3 / Cedar Rapids","20 WILSON AVENUE WEST","CEDAR RAPIDS","52404","POINT (-91.658577 41.955859)","57","Linn","1081200","CREAM LIQUEURS","260","Diageo Americas","74086","Godiva Liqueur","12","750","17.00","25.49","2","50.98","1.50","0.40"
"S16619000023","2014-01-02T00:00:00.000","2956","Dahl's / Fleur Dr","4121 FLEUR DRIVE","DES MOINES","50300","POINT (-93.64492 41.546838)","77","Polk","1041100","AMERICAN DRY GINS","65","Jim Beam Brands","30238","Gilbey's Gin London Dry","6","1750","10.49","15.74","6","94.44","10.50","2.77"
"S16627900051","2014-01-02T00:00:00.000","2551","Hy-Vee Food Store / Chariton","2001 WEST COURT","CHARITON","50049",,"59","Lucas","1032200","IMPORTED VODKA - MISC","395","Proximo","35964","Three Olives Loopy Flavored Vodka","12","750","11.17","16.76","2","33.52","1.50","0.40"
"S16625500135","2014-01-02T00:00:00.000","2545","Hy-Vee Drugstore / Iowa City","310 N 1ST ST","IOWA CITY","52245","POINT (-91.528105 42.207428)","52","Johnson","1031200","VODKA FLAVORED","380","Phillips Beverage Company","41698","Uv Ivory (vanilla) Vodka","12","750","6.50","9.74","2","19.48","1.50","0.40"
"S16630500095","2014-01-02T00:00:00.000","2593","Hy-Vee Food Store / Carroll","905 US HIGHWAY 30 WEST","CARROLL","51401","POINT (-94.853591 42.064155)","14","Carroll","1071100","AMERICAN COCKTAILS","395","Proximo","58835","Jose Cuervo Authentic Lime Margarita","6","800","4.62","6.92","2","13.84","1.60","0.42"
"S16637500128","2014-01-02T00:00:00.000","2552","Hy-Vee Food Store #3 / Cedar Rapids","20 WILSON AVENUE WEST","CEDAR RAPIDS","52404","POINT (-91.658577 41.955859)","57","Linn","1042100","IMPORTED DRY GINS","240","WILLIAM GRANT AND SONS, INC.","28625","Hendrick's Gin","6","750","17.33","25.99","3","77.97","2.25","0.59"
"S16622700064","2014-01-02T00:00:00.000","2512","Hy-Vee Wine and Spirits / Iowa City","1720 WATERFRONT DR","IOWA CITY","52240","POINT (-91.53046300000001 41.642764)","52","Johnson","1011200","STRAIGHT BOURBON WHISKIES","65","Jim Beam Brands","20247","Old Crow","12","1000","4.72","7.08","12","84.96","12.00","3.17"
"S16635800039","2014-01-02T00:00:00.000","4349","Southside Food Mart","1101 ARMY POST RD","DES MOINES","50315","POINT (-93.628783 41.526511)","77","Polk","1032200","IMPORTED VODKA - MISC","260","Diageo Americas","64711","Ciroc Peach","12","375","9.00","13.50","12","162.00","4.50","1.19"
