"invoice_line_no","date","store","name","address","city","zipcode","store_location","county_number","county","category","category_name","vendor_no","vendor_name","itemno","im_desc","pack","bottle_volume_ml","state_bottle_cost","state_bottle_retail","sale_bottles","sale_dollars","sale_liters","sale_gallons"
"INV-16678200006","2019-01-02T00:00:00.000","4596","Quik Trip #534 / E University DM","2945 E University","Des Moines","50317","POINT (-93.558972 41.600468)","77","POLK","1062400","Spiced Rum","260","DIAGEO AMERICAS","43336","Captain Morgan Original Spiced","12","750","9.06","13.59","3","40.77","2.25","0.59"
"INV-16696300007","2019-01-02T00:00:00.000","4648","Prime Mart / Broadway Waterloo","508 Broadway St","Waterloo","50703","POINT (-92.345104 42.510573)","7","BLACK HAWK","1062400","Spiced Rum","260","DIAGEO AMERICAS","43285","Captain Morgan Original Spiced Rum Pet","12","750","9.06","13.59","12","163.08","9.00","2.37"
"INV-16676700052","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1082000","Imported Cordials & Liqueurs","389","REMY COINTREAU USA INC","65896","Metaxa Ouzo","12","750","10.49","15.74","3","47.22","2.25","0.59"
"INV-16690500031","2019-01-02T00:00:00.000","2665","Hy-Vee / Waukee","1005 E Hickman Rd","Waukee","50263","POINT (-93.854477 41.615059)","25","DALLAS","1081400","American Schnapps","065","Jim Beam Brands","82636","Dekuyper Grape Pucker","12","750","6.50","9.75","12","116.52","9.00","2.37"
"INV-16687900020","2019-01-02T00:00:00.000","2529","Hy-Vee Drugstore #4 / Cedar Rapids","4825 Johnson Ave NW","Cedar Rapids","52405","POINT (-91.73337 41.968343)","57","LINN","1032100","Imported Vodkas","260","DIAGEO AMERICAS","34856","Tanqueray Sterling Vodka","12","750","7.00","10.50","3","31.50","2.25","0.59"
"INV-16681700009","2019-01-02T00:00:00.000","2622","Hy-Vee Food Store / Iowa City","1125 N Dodge St","Iowa City","52240","POINT (-91.518868 41.676095)","52","JOHNSON","1031200","American Flavored Vodka","259","Heaven Hill Brands","40327","Deep Eddy Ruby Red","12","750","9.00","13.50","6","81.00","4.50","1.18"
"INV-16692200081","2019-01-02T00:00:00.000","2587","Hy-Vee Food Store / Johnston","5750 Merle Hay Road","Johnston","50131","POINT (-93.697731 41.665172)","77","POLK","1081200","Cream Liqueurs","305","Mhw LTD","80485","Tippy Cow Chocolate","6","750","10.00","15.00","6","90.00","4.50","1.18"
"INV-16694200023","2019-01-02T00:00:00.000","3749","Wal-Mart 1526 / Storm Lake","1831 Lake Ave NW","Storm Lake","50588","POINT (-95.200739 42.663904)","11","BUENA VIST","1031100","American Vodkas","055","SAZERAC NORTH AMERICA","36690","Caliber Vodka","24","375","2.11","3.17","24","76.08","9.00","2.37"
"INV-16689600113","2019-01-02T00:00:00.000","2666","Hy-Vee Food Store #2 / State Ankeny","2510 SW State St","Ankeny","50023","POINT (-93.621824 41.705188)","77","Polk","1062500","Flavored Rum","305","Mhw LTD","42242","Blue Chair Bay Coconut","12","750","9.42","14.13","12","169.56","9.00","2.37"
"INV-16698400050","2019-01-02T00:00:00.000","2661","Hy-Vee Food Store / Sheldon","1989 Park St","Sheldon","51201","POINT (-95.831721 43.186038)","71","OBRIEN","1011200","Straight Bourbon Whiskies","055","SAZERAC NORTH AMERICA","21598","Ten High","6","1750","8.58","12.87","6","83.16","10.50","2.77"
"INV-16679300013","2019-01-02T00:00:00.000","4482","Indy 66 West #929 / Indianola","2001 W 2nd Ave","Indianola","50125","POINT (-93.58762800000001 41.356153)","91","WARREN","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","10807","Crown Royal Regal Apple","12","750","15.59","23.39","3","70.17","2.25","0.59"
"INV-16687800009","2019-01-02T00:00:00.000","4921","Market Express","5340 16th Ave SW","Cedar Rapids","52404","POINT (-91.739906 41.963888)","57","LINN","1081200","Cream Liqueurs","300","McCormick Distilling Co.","65204","Tequila Rose Liqueur Mini","6","500","5.00","7.50","1","7.50","0.50","0.13"
"INV-16698200007","2019-01-02T00:00:00.000","4485","DYNO'S 51 / SANBORN","101 W 7th St","Sanborn","51248","POINT (-95.656064 43.186035000000004)","71","OBRIEN","1051100","American Brandies","259","Heaven Hill Brands","52314","Christian Bros Brandy","24","375","3.23","4.85","4","19.40","1.50","0.39"
"INV-16696700046","2019-01-02T00:00:00.000","2571","Hy-Vee Food Store #2 / Waterloo","2181 Logan Ave","Waterloo","50703","POINT (-92.337583 42.530476)","7","BLACK HAWK","1051100","American Brandies","205","E & J Gallo Winery","52594","E & J VS","24","375","3.49","5.24","24","125.76","9.00","2.37"
"INV-16689800010","2019-01-02T00:00:00.000","2663","Hy-Vee Food Store / Urbandale","8701 Douglas","Urbandale","50322","POINT (-93.739105 41.629364)","77","POLK","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","11294","Crown Royal","24","375","8.00","12.00","3","36.00","1.12","0.29"
"INV-16684700001","2019-01-02T00:00:00.000","2524","Hy-Vee Food Store / Dubuque","3500 Dodge St","Dubuque","52001",,"31","DUBUQUE","1701100","Temporary & Specialty Packages","395","PROXIMO","100557","Three Olives 1.75L w/Three Olives Ros� 375ml","4","2125","15.99","23.99","200","4798.00","425.00","112.27"
"INV-16678200008","2019-01-02T00:00:00.000","4596","Quik Trip #534 / E University DM","2945 E University","Des Moines","50317","POINT (-93.558972 41.600468)","77","POLK","1081600","Whiskey Liqueur","421","SAZERAC COMPANY  INC","64863","Fireball Cinnamon Whiskey","48","200","2.50","3.75","10","37.50","2.00","0.52"
"INV-16698100019","2019-01-02T00:00:00.000","4193","Hartley Wine And Spirits","361  3rd St NW","Hartley","51346","POINT (-95.482442 43.184882)","71","OBRIEN","1062200","White Rum","035","BACARDI USA INC","43125","Bacardi Superior PET","12","750","8.26","12.39","3","37.17","2.25","0.59"
"INV-16686800041","2019-01-02T00:00:00.000","2649","Hy-Vee #3 / Dubuque","400 Locust St","Dubuque","52001","POINT (-90.666497 42.49721900000001)","31","DUBUQUE","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","11298","Crown Royal","6","1750","31.99","47.99","2","95.98","3.50","0.92"
"INV-16692100018","2019-01-02T00:00:00.000","4458","QUIK TRIP #568 / JOHNSTON","5169 Merle Hay Rd","Johnston","50131","POINT (-93.69753300000002 41.654161)","77","POLK","1011100","Blended Whiskies","260","DIAGEO AMERICAS","25603","Seagrams 7 Crown","24","200","1.99","2.99","6","17.94","1.20","0.31"
"INV-16679600163","2019-01-02T00:00:00.000","2647","Hy-Vee #7 / Cedar Rapids","5050 Edgewood Rd","Cedar Rapids","52411","POINT (-91.701581 42.030129)","57","LINN","1081300","American Cordials & Liqueur","322","Prestige Wine & Spirits Group","75212","Kinky Blue Mini","6","500","4.84","7.26","1","7.26","0.50","0.13"
"INV-16681100016","2019-01-02T00:00:00.000","5097","Fareway Stores #151 / Cedar Rapids","3717 1st Ave SE","Cedar Rapids","52403",,"57","LINN","1011200","Straight Bourbon Whiskies","259","Heaven Hill Brands","17956","Evan Williams Str Bourbon","12","750","7.74","11.61","12","139.32","9.00","2.37"
"INV-16683100005","2019-01-02T00:00:00.000","5219","Kirkwood Liquor & Tobacco","300, Kirkwood Ave","Iowa City","52240","POINT (-91.531628 41.649432)","52","JOHNSON","1052100","Imported Brandies","420","MOET HENNESSY USA","48105","Hennessy VS","12","375","10.74","16.11","12","188.88","4.50","1.18"
"INV-16680000112","2019-01-02T00:00:00.000","2588","Hy-Vee Food and Drug #6 / Cedar Rapids","4035 Mt Vernon Rd SE","Cedar Rapids","52403","POINT (-91.60978 41.976835)","57","LINN","1031100","American Vodkas","301","FIFTH GENERATION INC","38176","Titos Handmade Vodka","12","750","9.64","14.46","12","173.52","9.00","2.37"
"INV-16680200028","2019-01-02T00:00:00.000","2590","Hy-Vee Food Store #5 / Cedar Rapids","3235 Oakland Road NE","Cedar Rapids","52402","POINT (-91.658105 42.010971)","57","LINN","1011200","Straight Bourbon Whiskies","065","Jim Beam Brands","27782","Jim Beam Apple","24","375","5.50","8.25","5","41.25","1.87","0.49"
"INV-16679800005","2019-01-02T00:00:00.000","2509","Hy-Vee / Drugtown #1 / Cedar Rapids","1520 6th St SW","Cedar Rapids","52404","POINT (-91.67706 41.962419)","57","LINN","1012100","Canadian Whiskies","055","SAZERAC NORTH AMERICA","11936","Canadian Ltd Whisky Convenience Pack","12","750","4.34","6.51","12","78.12","9.00","2.37"
"INV-16686400004","2019-01-02T00:00:00.000","5644","Super Stop II / Dubuque","700 Rhomberge Ave","Dubuque","52001","POINT (-90.663494 42.515732)","31","DUBUQUE","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","11296","Crown Royal","12","750","15.59","23.39","2","46.78","1.50","0.39"
"INV-16691300008","2019-01-02T00:00:00.000","4678","Fareway Stores #124 / Adel","804 Nile Kinnick Dr","Adel","50003","POINT (-94.01679600000001 41.61025)","25","DALLAS","1011200","Straight Bourbon Whiskies","461","Skyy Spirits Inc","22156","Wild Turkey 101","12","750","14.00","21.00","12","252.00","9.00","2.37"
"INV-16695400082","2019-01-02T00:00:00.000","2505","Hy-Vee Wine and Spirits / Boone","1111  8TH ST","Boone","50036","POINT (-93.876159 42.06479800000001)","8","BOONE","1051100","American Brandies","085","Brown Forman Corp.","52806","Korbel Brandy","12","750","6.66","9.99","5","49.95","3.75","0.99"
"INV-16682600001","2019-01-02T00:00:00.000","5111","Creekside Market","2601 Hwy 6 East","Iowa City","52240","POINT (-91.493643 41.633009)","52","JOHNSON","1031200","American Flavored Vodka","205","E & J Gallo Winery","40599","New Amsterdam Red Berry","12","750","7.50","11.25","2","22.50","1.50","0.39"
"INV-16696800017","2019-01-02T00:00:00.000","5691","Logan Ave Convenience Store / Waterloo","735 Logan Ave","Waterloo","50703","POINT (-92.337744 42.510453)","7","BLACK HAWK","1011100","Blended Whiskies","065","Jim Beam Brands","22786","Beam's 8 Star Bl Whiskey","12","750","4.00","6.00","12","72.00","9.00","2.37"
"INV-16695500019","2019-01-02T00:00:00.000","5471","World Liquor & Tobacco + Vapors","1030 8th St","Boone","50036","POINT (-93.876918 42.063831)","8","BOONE","1701100","Temporary & Specialty Packages","260","DIAGEO AMERICAS","10835","Crown Royal Noble Collection 13YR Blenders Mash","6","750","29.99","44.99","6","269.94","4.50","1.18"
"INV-16693500037","2019-01-02T00:00:00.000","3650","Spirits, Stogies and Stuff","118 South Main St.","Holstein","51025","POINT (-95.544794 42.488704)","47","IDA","1062400","Spiced Rum","260","DIAGEO AMERICAS","43333","Captain Morgan Spiced Rum Pet","48","200","2.75","4.13","2","8.26","0.40","0.10"
"INV-16696200181","2019-01-02T00:00:00.000","2572","Hy-Vee Food Store / Cedar Falls","6301 University","Cedar Falls","50613","POINT (-92.435236 42.512789)","7","BLACK HAWK","1081400","American Schnapps","065","Jim Beam Brands","82636","Dekuyper Grape Pucker","12","750","6.50","9.75","3","29.13","2.25","0.59"
"INV-16680200014","2019-01-02T00:00:00.000","2590","Hy-Vee Food Store #5 / Cedar Rapids","3235 Oakland Road NE","Cedar Rapids","52402","POINT (-91.658105 42.010971)","57","LINN","1031100","American Vodkas","322","Prestige Wine & Spirits Group","36591","Kinky Vodka Mini","6","500","4.95","7.43","1","7.43","0.50","0.13"
"INV-16676700034","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1032100","Imported Vodkas","035","BACARDI USA INC","34433","Grey Goose","12","750","18.49","27.74","3","83.22","2.25","0.59"
"INV-16681700002","2019-01-02T00:00:00.000","2622","Hy-Vee Food Store / Iowa City","1125 N Dodge St","Iowa City","52240","POINT (-91.518868 41.676095)","52","JOHNSON","1032200","Imported Flavored Vodka","370","PERNOD RICARD USA","34076","Absolut Vanilia","12","750","11.49","17.24","4","68.96","3.00","0.79"
"INV-16702300031","2019-01-02T00:00:00.000","3705","Liquor Locker","507 1st Ave #100","Rock Rapids","51246",,"60","LYON","1031100","American Vodkas","260","DIAGEO AMERICAS","38006","Smirnoff 80prf PET","12","750","8.25","12.38","2","24.76","1.50","0.39"
"INV-16696200098","2019-01-02T00:00:00.000","2572","Hy-Vee Food Store / Cedar Falls","6301 University","Cedar Falls","50613","POINT (-92.435236 42.512789)","7","BLACK HAWK","1062500","Flavored Rum","259","Heaven Hill Brands","43984","Admiral Nelson Cherry Spiced Rum","12","750","5.78","8.67","4","34.68","3.00","0.79"
"INV-16701700009","2019-01-02T00:00:00.000","3695","Mrs. B's Liquor","623 S Marion St","Remsen","51050","POINT (-95.977022 42.808951)","75","PLYMOUTH","1011200","Straight Bourbon Whiskies","065","Jim Beam Brands","19067","Jim Beam","12","1000","12.59","18.89","12","226.68","12.00","3.17"
"INV-16696200051","2019-01-02T00:00:00.000","2572","Hy-Vee Food Store / Cedar Falls","6301 University","Cedar Falls","50613","POINT (-92.435236 42.512789)","7","BLACK HAWK","1032100","Imported Vodkas","267","IMPERIAL BRANDS INC","34690","Sobieski","12","750","6.50","9.75","4","39.00","3.00","0.79"
"INV-16679800003","2019-01-02T00:00:00.000","2509","Hy-Vee / Drugtown #1 / Cedar Rapids","1520 6th St SW","Cedar Rapids","52404","POINT (-91.67706 41.962419)","57","LINN","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","11290","Crown Royal Mini","10","300","7.35","11.03","10","110.30","3.00","0.79"
"INV-16697400023","2019-01-02T00:00:00.000","4265","Kwik Stop 3 / Waterloo","1104 Washington St","Waterloo","50702","POINT (-92.336965 42.489106)","7","BLACK HAWK","1031100","American Vodkas","255","Infinium Spirits","37881","Seagrams Extra Smooth Vodka Mini","12","500","4.60","6.90","3","20.70","1.50","0.39"
"INV-16689000058","2019-01-02T00:00:00.000","4637","Kwik Shop #560 / Cedar Rapids","3301 J St","Cedar Rapids","52404","POINT (-91.666812 41.944676)","57","LINN","1081400","American Schnapps","434","LUXCO INC","81206","Paramount Peppermint Schnapps","12","750","4.00","6.00","4","24.00","3.00","0.79"
"INV-16685400059","2019-01-02T00:00:00.000","2524","Hy-Vee Food Store / Dubuque","3500 Dodge St","Dubuque","52001",,"31","DUBUQUE","1051100","American Brandies","085","Brown Forman Corp.","52806","Korbel Brandy","12","750","6.66","9.99","6","59.94","4.50","1.18"
"INV-16697500011","2019-01-02T00:00:00.000","5703","West Side Liquor","919 West 5th Street","Waterloo","50702","POINT (-92.346356 42.488567)","7","BLACK HAWK","1052100","Imported Brandies","420","MOET HENNESSY USA","48105","Hennessy VS","12","375","10.74","16.11","12","188.88","4.50","1.18"
"INV-16680800049","2019-01-02T00:00:00.000","2605","Hy-Vee Drugstore #5 / Cedar Rapids","2001 Blairs Ferry Road NE","Cedar Rapids","52402","POINT (-91.668909 42.034799)","57","LINN","1031200","American Flavored Vodka","259","Heaven Hill Brands","39922","Deep Eddy Peach","12","750","9.00","13.50","3","40.50","2.25","0.59"
"INV-16687500140","2019-01-02T00:00:00.000","2552","Hy-Vee Food Store #3 / Cedar Rapids","20 Wilson Avenue West","Cedar Rapids","52404","POINT (-91.658577 41.955859)","57","LINN","1012400","Irish Whiskies","370","PERNOD RICARD USA","15644","Jameson","24","375","6.74","10.11","4","40.44","1.50","0.39"
"INV-16678500040","2019-01-02T00:00:00.000","4622","Quik Trip #544 / SE 14th DM","3941, SE 14th St","Des Moines","50320","POINT (-93.596748 41.548497)","77","POLK","1031100","American Vodkas","421","SAZERAC COMPANY  INC","38089","Platinum 7x Vodka","48","100","0.89","1.34","48","64.32","4.80","1.26"
"INV-16677700028","2019-01-02T00:00:00.000","4819","Super Stop 2 / Altoona","2635 Adventureland Dr","Altoona","50009","POINT (-93.494642 41.65854)","77","POLK","1011200","Straight Bourbon Whiskies","065","Jim Beam Brands","27408","Jim Beam Honey Mini","12","500","5.40","8.10","1","8.10","0.50","0.13"
"INV-16682800062","2019-01-02T00:00:00.000","2513","Hy-Vee Food Store #2 / Iowa City","812  S 1st Ave","Iowa City","52240",,"52","JOHNSON","1041100","American Dry Gins","297","Laird & Company","29998","Five O'Clock Gin","6","1750","7.33","11.00","6","66.00","10.50","2.77"
"INV-16690000021","2019-01-02T00:00:00.000","5124","Price Chopper  /  Johnston","5440 NW  86th St","Johnston","50131","POINT (-93.738772 41.65919800000001)","77","POLK","1031100","American Vodkas","301","FIFTH GENERATION INC","38176","Titos Handmade Vodka","12","750","9.64","14.46","24","347.04","18.00","4.75"
"INV-16700900008","2019-01-02T00:00:00.000","4277","Cork It!","769 Prospect St SW","Le Mars","51031","POINT (-96.178219 42.776296)","75","PLYMOUTH","1081400","American Schnapps","380","Phillips Beverage","84617","Phillips Root Beer Schnapps","12","1000","5.50","8.25","12","99.00","12.00","3.17"
"INV-16695100008","2019-01-02T00:00:00.000","4324","Dayton Community Grocery","22 North Main","Dayton","50530","POINT (-94.068439 42.26168)","94","WEBSTER","1081600","Whiskey Liqueur","421","SAZERAC COMPANY  INC","64867","Fireball Cinnamon Whiskey","12","1000","11.34","17.01","12","204.12","12.00","3.17"
"INV-16691900033","2019-01-02T00:00:00.000","4446","QUIK TRIP #513 / URBANDALE","4600 Merle Hay Rd","Urbandale","50322","POINT (-93.697999 41.644296)","77","POLK","1031100","American Vodkas","205","E & J Gallo Winery","36969","New Amsterdam 80prf","12","750","7.50","11.25","2","22.50","1.50","0.39"
"INV-16685800003","2019-01-02T00:00:00.000","5258","Oky Doky # 8 Foods","535, Hill Street","Dubuque","52001","POINT (-90.673985 42.496794)","31","DUBUQUE","1062200","White Rum","035","BACARDI USA INC","43124","Bacardi Superior","24","375","4.50","6.75","24","162.00","9.00","2.37"
"INV-16700400016","2019-01-02T00:00:00.000","4231","Fareway Stores #719 / Le Mars","115 Plymouth St NE","Le Mars","51031","POINT (-96.164909 42.793066)","75","PLYMOUTH","1071100","Cocktails /RTD","421","SAZERAC COMPANY  INC","59231","Ice Box Mudslide","6","1750","5.42","8.13","6","48.78","10.50","2.77"
"INV-16696500001","2019-01-02T00:00:00.000","5599","Kwik Stop 4","515 Broadway St","Waterloo","50703","POINT (-92.345106 42.510792)","7","BLACK HAWK","1041100","American Dry Gins","370","PERNOD RICARD USA","32236","Seagrams Extra Dry Gin","12","750","6.49","9.74","12","116.88","9.00","2.37"
"INV-16690500081","2019-01-02T00:00:00.000","2665","Hy-Vee / Waukee","1005 E Hickman Rd","Waukee","50263","POINT (-93.854477 41.615059)","25","DALLAS","1031200","American Flavored Vodka","380","Phillips Beverage","41688","UV Blue Raspberry PET","12","750","6.50","9.75","12","117.00","9.00","2.37"
"INV-16686000085","2019-01-02T00:00:00.000","4167","Iowa Street Market, Inc.","1256 Iowa St","Dubuque","52001","POINT (-90.668138 42.504959)","31","DUBUQUE","1031100","American Vodkas","300","McCormick Distilling Co.","36887","McCormick Vodka","12","1000","4.13","6.20","12","74.40","12.00","3.17"
"INV-16694300072","2019-01-02T00:00:00.000","2576","Hy-Vee Wine and Spirits / Storm Lake","1250 N Lake St","Storm Lake","50588","POINT (-95.200758 42.65318400000001)","11","BUENA VIST","1081200","Cream Liqueurs","260","DIAGEO AMERICAS","68022","Baileys Salted Caramel","12","750","13.00","19.50","3","58.50","2.25","0.59"
"INV-16691900012","2019-01-02T00:00:00.000","4446","QUIK TRIP #513 / URBANDALE","4600 Merle Hay Rd","Urbandale","50322","POINT (-93.697999 41.644296)","77","POLK","1062400","Spiced Rum","260","DIAGEO AMERICAS","43336","Captain Morgan Original Spiced","12","750","9.06","13.59","8","108.72","6.00","1.58"
"INV-16695500034","2019-01-02T00:00:00.000","5471","World Liquor & Tobacco + Vapors","1030 8th St","Boone","50036","POINT (-93.876918 42.063831)","8","BOONE","1032100","Imported Vodkas","370","PERNOD RICARD USA","34004","Absolut Swedish Vodka 80prf","24","375","4.99","7.49","24","179.76","9.00","2.37"
"INV-16690100039","2019-01-02T00:00:00.000","3691","Target Store T-1791 / Urbandale","11148 Plum Dr","Urbandale","50322","POINT (-93.769776 41.646972)","77","POLK","1062400","Spiced Rum","259","Heaven Hill Brands","43028","Admiral Nelson Spiced Rum","6","1750","11.55","17.33","6","103.98","10.50","2.77"
"INV-16698700073","2019-01-02T00:00:00.000","4589","Dyno's #53 / Sibley","1026 2nd Ave","Sibley","51249","POINT (-95.752119 43.397431)","72","OSCEOLA","1031200","American Flavored Vodka","380","Phillips Beverage","41704","UV Red Cherry","12","750","6.50","9.75","1","9.75","0.75","0.19"
"INV-16697700021","2019-01-02T00:00:00.000","3993","New Star Liquor / W 4th S / Waterloo","1625 West 4th St","Waterloo","50701",,"7","BLACK HAWK","1031100","American Vodkas","300","McCormick Distilling Co.","36908","Mccormick Vodka Pet","6","1750","7.47","11.21","6","67.26","10.50","2.77"
"INV-16694000001","2019-01-02T00:00:00.000","4310","Fareway Stores #502 / Cherokee","205 West Bluff St","Cherokee","51012","POINT (-95.551866 42.75508)","18","CHEROKEE","1062500","Flavored Rum","370","PERNOD RICARD USA","42716","Malibu Coconut Rum","12","750","7.49","11.24","12","134.88","9.00","2.37"
"INV-16700300002","2019-01-02T00:00:00.000","3742","Wal-Mart 1625 / Lemars","1111 Holton Dr","Lemars","51031","POINT (-96.185499 42.780675)","75","Plymouth","1011200","Straight Bourbon Whiskies","065","Jim Beam Brands","20248","Old Crow","6","1750","10.50","15.75","6","94.44","10.50","2.77"
"INV-16696800013","2019-01-02T00:00:00.000","5691","Logan Ave Convenience Store / Waterloo","735 Logan Ave","Waterloo","50703","POINT (-92.337744 42.510453)","7","BLACK HAWK","1031100","American Vodkas","255","Infinium Spirits","37889","Seagrams Extra Smooth Vodka","12","375","2.80","4.20","12","50.40","4.50","1.18"
"INV-16701800016","2019-01-02T00:00:00.000","3484","Jeff's Foods","110 W Cedar St","Marcus","51035","POINT (-95.808579 42.825681)","18","CHEROKEE","1081100","Coffee Liqueurs","370","PERNOD RICARD USA","67526","Kahlua Coffee","12","750","12.49","18.74","1","18.74","0.75","0.19"
"INV-16688300017","2019-01-02T00:00:00.000","5176","Smokin' Joe's #15 Tobacco and Liquor Outlet","455 Edgewood Rd NW","Cedar Rapids","52405","POINT (-91.715903 41.97805)","57","LINN","1031100","American Vodkas","301","FIFTH GENERATION INC","38176","Titos Handmade Vodka","12","750","9.64","14.46","12","173.52","9.00","2.37"
"INV-16686800073","2019-01-02T00:00:00.000","2649","Hy-Vee #3 / Dubuque","400 Locust St","Dubuque","52001","POINT (-90.666497 42.49721900000001)","31","DUBUQUE","1032100","Imported Vodkas","260","DIAGEO AMERICAS","34458","Ketel One","6","1750","22.00","33.00","2","66.00","3.50","0.92"
"INV-16687100042","2019-01-02T00:00:00.000","5437","Great Pastimes","228 N Main St.","Monticello","52310","POINT (-91.183413 42.24013200000001)","53","JONES","1032100","Imported Vodkas","260","DIAGEO AMERICAS","36871","Ciroc 80prf","12","750","16.49","24.74","2","49.48","1.50","0.39"
"INV-16677000017","2019-01-02T00:00:00.000","3456","Quick Shop / Clear Lake","904 N 8th St","Clear Lake","50428","POINT (-93.378772 43.142868)","17","Cerro Gord","1031100","American Vodkas","055","SAZERAC NORTH AMERICA","35318","Barton Vodka","6","1750","6.92","10.38","6","62.28","10.50","2.77"
"INV-16679100093","2019-01-02T00:00:00.000","2549","Hy-Vee Food Store / Indianola","910 N Jefferson","Indianola","50125",,"91","WARREN","1082200","Imported Schnapps","260","DIAGEO AMERICAS","69945","Rumple Minze Peppermint Schnapps Liqueur","12","375","7.26","10.89","1","10.89","0.37","0.09"
"INV-16688600042","2019-01-02T00:00:00.000","4634","Kwik Shop #565 / Cedar Rapids","4201, Center Point Rd NE","Cedar Rapids","52402","POINT (-91.665659 42.021931)","57","LINN","1081300","American Cordials & Liqueur","322","Prestige Wine & Spirits Group","75208","Kinky Mini","6","500","4.84","7.26","1","7.26","0.50","0.13"
"INV-16679800067","2019-01-02T00:00:00.000","2509","Hy-Vee / Drugtown #1 / Cedar Rapids","1520 6th St SW","Cedar Rapids","52404","POINT (-91.67706 41.962419)","57","LINN","1082000","Imported Cordials & Liqueurs","192","Mast-Jagermeister US, Inc","65256","Jagermeister Liqueur","12","750","12.45","18.68","12","224.16","9.00","2.37"
"INV-16680000068","2019-01-02T00:00:00.000","2588","Hy-Vee Food and Drug #6 / Cedar Rapids","4035 Mt Vernon Rd SE","Cedar Rapids","52403","POINT (-91.60978 41.976835)","57","LINN","1031200","American Flavored Vodka","260","DIAGEO AMERICAS","77632","Smirnoff Blueberry","12","750","8.25","12.38","2","24.76","1.50","0.39"
"INV-16679300049","2019-01-02T00:00:00.000","4482","Indy 66 West #929 / Indianola","2001 W 2nd Ave","Indianola","50125","POINT (-93.58762800000001 41.356153)","91","WARREN","1032100","Imported Vodkas","115","CONSTELLATION BRANDS INC","34820","Svedka 80prf","12","750","8.25","12.38","5","61.90","3.75","0.99"
"INV-16678200004","2019-01-02T00:00:00.000","4596","Quik Trip #534 / E University DM","2945 E University","Des Moines","50317","POINT (-93.558972 41.600468)","77","POLK","1012100","Canadian Whiskies","115","CONSTELLATION BRANDS INC","11773","Black Velvet","48","200","1.56","2.34","4","9.36","0.80","0.21"
"INV-16694800007","2019-01-02T00:00:00.000","5377","Casey's General Store # 2517/ Rockwell City","627 High St.","Rockwell City","50579","POINT (-94.637172 42.398728)","13","CALHOUN","1031100","American Vodkas","260","DIAGEO AMERICAS","37994","Smirnoff 80prf","24","375","4.75","7.13","24","171.12","9.00","2.37"
"INV-16696200042","2019-01-02T00:00:00.000","2572","Hy-Vee Food Store / Cedar Falls","6301 University","Cedar Falls","50613","POINT (-92.435236 42.512789)","7","BLACK HAWK","1041100","American Dry Gins","065","Jim Beam Brands","30236","Gilbeys Gin","12","750","5.00","7.50","5","35.40","3.75","0.99"
"INV-16678400020","2019-01-02T00:00:00.000","3696","Wal-Mart 1723 / Des Moines","5101 SE 14th St","Des Moines","50315",,"77","POLK","1032100","Imported Vodkas","035","BACARDI USA INC","34423","Grey Goose","12","375","9.00","13.50","12","162.00","4.50","1.18"
"INV-16696700038","2019-01-02T00:00:00.000","2571","Hy-Vee Food Store #2 / Waterloo","2181 Logan Ave","Waterloo","50703","POINT (-92.337583 42.530476)","7","BLACK HAWK","1012100","Canadian Whiskies","115","CONSTELLATION BRANDS INC","11777","Black Velvet","12","1000","6.63","9.95","36","358.20","36.00","9.51"
"INV-16689800002","2019-01-02T00:00:00.000","2663","Hy-Vee Food Store / Urbandale","8701 Douglas","Urbandale","50322","POINT (-93.739105 41.629364)","77","POLK","1032100","Imported Vodkas","420","MOET HENNESSY USA","33971","Belvedere Intense Unfiltered","6","750","18.99","28.49","6","170.94","4.50","1.18"
"INV-16692700008","2019-01-02T00:00:00.000","5010","Sac City Food Pride","106 S 16th St","Sac City","50583","POINT (-95.002637 42.422404)","81","SAC","1032100","Imported Vodkas","115","CONSTELLATION BRANDS INC","34820","Svedka 80prf","12","750","8.25","12.38","3","37.14","2.25","0.59"
"INV-16683100003","2019-01-02T00:00:00.000","5219","Kirkwood Liquor & Tobacco","300, Kirkwood Ave","Iowa City","52240","POINT (-91.531628 41.649432)","52","JOHNSON","1031100","American Vodkas","301","FIFTH GENERATION INC","38176","Titos Handmade Vodka","12","750","9.64","14.46","12","173.52","9.00","2.37"
"INV-16691500009","2019-01-02T00:00:00.000","4792","Casey's General Store #2899 / De Soto","1100 Greene St","De Soto","50069","POINT (-94.02064300000002 41.614398)","25","DALLAS","1081600","Whiskey Liqueur","421","SAZERAC COMPANY  INC","64858","Fireball Cinnamon Whiskey Mini Dispenser","1","3000","30.00","45.00","3","135.00","9.00","2.37"
