"levyauthority","levyauthorityname","fiscal_year","ur_number","countoftd_number","starting_balance","sumofrevenue","sumofrevenue_interest","sumofproperty_tax_replacement","sumofsales_repayments","rebates_amount_sum_sumofamount","expenditure_amount_sum","sumofreturned","ending_balance","primary_lat_dec","primary_long_dec","geocoded_column"
"70G653","MUSCATINE","2021","70025","0","0","0","0","0","0","0","0","0","0","-91.0432051","41.424473","POINT (41.424473 -91.0432051)"
"31G288","DUBUQUE","2021","31018","4","64377","42292","590","3848","0","39810","0","0","71297","-90.6645718","42.5005583","POINT (42.5005583 -90.6645718)"
"57G539","CEDAR RAPIDS","2021","57005","2","0","0","0","0","0","0","0","0","0","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"84G804","HULL","2021","84058","3","80673","457283","0","0","0","0","142124","0","395832","-96.1336329","43.1885919","POINT (43.1885919 -96.1336329)"
"14G120","HALBUR","2021","14037","2","16412","20582","0","0","0","13082","1050","0","22862","-94.9699895","42.0069297","POINT (42.0069297 -94.9699895)"
"30G280","WAHPETON","2021","30011","2","0","0","0","0","0","0","0","0","0","-95.1719411","43.366075","POINT (43.366075 -95.1719411)"
"16G137","DURANT","2021","16002","7","136714","25354","4049","490","0","25780","0","0","140827","-90.9107038","41.5997498","POINT (41.5997498 -90.9107038)"
"57G539","CEDAR RAPIDS","2021","57076","2","-5870","6071","0","0","0","0","0","0","201","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"41G381","CORWITH","2021","41010","5","0","194154","0","7226","0","0","5288","0","196092","-93.9574516","42.9927444","POINT (42.9927444 -93.9574516)"
"61G583","WINTERSET","2021","61018","2","0","11000","0","0","0","11000","0","0","0","-94.0138393","41.3308237","POINT (41.3308237 -94.0138393)"
"82G777","LECLAIRE","2021","82046","7","88451","214256","0","0","0","81843","140000","0","80864","-90.3434618","41.5986442","POINT (41.5986442 -90.3434618)"
"12G099","GREENE","2021","12006","2","133153","0","0","0","0","0","0","0","133153","-92.8024158","42.8958066","POINT (42.8958066 -92.8024158)"
"42G388","ACKLEY","2021","42008","6","0","41769","0","0","0","0","0","0","41769","-93.0532553","42.5541451","POINT (42.5541451 -93.0532553)"
"83","SHELBY","2021","83009","40","186438","664375","0","10488","111154","0","370894","0","601561","-95.3102113","41.6850926","POINT (41.6850926 -95.3102113)"
"95G912","FOREST CITY","2021","95011","4","185934","226897","0","0","0","54662","20374","0","337795","-93.6371591","43.2624559","POINT (43.2624559 -93.6371591)"
"56G530","FORT MADISON","2021","56145","2","83637","84393","2624","0","0","46287","0","0","124367","-91.3151506","40.6297632","POINT (40.6297632 -91.3151506)"
"65","MILLS","2021","65005","2","305796","0","526659","15482","0","0","362468","0","485469","-95.6213267","41.0334523","POINT (41.0334523 -95.6213267)"
"78G738","NEOLA","2021","78050","2","0","78447","0","0","0","0","78447","0","0","-95.6155615","41.4488816","POINT (41.4488816 -95.6155615)"
"19G167","NEW HAMPTON","2021","19009","4","0","30352","0","0","0","15276","0","0","15076","-92.3176768","43.0591412","POINT (43.0591412 -92.3176768)"
"47G440","IDA GROVE","2021","47099","6","154089","59309","0","0","0","57324","21964","0","134110","-95.4716666","42.3449871","POINT (42.3449871 -95.4716666)"
"77G717","DES MOINES","2021","77008","3","68534","25796","127","0","0","0","0","0","94457","-93.6091064","41.6005448","POINT (41.6005448 -93.6091064)"
"33G316","OELWEIN","2021","33012","5","0","202518","0","0","0","4340","102147","0","96031","-91.9135036","42.6733171","POINT (42.6733171 -91.9135036)"
"09G071","WAVERLY","2021","09001","75","162647","3772462","3427","0","0","116174","1207214","0","2615148","-92.4754626","42.7258142","POINT (42.7258142 -92.4754626)"
"70G653","MUSCATINE","2021","70013","1","66146","0","157","0","0","0","0","0","66303","-91.0432051","41.424473","POINT (41.424473 -91.0432051)"
"88G848","CRESTON","2021","88005","3","466906","0","0","0","0","0","18000","0","448906","-94.3613475","41.0586002","POINT (41.0586002 -94.3613475)"
"77G714","ANKENY","2021","77019","3","-7931","262946","197","0","0","0","234058","0","21154","-93.6057734","41.7297102","POINT (41.7297102 -93.6057734)"
"91G870","CARLISLE","2021","77102","4","0","0","0","0","0","575211","0","0","-575211","-93.4910468","41.5008234","POINT (41.5008234 -93.4910468)"
"28G183","EDGEWOOD","2021","28012","0","0","0","0","0","0","0","0","0","0","-91.4012515","42.6444313","POINT (42.6444313 -91.4012515)"
"34","FLOYD","2021","34010","3","1235004","859920","0","30474","0","0","652675","0","1472723","-92.7890033","43.0599208","POINT (43.0599208 -92.7890033)"
"86G827","DYSART","2021","86001","8","29832","50854","103","0","0","0","47411","0","33378","-92.3062978","42.171659","POINT (42.171659 -92.3062978)"
"52G483","IOWA CITY","2021","52027","2","0","0","0","0","0","0","0","0","0","-91.5301683","41.6611277","POINT (41.6611277 -91.5301683)"
"17G145","MASON CITY","2021","17026","6","148012","698094","0","0","-100000","0","322642","0","423464","-93.2010367","43.1535728","POINT (43.1535728 -93.2010367)"
"78G732","COUNCIL BLUFFS","2021","78906","0","0","0","0","0","0","0","0","0","0","-95.8608333","41.2619444","POINT (41.2619444 -95.8608333)"
"47G439","HOLSTEIN","2021","47012","6","226793","390653","0","0","133956","18252","91290","0","641860","-95.545003","42.4891531","POINT (42.4891531 -95.545003)"
"12","BUTLER","2021","12011","17","170100","912948","2245","0","0","78787","390556","0","615950","-92.7901934","42.7315661","POINT (42.7315661 -92.7901934)"
"17G145","MASON CITY","2021","17027","10","-130240","17532","0","0","112826","0","118","0","0","-93.2010367","43.1535728","POINT (43.1535728 -93.2010367)"
"72","OSCEOLA","2021","72006","4","0","708730","0","20638","0","0","220825","0","508543","-95.6236852","43.3785704","POINT (43.3785704 -95.6236852)"
"50G462","BAXTER","2021","50001","11","196380","0","131085","0","0","49008","66655","0","211802","-93.1515905","41.8260998","POINT (41.8260998 -93.1515905)"
"15G133","MASSENA","2021","15010","3","394818","859801","0","37410","0","0","475618","0","816411","-94.7683113","41.2541538","POINT (41.2541538 -94.7683113)"
"30","DICKINSON","2021","30024","1","72127","0","0","0","7008","0","0","0","79135","-95.1508301","43.3779848","POINT (43.3779848 -95.1508301)"
"50G469","NEWTON","2021","50038","7","-400643","1036760","785","48723","348500","0","1409663","0","-375538","-93.0479756","41.6997129","POINT (41.6997129 -93.0479756)"
"39G369","STUART","2021","01003","5","-726423","1017881","0","0","0","81500","1225361","0","-1015403","-94.3185737","41.5033213","POINT (41.5033213 -94.3185737)"
"31G288","DUBUQUE","2021","31047","4","25167","1124928","3662","0","0","0","1026082","0","127675","-90.6645718","42.5005583","POINT (42.5005583 -90.6645718)"
"85G821","ROLAND","2021","85006","7","0","118601","0","0","0","0","60056","0","58545","-93.5018791","42.1663746","POINT (42.1663746 -93.5018791)"
"57G539","CEDAR RAPIDS","2021","57064","6","-587199","485516","0","0","0","0","467654","0","-569337","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"57G539","CEDAR RAPIDS","2021","57947","2","-1080","0","0","0","0","0","321","0","-1401","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"38G355","DIKE","2021","38003","0","5789","0","3089","0","0","0","0","0","8878","-92.6282497","42.4641498","POINT (42.4641498 -92.6282497)"
"10G077","JESUP","2021","10901","0","0","0","0","0","0","0","0","0","0","-92.0637884","42.475543","POINT (42.475543 -92.0637884)"
"25","DALLAS","2021","25041","1","0","0","0","0","0","0","0","0","0","-94.0397374","41.6848862","POINT (41.6848862 -94.0397374)"
"37G349","JEFFERSON","2021","37001","22","-15513","1128319","0","0","1445864","212655","2179354","0","166661","-94.3774684","42.0152609","POINT (42.0152609 -94.3774684)"
"34G323","CHARLES CITY","2021","34009","2","315722","15000","1485","0","0","0","127848","0","204359","-92.6724112","43.0663613","POINT (43.0663613 -92.6724112)"
"30G274","MILFORD","2021","30005","14","64888","329989","0","0","0","83020","0","0","311857","-95.149996","43.3246863","POINT (43.3246863 -95.149996)"
"52G481","CORALVILLE","2021","52026","28","-6675468","16088727","0","171403","1720708","755116","16495930","0","-5945676","-91.5804475","41.6764044","POINT (41.6764044 -91.5804475)"
"01G001","ADAIR","2021","01010","3","0","113347","0","0","0","0","113347","0","0","-94.6435862","41.5005428","POINT (41.5005428 -94.6435862)"
"97G933","MOVILLE","2021","97010","2","0","306","0","0","0","0","0","0","306","-96.0725193","42.4888809","POINT (42.4888809 -96.0725193)"
"30G277","SPIRIT LAKE","2021","30030","2","0","0","0","0","0","0","0","0","0","-95.1022169","43.4221843","POINT (43.4221843 -95.1022169)"
"08G057","BOONE","2021","08010","7","4615","50836","0","0","0","5670","0","0","49781","-93.8802273","42.0597047","POINT (42.0597047 -93.8802273)"
"45","HOWARD","2021","45015","5","955194","752324","0","0","0","0","642075","0","1065443","-92.3171989","43.3567673","POINT (43.3567673 -92.3171989)"
"15G127","ANITA","2021","15011","1","64071","0","82934","0","0","0","65180","0","81825","-94.7647015","41.445265","POINT (41.445265 -94.7647015)"
"57G547","MARION","2021","57074","3","2796","410033","152","0","0","75725","323289","0","13967","-91.5976773","42.0341658","POINT (42.0341658 -91.5976773)"
"51G957","MAHARISHI VEDIC CITY","2021","51902","0","0","0","0","0","0","0","0","0","0","-91.9948961","41.0525185","POINT (41.0525185 -91.9948961)"
"75G699","OYENS","2021","75025","2","22822","30083","0","0","0","0","29442","0","23463","-96.0577975","42.8202672","POINT (42.8202672 -96.0577975)"
"31G292","FARLEY","2021","31052","3","8952","14562","0","0","0","14369","0","0","9145","-91.0062451","42.4427782","POINT (42.4427782 -91.0062451)"
"57G539","CEDAR RAPIDS","2021","57949","2","-206773","0","0","0","0","60193","165561","0","-432527","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"73G674","CLARINDA","2021","73001","2","0","55283","0","0","0","52685","0","0","2598","-95.038313","40.7419352","POINT (40.7419352 -95.038313)"
"60","LYON","2021","60007","2","0","5000","0","0","0","0","5000","0","0","-96.2102924","43.380497","POINT (43.380497 -96.2102924)"
"82F009","EASTERN IOWA COMMUNITY COLLEGE","2021","82010","4","0","1999998","0","0","0","0","0","0","1999998","-90.5776367","41.5236437","POINT (41.5236437 -90.5776367)"
"12G093","ALLISON","2021","12007","5","45826","70847","0","0","0","0","70000","0","46673","-92.7951945","42.7527548","POINT (42.7527548 -92.7951945)"
"25G236","MINBURN","2021","25034","2","187","967","0","55","0","0","1217","0","-8","-94.0274544","41.7563757","POINT (41.7563757 -94.0274544)"
"78G732","COUNCIL BLUFFS","2021","78045","2","72581","826754","0","0","0","45012","854323","0","0","-95.8608333","41.2619444","POINT (41.2619444 -95.8608333)"
"82G784","PRINCETON","2021","82051","6","200711","63908","0","0","0","78094","0","0","186525","-90.3404075","41.6747543","POINT (41.6747543 -90.3404075)"
"66G628","RICEVILLE","2021","45016","10","0","49681","0","0","0","49681","0","0","0","-92.5540687","43.3638571","POINT (43.3638571 -92.5540687)"
"28G258","DELHI","2021","28011","1","0","0","0","0","0","0","0","0","0","-91.3309789","42.4297143","POINT (42.4297143 -91.3309789)"
"43G400","DUNLAP","2021","43016","2","0","0","0","0","59408","0","59408","0","0","-95.6005594","41.8544327","POINT (41.8544327 -95.6005594)"
"57G539","CEDAR RAPIDS","2021","57956","0","0","0","0","0","0","0","1032858","0","-1032858","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"14G115","BREDA","2021","14029","4","9","38551","472","0","0","0","13165","0","25867","-94.9769338","42.1816509","POINT (42.1816509 -94.9769338)"
"77G717","DES MOINES","2021","77073","3","-82440","1851123","0","0","0","804430","0","0","964253","-93.6091064","41.6005448","POINT (41.6005448 -93.6091064)"
"82F009","EASTERN IOWA COMMUNITY COLLEGE","2021","82023","1","0","0","0","0","0","0","0","0","0","-90.5776367","41.5236437","POINT (41.5236437 -90.5776367)"
"40G378","WEBSTER CITY","2021","40022","7","0","36412","336","0","0","12168","6358","0","18222","-93.816054","42.4694184","POINT (42.4694184 -93.816054)"
"96G920","DECORAH","2021","96009","3","0","232065","0","1164","0","21015","0","0","212214","-91.7857092","43.3033056","POINT (43.3033056 -91.7857092)"
"92G887","WASHINGTON","2021","92019","9","0","178547","0","0","0","20873","157674","0","0","-91.6929449","41.2991837","POINT (41.2991837 -91.6929449)"
"78G742","WALNUT","2021","78014","4","10528","103214","0","0","0","1000","86805","0","25937","-95.2219405","41.4774899","POINT (41.4774899 -95.2219405)"
"84G803","HOSPERS","2021","84024","0","0","0","0","0","0","0","0","0","0","-95.9044607","43.0719269","POINT (43.0719269 -95.9044607)"
"79G748","MALCOM","2021","79019","3","0","58741","0","0","0","0","58741","0","0","-92.559076","41.7083302","POINT (41.7083302 -92.559076)"
"35","FRANKLIN","2021","35016","4","5840","384269","0","0","0","378170","0","0","11939","-93.262473","42.7325458","POINT (42.7325458 -93.262473)"
"31","DUBUQUE","2021","31039","2","5367","0","0","0","0","0","5367","0","0","-90.8824564","42.468832","POINT (42.468832 -90.8824564)"
"85G816","HUXLEY","2021","85027","3","0","120208","0","0","0","120208","0","0","0","-93.6007732","41.895265","POINT (41.895265 -93.6007732)"
"95G912","FOREST CITY","2021","41011","11","33","173855","0","0","0","134001","422355","0","-382468","-93.6371591","43.2624559","POINT (43.2624559 -93.6371591)"
"07G051","HUDSON","2021","07002","3","33348","719924","7636","0","0","212328","427643","0","120937","-92.4554671","42.406653","POINT (42.406653 -92.4554671)"
"07G046","CEDAR FALLS","2021","07019","4","0","584193","0","0","0","314285","269908","0","0","-92.4454654","42.5277622","POINT (42.5277622 -92.4454654)"
"64G615","STATE CENTER","2021","64013","2","370107","28191","0","0","0","7410","162779","0","228109","-93.1635365","42.0166544","POINT (42.0166544 -93.1635365)"
"22G195","MONONA","2021","22023","1","3487","0","116919","0","0","0","116919","0","3487","-91.3893041","43.0516494","POINT (43.0516494 -91.3893041)"
"83G789","ELK HORN","2021","83006","3","49346","24124","0","0","0","0","0","0","73470","-95.0599904","41.591655","POINT (41.591655 -95.0599904)"
"60G575","ROCK RAPIDS","2021","60906","0","0","0","0","0","0","0","0","0","0","-96.1758598","43.4271945","POINT (43.4271945 -96.1758598)"
"47G438","GALVA","2021","47007","2","0","0","0","0","0","0","0","0","0","-95.4172221","42.5069289","POINT (42.5069289 -95.4172221)"
"35G337","SHEFFIELD","2021","35003","7","1","982598","85","0","0","0","241454","0","741230","-93.2152022","42.8933018","POINT (42.8933018 -93.2152022)"
"10G074","FAIRBANK","2021","10001","8","-567","99789","0","0","0","0","48051","0","51171","-92.0471199","42.6391512","POINT (42.6391512 -92.0471199)"
"50G469","NEWTON","2021","50022","1","0","0","0","0","0","0","0","0","0","-93.0479756","41.6997129","POINT (41.6997129 -93.0479756)"
"77G727","WEST DES MOINES","2021","25022","0","0","0","0","0","0","0","0","0","0","-93.711332","41.5772115","POINT (41.5772115 -93.711332)"
"49G454","MAQUOKETA","2021","49017","1","0","0","0","0","0","0","16442","0","-16442","-90.6656914","42.0689088","POINT (42.0689088 -90.6656914)"
"77G715","BONDURANT","2021","77025","12","-24944","536042","0","0","0","35760","759401","0","-284063","-93.462157","41.7005441","POINT (41.7005441 -93.462157)"
"70G657","WILTON","2021","70008","31","185673","702801","0","2286","0","82910","638169","0","169681","-91.0168179","41.5889154","POINT (41.5889154 -91.0168179)"
"50G463","COLFAX","2021","50039","4","7651","5956","0","0","0","3498","0","0","10109","-93.245205","41.6777666","POINT (41.6777666 -93.245205)"
"10G074","FAIRBANK","2021","33001","6","124464","46","0","0","0","0","0","0","124510","-92.0471199","42.6391512","POINT (42.6391512 -92.0471199)"
"81G763","LAKE VIEW","2021","81004","2","402020","149704","3538","15849","0","0","96915","0","474196","-95.053324","42.3116499","POINT (42.3116499 -95.053324)"
"06G034","BLAIRSTOWN","2021","06004","7","-4334","82240","0","0","0","0","81020","0","-3114","-92.0843487","41.9094449","POINT (41.9094449 -92.0843487)"
"18","CHEROKEE","2021","18013","2","406761","140370","0","0","0","3440","0","0","543691","-95.6238055","42.7356226","POINT (42.7356226 -95.6238055)"
"28G183","EDGEWOOD","2021","22035","5","107401","160949","933","0","0","0","112500","0","156783","-91.4012515","42.6444313","POINT (42.6444313 -91.4012515)"
"82G770","BETTENDORF","2021","82057","2","585","39841","0","0","0","39177","0","0","1249","-90.51569","41.5244777","POINT (41.5244777 -90.51569)"
"77G717","DES MOINES","2021","77095","2","17383","131639","31","0","0","126431","0","0","22622","-93.6091064","41.6005448","POINT (41.6005448 -93.6091064)"
"07G054","WATERLOO","2021","07008","12","-666046","3409745","0","0","314788","447543","2372883","0","238061","-92.3429631","42.4927641","POINT (42.4927641 -92.3429631)"
"13","CALHOUN","2021","13002","2","0","27849","0","0","0","27849","0","0","0","-94.6404136","42.3851848","POINT (42.3851848 -94.6404136)"
"97G938","SIOUX CITY","2021","97004","5","2101055","1440064","3422","0","13425","110520","1198904","0","2248542","-96.4003069","42.4999942","POINT (42.4999942 -96.4003069)"
"53G492","ANAMOSA","2021","53901","0","0","0","0","0","0","0","0","0","0","-91.2851594","42.1083371","POINT (42.1083371 -91.2851594)"
"30G272","ARNOLDS PARK","2021","30001","9","50995","20087631","0","0","0","0","540912","0","19597714","-95.1238841","43.3727408","POINT (43.3727408 -95.1238841)"
"85G816","HUXLEY","2021","85004","14","250885","7304794","0","0","0","426821","2088671","0","5040187","-93.6007732","41.895265","POINT (41.895265 -93.6007732)"
"61G583","WINTERSET","2021","61010","20","0","206887","0","0","0","72616","43384","0","90887","-94.0138393","41.3308237","POINT (41.3308237 -94.0138393)"
"57G539","CEDAR RAPIDS","2021","57004","2","659","0","0","0","0","0","0","0","659","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"31G297","PEOSTA","2021","31006","11","1877","603496","888","0","53829","178578","167907","0","313605","-90.8504081","42.4505584","POINT (42.4505584 -90.8504081)"
"77G727","WEST DES MOINES","2021","25028","8","1226077","1022806","3368","0","0","193036","843126","0","1216089","-93.711332","41.5772115","POINT (41.5772115 -93.711332)"
"43G409","WOODBINE","2021","43010","2","70495","0","0","0","0","0","0","0","70495","-95.7027843","41.7383218","POINT (41.7383218 -95.7027843)"
"09G064","DENVER","2021","09005","6","145611","0","0","302025","0","0","260029","0","187607","-92.3374045","42.6713719","POINT (42.6713719 -92.3374045)"
"69G648","STANTON","2021","69007","2","0","0","0","0","0","0","0","0","0","-95.1041535","40.9816579","POINT (40.9816579 -95.1041535)"
"89G858","KEOSAUQUA","2021","89002","2","1793","0","0","0","0","0","0","0","1793","-91.9623949","40.7303058","POINT (40.7303058 -91.9623949)"
"85G819","MCCALLSBURG","2021","85016","5","56541","35519","0","0","0","0","0","-14982","107042","-93.3857644","42.1663748","POINT (42.1663748 -93.3857644)"
"51G476","FAIRFIELD","2021","51010","3","39730","19167","0","0","0","0","36548","0","22349","-91.9626727","41.0086312","POINT (41.0086312 -91.9626727)"
"14G125","TEMPLETON","2021","14012","15","160264","583600","0","21926","0","89176","82163","0","594451","-94.942766","41.918319","POINT (41.918319 -94.942766)"
"40G378","WEBSTER CITY","2021","40010","6","829","22829","1","504","0","13565","9264","0","1334","-93.816054","42.4694184","POINT (42.4694184 -93.816054)"
"74G686","EMMETSBURG","2021","74003","3","-1251","21000","48","0","0","0","21069","0","-1272","-94.6830357","43.1127427","POINT (43.1127427 -94.6830357)"
"57G539","CEDAR RAPIDS","2021","57942","2","-494847","162720","0","0","0","115377","0","0","-447504","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"84","SIOUX","2021","84050","18","44026","423106","30","0","0","0","356000","0","111162","-96.1778827","43.0826174","POINT (43.0826174 -96.1778827)"
"92G885","KALONA","2021","92002","5","308678","265670","0","0","0","54228","226524","0","293596","-91.7060016","41.4830723","POINT (41.4830723 -91.7060016)"
"53G495","MONTICELLO","2021","53006","14","823","1182390","2727","0","0","234215","286582","0","665143","-91.1870937","42.2383351","POINT (42.2383351 -91.1870937)"
"57G540","CENTER POINT","2021","57038","2","19685","0","0","230112","0","37374","193677","0","18746","-91.7851772","42.1908265","POINT (42.1908265 -91.7851772)"
"78G730","CARSON","2021","78039","3","269802","26436","0","0","0","0","0","0","296238","-95.4180561","41.2366607","POINT (41.2366607 -95.4180561)"
"76G706","LAURENS","2021","76005","8","29609","321504","0","0","0","0","107168","0","243945","-94.8519296","42.8466398","POINT (42.8466398 -94.8519296)"
"60G569","DOON","2021","60014","3","0","152650","0","0","0","75805","0","0","76845","-96.2328025","43.2794231","POINT (43.2794231 -96.2328025)"
"77G718","ELKHART","2021","77068","7","312769","688708","0","0","0","0","334221","0","667256","-93.5221591","41.7916546","POINT (41.7916546 -93.5221591)"
"52G483","IOWA CITY","2021","52031","4","47651","419495","0","0","0","257459","160536","0","49151","-91.5301683","41.6611277","POINT (41.6611277 -91.5301683)"
"84G810","SIOUX CENTER","2021","84066","39","412969","2709989","1613","0","0","124063","2278899","0","721609","-96.1755774","43.0797067","POINT (43.0797067 -96.1755774)"
"39G368","PANORA","2021","39017","2","-8563","202449","0","0","0","15324","166400","0","12162","-94.3630215","41.6916535","POINT (41.6916535 -94.3630215)"
"34G323","CHARLES CITY","2021","34001","2","51176","83080","485","0","0","5843","87039","0","41859","-92.6724112","43.0663613","POINT (43.0663613 -92.6724112)"
"29G269","MEDIAPOLIS","2021","29015","4","0","0","0","0","0","0","0","0","0","-91.164037","41.0080904","POINT (41.0080904 -91.164037)"
"57G539","CEDAR RAPIDS","2021","57937","3","243736","446381","0","0","0","205608","0","0","484509","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"77G717","DES MOINES","2021","77111","0","0","0","0","0","0","0","0","0","0","-93.6091064","41.6005448","POINT (41.6005448 -93.6091064)"
"61G583","WINTERSET","2021","61022","2","0","2265","0","0","0","0","0","0","2265","-94.0138393","41.3308237","POINT (41.3308237 -94.0138393)"
"77G719","GRIMES","2021","77044","17","999364","0","0","3760296","0","2115190","1793826","0","850644","-93.7910575","41.6883214","POINT (41.6883214 -93.7910575)"
"87G843","LENOX","2021","87009","0","0","0","0","0","0","0","0","0","0","-94.5619095","40.8816547","POINT (40.8816547 -94.5619095)"
"38G361","WELLSBURG","2021","38018","3","9225","35969","0","0","0","0","22000","0","23194","-92.9385328","42.4591475","POINT (42.4591475 -92.9385328)"
"71G665","SHELDON","2021","71004","10","3486810","5005996","65805","136727","10061","41935","3976935","0","4686529","-95.8561276","43.1810893","POINT (43.1810893 -95.8561276)"
"22G193","MARQUETTE","2021","22007","5","10629","361829","0","0","0","0","350000","0","22458","-91.1781855","43.0444284","POINT (43.0444284 -91.1781855)"
"66","MITCHELL","2021","66012","2","0","93991","0","0","0","385056","0","0","-291065","-92.7890315","43.3564124","POINT (43.3564124 -92.7890315)"
"77G723","POLK CITY","2021","77089","6","1687340","283904","0","0","27551","295477","0","0","1703318","-93.7129997","41.7713764","POINT (41.7713764 -93.7129997)"
"49G454","MAQUOKETA","2021","49001","14","0","0","0","0","0","0","0","0","0","-90.6656914","42.0689088","POINT (42.0689088 -90.6656914)"
"03G015","WAUKON","2021","03001","24","276306","608997","0","0","0","58102","447058","0","380143","-91.475695","43.2694208","POINT (43.2694208 -91.475695)"
"25G237","PERRY","2021","25014","14","199331","234536","0","0","0","40404","328288","0","65175","-94.1071797","41.8385964","POINT (41.8385964 -94.1071797)"
"46G427","DAKOTA CITY","2021","46013","3","12952","30690","0","0","0","0","30249","0","13393","-94.1971836","42.7221935","POINT (42.7221935 -94.1971836)"
"08G057","BOONE","2021","08001","9","492592","574029","0","0","0","43060","485129","0","538432","-93.8802273","42.0597047","POINT (42.0597047 -93.8802273)"
"42","HARDIN","2021","42014","11","325837","289140","0","0","0","0","274476","0","340501","-93.2404025","42.3838803","POINT (42.3838803 -93.2404025)"
"23G205","CLINTON","2021","23006","3","167619","6080","617","0","0","106043","0","0","68273","-90.1887379","41.8444735","POINT (41.8444735 -90.1887379)"
"63G601","PLEASANTVILLE","2021","63028","2","0","17665","0","0","0","12895","4770","0","0","-93.2693745","41.3858262","POINT (41.3858262 -93.2693745)"
"18G154","CHEROKEE","2021","18018","1","0","0","0","0","0","0","0","0","0","-95.551674","42.7494277","POINT (42.7494277 -95.551674)"
"86G833","TAMA","2021","86991","1","19016","0","0","144181","0","114367","0","0","48830","-92.5768591","41.9666585","POINT (41.9666585 -92.5768591)"
"66G629","ST ANSGAR","2021","66007","5","131454","224866","33","0","0","0","63708","0","292645","-92.9188065","43.3783006","POINT (43.3783006 -92.9188065)"
"80G758","MOUNT AYR","2021","80005","2","0","8528","0","0","0","3828","0","0","4700","-94.235232","40.7147147","POINT (40.7147147 -94.235232)"
"50G463","COLFAX","2021","50012","1","0","0","0","0","0","0","0","0","0","-93.245205","41.6777666","POINT (41.6777666 -93.245205)"
"57G544","FAIRFAX","2021","57050","17","180863","1195645","316","0","0","0","1055254","0","321570","-91.7810132","41.9194471","POINT (41.9194471 -91.7810132)"
"85G811","AMES","2021","85021","2","-385729","0","0","241230","0","0","110243","0","-254742","-93.6199402","42.0347081","POINT (42.0347081 -93.6199402)"
"15G128","ATLANTIC","2021","15003","4","99","70986","5","0","0","0","70200","0","890","-95.0138776","41.4036007","POINT (41.4036007 -95.0138776)"
"40G377","STRATFORD","2021","40009","5","0","44352","0","0","0","0","46411","0","-2059","-93.9271721","42.2713655","POINT (42.2713655 -93.9271721)"
"55G517","ALGONA","2021","55003","10","5958","782844","256","0","0","130144","129968","0","528946","-94.233019","43.0699663","POINT (43.0699663 -94.233019)"
"31G290","DYERSVILLE","2021","31032","23","0","549881","0","0","0","150128","328340","0","71413","-91.1229136","42.4844404","POINT (42.4844404 -91.1229136)"
"77G727","WEST DES MOINES","2021","91002","2","-628555","3256768","0","0","0","0","2958377","0","-330164","-93.711332","41.5772115","POINT (41.5772115 -93.711332)"
"57G539","CEDAR RAPIDS","2021","57009","7","0","0","0","0","0","0","0","0","0","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"16G142","WEST BRANCH","2021","16006","11","106977","479106","2614","0","0","0","452339","0","136358","-91.3465521","41.6714086","POINT (41.6714086 -91.3465521)"
"29G269","MEDIAPOLIS","2021","29022","11","0","86218","0","0","0","45785","29736","0","10697","-91.164037","41.0080904","POINT (41.0080904 -91.164037)"
"40G378","WEBSTER CITY","2021","40030","2","6359","6292","76","679","0","6292","0","0","7114","-93.816054","42.4694184","POINT (42.4694184 -93.816054)"
"11G084","ALTA","2021","11007","9","0","88947","0","0","0","0","77916","0","11031","-95.290554","42.6735921","POINT (42.6735921 -95.290554)"
"60","LYON","2021","60116","3","0","616358","0","0","0","76358","540000","0","0","-96.2102924","43.380497","POINT (43.380497 -96.2102924)"
"78G738","NEOLA","2021","78026","4","0","406805","0","0","0","0","406805","0","0","-95.6155615","41.4488816","POINT (41.4488816 -95.6155615)"
"77G727","WEST DES MOINES","2021","25023","17","685345","3304108","2025","0","0","344883","2825716","0","820879","-93.711332","41.5772115","POINT (41.5772115 -93.711332)"
"58G555","COLUMBUS JUNCTION","2021","58004","3","4052","0","0","0","0","0","75","0","3977","-91.360711","41.2800253","POINT (41.2800253 -91.360711)"
"74G688","MALLARD","2021","74009","0","0","0","0","0","0","0","0","0","0","-94.6822021","42.9363589","POINT (42.9363589 -94.6822021)"
"94G903","DUNCOMBE","2021","94011","3","0","8769","0","0","0","0","8769","0","0","-93.9935625","42.4705257","POINT (42.4705257 -93.9935625)"
"77G717","DES MOINES","2021","77004","3","39630","1282087","251","0","0","0","401768","0","920200","-93.6091064","41.6005448","POINT (41.6005448 -93.6091064)"
"56G530","FORT MADISON","2021","56008","2","247306","0","436","0","0","0","0","0","247742","-91.3151506","40.6297632","POINT (40.6297632 -91.3151506)"
"70G653","MUSCATINE","2021","70021","1","0","0","0","0","0","0","0","0","0","-91.0432051","41.424473","POINT (41.424473 -91.0432051)"
