"id_number","term_at_admission_category","total_max_term","gender","county","race_ethnicity","age"
"992","21+ Years","LIFE WOP_UNSPECIFIED","M","OTHER","WH","48"
"993","15-20 Years","15Y","F","CAMDEN","BL","31"
"994","21+ Years","LIFE WOP_UNSPECIFIED","M","OTHER","BL","36"
"995","3-5 Years","3Y","M","CAMDEN","BL","28"
"996","21+ Years","LIFE WOP_UNSPECIFIED","M","OTHER","BL","58"
"997","6-10 Years","9Y","M","ESSEX","BL","24"
"998","3-5 Years","5Y","M","PASSAIC","BL","24"
"999","3-5 Years","4Y","M","MIDDLESEX","WH","31"
"1000","21+ Years","30Y +","M","OTHER","BL","47"
"1001","21+ Years","29Y","M","BERGEN","BL","49"
"1002","6-10 Years","10Y","M","ATLANTIC","BL","43"
"1003","1-2 Years","1Y 9M 26D","M","OCEAN","WH","42"
"1004","21+ Years","35Y","M","OTHER","WH","65"
"1005","6-10 Years","10Y","M","PASSAIC","WH","31"
"1006","6-10 Years","7Y","M","PASSAIC","BL","27"
"1007","6-10 Years","9Y","M","MONMOUTH","WH","60"
"1008","21+ Years","30Y +","M","ESSEX","HS","74"
"1009","3-5 Years","5Y","M","ESSEX","BL","26"
"1010","3-5 Years","5Y","M","PASSAIC","BL","35"
"1011","6-10 Years","8Y","M","MERCER","BL","42"
"1012","21+ Years","30Y +","M","OTHER","WH","57"
"1013","6-10 Years","6Y","M","UNION","BL","22"
"1014","21+ Years","36Y 2M 23D","M","PASSAIC","HS","32"
"1015","21+ Years","30Y +","M","MONMOUTH","HS","66"
"1016","15-20 Years","17Y","M","PASSAIC","BL","45"
"1017","6-10 Years","6Y","M","MIDDLESEX","WH","32"
"1018","6-10 Years","8Y","M","CAMDEN","WH","22"
"1019","3-5 Years","5Y","M","MIDDLESEX","WH","27"
"1020","21+ Years","60Y","M","BERGEN","BL","71"
"1021","6-10 Years","8Y 7M 18D","M","BURLINGTON","WH","47"
"1022","21+ Years","28Y","M","MONMOUTH","BL","42"
"1023","3-5 Years","3Y","M","GLOUCESTER","BL","25"
"1024","6-10 Years","10Y","M","ATLANTIC","BL","44"
"1025","15-20 Years","15Y","M","CAMDEN","BL","24"
"1026","21+ Years","50Y","M","BERGEN","BL","57"
"1027","15-20 Years","15Y","M","SOMERSET","WH","21"
"1028","15-20 Years","16Y","M","PASSAIC","BL","61"
"1029","11-14 Years","11Y 8M 13D","M","MORRIS","WH","46"
"1030","15-20 Years","18Y","M","UNION","BL","56"
"1031","21+ Years","30Y","M","HUDSON","HS","65"
"1032","21+ Years","30Y 6M 8D","M","ESSEX","BL","31"
"1033","21+ Years","26Y","M","WARREN","WH","46"
"1034","15-20 Years","18Y","M","CAMDEN","BL","44"
"1035","21+ Years","30Y +","M","ATLANTIC","BL","74"
"1036","6-10 Years","7Y","M","MIDDLESEX","HS","23"
"1037","15-20 Years","20Y","M","MONMOUTH","WH","41"
"1038","6-10 Years","9Y","M","ESSEX","BL","42"
"1039","21+ Years","44Y","M","UNION","BL","45"
"1040","11-14 Years","12Y","M","OCEAN","WH","73"
"1041","6-10 Years","8Y","M","CUMBERLAND","WH","28"
"1042","21+ Years","25Y","M","CAMDEN","BL","43"
"1043","21+ Years","30Y +","M","OTHER","WH","31"
"1044","21+ Years","30Y","M","HUDSON","BL","40"
