Location,Date Reported,Time Reported,Year Reported,Status,X,Y,Coordinates,Last Updated,DC Wards
@MONTANA AVE @NEW YORK AVE (E) NE,2018/08/09,10:07:55 AM,2018,COMP,-76.97779133391441,38.91723714578834,"(38.91723714578834, -76.97779133391441)",2019/12/01,6
2412 34TH ST SE,2018/01/07,10:31:15 AM,2018,COMP,-76.95734655588268,38.859983233995735,"(38.859983233995735, -76.95734655588268)",2019/12/01,3
@19TH ST @E ST NE,2018/01/17,08:20:56 AM,2018,COMP,-76.9772561147719,38.896112467104246,"(38.896112467104246, -76.9772561147719)",2019/12/01,3
@6TH ST @L ST NW,2018/02/28,06:49:37 AM,2018,COMP,-77.01989882323086,38.9041664588305,"(38.9041664588305, -77.01989882323086)",2019/12/01,2
"@18TH ST @COLUMBIA RD, ADAMS MILL RD NW",2018/05/03,04:03:44 PM,2018,COMP,-77.04267940279955,38.92266348310741,"(38.92266348310741, -77.04267940279955)",2019/12/01,5
2848 VISTA ST NE,2018/03/06,08:01:36 AM,2018,COMP,-76.96807793559096,38.92687380131778,"(38.92687380131778, -76.96807793559096)",2019/12/01,6
410 SOUTH CAPITOL ST SE,2018/01/06,04:43:21 PM,2018,COMP,-77.00875954679225,38.88469173472018,"(38.88469173472018, -77.00875954679225)",2019/12/01,2
2904 FORT BAKER DR SE,2018/01/04,02:35:36 AM,2018,COMP,-76.96679298618989,38.862968089539194,"(38.862968089539194, -76.96679298618989)",2019/12/01,3
103 WAYNE PL SE,2018/09/19,10:23:09 AM,2018,COMP,-77.00549397394478,38.835415874054576,"(38.835415874054576, -77.00549397394478)",2019/12/01,1
145 ELMIRA ST SW,2018/09/10,11:16:54 AM,2018,COMP,-77.01141263211518,38.826199787139934,"(38.826199787139934, -77.01141263211518)",2019/12/01,1
@1ST ST @P ST SW,2018/12/18,11:54:14 PM,2018,COMP,-77.01216900106377,38.87203463738605,"(38.87203463738605, -77.01216900106377)",2019/12/01,2
1401 NEW YORK AVE NE,2018/12/30,05:10:33 PM,2018,COMP,-76.98454748451262,38.915641246496186,"(38.915641246496186, -76.98454748451262)",2019/12/01,6
900 G ST NW,2018/01/24,07:52:10 AM,2018,COMP,-77.0241404188929,38.89816067067453,"(38.89816067067453, -77.0241404188929)",2019/12/01,4
520 HOBART PL NW,2018/01/10,06:36:31 PM,2018,COMP,-77.02146233786826,38.92782206319292,"(38.92782206319292, -77.02146233786826)",2019/12/01,5
1001 BLADENSBURG RD NE,2018/05/18,07:53:09 AM,2018,COMP,-76.98110452219227,38.90290545600289,"(38.90290545600289, -76.98110452219227)",2019/12/01,6
721 48TH ST NE,2018/01/15,06:25:17 AM,2018,COMP,-76.93354036023469,38.89957300473628,"(38.89957300473628, -76.93354036023469)",2019/12/01,3
@SOUTH CAPITOL ST @M ST BN,2018/11/14,03:07:07 AM,2018,COMP,-77.00909274451828,38.87646704981047,"(38.87646704981047, -77.00909274451828)",2019/12/01,2
@CARPENTER ST @O ST SE,2018/11/27,02:50:59 PM,2018,COMP,-76.95832074756268,38.86881183261241,"(38.86881183261241, -76.95832074756268)",2019/12/01,3
1357 WISCONSIN AVE NW,2018/01/09,05:06:32 PM,2018,COMP,-77.0634929856382,38.90811457475233,"(38.90811457475233, -77.0634929856382)",2019/12/01,4
@CANAL RD @FOXHALL RD NW,2018/02/05,06:33:44 PM,2018,COMP,-77.07917071597538,38.905952007383895,"(38.905952007383895, -77.07917071597538)",2019/12/01,7
900 EVARTS ST NE,2018/01/11,06:25:21 PM,2018,COMP,-76.99356504043033,38.92469797137353,"(38.92469797137353, -76.99356504043033)",2019/12/01,6
"@12TH ST @O ST, WATER ST SE",2018/06/25,11:56:46 AM,2018,COMP,-76.99019313446185,38.873620338282315,"(38.873620338282315, -76.99019313446185)",2019/12/01,2
158 46TH ST NE,2018/01/06,02:05:33 AM,2018,COMP,-76.93704063192295,38.89135931206172,"(38.89135931206172, -76.93704063192295)",2019/12/01,3
504 RHODE ISLAND AVE NW,2018/06/20,04:36:01 PM,2018,COMP,-77.0192225701979,38.91298898453299,"(38.91298898453299, -77.0192225701979)",2019/12/01,2
750 17TH ST NW,2018/05/26,03:51:41 PM,2018,COMP,-77.03982978149489,38.89977429463674,"(38.89977429463674, -77.03982978149489)",2019/12/01,4
@22ND ST @SAVANNAH ST SE,2018/01/09,10:52:43 AM,2018,COMP,-76.97284807224868,38.84739408190884,"(38.84739408190884, -76.97284807224868)",2019/12/01,1
@PENNSYLVANIA AVE @TEXAS AVE SE,2018/01/06,03:01:38 PM,2018,COMP,-76.95610908326877,38.86754083652947,"(38.86754083652947, -76.95610908326877)",2019/12/01,3
@1ST ST @V ST SW,2018/05/10,04:11:04 PM,2018,COMP,-77.01217926096993,38.86462972473174,"(38.86462972473174, -77.01217926096993)",2019/12/01,2
2501 PORTER ST NW,2018/01/31,11:48:18 PM,2018,COMP,-77.05399032550005,38.93547763273858,"(38.93547763273858, -77.05399032550005)",2019/12/01,7
1350 TALBERT TER SE,2018/10/24,03:35:00 PM,2018,COMP,-76.99067883868427,38.860612233931384,"(38.860612233931384, -76.99067883868427)",2019/12/01,1
609 ROXBORO PL NW,2018/01/10,07:37:13 PM,2018,COMP,-77.02163527512305,38.96565680791024,"(38.96565680791024, -77.02163527512305)",2019/12/01,8
1388 MORRIS RD SE,2018/09/06,05:20:48 PM,2018,COMP,-76.98827077305879,38.86063003369643,"(38.86063003369643, -76.98827077305879)",2019/12/01,1
4426 GRANT RD NW,2018/08/31,05:25:04 AM,2018,COMP,-77.07821340445379,38.94765215314461,"(38.94765215314461, -77.07821340445379)",2019/12/01,7
2410 SOUTHERN AVE SE,2018/08/02,05:38:25 AM,2018,COMP,-76.97008400937924,38.845807920639906,"(38.845807920639906, -76.97008400937924)",2019/12/01,1
1301 4TH ST NE,2018/05/29,10:00:28 PM,2018,COMP,-76.99876632621917,38.9090867047669,"(38.9090867047669, -76.99876632621917)",2019/12/01,6
3200 POPE ST SE,2018/01/02,07:18:02 PM,2018,COMP,-76.96066839278608,38.87439785743438,"(38.87439785743438, -76.96066839278608)",2019/12/01,3
@30TH ST @M ST NW,2018/07/12,11:13:58 PM,2018,COMP,-77.05916701621827,38.905216156979655,"(38.905216156979655, -77.05916701621827)",2019/12/01,4
5301 B ST SE,2018/01/24,11:41:25 PM,2018,COMP,-76.92572703274264,38.8858665630344,"(38.8858665630344, -76.92572703274264)",2019/12/01,3
@HORNER PL @UPSAL ST SE,2018/09/22,10:23:41 PM,2018,COMP,-77.00436538993978,38.83798333142606,"(38.83798333142606, -77.00436538993978)",2019/12/01,1
@54TH ST @CENTRAL AVE SE,2018/01/11,10:06:22 PM,2018,COMP,-76.92325983987193,38.88646852980602,"(38.88646852980602, -76.92325983987193)",2019/12/01,3
901 G ST NW,2018/12/28,01:50:25 PM,2018,COMP,-77.02476626008325,38.89869133033766,"(38.89869133033766, -77.02476626008325)",2019/12/01,4
@BLADENSBURG RD @R ST NE,2018/02/09,11:32:25 AM,2018,COMP,-76.97623618864674,38.912624572675256,"(38.912624572675256, -76.97623618864674)",2019/12/01,6
4535 W ST NW,2018/01/06,07:43:50 AM,2018,COMP,-77.09052088073143,38.919348178049205,"(38.919348178049205, -77.09052088073143)",2019/12/01,7
915 FRENCH ST NW,2018/03/15,01:30:55 PM,2018,COMP,-77.02484796395976,38.91351617256147,"(38.91351617256147, -77.02484796395976)",2019/12/01,2
@34TH ST @CAMDEN ST SE,2018/12/03,01:39:56 PM,2018,COMP,-76.95757732776605,38.859415787472045,"(38.859415787472045, -76.95757732776605)",2019/12/01,3
@13TH ST @M ST NW,2018/12/17,12:30:44 PM,2018,COMP,-77.02961827413355,38.905650777016646,"(38.905650777016646, -77.02961827413355)",2019/12/01,4
1603 C ST SE,2018/08/19,10:12:50 AM,2018,COMP,-76.98199669226773,38.885222170249875,"(38.885222170249875, -76.98199669226773)",2019/12/01,2
149 CHESAPEAKE ST SW,2018/09/11,12:59:48 PM,2018,COMP,-77.01054930648064,38.82887538343775,"(38.82887538343775, -77.01054930648064)",2019/12/01,1
1363 F ST NE,2018/01/14,05:33:30 PM,2018,COMP,-76.98666241710028,38.89713186490034,"(38.89713186490034, -76.98666241710028)",2019/12/01,2
3520 ELY PL SE,2018/07/05,10:25:48 AM,2018,COMP,-76.95499263724865,38.88378255311177,"(38.88378255311177, -76.95499263724865)",2019/12/01,3
@SOUTHERN AVE @SUITLAND TER (E) SE,2018/08/07,11:36:24 AM,2018,COMP,-76.9480234511572,38.862763057729325,"(38.862763057729325, -76.9480234511572)",2019/12/01,3
105 WAYNE PL SE,2018/09/21,11:03:08 AM,2018,COMP,-77.00532119874111,38.83529877211787,"(38.83529877211787, -77.00532119874111)",2019/12/01,1
@4TH ST @M ST SW,2018/01/22,02:40:12 PM,2018,COMP,-77.01756316954544,38.876457074735846,"(38.876457074735846, -77.01756316954544)",2019/12/01,2
4516 FOOTE ST NE,2018/03/29,04:07:26 PM,2018,COMP,-76.93704657057737,38.89769219894504,"(38.89769219894504, -76.93704657057737)",2019/12/01,3
1039 LAWRENCE ST NE,2018/08/16,12:23:54 PM,2018,COMP,-76.9912693469217,38.931138765773255,"(38.931138765773255, -76.9912693469217)",2019/12/01,6
802 5TH ST NW,2018/09/11,01:31:55 PM,2018,COMP,-77.01909070079925,38.900049775326636,"(38.900049775326636, -77.01909070079925)",2019/12/01,4
5141 SOUTH DAKOTA AVE NE,2018/09/10,02:56:56 PM,2018,COMP,-76.99544304586831,38.95193914241405,"(38.95193914241405, -76.99544304586831)",2019/12/01,6
@VALLEY AVE @WHEELER RD SE,2018/05/03,08:31:53 AM,2018,COMP,-76.99319287802504,38.8367040140701,"(38.8367040140701, -76.99319287802504)",2019/12/01,1
1836 CENTRAL PL NE,2018/07/23,09:52:00 AM,2018,COMP,-76.98581783760122,38.91250001178747,"(38.91250001178747, -76.98581783760122)",2019/12/01,6
@23RD ST @VIRGINIA AVE NW,2018/01/03,03:44:33 PM,2018,COMP,-77.05013410940921,38.897148893608225,"(38.897148893608225, -77.05013410940921)",2019/12/01,4
3500 6TH ST SE,2018/09/25,07:46:26 AM,2018,COMP,-76.99821464549541,38.839451777110924,"(38.839451777110924, -76.99821464549541)",2019/12/01,1
@ERIE ST @FORT PL SE,2018/03/29,12:57:15 PM,2018,COMP,-76.9772339196525,38.857295286948656,"(38.857295286948656, -76.9772339196525)",2019/12/01,1
2828 R ST SE,2018/11/30,01:48:32 PM,2018,COMP,-76.96637502478363,38.86967923674941,"(38.86967923674941, -76.96637502478363)",2019/12/01,3
1209 ALABAMA AVE SE,2018/09/22,03:29:10 AM,2018,COMP,-76.99017413892503,38.8441898207,"(38.8441898207, -76.99017413892503)",2019/12/01,1
899 NORTH CAPITOL ST NE,2018/08/25,05:16:19 PM,2018,COMP,-77.0084502855897,38.901014923821215,"(38.901014923821215, -77.0084502855897)",2019/12/01,2
@S ST @WATER ST SW,2018/07/10,12:07:24 PM,2018,COMP,-77.00967937282698,38.86824233158165,"(38.86824233158165, -77.00967937282698)",2019/12/01,2
1841 CENTRAL PL NE,2018/06/13,09:40:47 PM,2018,COMP,-76.98578150806708,38.91299231843727,"(38.91299231843727, -76.98578150806708)",2019/12/01,6
707 EDGEWOOD ST NE,2018/08/03,09:36:00 PM,2018,COMP,-76.99573311665483,38.92427467969103,"(38.92427467969103, -76.99573311665483)",2019/12/01,6
1039 LAWRENCE ST NE,2018/02/01,01:53:01 AM,2018,COMP,-76.9912693469217,38.931138765773255,"(38.931138765773255, -76.9912693469217)",2019/12/01,6
920 F ST NE,2018/12/12,10:49:12 PM,2018,COMP,-76.99318707060148,38.89756482904205,"(38.89756482904205, -76.99318707060148)",2019/12/01,2
1360 MORRIS RD SE,2018/10/20,01:21:40 PM,2018,COMP,-76.98899653331998,38.86137780315525,"(38.86137780315525, -76.98899653331998)",2019/12/01,1
@BRANCH AVE @U ST SE,2018/11/19,11:21:14 PM,2018,COMP,-76.95963635885556,38.865326039728444,"(38.865326039728444, -76.95963635885556)",2019/12/01,3
@11TH ST @RHODE ISLAND AVE NW,2018/04/27,01:59:03 AM,2018,COMP,-77.02703761205315,38.910551942794,"(38.910551942794, -77.02703761205315)",2019/12/01,2
4500 BLAGDEN AVE NW,2018/01/08,03:14:57 PM,2018,COMP,-77.0429122226987,38.94545440407242,"(38.94545440407242, -77.0429122226987)",2019/12/01,8
2900 NEWTON ST NE,2018/10/23,02:41:34 PM,2018,COMP,-76.9663445559245,38.934287152851034,"(38.934287152851034, -76.9663445559245)",2019/12/01,6
@47TH ST @JAY ST NE,2018/01/01,07:31:46 PM,2018,COMP,-76.935625226698,38.90148394448235,"(38.90148394448235, -76.935625226698)",2019/12/01,3
@14TH ST @L ST NW,2018/12/07,12:56:06 PM,2018,COMP,-77.03194629809238,38.90374039314889,"(38.90374039314889, -77.03194629809238)",2019/12/01,4
228 50TH ST NE,2018/01/10,12:33:18 AM,2018,COMP,-76.93021500799803,38.89315710838496,"(38.89315710838496, -76.93021500799803)",2019/12/01,3
@18TH ST @IRVING ST NW,2018/01/26,09:29:43 AM,2018,COMP,-77.04131067623912,38.928816655441146,"(38.928816655441146, -77.04131067623912)",2019/12/01,5
@7TH ST @TUCKERMAN ST NW,2018/01/30,09:11:09 PM,2018,COMP,-77.02244350549813,38.96728714799739,"(38.96728714799739, -77.02244350549813)",2019/12/01,8
@KANSAS AVE @MADISON ST NW,2018/08/23,01:17:26 PM,2018,COMP,-77.01341833585988,38.95873069304807,"(38.95873069304807, -77.01341833585988)",2019/12/01,8
1115 MONTELLO AVE NE,2018/01/12,07:53:45 PM,2018,COMP,-76.98970488219776,38.90305967245042,"(38.90305967245042, -76.98970488219776)",2019/12/01,6
@30TH ST @O ST SE,2018/11/19,01:49:14 PM,2018,COMP,-76.96477168160176,38.87293079801162,"(38.87293079801162, -76.96477168160176)",2019/12/01,3
2424 K ST NW,2018/07/02,10:20:34 AM,2018,COMP,-77.05239731600703,38.90228266583727,"(38.90228266583727, -77.05239731600703)",2019/12/01,4
@NEW JERSEY AVE @S ST NW,2018/01/11,08:25:39 AM,2018,COMP,-77.01789528881376,38.914084969406524,"(38.914084969406524, -77.01789528881376)",2019/12/01,2
5700 SHERIER PL NW,2018/01/06,09:30:26 PM,2018,COMP,-77.11059351607506,38.93202363180442,"(38.93202363180442, -77.11059351607506)",2019/12/01,7
3774 1ST ST SE,2018/01/02,08:31:09 PM,2018,COMP,-77.00559759498697,38.834920403978856,"(38.834920403978856, -77.00559759498697)",2019/12/01,1
214 L ST NE,2018/02/03,10:28:36 PM,2018,COMP,-77.0028991399121,38.90394290866305,"(38.90394290866305, -77.0028991399121)",2019/12/01,2
110 D ST SE,2018/01/08,06:59:50 PM,2018,COMP,-77.00518661305937,38.885232450976495,"(38.885232450976495, -77.00518661305937)",2019/12/01,2
3619 17TH ST NE,2018/04/23,01:16:24 PM,2018,COMP,-76.98106145279128,38.934857986981356,"(38.934857986981356, -76.98106145279128)",2019/12/01,6
@30TH ST @MILITARY RD NW,2018/12/14,01:30:57 PM,2018,COMP,-77.05975563244829,38.96102230748037,"(38.96102230748037, -77.05975563244829)",2019/12/01,8
1710 FRANKFORD ST SE,2018/01/01,09:22:13 PM,2018,COMP,-76.9803218677052,38.856422030947,"(38.856422030947, -76.9803218677052)",2019/12/01,1
1410 MORRIS RD SE,2018/12/06,05:52:39 PM,2018,COMP,-76.98761411294892,38.86014351118729,"(38.86014351118729, -76.98761411294892)",2019/12/01,1
119 DARRINGTON ST SW,2018/09/05,05:02:58 PM,2018,COMP,-77.01058360559331,38.827181788435894,"(38.827181788435894, -77.01058360559331)",2019/12/01,1
2801 15TH ST NW,2018/01/10,01:58:23 PM,2018,COMP,-77.03508103103992,38.92494511605696,"(38.92494511605696, -77.03508103103992)",2019/12/01,5
107 WAYNE PL SE,2018/09/13,03:15:30 PM,2018,COMP,-77.00520601536792,38.835217701197706,"(38.835217701197706, -77.00520601536792)",2019/12/01,1
121 UPSAL ST SE,2018/01/13,08:21:42 PM,2018,COMP,-77.00464181335676,38.83778513478572,"(38.83778513478572, -77.00464181335676)",2019/12/01,1
1399 HALF ST SW,2018/11/19,12:40:04 PM,2018,COMP,-77.01083242020536,38.87312478562769,"(38.87312478562769, -77.01083242020536)",2019/12/01,2
1829 VERMONT AVE NW,2018/12/12,08:24:30 PM,2018,COMP,-77.02624364343048,38.91488513444615,"(38.91488513444615, -77.02624364343048)",2019/12/01,5
418 KENTUCKY AVE SE,2018/09/09,08:32:01 AM,2018,COMP,-76.98479779109098,38.883682134868195,"(38.883682134868195, -76.98479779109098)",2019/12/01,2
727 ROCK CRK CHURCH RD NW,2018/07/25,11:09:51 AM,2018,COMP,-77.0223532298039,38.93699235067786,"(38.93699235067786, -77.0223532298039)",2019/12/01,8
300 63RD ST NE,2018/07/10,09:56:55 AM,2018,COMP,-76.91114932704599,38.89305407869938,"(38.89305407869938, -76.91114932704599)",2019/12/01,3
3822 1ST ST SE,2018/10/20,11:15:54 AM,2018,COMP,-77.00559750882735,38.83382137205142,"(38.83382137205142, -77.00559750882735)",2019/12/01,1
5721 CLAY ST NE,2018/01/14,05:46:11 PM,2018,COMP,-76.91805446370265,38.892689783529725,"(38.892689783529725, -76.91805446370265)",2019/12/01,3
@4TH ST @G ST SW,2018/01/06,05:02:12 AM,2018,COMP,-77.01756435804468,38.881285572724806,"(38.881285572724806, -77.01756435804468)",2019/12/01,2
@48TH ST @HUNT PL NE,2018/04/04,02:24:23 PM,2018,COMP,-76.93375838234735,38.900663140201644,"(38.900663140201644, -76.93375838234735)",2019/12/01,3
1224 SAVANNAH ST SE,2018/01/02,10:06:43 PM,2018,COMP,-76.98937945082352,38.84327989816138,"(38.84327989816138, -76.98937945082352)",2019/12/01,1
4928 3RD ST NW,2018/11/20,11:26:37 AM,2018,COMP,-77.01610486553702,38.950974236870024,"(38.950974236870024, -77.01610486553702)",2019/12/01,8
5109 KLINGLE ST NW,2018/01/02,10:12:50 PM,2018,COMP,-77.10345389382567,38.93170587031053,"(38.93170587031053, -77.10345389382567)",2019/12/01,7
@10TH ST @GALLATIN ST NE,2018/01/01,06:14:50 PM,2018,COMP,-76.99281265822609,38.952380415554735,"(38.952380415554735, -76.99281265822609)",2019/12/01,6
@CROFFUT PL @MINNESOTA AVE SE,2018/01/06,03:51:51 AM,2018,COMP,-76.95523278080465,38.88680045370158,"(38.88680045370158, -76.95523278080465)",2019/12/01,3
@CHESAPEAKE ST @NEBRASKA AVE NW,2018/06/12,01:31:39 PM,2018,COMP,-77.07494044900719,38.9507351284345,"(38.9507351284345, -77.07494044900719)",2019/12/01,7
120 4TH ST SE,2018/01/20,03:39:27 PM,2018,COMP,-77.00035731404141,38.88803417170132,"(38.88803417170132, -77.00035731404141)",2019/12/01,2
@2ND ST @L ST NE,2018/01/01,08:45:10 PM,2018,COMP,-77.00357392649097,38.90372668951522,"(38.90372668951522, -77.00357392649097)",2019/12/01,2
@18TH PL @ALABAMA AVE SE,2018/02/12,08:52:35 AM,2018,COMP,-76.97813530981776,38.84838612023605,"(38.84838612023605, -76.97813530981776)",2019/12/01,1
@4TH ST @TINGEY ST SE,2018/03/28,06:19:53 PM,2018,COMP,-77.00057620675068,38.87488192451062,"(38.87488192451062, -77.00057620675068)",2019/12/01,2
"@BUNKER HILL RD @EASTERN AVE, RANDOLPH ST (E) NE",2018/03/01,03:24:26 PM,2018,COMP,-76.96682731731914,38.937845569000736,"(38.937845569000736, -76.96682731731914)",2019/12/01,6
@33RD PL @WOODLEY RD NW,2018/01/02,04:07:25 AM,2018,COMP,-77.06526660491726,38.93121095159946,"(38.93121095159946, -77.06526660491726)",2019/12/01,7
@2ND ST @C ST SW,2018/11/17,07:44:49 AM,2018,COMP,-77.0136582378938,38.8860515302664,"(38.8860515302664, -77.0136582378938)",2019/12/01,2
1006 FLORIDA AVE NE #A,2018/01/04,12:23:28 PM,2018,COMP,-76.99249472405123,38.90401477037812,"(38.90401477037812, -76.99249472405123)",2019/12/01,6
228 50TH ST NE,2018/01/10,11:19:28 PM,2018,COMP,-76.93021500799803,38.89315710838496,"(38.89315710838496, -76.93021500799803)",2019/12/01,3
@51ST ST @BROOKS ST NE,2018/01/08,10:35:41 PM,2018,COMP,-76.92927078741789,38.89214760271156,"(38.89214760271156, -76.92927078741789)",2019/12/01,3
30 SHERIDAN ST NE,2018/11/21,11:37:07 PM,2018,COMP,-77.00822728119735,38.96658636930825,"(38.96658636930825, -77.00822728119735)",2019/12/01,8
@DELAWARE AVE @I ST SW,2018/02/13,12:16:17 PM,2018,COMP,-77.01295392732325,38.87928631254222,"(38.87928631254222, -77.01295392732325)",2019/12/01,2
716 MADISON ST NW,2018/01/19,08:44:29 PM,2018,COMP,-77.02335214375886,38.958287726289164,"(38.958287726289164, -77.02335214375886)",2019/12/01,8
@BRYAN PL @MORRIS RD SE,2018/09/29,08:04:55 PM,2018,COMP,-76.98693444812022,38.85949483078492,"(38.85949483078492, -76.98693444812022)",2019/12/01,1
@6TH ST @D ST NW,2018/05/02,06:20:57 PM,2018,COMP,-77.01990773737336,38.89479776342885,"(38.89479776342885, -77.01990773737336)",2019/12/01,4
77 P ST NE,2018/11/02,12:00:24 PM,2018,COMP,-77.0069178318378,38.909446840220355,"(38.909446840220355, -77.0069178318378)",2019/12/01,6
@23RD ST @G ST NW,2018/01/15,06:42:12 PM,2018,COMP,-77.05013493876248,38.89832898886593,"(38.89832898886593, -77.05013493876248)",2019/12/01,4
@7TH ST @G ST SW,2018/01/21,02:48:11 PM,2018,COMP,-77.02190934396221,38.881275830076234,"(38.881275830076234, -77.02190934396221)",2019/12/01,2
1329 RITCHIE PL NE,2018/04/03,06:51:35 PM,2018,COMP,-76.98713906561042,38.93882246452504,"(38.93882246452504, -76.98713906561042)",2019/12/01,6
5540 4TH ST NE,2018/11/27,06:50:55 PM,2018,COMP,-77.00042688759521,38.95756038843651,"(38.95756038843651, -77.00042688759521)",2019/12/01,8
@7TH ST @I ST NW,2018/05/24,01:28:10 AM,2018,COMP,-77.02191536178057,38.90086904016471,"(38.90086904016471, -77.02191536178057)",2019/12/01,4
"@17TH ST @BLADENSBURG RD, MOUNT OLIVET RD NE",2018/03/13,12:11:26 PM,2018,COMP,-76.97908588117102,38.90674266955142,"(38.90674266955142, -76.97908588117102)",2019/12/01,6
3046 STANTON RD SE,2018/04/27,08:21:41 AM,2018,COMP,-76.9828566299193,38.8531463497816,"(38.8531463497816, -76.9828566299193)",2019/12/01,1
1204 I ST NE,2018/07/13,03:35:41 AM,2018,COMP,-76.98985497934193,38.901483223482515,"(38.901483223482515, -76.98985497934193)",2019/12/01,2
7010 PINEY BRANCH RD NW,2018/12/01,02:17:13 AM,2018,COMP,-77.02279215833012,38.97504317258764,"(38.97504317258764, -77.02279215833012)",2019/12/01,8
@17TH ST @ALLISON ST NE,2018/12/04,02:55:07 PM,2018,COMP,-76.98167007317282,38.94525365275404,"(38.94525365275404, -76.98167007317282)",2019/12/01,6
2531 SHERMAN AVE NW,2018/12/21,12:28:58 PM,2018,COMP,-77.02502438696544,38.923398271324125,"(38.923398271324125, -77.02502438696544)",2019/12/01,5
317 CONSTITUTION AVE NE,2018/01/16,07:06:08 AM,2018,COMP,-77.00125642922023,38.89183569955578,"(38.89183569955578, -77.00125642922023)",2019/12/01,2
1320 DEXTER TER SE,2018/10/09,01:32:43 PM,2018,COMP,-76.99028704862135,38.86096353036346,"(38.86096353036346, -76.99028704862135)",2019/12/01,1
3500 6TH ST SE,2018/09/07,02:07:55 AM,2018,COMP,-76.99821464549541,38.839451777110924,"(38.839451777110924, -76.99821464549541)",2019/12/01,1
2601 WOODLEY PL NW,2018/02/20,07:10:42 PM,2018,COMP,-77.05022204159216,38.923804541862886,"(38.923804541862886, -77.05022204159216)",2019/12/01,7
1401 N ST NW,2018/01/10,11:47:12 AM,2018,COMP,-77.03232843455586,38.90746073656011,"(38.90746073656011, -77.03232843455586)",2019/12/01,4
@FORT DR @GRANT RD NW,2018/11/14,09:07:22 PM,2018,COMP,-77.07852449653842,38.94730962987633,"(38.94730962987633, -77.07852449653842)",2019/12/01,7
2978 2ND ST SE,2018/08/30,07:12:36 PM,2018,COMP,-77.003179354443,38.845550465878205,"(38.845550465878205, -77.003179354443)",2019/12/01,1
41 GALVESTON ST SW,2018/03/19,01:19:26 PM,2018,COMP,-77.00798052438212,38.823902912022575,"(38.823902912022575, -77.00798052438212)",2019/12/01,1
1829 WILTBERGER ST NW,2018/09/05,05:38:44 PM,2018,COMP,-77.02076665631157,38.915048386208014,"(38.915048386208014, -77.02076665631157)",2019/12/01,2
@1ST ST @FLORIDA AVE NE,2018/01/01,10:25:57 PM,2018,COMP,-77.00588015632258,38.909437888707984,"(38.909437888707984, -77.00588015632258)",2019/12/01,6
@LOWELL ST @WISCONSIN AVE NW,2018/02/09,11:14:56 AM,2018,COMP,-77.07254544204532,38.9325488982018,"(38.9325488982018, -77.07254544204532)",2019/12/01,7
@GEORGIA AVE @QUINCY ST NW,2018/01/02,04:55:20 AM,2018,COMP,-77.02449879970806,38.937613493137064,"(38.937613493137064, -77.02449879970806)",2019/12/01,8
@14TH ST @L ST SE,2018/07/20,06:19:41 PM,2018,COMP,-76.98551362841746,38.877511479135286,"(38.877511479135286, -76.98551362841746)",2019/12/01,2
29 HALLEY PL SE,2018/10/23,05:34:43 PM,2018,COMP,-77.00618494776677,38.834352841473155,"(38.834352841473155, -77.00618494776677)",2019/12/01,1
1430 BANGOR ST SE,2018/09/27,08:43:04 PM,2018,COMP,-76.98688813976601,38.86070195397392,"(38.86070195397392, -76.98688813976601)",2019/12/01,1
77 P ST NE,2018/07/12,03:53:51 PM,2018,COMP,-77.0069178318378,38.909446840220355,"(38.909446840220355, -77.0069178318378)",2019/12/01,6
@12TH ST @LAWRENCE ST NE,2018/01/18,12:16:15 PM,2018,COMP,-76.99092329735467,38.93155312151384,"(38.93155312151384, -76.99092329735467)",2019/12/01,6
@3RD ST @D ST SW,2018/10/19,04:48:22 PM,2018,COMP,-77.01520250449354,38.88506942588277,"(38.88506942588277, -77.01520250449354)",2019/12/01,2
@40TH PL @ELY PL SE,2018/11/23,12:00:52 PM,2018,COMP,-76.94519591614008,38.88376035033758,"(38.88376035033758, -76.94519591614008)",2019/12/01,3
319 4TH ST SE,2018/01/14,11:32:33 PM,2018,COMP,-77.00077317236337,38.884746528917034,"(38.884746528917034, -77.00077317236337)",2019/12/01,2
@17TH ST @FRANKFORD ST SE,2018/01/04,04:14:17 AM,2018,COMP,-76.98079428593681,38.856232932659196,"(38.856232932659196, -76.98079428593681)",2019/12/01,1
5701 KANSAS AVE NW,2018/09/08,12:21:29 AM,2018,COMP,-77.0129914740988,38.958910906435136,"(38.958910906435136, -77.0129914740988)",2019/12/01,8
1408 CONSTITUTION AVE NE,2018/01/14,09:49:05 AM,2018,COMP,-76.98504956203733,38.89223111790669,"(38.89223111790669, -76.98504956203733)",2019/12/01,2
29 46TH ST SE,2018/01/06,09:46:03 PM,2018,COMP,-76.93612117434358,38.88835902335916,"(38.88835902335916, -76.93612117434358)",2019/12/01,3
@4TH ST @TRENTON ST SE,2018/10/21,05:02:00 PM,2018,COMP,-77.00057592836552,38.840388668190116,"(38.840388668190116, -77.00057592836552)",2019/12/01,1
1804 KEARNY ST NE,2018/02/26,11:14:54 AM,2018,COMP,-76.97894026337454,38.93135339386137,"(38.93135339386137, -76.97894026337454)",2019/12/01,6
"@40TH ST @CLAY PL, DIX ST NE",2018/05/07,07:44:06 PM,2018,COMP,-76.94724087262117,38.89267958696656,"(38.89267958696656, -76.94724087262117)",2019/12/01,3
