"address","street_number","direction","street_name","street_type","complaints","neshaps_demolition_notices","enforcement","inspections","permits","tanks","holds","latitude","longitude","location"
"3640 W 59TH ST","3640","W","59TH","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=3640%20and%20direction=%27W%27%20and%20street_name=%2759TH%27%20and%20street_type=%27ST%27)",,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=3640%20and%20direction=%27W%27%20and%20street_name=%2759TH%27%20and%20street_type=%27ST%27)","Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=3640%20and%20direction=%27W%27%20and%20street_name=%2759TH%27%20and%20street_type=%27ST%27)",,"41.786173972903455","-87.71487272367827","POINT (-87.71487272367827 41.786173972903455)"
"3701 N SACRAMENTO AVE","3701","N","SACRAMENTO","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=3701%20and%20direction=%27N%27%20and%20street_name=%27SACRAMENTO%27%20and%20street_type=%27AVE%27)",,,"41.94857405573417","-87.70283232934453","POINT (-87.70283232934453 41.94857405573417)"
"3804 S WENTWORTH AVE","3804","S","WENTWORTH","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=3804%20and%20direction=%27S%27%20and%20street_name=%27WENTWORTH%27%20and%20street_type=%27AVE%27)",,,"41.82526764351742","-87.63150012422028","POINT (-87.63150012422028 41.82526764351742)"
"3907 N JANSSEN AVE","3907","N","JANSSEN","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=3907%20and%20direction=%27N%27%20and%20street_name=%27JANSSEN%27%20and%20street_type=%27AVE%27)","Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=3907%20and%20direction=%27N%27%20and%20street_name=%27JANSSEN%27%20and%20street_type=%27AVE%27)",,,,,,"41.9527738194145","-87.66565897014405","POINT (-87.66565897014405 41.9527738194145)"
"3923 W CHICAGO AVE","3923","W","CHICAGO","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=3923%20and%20direction=%27W%27%20and%20street_name=%27CHICAGO%27%20and%20street_type=%27AVE%27)",,,,"41.895268774228775","-87.7247060569945","POINT (-87.7247060569945 41.895268774228775)"
"3950 N CICERO AVE","3950","N","CICERO","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=3950%20and%20direction=%27N%27%20and%20street_name=%27CICERO%27%20and%20street_type=%27AVE%27)",,,"41.95312884596053","-87.74745424587505","POINT (-87.74745424587505 41.95312884596053)"
"40 E OHIO ST","40","E","OHIO","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=40%20and%20direction=%27E%27%20and%20street_name=%27OHIO%27%20and%20street_type=%27ST%27)",,,,"41.89261194382529","-87.62659449083995","POINT (-87.62659449083995 41.89261194382529)"
"400 S PLYMOUTH CT","400","S","PLYMOUTH","CT","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=400%20and%20direction=%27S%27%20and%20street_name=%27PLYMOUTH%27%20and%20street_type=%27CT%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=400%20and%20direction=%27S%27%20and%20street_name=%27PLYMOUTH%27%20and%20street_type=%27CT%27)",,,,"41.87684038623311","-87.62888426798861","POINT (-87.62888426798861 41.87684038623311)"
"4000 N CICERO AVE","4000","N","CICERO","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=4000%20and%20direction=%27N%27%20and%20street_name=%27CICERO%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4000%20and%20direction=%27N%27%20and%20street_name=%27CICERO%27%20and%20street_type=%27AVE%27)",,,,"41.95347153824119","-87.74745149775624","POINT (-87.74745149775624 41.95347153824119)"
"4014 W ADDISON ST","4014","W","ADDISON","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=4014%20and%20direction=%27W%27%20and%20street_name=%27ADDISON%27%20and%20street_type=%27ST%27)",,,,,,,"41.94647523925744","-87.72801802550006","POINT (-87.72801802550006 41.94647523925744)"
"4055 S PRINCETON AVE","4055","S","PRINCETON","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=4055%20and%20direction=%27S%27%20and%20street_name=%27PRINCETON%27%20and%20street_type=%27AVE%27)",,,,,,"41.820169815288146","-87.63311873335222","POINT (-87.63311873335222 41.820169815288146)"
"4056 N LOWELL AVE","4056","N","LOWELL","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=4056%20and%20direction=%27N%27%20and%20street_name=%27LOWELL%27%20and%20street_type=%27AVE%27)",,,,,,"41.95521901562693","-87.73699865339533","POINT (-87.73699865339533 41.95521901562693)"
"4117 W POTOMAC AVE","4117","W","POTOMAC","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=4117%20and%20direction=%27W%27%20and%20street_name=%27POTOMAC%27%20and%20street_type=%27AVE%27)",,,,,,"41.90431520687319","-87.7295452373301","POINT (-87.7295452373301 41.90431520687319)"
"412 S GREEN ST","412","S","GREEN","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=412%20and%20direction=%27S%27%20and%20street_name=%27GREEN%27%20and%20street_type=%27ST%27)",,"41.8761995745412","-87.6485016885351","POINT (-87.6485016885351 41.8761995745412)"
"415 S KILPATRICK AVE","415","S","KILPATRICK","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=415%20and%20direction=%27S%27%20and%20street_name=%27KILPATRICK%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=415%20and%20direction=%27S%27%20and%20street_name=%27KILPATRICK%27%20and%20street_type=%27AVE%27)",,,,"41.874531835468545","-87.7424724594457","POINT (-87.7424724594457 41.874531835468545)"
"4165 S ELLIS AVE","4165","S","ELLIS","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4165%20and%20direction=%27S%27%20and%20street_name=%27ELLIS%27%20and%20street_type=%27AVE%27)",,,,"41.81821966092422","-87.60179583376205","POINT (-87.60179583376205 41.81821966092422)"
"419 N WELLS ST","419","N","WELLS","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=419%20and%20direction=%27N%27%20and%20street_name=%27WELLS%27%20and%20street_type=%27ST%27)",,,,"41.889870141284156","-87.63387884682977","POINT (-87.63387884682977 41.889870141284156)"
"4201 N RAVENSWOOD AVE","4201","N","RAVENSWOOD","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4201%20and%20direction=%27N%27%20and%20street_name=%27RAVENSWOOD%27%20and%20street_type=%27AVE%27)",,,,"41.9579709790094","-87.67372980464572","POINT (-87.67372980464572 41.9579709790094)"
"4200 W 69TH ST","4200","W","69TH","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=4200%20and%20direction=%27W%27%20and%20street_name=%2769TH%27%20and%20street_type=%27ST%27)",,,,,,,"41.76777123683951","-87.72742633727827","POINT (-87.72742633727827 41.76777123683951)"
"4207 W ROSCOE ST","4207","W","ROSCOE","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=4207%20and%20direction=%27W%27%20and%20street_name=%27ROSCOE%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4207%20and%20direction=%27W%27%20and%20street_name=%27ROSCOE%27%20and%20street_type=%27ST%27)",,,,"41.94255657969707","-87.73244593146572","POINT (-87.73244593146572 41.94255657969707)"
"4211 W 25TH ST","4211","W","25TH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=4211%20and%20direction=%27W%27%20and%20street_name=%2725TH%27%20and%20street_type=%27ST%27)",,"41.845895518028726","-87.72997761729263","POINT (-87.72997761729263 41.845895518028726)"
"4220 N RICHMOND ST","4220","N","RICHMOND","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=4220%20and%20direction=%27N%27%20and%20street_name=%27RICHMOND%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4220%20and%20direction=%27N%27%20and%20street_name=%27RICHMOND%27%20and%20street_type=%27ST%27)",,,,"41.95823044947753","-87.7021880622128","POINT (-87.7021880622128 41.95823044947753)"
"4242 N HERMITAGE AVE","4242","N","HERMITAGE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=4242%20and%20direction=%27N%27%20and%20street_name=%27HERMITAGE%27%20and%20street_type=%27AVE%27)",,,,,,"41.959179544818895","-87.67248863122767","POINT (-87.67248863122767 41.959179544818895)"
"4255 W POTOMAC AVE","4255","W","POTOMAC","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=4255%20and%20direction=%27W%27%20and%20street_name=%27POTOMAC%27%20and%20street_type=%27AVE%27)",,,"41.90425646360813","-87.73345484120051","POINT (-87.73345484120051 41.90425646360813)"
"432 N SAWYER AVE","432","N","SAWYER","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=432%20and%20direction=%27N%27%20and%20street_name=%27SAWYER%27%20and%20street_type=%27AVE%27)","Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=432%20and%20direction=%27N%27%20and%20street_name=%27SAWYER%27%20and%20street_type=%27AVE%27)",,,,,,"41.889322201565115","-87.70773513581389","POINT (-87.70773513581389 41.889322201565115)"
"4332 N CICERO AVE","4332","N","CICERO","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4332%20and%20direction=%27N%27%20and%20street_name=%27CICERO%27%20and%20street_type=%27AVE%27)",,,,"41.95985588229414","-87.74764696815936","POINT (-87.74764696815936 41.95985588229414)"
"4405 N LINDER AVE","4405","N","LINDER","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4405%20and%20direction=%27N%27%20and%20street_name=%27LINDER%27%20and%20street_type=%27AVE%27)",,,,"41.9606770871851","-87.76463594055107","POINT (-87.76463594055107 41.9606770871851)"
"443 W ERIE ST","443","W","ERIE","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=443%20and%20direction=%27W%27%20and%20street_name=%27ERIE%27%20and%20street_type=%27ST%27)",,,"41.893803530367535","-87.64021730152292","POINT (-87.64021730152292 41.893803530367535)"
"444 W LAKE ST","444","W","LAKE","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=444%20and%20direction=%27W%27%20and%20street_name=%27LAKE%27%20and%20street_type=%27ST%27)",,,"41.88582970383457","-87.63980643561894","POINT (-87.63980643561894 41.88582970383457)"
"4443 N KIMBALL AVE","4443","N","KIMBALL","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=4443%20and%20direction=%27N%27%20and%20street_name=%27KIMBALL%27%20and%20street_type=%27AVE%27)",,,,,,,"41.96241316506977","-87.71303255520819","POINT (-87.71303255520819 41.96241316506977)"
"4444 W FULLERTON ","4444","W","FULLERTON",,,,,,,,"Y (https://data.cityofchicago.org/resource/6gqn-e2ij.csv?$where=street_number_from=4444%20and%20street_direction=%27W%27%20and%20street_name=%27FULLERTON%27%20and%20street_type%20IS%20NULL)","41.92445620908509","-87.73839567880194","POINT (-87.73839567880194 41.92445620908509)"
"4496 W MADISON ST","4496","W","MADISON","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=4496%20and%20direction=%27W%27%20and%20street_name=%27MADISON%27%20and%20street_type=%27ST%27)",,,"41.88069405145613","-87.737807580479","POINT (-87.737807580479 41.88069405145613)"
"4536 W 83RD ST","4536","W","83RD","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=4536%20and%20direction=%27W%27%20and%20street_name=%2783RD%27%20and%20street_type=%27ST%27)",,,,,,,"41.74206050588323","-87.734751139143","POINT (-87.734751139143 41.74206050588323)"
"4545 S SPAULDING AVE","4545","S","SPAULDING","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=4545%20and%20direction=%27S%27%20and%20street_name=%27SPAULDING%27%20and%20street_type=%27AVE%27)",,,,,,"41.81038165797066","-87.7063278449215","POINT (-87.7063278449215 41.81038165797066)"
"4600 W FLOURNOY ST","4600","W","FLOURNOY","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=4600%20and%20direction=%27W%27%20and%20street_name=%27FLOURNOY%27%20and%20street_type=%27ST%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4600%20and%20direction=%27W%27%20and%20street_name=%27FLOURNOY%27%20and%20street_type=%27ST%27)",,,,"41.87244587243562","-87.74055576037999","POINT (-87.74055576037999 41.87244587243562)"
"4626 N MAGNOLIA AVE","4626","N","MAGNOLIA","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=4626%20and%20direction=%27N%27%20and%20street_name=%27MAGNOLIA%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4626%20and%20direction=%27N%27%20and%20street_name=%27MAGNOLIA%27%20and%20street_type=%27AVE%27)",,,,"41.966171464767996","-87.66121507523117","POINT (-87.66121507523117 41.966171464767996)"
"4633 N HERMITAGE AVE","4633","N","HERMITAGE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=4633%20and%20direction=%27N%27%20and%20street_name=%27HERMITAGE%27%20and%20street_type=%27AVE%27)",,,"41.96618997151295","-87.67238511859863","POINT (-87.67238511859863 41.96618997151295)"
"4700 S FEDERAL ST","4700","S","FEDERAL","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=4700%20and%20direction=%27S%27%20and%20street_name=%27FEDERAL%27%20and%20street_type=%27ST%27)",,,"41.80909548596733","-87.62872316700249","POINT (-87.62872316700249 41.80909548596733)"
"4735 N BERNARD ST","4735","N","BERNARD","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=4735%20and%20direction=%27N%27%20and%20street_name=%27BERNARD%27%20and%20street_type=%27ST%27)",,,"41.967623232647","-87.71441606841297","POINT (-87.71441606841297 41.967623232647)"
"4753 W MADISON ST","4753","W","MADISON","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4753%20and%20direction=%27W%27%20and%20street_name=%27MADISON%27%20and%20street_type=%27ST%27)",,,,"41.88039239945001","-87.74492527370599","POINT (-87.74492527370599 41.88039239945001)"
"4810 S PRAIRIE AVE","4810","S","PRAIRIE","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4810%20and%20direction=%27S%27%20and%20street_name=%27PRAIRIE%27%20and%20street_type=%27AVE%27)",,,,"41.80714086202788","-87.6196791526969","POINT (-87.6196791526969 41.80714086202788)"
"4900 W AUGUSTA BLVD","4900","W","AUGUSTA","BLVD","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=4900%20and%20direction=%27W%27%20and%20street_name=%27AUGUSTA%27%20and%20street_type=%27BLVD%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4900%20and%20direction=%27W%27%20and%20street_name=%27AUGUSTA%27%20and%20street_type=%27BLVD%27)",,,,"41.89876408606412","-87.74846516122085","POINT (-87.74846516122085 41.89876408606412)"
"4907 S ARCHER AVE","4907","S","ARCHER","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=4907%20and%20direction=%27S%27%20and%20street_name=%27ARCHER%27%20and%20street_type=%27AVE%27)",,"41.803978153434514","-87.72049289904719","POINT (-87.72049289904719 41.803978153434514)"
"4918 W 64TH PL","4918","W","64TH","PL",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=4918%20and%20direction=%27W%27%20and%20street_name=%2764TH%27%20and%20street_type=%27PL%27)",,,,,,,,
"500 W WEBSTER AVE","500","W","WEBSTER","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=500%20and%20direction=%27W%27%20and%20street_name=%27WEBSTER%27%20and%20street_type=%27AVE%27)",,,,,,"41.92203464242178","-87.64148955553905","POINT (-87.64148955553905 41.92203464242178)"
"5021 N NORTHWEST HWY","5021","N","NORTHWEST","HWY",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5021%20and%20direction=%27N%27%20and%20street_name=%27NORTHWEST%27%20and%20street_type=%27HWY%27)",,,,,,"41.97211254151833","-87.76332310486187","POINT (-87.76332310486187 41.97211254151833)"
"505 W MELROSE ST","505","W","MELROSE","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=505%20and%20direction=%27W%27%20and%20street_name=%27MELROSE%27%20and%20street_type=%27ST%27)",,,"41.941059725940804","-87.64219050862117","POINT (-87.64219050862117 41.941059725940804)"
"510 W ARLINGTON PL","510","W","ARLINGTON","PL",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=510%20and%20direction=%27W%27%20and%20street_name=%27ARLINGTON%27%20and%20street_type=%27PL%27)",,,"41.926962493006","-87.64184997785092","POINT (-87.64184997785092 41.926962493006)"
"5120 N LOVEJOY AVE","5120","N","LOVEJOY","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5120%20and%20direction=%27N%27%20and%20street_name=%27LOVEJOY%27%20and%20street_type=%27AVE%27)",,,,,,"41.97380647945743","-87.76478040910477","POINT (-87.76478040910477 41.97380647945743)"
"5127 S KEDZIE AVE","5127","S","KEDZIE","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=5127%20and%20direction=%27S%27%20and%20street_name=%27KEDZIE%27%20and%20street_type=%27AVE%27)",,,,"41.79999423704911","-87.70359664235681","POINT (-87.70359664235681 41.79999423704911)"
"5136 N OAK PARK AVE","5136","N","OAK PARK","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=5136%20and%20direction=%27N%27%20and%20street_name=%27OAK%20PARK%27%20and%20street_type=%27AVE%27)",,,,,,,"41.974874147101104","-87.7965193217767","POINT (-87.7965193217767 41.974874147101104)"
"5150 W 55TH ST","5150","W","55TH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=5150%20and%20direction=%27W%27%20and%20street_name=%2755TH%27%20and%20street_type=%27ST%27)",,,,"41.79300285594456","-87.75211958092866","POINT (-87.75211958092866 41.79300285594456)"
"518 W FULLERTON AVE","518","W","FULLERTON","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=518%20and%20direction=%27W%27%20and%20street_name=%27FULLERTON%27%20and%20street_type=%27AVE%27)",,,"41.92566889441679","-87.64215975795256","POINT (-87.64215975795256 41.92566889441679)"
"5219 S EMERALD AVE","5219","S","EMERALD","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5219%20and%20direction=%27S%27%20and%20street_name=%27EMERALD%27%20and%20street_type=%27AVE%27)",,,,,,"41.799187206713675","-87.64392017920852","POINT (-87.64392017920852 41.799187206713675)"
"5241 S LAWNDALE AVE","5241","S","LAWNDALE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=5241%20and%20direction=%27S%27%20and%20street_name=%27LAWNDALE%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=5241%20and%20direction=%27S%27%20and%20street_name=%27LAWNDALE%27%20and%20street_type=%27AVE%27)",,,,"41.797595025422325","-87.71578065757487","POINT (-87.71578065757487 41.797595025422325)"
"524 N TROY ST","524","N","TROY","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=524%20and%20direction=%27N%27%20and%20street_name=%27TROY%27%20and%20street_type=%27ST%27)",,,,,,"41.891113190874236","-87.70533655912968","POINT (-87.70533655912968 41.891113190874236)"
"525 W 126TH PL","525","W","126TH","PL",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=525%20and%20direction=%27W%27%20and%20street_name=%27126TH%27%20and%20street_type=%27PL%27)",,,,,,"41.66414389671133","-87.63528216399905","POINT (-87.63528216399905 41.66414389671133)"
"53 E 103RD PL","53","E","103RD","PL",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=53%20and%20direction=%27E%27%20and%20street_name=%27103RD%27%20and%20street_type=%27PL%27)",,,,,,"41.70617726721846","-87.62160149425468","POINT (-87.62160149425468 41.70617726721846)"
"527 E 115TH ST","527","E","115TH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=527%20and%20direction=%27E%27%20and%20street_name=%27115TH%27%20and%20street_type=%27ST%27)",,,,"41.68534232792032","-87.61041978202087","POINT (-87.61041978202087 41.68534232792032)"
"527 W 74TH PL","527","W","74TH","PL",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=527%20and%20direction=%27W%27%20and%20street_name=%2774TH%27%20and%20street_type=%27PL%27)",,,,,,,,
"530 W GRAND AVE","530","W","GRAND","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=530%20and%20direction=%27W%27%20and%20street_name=%27GRAND%27%20and%20street_type=%27AVE%27)",,,,"41.89147661776392","-87.641773778537","POINT (-87.641773778537 41.89147661776392)"
"5340 S ALBANY AVE","5340","S","ALBANY","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5340%20and%20direction=%27S%27%20and%20street_name=%27ALBANY%27%20and%20street_type=%27AVE%27)",,,,,,"41.79599613152421","-87.70133404928757","POINT (-87.70133404928757 41.79599613152421)"
"535 N MILWAUKEE AVE","535","N","MILWAUKEE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=535%20and%20direction=%27N%27%20and%20street_name=%27MILWAUKEE%27%20and%20street_type=%27AVE%27)",,,,,,,"41.89218232327374","-87.64887801502864","POINT (-87.64887801502864 41.89218232327374)"
"537 W DEMING PL","537","W","DEMING","PL",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=537%20and%20direction=%27W%27%20and%20street_name=%27DEMING%27%20and%20street_type=%27PL%27)",,,"41.928057600661916","-87.64356406396467","POINT (-87.64356406396467 41.928057600661916)"
"542 W 14TH ST","542","W","14TH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=542%20and%20direction=%27W%27%20and%20street_name=%2714TH%27%20and%20street_type=%27ST%27)",,,,
"5433 S KILPATRICK AVE","5433","S","KILPATRICK","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5433%20and%20direction=%27S%27%20and%20street_name=%27KILPATRICK%27%20and%20street_type=%27AVE%27)",,,,,,"41.793786803205194","-87.74019438016163","POINT (-87.74019438016163 41.793786803205194)"
"5451 S CICERO AVE","5451","S","CICERO","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=5451%20and%20direction=%27S%27%20and%20street_name=%27CICERO%27%20and%20street_type=%27AVE%27)",,"41.793308488719255","-87.74197864657565","POINT (-87.74197864657565 41.793308488719255)"
"547 E 45TH ST","547","E","45TH","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=547%20and%20direction=%27E%27%20and%20street_name=%2745TH%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=547%20and%20direction=%27E%27%20and%20street_name=%2745TH%27%20and%20street_type=%27ST%27)",,,,"41.81297653454132","-87.61208217349198","POINT (-87.61208217349198 41.81297653454132)"
"548 W 59TH ST","548","W","59TH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=548%20and%20direction=%27W%27%20and%20street_name=%2759TH%27%20and%20street_type=%27ST%27)","Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=548%20and%20direction=%27W%27%20and%20street_name=%2759TH%27%20and%20street_type=%27ST%27)",,,"41.787227422742674","-87.63957809734424","POINT (-87.63957809734424 41.787227422742674)"
"5526 S WOOD ST","5526","S","WOOD","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5526%20and%20direction=%27S%27%20and%20street_name=%27WOOD%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=5526%20and%20direction=%27S%27%20and%20street_name=%27WOOD%27%20and%20street_type=%27ST%27)",,,,"41.79275834073337","-87.66955591206023","POINT (-87.66955591206023 41.79275834073337)"
"5715 N ROGERS AVE","5715","N","ROGERS","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5715%20and%20direction=%27N%27%20and%20street_name=%27ROGERS%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=5715%20and%20direction=%27N%27%20and%20street_name=%27ROGERS%27%20and%20street_type=%27AVE%27)",,,,"41.98437396729934","-87.74233231231358","POINT (-87.74233231231358 41.98437396729934)"
"5720 S MICHIGAN AVE","5720","S","MICHIGAN","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=5720%20and%20direction=%27S%27%20and%20street_name=%27MICHIGAN%27%20and%20street_type=%27AVE%27)",,,"41.790408826438686","-87.62250384649757","POINT (-87.62250384649757 41.790408826438686)"
"5801 N GLENWOOD AVE","5801","N","GLENWOOD","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=5801%20and%20direction=%27N%27%20and%20street_name=%27GLENWOOD%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=5801%20and%20direction=%27N%27%20and%20street_name=%27GLENWOOD%27%20and%20street_type=%27AVE%27)",,,,"41.986726699639426","-87.66489884984709","POINT (-87.66489884984709 41.986726699639426)"
"5824 S LAFAYETTE AVE","5824","S","LAFAYETTE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5824%20and%20direction=%27S%27%20and%20street_name=%27LAFAYETTE%27%20and%20street_type=%27AVE%27)",,,,,,"41.7881836357574","-87.6267686339499","POINT (-87.6267686339499 41.7881836357574)"
"5828 N RIDGE AVE","5828","N","RIDGE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=5828%20and%20direction=%27N%27%20and%20street_name=%27RIDGE%27%20and%20street_type=%27AVE%27)",,,"41.98775718531961","-87.66704689947728","POINT (-87.66704689947728 41.98775718531961)"
"5832 S CARPENTER ST","5832","S","CARPENTER","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5832%20and%20direction=%27S%27%20and%20street_name=%27CARPENTER%27%20and%20street_type=%27ST%27)",,,,,,"41.787733356010655","-87.65120984055505","POINT (-87.65120984055505 41.787733356010655)"
"585 W DIVERSEY AVE","585","W","DIVERSEY","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=585%20and%20direction=%27W%27%20and%20street_name=%27DIVERSEY%27%20and%20street_type=%27AVE%27)",,,"41.93271736139288","-87.64356390436757","POINT (-87.64356390436757 41.93271736139288)"
