"address","street_number","direction","street_name","street_type","complaints","neshaps_demolition_notices","enforcement","inspections","permits","tanks","holds","latitude","longitude","location"
"5926 S KEDZIE AVE","5926","S","KEDZIE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=5926%20and%20direction=%27S%27%20and%20street_name=%27KEDZIE%27%20and%20street_type=%27AVE%27)",,,"41.78544402757018","-87.7034714024709","POINT (-87.7034714024709 41.78544402757018)"
"5956 S HALSTED ST","5956","S","HALSTED","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5956%20and%20direction=%27S%27%20and%20street_name=%27HALSTED%27%20and%20street_type=%27ST%27)",,,,,,"41.78534994122295","-87.64507165024638","POINT (-87.64507165024638 41.78534994122295)"
"5953 S ASHLAND AVE","5953","S","ASHLAND","AVE",,,,,,,"Y (https://data.cityofchicago.org/resource/6gqn-e2ij.csv?$where=street_number_from=5953%20and%20street_direction=%27S%27%20and%20street_name=%27ASHLAND%27%20and%20street_type=%27AVE%27)","41.78519161589058","-87.66421202422701","POINT (-87.66421202422701 41.78519161589058)"
"600 N PARKSIDE AVE","600","N","PARKSIDE","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=600%20and%20direction=%27N%27%20and%20street_name=%27PARKSIDE%27%20and%20street_type=%27AVE%27)",,"41.89117158682638","-87.76668098223676","POINT (-87.76668098223676 41.89117158682638)"
"60 E 13TH ST","60","E","13TH","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=60%20and%20direction=%27E%27%20and%20street_name=%2713TH%27%20and%20street_type=%27ST%27)",,,,,,,"41.86588396714911","-87.62500307588783","POINT (-87.62500307588783 41.86588396714911)"
"6017 W BELMONT AVE","6017","W","BELMONT","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6017%20and%20direction=%27W%27%20and%20street_name=%27BELMONT%27%20and%20street_type=%27AVE%27)",,,"41.93832883256472","-87.77693690447035","POINT (-87.77693690447035 41.93832883256472)"
"6108 S DAMEN AVE","6108","S","DAMEN","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6108%20and%20direction=%27S%27%20and%20street_name=%27DAMEN%27%20and%20street_type=%27AVE%27)",,,,,,"41.78266321199267","-87.67413843190882","POINT (-87.67413843190882 41.78266321199267)"
"6208 S CARPENTER ST","6208","S","CARPENTER","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6208%20and%20direction=%27S%27%20and%20street_name=%27CARPENTER%27%20and%20street_type=%27ST%27)",,,,,,"41.78114703900196","-87.65104441971975","POINT (-87.65104441971975 41.78114703900196)"
"6221 N TALMAN AVE","6221","N","TALMAN","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6221%20and%20direction=%27N%27%20and%20street_name=%27TALMAN%27%20and%20street_type=%27AVE%27)",,,"41.99467244933405","-87.69573643370757","POINT (-87.69573643370757 41.99467244933405)"
"6229 N GLENWOOD AVE","6229","N","GLENWOOD","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6229%20and%20direction=%27N%27%20and%20street_name=%27GLENWOOD%27%20and%20street_type=%27AVE%27)",,,,,,"41.99542306430046","-87.6651636121574","POINT (-87.6651636121574 41.99542306430046)"
"6241 N OAKLEY AVE","6241","N","OAKLEY","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6241%20and%20direction=%27N%27%20and%20street_name=%27OAKLEY%27%20and%20street_type=%27AVE%27)",,,"41.995356833084855","-87.68721016495599","POINT (-87.68721016495599 41.995356833084855)"
"6300 S LAKE SHORE  DR","6300","S","LAKE SHORE ","DR",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6300%20and%20direction=%27S%27%20and%20street_name=%27LAKE%20SHORE%20%27%20and%20street_type=%27DR%27)",,,,,
"6310 S KENWOOD AVE","6310","S","KENWOOD","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6310%20and%20direction=%27S%27%20and%20street_name=%27KENWOOD%27%20and%20street_type=%27AVE%27)",,,,,,"41.780181578797354","-87.59320470870435","POINT (-87.59320470870435 41.780181578797354)"
"640 W O BRIEN ST","640","W","O BRIEN","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=640%20and%20direction=%27W%27%20and%20street_name=%27O%20BRIEN%27%20and%20street_type=%27ST%27)",,,,
"641 E PERSHING RD","641","E","PERSHING","RD",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=641%20and%20direction=%27E%27%20and%20street_name=%27PERSHING%27%20and%20street_type=%27RD%27)",,,"41.82379782327438","-87.6111292941515","POINT (-87.6111292941515 41.82379782327438)"
"6432 S LAFLIN ST","6432","S","LAFLIN","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6432%20and%20direction=%27S%27%20and%20street_name=%27LAFLIN%27%20and%20street_type=%27ST%27)",,,,,,"41.776691687116646","-87.66185056167087","POINT (-87.66185056167087 41.776691687116646)"
"655 W 65TH PL","655","W","65TH","PL",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=655%20and%20direction=%27W%27%20and%20street_name=%2765TH%27%20and%20street_type=%27PL%27)",,,,,
"659 N ORLEANS ST","659","N","ORLEANS","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=659%20and%20direction=%27N%27%20and%20street_name=%27ORLEANS%27%20and%20street_type=%27ST%27)",,"41.893992571396545","-87.63695712604806","POINT (-87.63695712604806 41.893992571396545)"
"6627 E 131ST ST","6627","E","131ST","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6627%20and%20direction=%27E%27%20and%20street_name=%27131ST%27%20and%20street_type=%27ST%27)",,,,,
"6633 S ELLIS AVE","6633","S","ELLIS","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6633%20and%20direction=%27S%27%20and%20street_name=%27ELLIS%27%20and%20street_type=%27AVE%27)",,,"41.77401672289926","-87.60077251751872","POINT (-87.60077251751872 41.77401672289926)"
"6747 E 131ST ST","6747","E","131ST","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6747%20and%20direction=%27E%27%20and%20street_name=%27131ST%27%20and%20street_type=%27ST%27)",,,,,
"6800 S NORMAL AVE","6800","S","NORMAL","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6800%20and%20direction=%27S%27%20and%20street_name=%27NORMAL%27%20and%20street_type=%27AVE%27)",,,"41.770710572987106","-87.63743453170326","POINT (-87.63743453170326 41.770710572987106)"
"6805 S CARPENTER ST","6805","S","CARPENTER","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6805%20and%20direction=%27S%27%20and%20street_name=%27CARPENTER%27%20and%20street_type=%27ST%27)",,,,,,"41.7703645303628","-87.65046808138692","POINT (-87.65046808138692 41.7703645303628)"
"6978 W NORTH AVE","6978","W","NORTH","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6978%20and%20direction=%27W%27%20and%20street_name=%27NORTH%27%20and%20street_type=%27AVE%27)",,,"41.90906215302536","-87.80024470792762","POINT (-87.80024470792762 41.90906215302536)"
"700 N CLARK ST","700","N","CLARK","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=700%20and%20direction=%27N%27%20and%20street_name=%27CLARK%27%20and%20street_type=%27ST%27)",,,,,,,"41.89487136031609","-87.63135062697823","POINT (-87.63135062697823 41.89487136031609)"
"705 N CLARK ST","705","N","CLARK","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=705%20and%20direction=%27N%27%20and%20street_name=%27CLARK%27%20and%20street_type=%27ST%27)",,"41.8950190948255","-87.63105985105585","POINT (-87.63105985105585 41.8950190948255)"
"7170 W GRAND AVE","7170","W","GRAND","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=7170%20and%20direction=%27W%27%20and%20street_name=%27GRAND%27%20and%20street_type=%27AVE%27)",,,"41.92396531790019","-87.80526123715842","POINT (-87.80526123715842 41.92396531790019)"
"721 W 14TH ST","721","W","14TH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=721%20and%20direction=%27W%27%20and%20street_name=%2714TH%27%20and%20street_type=%27ST%27)",,"41.86347884863315","-87.64556107628783","POINT (-87.64556107628783 41.86347884863315)"
"7241 S DR MARTN LUTHR KING JR DR","7241","S","DR MARTN LUTHR KING JR","DR",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=7241%20and%20direction=%27S%27%20and%20street_name=%27DR%20MARTN%20LUTHR%20KING%20JR%27%20and%20street_type=%27DR%27)",,,"41.76266258756508","-87.61507311527762","POINT (-87.61507311527762 41.76266258756508)"
"7300 S INDIANA AVE","7300","S","INDIANA","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=7300%20and%20direction=%27S%27%20and%20street_name=%27INDIANA%27%20and%20street_type=%27AVE%27)",,,,,,,"41.76187450672162","-87.6201480696658","POINT (-87.6201480696658 41.76187450672162)"
"7400 S HAMLIN AVE","7400","S","HAMLIN","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=7400%20and%20direction=%27S%27%20and%20street_name=%27HAMLIN%27%20and%20street_type=%27AVE%27)",,,,,,
"7400 S PRINCETON AVE","7400","S","PRINCETON","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=7400%20and%20direction=%27S%27%20and%20street_name=%27PRINCETON%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=7400%20and%20direction=%27S%27%20and%20street_name=%27PRINCETON%27%20and%20street_type=%27AVE%27)",,,,"41.759846148591144","-87.63222954887202","POINT (-87.63222954887202 41.759846148591144)"
"750 E 37TH ST","750","E","37TH","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=750%20and%20direction=%27E%27%20and%20street_name=%2737TH%27%20and%20street_type=%27ST%27)",,,,,,"41.8284181244275","-87.6071025255311","POINT (-87.6071025255311 41.8284181244275)"
"749 S WESTERN AVE","749","S","WESTERN","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=749%20and%20direction=%27S%27%20and%20street_name=%27WESTERN%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=749%20and%20direction=%27S%27%20and%20street_name=%27WESTERN%27%20and%20street_type=%27AVE%27)",,,,"41.87161089478699","-87.6860303713524","POINT (-87.6860303713524 41.87161089478699)"
"750 N ADA ST","750","N","ADA","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=750%20and%20direction=%27N%27%20and%20street_name=%27ADA%27%20and%20street_type=%27ST%27)",,,,,,,"41.895873126340504","-87.66154175449277","POINT (-87.66154175449277 41.895873126340504)"
"7614 S GREEN ST","7614","S","GREEN","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=7614%20and%20direction=%27S%27%20and%20street_name=%27GREEN%27%20and%20street_type=%27ST%27)",,,,"41.755595131512905","-87.64552869858649","POINT (-87.64552869858649 41.755595131512905)"
"7651 S EAST END AVE","7651","S","EAST END","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=7651%20and%20direction=%27S%27%20and%20street_name=%27EAST%20END%27%20and%20street_type=%27AVE%27)",,,,,,,"41.75547219765227","-87.58325919321096","POINT (-87.58325919321096 41.75547219765227)"
"7842 S BISHOP ST","7842","S","BISHOP","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=7842%20and%20direction=%27S%27%20and%20street_name=%27BISHOP%27%20and%20street_type=%27ST%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=7842%20and%20direction=%27S%27%20and%20street_name=%27BISHOP%27%20and%20street_type=%27ST%27)",,,,"41.75094346230524","-87.66036451017808","POINT (-87.66036451017808 41.75094346230524)"
"800 W 100TH ST","800","W","100TH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=800%20and%20direction=%27W%27%20and%20street_name=%27100TH%27%20and%20street_type=%27ST%27)",,"41.71248055481333","-87.64303924093761","POINT (-87.64303924093761 41.71248055481333)"
"8004 S ELIZABETH ST","8004","S","ELIZABETH","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=8004%20and%20direction=%27S%27%20and%20street_name=%27ELIZABETH%27%20and%20street_type=%27ST%27)",,,,,,"41.74845257391508","-87.65504303363987","POINT (-87.65504303363987 41.74845257391508)"
"8004 S RIDGELAND AVE","8004","S","RIDGELAND","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=8004%20and%20direction=%27S%27%20and%20street_name=%27RIDGELAND%27%20and%20street_type=%27AVE%27)",,,,,,,"41.74952646819752","-87.58178160994873","POINT (-87.58178160994873 41.74952646819752)"
"8010 S KEDZIE AVE","8010","S","KEDZIE","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=8010%20and%20direction=%27S%27%20and%20street_name=%27KEDZIE%27%20and%20street_type=%27AVE%27)",,"41.74761583788678","-87.7024796621383","POINT (-87.7024796621383 41.74761583788678)"
"8025 S SAGINAW AVE","8025","S","SAGINAW","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=8025%20and%20direction=%27S%27%20and%20street_name=%27SAGINAW%27%20and%20street_type=%27AVE%27)",,,,,,"41.749228234734936","-87.55998266065208","POINT (-87.55998266065208 41.749228234734936)"
"819 E OAKWOOD BLVD","819","E","OAKWOOD","BLVD",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=819%20and%20direction=%27E%27%20and%20street_name=%27OAKWOOD%27%20and%20street_type=%27BLVD%27)",,"41.82272328435909","-87.60617003583494","POINT (-87.60617003583494 41.82272328435909)"
"820 S TRIPP AVE","820","S","TRIPP","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=820%20and%20direction=%27S%27%20and%20street_name=%27TRIPP%27%20and%20street_type=%27AVE%27)",,,,,,,"41.87029283760047","-87.731584062004","POINT (-87.731584062004 41.87029283760047)"
"834 E 40TH ST","834","E","40TH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=834%20and%20direction=%27E%27%20and%20street_name=%2740TH%27%20and%20street_type=%27ST%27)",,,,"41.82162328692796","-87.60506712837818","POINT (-87.60506712837818 41.82162328692796)"
"840 W 49TH ST","840","W","49TH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=840%20and%20direction=%27W%27%20and%20street_name=%2749TH%27%20and%20street_type=%27ST%27)",,,,,,
"8404 S BAKER AVE","8404","S","BAKER","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=8404%20and%20direction=%27S%27%20and%20street_name=%27BAKER%27%20and%20street_type=%27AVE%27)",,,,,,"41.74175649754535","-87.54775086259092","POINT (-87.54775086259092 41.74175649754535)"
"8420 S MUSKEGON AVE","8420","S","MUSKEGON","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=8420%20and%20direction=%27S%27%20and%20street_name=%27MUSKEGON%27%20and%20street_type=%27AVE%27)",,,,,,"41.742133295731364","-87.55530328366382","POINT (-87.55530328366382 41.742133295731364)"
"8485 S PULASKI RD","8485","S","PULASKI","RD",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=8485%20and%20direction=%27S%27%20and%20street_name=%27PULASKI%27%20and%20street_type=%27RD%27)",,,,"41.738565773192825","-87.72141441464234","POINT (-87.72141441464234 41.738565773192825)"
"851 E 99TH ST","851","E","99TH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=851%20and%20direction=%27E%27%20and%20street_name=%2799TH%27%20and%20street_type=%27ST%27)",,"41.71468589974268","-87.60271943540457","POINT (-87.60271943540457 41.71468589974268)"
"8528 S MARQUETTE AVE","8528","S","MARQUETTE","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=8528%20and%20direction=%27S%27%20and%20street_name=%27MARQUETTE%27%20and%20street_type=%27AVE%27)",,"41.74004244215201","-87.55890843009645","POINT (-87.55890843009645 41.74004244215201)"
"8719 S EMERALD AVE","8719","S","EMERALD","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=8719%20and%20direction=%27S%27%20and%20street_name=%27EMERALD%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=8719%20and%20direction=%27S%27%20and%20street_name=%27EMERALD%27%20and%20street_type=%27AVE%27)",,,,"41.735294673312126","-87.64223068078458","POINT (-87.64223068078458 41.735294673312126)"
"8700 S BLACKSTONE ","8700","S","BLACKSTONE",,,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=8700%20and%20direction=%27S%27%20and%20street_name=%27BLACKSTONE%27%20and%20street_type%20IS%20NULL)",,"41.73678604679777","-87.58827199204208","POINT (-87.58827199204208 41.73678604679777)"
"8828 S BLACKSTONE AVE","8828","S","BLACKSTONE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=8828%20and%20direction=%27S%27%20and%20street_name=%27BLACKSTONE%27%20and%20street_type=%27AVE%27)",,,,,,,"41.734173769287935","-87.58821817894341","POINT (-87.58821817894341 41.734173769287935)"
"916 S WOOD ST","916","S","WOOD","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=916%20and%20direction=%27S%27%20and%20street_name=%27WOOD%27%20and%20street_type=%27ST%27)",,,,,,"41.869793735197796","-87.67158457846199","POINT (-87.67158457846199 41.869793735197796)"
"922 W WOLFRAM ST","922","W","WOLFRAM","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=922%20and%20direction=%27W%27%20and%20street_name=%27WOLFRAM%27%20and%20street_type=%27ST%27)",,,,,,"41.9336780407475","-87.65241726869343","POINT (-87.65241726869343 41.9336780407475)"
"923 W WEED ST","923","W","WEED","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=923%20and%20direction=%27W%27%20and%20street_name=%27WEED%27%20and%20street_type=%27ST%27)",,,"41.90968970705219","-87.65195482147212","POINT (-87.65195482147212 41.90968970705219)"
"931 W LELAND AVE","931","W","LELAND","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=931%20and%20direction=%27W%27%20and%20street_name=%27LELAND%27%20and%20street_type=%27AVE%27)",,,,,,,"41.96718310940308","-87.65388204718441","POINT (-87.65388204718441 41.96718310940308)"
"937 W CULLOM AVE","937","W","CULLOM","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=937%20and%20direction=%27W%27%20and%20street_name=%27CULLOM%27%20and%20street_type=%27AVE%27)",,,,"41.96014021779448","-87.65357503704064","POINT (-87.65357503704064 41.96014021779448)"
"940 E 48TH ST","940","E","48TH","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=940%20and%20direction=%27E%27%20and%20street_name=%2748TH%27%20and%20street_type=%27ST%27)",,,"41.807875901363175","-87.60217215482055","POINT (-87.60217215482055 41.807875901363175)"
