"activity","period_start","period_length","target_response_days","average_days_to_complete_activity","total_completed_requests","period"
"Wire Down","2013-08-12T00:00:00.000","Week","1","1.05","37","08/12/2013 - 08/18/2013"
"Wire Down","2013-08-05T00:00:00.000","Week","1","1.17","35","08/05/2013 - 08/11/2013"
"Wire Down","2013-07-29T00:00:00.000","Week","1","1.01","38","07/29/2013 - 08/04/2013"
"Wire Down","2013-07-22T00:00:00.000","Week","1","1.16","57","07/22/2013 - 07/28/2013"
"Wire Down","2013-07-15T00:00:00.000","Week","1","1.14","85","07/15/2013 - 07/21/2013"
"Wire Down","2013-07-08T00:00:00.000","Week","1","1.00","65","07/08/2013 - 07/14/2013"
"Wire Down","2013-07-01T00:00:00.000","Week","1","1.54","70","07/01/2013 - 07/07/2013"
"Wire Down","2013-06-24T00:00:00.000","Week","1","1.10","210","06/24/2013 - 06/30/2013"
"Wire Down","2013-06-17T00:00:00.000","Week","1","1.13","55","06/17/2013 - 06/23/2013"
"Wire Down","2013-06-10T00:00:00.000","Week","1","1.00","42","06/10/2013 - 06/16/2013"
"Wire Down","2013-06-03T00:00:00.000","Week","1","1.45","27","06/03/2013 - 06/09/2013"
"Wire Down","2013-05-27T00:00:00.000","Week","1","1.12","63","05/27/2013 - 06/02/2013"
"Wire Down","2013-05-20T00:00:00.000","Week","1","1.07","93","05/20/2013 - 05/26/2013"
"Wire Down","2013-05-13T00:00:00.000","Week","1","1.23","49","05/13/2013 - 05/19/2013"
"Wire Down","2013-05-06T00:00:00.000","Week","1","1.01","33","05/06/2013 - 05/12/2013"
"Wire Down","2013-04-29T00:00:00.000","Week","1","1.00","33","04/29/2013 - 05/05/2013"
"Wire Down","2013-04-22T00:00:00.000","Week","1","1.12","28","04/22/2013 - 04/28/2013"
"Wire Down","2013-04-15T00:00:00.000","Week","1","1.08","45","04/15/2013 - 04/21/2013"
"Wire Down","2013-04-08T00:00:00.000","Week","1","1.14","31","04/08/2013 - 04/14/2013"
"Wire Down","2013-04-01T00:00:00.000","Week","1","1.01","26","04/01/2013 - 04/07/2013"
"Wire Down","2013-03-25T00:00:00.000","Week","1","1.04","21","03/25/2013 - 03/31/2013"
"Wire Down","2013-03-18T00:00:00.000","Week","1","1.00","17","03/18/2013 - 03/24/2013"
"Wire Down","2013-03-11T00:00:00.000","Week","1","1.37","27","03/11/2013 - 03/17/2013"
"Wire Down","2013-03-04T00:00:00.000","Week","1","1.00","27","03/04/2013 - 03/10/2013"
"Wire Down","2013-02-25T00:00:00.000","Week","1","1.03","38","02/25/2013 - 03/03/2013"
"Wire Down","2013-02-18T00:00:00.000","Week","1","1.00","27","02/18/2013 - 02/24/2013"
"Wire Down","2013-02-11T00:00:00.000","Week","1","1.01","39","02/11/2013 - 02/17/2013"
"Wire Down","2013-02-04T00:00:00.000","Week","1","1.03","40","02/04/2013 - 02/10/2013"
"Wire Down","2013-01-28T00:00:00.000","Week","1","1.00","46","01/28/2013 - 02/03/2013"
"Wire Down","2013-01-21T00:00:00.000","Week","1","1.10","24","01/21/2013 - 01/27/2013"
"Wire Down","2013-01-14T00:00:00.000","Week","1","1.01","40","01/14/2013 - 01/20/2013"
"Wire Down","2013-01-07T00:00:00.000","Week","1","1.00","38","01/07/2013 - 01/13/2013"
"Wire Down","2012-12-31T00:00:00.000","Week","1","1.02","24","12/31/2012 - 01/06/2013"
"Wire Down","2012-12-24T00:00:00.000","Week","1","1.78","24","12/24/2012 - 12/30/2012"
"Wire Down","2012-12-17T00:00:00.000","Week","1","1.01","35","12/17/2012 - 12/23/2012"
"Wire Down","2012-12-10T00:00:00.000","Week","1","1.23","28","12/10/2012 - 12/16/2012"
"Wire Down","2012-12-03T00:00:00.000","Week","1","1.07","23","12/03/2012 - 12/09/2012"
"Wire Down","2012-11-26T00:00:00.000","Week","1","1.03","41","11/26/2012 - 12/02/2012"
"Wire Down","2012-11-19T00:00:00.000","Week","1","1.02","17","11/19/2012 - 11/25/2012"
"Wire Down","2012-11-12T00:00:00.000","Week","1","1.13","37","11/12/2012 - 11/18/2012"
"Wire Down","2012-11-05T00:00:00.000","Week","1","1.03","47","11/05/2012 - 11/11/2012"
"Wire Down","2012-10-29T00:00:00.000","Week","1","1.11","29","10/29/2012 - 11/04/2012"
"Wire Down","2012-10-22T00:00:00.000","Week","1","1.17","39","10/22/2012 - 10/28/2012"
"Wire Down","2012-10-15T00:00:00.000","Week","1","1.54","70","10/15/2012 - 10/21/2012"
"Wire Down","2012-10-08T00:00:00.000","Week","1","1.29","35","10/08/2012 - 10/14/2012"
"Wire Down","2012-10-01T00:00:00.000","Week","1","1.23","44","10/01/2012 - 10/07/2012"
"Wire Down","2012-09-24T00:00:00.000","Week","1","1.12","29","09/24/2012 - 09/30/2012"
"Wire Down","2012-09-17T00:00:00.000","Week","1","1.17","73","09/17/2012 - 09/23/2012"
"Wire Down","2012-09-10T00:00:00.000","Week","1","1.42","41","09/10/2012 - 09/16/2012"
"Wire Down","2012-09-03T00:00:00.000","Week","1","1.19","61","09/03/2012 - 09/09/2012"
"Wire Down","2012-08-27T00:00:00.000","Week","1","1.24","45","08/27/2012 - 09/02/2012"
"Wire Down","2012-08-20T00:00:00.000","Week","1","1.09","54","08/20/2012 - 08/26/2012"
"Wire Down","2012-08-13T00:00:00.000","Week","1","1.45","53","08/13/2012 - 08/19/2012"
"Wire Down","2012-08-06T00:00:00.000","Week","1","1.15","80","08/06/2012 - 08/12/2012"
"Wire Down","2012-07-30T00:00:00.000","Week","1","1.09","110","07/30/2012 - 08/05/2012"
"Wire Down","2012-07-23T00:00:00.000","Week","1","1.13","212","07/23/2012 - 07/29/2012"
"Wire Down","2012-07-16T00:00:00.000","Week","1","1.14","67","07/16/2012 - 07/22/2012"
"Wire Down","2012-07-09T00:00:00.000","Week","1","1.24","69","07/09/2012 - 07/15/2012"
"Wire Down","2012-07-02T00:00:00.000","Week","1","1.10","105","07/02/2012 - 07/08/2012"
"Wire Down","2012-06-25T00:00:00.000","Week","1","1.00","54","06/25/2012 - 07/01/2012"
"Wire Down","2012-06-18T00:00:00.000","Week","1","1.11","87","06/18/2012 - 06/24/2012"
"Wire Down","2012-06-11T00:00:00.000","Week","1","1.51","56","06/11/2012 - 06/17/2012"
"Wire Down","2012-06-04T00:00:00.000","Week","1","1.09","38","06/04/2012 - 06/10/2012"
"Wire Down","2012-05-28T00:00:00.000","Week","1","1.04","52","05/28/2012 - 06/03/2012"
"Wire Down","2012-05-21T00:00:00.000","Week","1","1.25","70","05/21/2012 - 05/27/2012"
"Wire Down","2012-05-14T00:00:00.000","Week","1","1.05","39","05/14/2012 - 05/20/2012"
"Wire Down","2012-05-07T00:00:00.000","Week","1","1.00","35","05/07/2012 - 05/13/2012"
"Wire Down","2012-04-30T00:00:00.000","Week","1","1.06","53","04/30/2012 - 05/06/2012"
"Wire Down","2012-04-23T00:00:00.000","Week","1","1.36","32","04/23/2012 - 04/29/2012"
"Wire Down","2012-04-16T00:00:00.000","Week","1","1.02","64","04/16/2012 - 04/22/2012"
"Wire Down","2012-04-09T00:00:00.000","Week","1","1.02","43","04/09/2012 - 04/15/2012"
"Wire Down","2012-04-02T00:00:00.000","Week","1","1.48","37","04/02/2012 - 04/08/2012"
"Wire Down","2012-03-26T00:00:00.000","Week","1","1.04","45","03/26/2012 - 04/01/2012"
"Wire Down","2012-03-19T00:00:00.000","Week","1","1.19","42","03/19/2012 - 03/25/2012"
"Wire Down","2012-03-12T00:00:00.000","Week","1","1.05","48","03/12/2012 - 03/18/2012"
"Wire Down","2012-03-05T00:00:00.000","Week","1","1.00","58","03/05/2012 - 03/11/2012"
"Wire Down","2012-02-27T00:00:00.000","Week","1","1.50","39","02/27/2012 - 03/04/2012"
"Wire Down","2012-02-20T00:00:00.000","Week","1","1.60","43","02/20/2012 - 02/26/2012"
"Wire Down","2012-02-13T00:00:00.000","Week","1","1.10","36","02/13/2012 - 02/19/2012"
"Wire Down","2012-02-06T00:00:00.000","Week","1","1.53","28","02/06/2012 - 02/12/2012"
"Wire Down","2012-01-30T00:00:00.000","Week","1","1.08","26","01/30/2012 - 02/05/2012"
"Wire Down","2012-01-23T00:00:00.000","Week","1","1.07","37","01/23/2012 - 01/29/2012"
"Wire Down","2012-01-16T00:00:00.000","Week","1","1.01","25","01/16/2012 - 01/22/2012"
"Wire Down","2012-01-09T00:00:00.000","Week","1","1.06","22","01/09/2012 - 01/15/2012"
"Wire Down","2012-01-02T00:00:00.000","Week","1","1.23","19","01/02/2012 - 01/08/2012"
"Wire Down","2011-12-26T00:00:00.000","Week","1","1.00","20","12/26/2011 - 01/01/2012"
"Wire Down","2011-12-19T00:00:00.000","Week","1","1.00","16","12/19/2011 - 12/25/2011"
"Wire Down","2011-12-12T00:00:00.000","Week","1","1.90","32","12/12/2011 - 12/18/2011"
"Wire Down","2011-12-05T00:00:00.000","Week","1","1.36","26","12/05/2011 - 12/11/2011"
"Wire Down","2011-11-28T00:00:00.000","Week","1","1.18","50","11/28/2011 - 12/04/2011"
"Wire Down","2011-11-21T00:00:00.000","Week","1","1.68","32","11/21/2011 - 11/27/2011"
"Wire Down","2011-11-14T00:00:00.000","Week","1","1.17","31","11/14/2011 - 11/20/2011"
"Wire Down","2011-11-07T00:00:00.000","Week","1","1.13","46","11/07/2011 - 11/13/2011"
"Wire Down","2011-10-31T00:00:00.000","Week","1","1.31","37","10/31/2011 - 11/06/2011"
"Wire Down","2011-10-24T00:00:00.000","Week","1","1.31","51","10/24/2011 - 10/30/2011"
"Wire Down","2011-10-17T00:00:00.000","Week","1","1.25","55","10/17/2011 - 10/23/2011"
"Wire Down","2011-10-10T00:00:00.000","Week","1","1.18","39","10/10/2011 - 10/16/2011"
"Wire Down","2011-10-03T00:00:00.000","Week","1","1.09","33","10/03/2011 - 10/09/2011"
"Wire Down","2011-09-26T00:00:00.000","Week","1","1.41","56","09/26/2011 - 10/02/2011"
"Wire Down","2011-09-19T00:00:00.000","Week","1","1.16","32","09/19/2011 - 09/25/2011"
"Wire Down","2011-09-12T00:00:00.000","Week","1","1.44","40","09/12/2011 - 09/18/2011"
"Wire Down","2011-09-05T00:00:00.000","Week","1","1.11","42","09/05/2011 - 09/11/2011"
"Wire Down","2011-08-29T00:00:00.000","Week","1","1.37","50","08/29/2011 - 09/04/2011"
"Wire Down","2011-08-22T00:00:00.000","Week","1","1.08","39","08/22/2011 - 08/28/2011"
"Wire Down","2011-08-15T00:00:00.000","Week","1","1.22","55","08/15/2011 - 08/21/2011"
"Wire Down","2011-08-08T00:00:00.000","Week","1","1.19","47","08/08/2011 - 08/14/2011"
"Wire Down","2011-08-01T00:00:00.000","Week","1","1.16","69","08/01/2011 - 08/07/2011"
"Wire Down","2011-07-25T00:00:00.000","Week","1","1.33","91","07/25/2011 - 07/31/2011"
"Wire Down","2011-07-18T00:00:00.000","Week","1","1.86","137","07/18/2011 - 07/24/2011"
"Wire Down","2011-07-11T00:00:00.000","Week","1","2.27","295","07/11/2011 - 07/17/2011"
"Wire Down","2011-07-04T00:00:00.000","Week","1","1.85","55","07/04/2011 - 07/10/2011"
"Wire Down","2011-06-27T00:00:00.000","Week","1","1.23","100","06/27/2011 - 07/03/2011"
"Wire Down","2011-06-20T00:00:00.000","Week","1","1.11","135","06/20/2011 - 06/26/2011"
"Wire Down","2011-06-13T00:00:00.000","Week","1","1.15","41","06/13/2011 - 06/19/2011"
"Wire Down","2011-06-06T00:00:00.000","Week","1","1.08","64","06/06/2011 - 06/12/2011"
