"property_number","case_number","stolen_date","brand","model","color","status","stolen_from","recovery","agency"
"P54336","B19-49004","2019-11-22T00:00:00.000","KAHR","TP9",,"STOLEN LOCALLY","SPECIALITY STORE","RECOVERED LOCALLY","BPD"
"P54337","B19-49004","2019-11-22T00:00:00.000","RUGER","SR45",,"STOLEN LOCALLY","SPECIALITY STORE","NOT RECOVERED","BPD"
"P54338","B19-49004","2019-11-22T00:00:00.000","KAHR","MODEL CT9",,"STOLEN LOCALLY","SPECIALITY STORE","RECOVERED LOCALLY","BPD"
"P54339","B19-49004","2019-11-22T00:00:00.000","GLOCK","23",,"STOLEN LOCALLY","SPECIALITY STORE","NOT RECOVERED","BPD"
"P54857","B19-51815","2019-12-13T00:00:00.000","GOLDFINGER",".38 SPECIAL","GLD","STOLEN LOCALLY","HIGHWAY/ROAD/ALLEY","NOT RECOVERED","BPD"
"P55414","B20-00269","2020-01-03T00:00:00.000","BURSA","THUNDER","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P55451","B20-00552","2020-01-05T00:00:00.000","GLOCK",,,"STOLEN LOCALLY","RESIDENCE","RECOVERED OTHER","BPD"
"P55452","B20-00552","2020-01-05T00:00:00.000","DYNAMIC WEAPONS",,"BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P55453","B20-00552","2020-01-05T00:00:00.000","STREAMLIGHT",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P55454","B20-00552","2020-01-05T00:00:00.000","TRIJICON",,"BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P55455","B20-00552","2020-01-05T00:00:00.000","ARRENDONDO",,"BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P55595","B20-01078","2020-01-09T00:00:00.000","ROCK ISLAND","1911","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P55954","B20-02705","2020-01-19T00:00:00.000","GLOCK","21","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P55955","B20-02705","2020-01-19T00:00:00.000","GLOCK","27","BLK","STOLEN LOCALLY","RESIDENCE","RECOVERED OTHER","BPD"
"P56825","B20-07296","2020-02-19T00:00:00.000","COLT","1911 .45 CAL PI","BLU","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P56826","B20-07296","2020-02-19T00:00:00.000","PENN","1863 CIVIL WAR",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P56827","B20-07296","2020-02-19T00:00:00.000",,,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P57185","B20-09168","2020-03-01T00:00:00.000","RUGER","SR9C","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P57425","B20-10602","2020-03-09T00:00:00.000","KEL-TEC",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P57525","B20-11017","2020-03-12T00:00:00.000","SCCY","9MM","PLE","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P57896","B20-12866","2020-03-29T00:00:00.000","AMERICAN ARMS",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P57925","B20-12992","2020-03-31T00:00:00.000","GLOCK","19",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P58380","B20-14359","2020-04-16T00:00:00.000","BAIKAL","IJ70",,"STOLEN LOCALLY","SPECIALITY STORE","NOT RECOVERED","BPD"
"P58381","B20-14359","2020-04-16T00:00:00.000","FRANCHI","SPA",,"STOLEN LOCALLY","SPECIALITY STORE","RECOVERED LOCALLY","BPD"
"P58382","B20-14359","2020-04-16T00:00:00.000","SAVAGE","110",,"STOLEN LOCALLY","SPECIALITY STORE","NOT RECOVERED","BPD"
"P58383","B20-14359","2020-04-16T00:00:00.000","TIMNEY",,,"STOLEN LOCALLY","SPECIALITY STORE","NOT RECOVERED","BPD"
"P58384","B20-14359","2020-04-16T00:00:00.000","NIGHTFORCE","NXS 8-32X56",,"STOLEN LOCALLY","SPECIALITY STORE","NOT RECOVERED","BPD"
"P58385","B20-14359","2020-04-16T00:00:00.000","HARRIS","BI-POD",,"STOLEN LOCALLY","SPECIALITY STORE","NOT RECOVERED","BPD"
"P58386","B20-14359","2020-04-16T00:00:00.000","LARUE",,,"STOLEN LOCALLY","SPECIALITY STORE","NOT RECOVERED","BPD"
"P58387","B20-14359","2020-04-16T00:00:00.000","CZ","P07",,"STOLEN LOCALLY","SPECIALITY STORE","RECOVERED LOCALLY","BPD"
"P58388","B20-14359","2020-04-16T00:00:00.000","HIGH STANDARD","SPORTS KINGS",,"STOLEN LOCALLY","SPECIALITY STORE","NOT RECOVERED","BPD"
"P58389","B20-14359","2020-04-16T00:00:00.000","ITHACA","AOW M87",,"STOLEN LOCALLY","SPECIALITY STORE","NOT RECOVERED","BPD"
"P58390","B20-14359","2020-04-16T00:00:00.000","AERO PRECISION","X15",,"STOLEN LOCALLY","SPECIALITY STORE","NOT RECOVERED","BPD"
"P59251","B20-18831","2020-05-22T00:00:00.000","GLOCK","19X","SDY","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P59299","B20-19235","2020-05-25T00:00:00.000","NEW ENGLAND","PARDNER","BRO","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P60752","B20-25544","2020-07-15T00:00:00.000","GLOCK","19","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P60753","B20-25544","2020-07-15T00:00:00.000","SMITH & WESSON","SDV9","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P60763","B20-25544","2020-07-15T00:00:00.000","CENTURY ARMS","MINI DRACO","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P60928","B20-26379","2020-07-22T00:00:00.000",,,"SIL","STOLEN LOCALLY","HOTEL/MOTEL","NOT RECOVERED","BPD"
"P61087","B20-26977","2020-07-27T00:00:00.000","SMITH & WESSON","BODY GUARD","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P61097","B20-27015","2020-07-28T00:00:00.000","TAURUS",".380","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P61225","B20-27474","2020-07-31T00:00:00.000","RUGER","ED9S",,"STOLEN LOCALLY","RESIDENCE","RECOVERED OTHER","BPD"
"P61226","B20-27474","2020-07-31T00:00:00.000","TAURUS","PT111 G2A",,"STOLEN LOCALLY","RESIDENCE","RECOVERED OTHER","BPD"
"P61379","B20-28376","2020-08-08T00:00:00.000","GLOCK 23","GEN 4",,"STOLEN LOCALLY","SHOPPING MALL","NOT RECOVERED","BPD"
"P61944","B20-30608","2020-08-25T00:00:00.000","SMITH & WESSON","10","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P62365","B20-31991","2020-09-05T00:00:00.000","RUGER","LCP","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P62412","B20-32250","2020-09-07T00:00:00.000","SMITH & WESSON",,"SIL","STOLEN LOCALLY","HOTEL/MOTEL","NOT RECOVERED","BPD"
"P62574","B20-32905","2020-09-12T00:00:00.000","GLOCK","22, GEN 4","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P62647","B20-33192","2020-09-14T00:00:00.000","WALTHER","PPS","BLK","STOLEN LOCALLY","RESIDENCE","RECOVERED OTHER","BPD"
"P62688","B20-33317","2020-09-15T00:00:00.000","SMITH & WESSON",".38",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P62731","B20-33516","2020-09-16T00:00:00.000","TAURUS","G3","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P62732","B20-33516","2020-09-16T00:00:00.000","RUGER","WRANGLER","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P62870","B20-34141","2020-09-21T00:00:00.000","RUGER","AR15","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P63246","B20-35571","2020-10-01T00:00:00.000","GLOCK 22","GEN 4","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P63265","B20-35552","2020-10-01T00:00:00.000",,,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P63266","B20-35552","2020-10-01T00:00:00.000",,,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P63268","B20-35552","2020-10-01T00:00:00.000",,"AR-15",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P63376","B20-35997","2020-10-05T00:00:00.000","TAURUS","1911",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P63431","B20-36189","2020-10-06T00:00:00.000","SCCY INDUSTRIES","CPX-2 9 MM",,"STOLEN LOCALLY","RESIDENCE","RECOVERED LOCALLY","BPD"
"P64081","B20-35552","2020-10-29T00:00:00.000","MOSSBERG",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P64082","B20-35552","2020-10-29T00:00:00.000","MAADI",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P64083","B20-35552","2020-10-29T00:00:00.000","SMITH & WESSON",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P64401","B20-40296","2020-11-06T00:00:00.000","GLOCK","19","BLK","STOLEN LOCALLY","RESIDENCE","RECOVERED OTHER","BPD"
"P64634","B20-40747","2020-11-14T00:00:00.000","RUGER",,"BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P64645","B20-41472","2020-11-15T00:00:00.000","TAURUS","G3 9MM","BLK","STOLEN LOCALLY","SCHOOL/COLLEGE","NOT RECOVERED","BPD"
"P65050","B20-42921","2020-11-30T00:00:00.000","GLOCK","17 GEN 5",,"STOLEN LOCALLY","RESIDENCE","RECOVERED LOCALLY","BPD"
"P65215","B20-43309","2020-12-04T00:00:00.000","TAURUS","G2C",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P65758","B20-45525","2020-12-25T00:00:00.000","SMITH & WESSON","MPSHIELD SEMI-A","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P65771","B20-45559","2020-12-26T00:00:00.000","RUGER","LCP380",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P66090","B20-35552","2021-01-07T00:00:00.000","BUSHMASTER",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P66091","B20-35552","2021-01-07T00:00:00.000","ROCK RIVER",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P66092","B20-35552","2021-01-07T00:00:00.000","COLT",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P66093","B20-35552","2021-01-07T00:00:00.000","MOSSBERG",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P66094","B20-35552","2021-01-07T00:00:00.000","BROWNING",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P66095","B20-35552","2021-01-07T00:00:00.000","GLOCK",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P66096","B20-35552","2021-01-07T00:00:00.000",,,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P66097","B20-35552","2021-01-07T00:00:00.000","SMITH & WESSON",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P66098","B20-35552","2021-01-07T00:00:00.000","BERETTA",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P66148","B21-00682","2021-01-08T00:00:00.000","TAURUS",,"BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P66350","B21-01245","2021-01-14T00:00:00.000","TAURUS","G2C","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P66354","B21-01280","2021-01-14T00:00:00.000","KAHR","P380","SIL","STOLEN LOCALLY","DRUG STORE/DR OFFICE/HOSPITAL","NOT RECOVERED","BPD"
"P67078","B21-03890","2021-02-08T00:00:00.000","ANGSTADT","AR9","BLK","STOLEN LOCALLY","AUTO DEALERSHIP","NOT RECOVERED","BPD"
"P67079","B21-03890","2021-02-08T00:00:00.000","ANGSTADT","AR9 9MM","BRO","STOLEN LOCALLY","AUTO DEALERSHIP","NOT RECOVERED","BPD"
"P67080","B21-03890","2021-02-08T00:00:00.000","FNFAL",".308/.762","BRO","STOLEN LOCALLY","AUTO DEALERSHIP","NOT RECOVERED","BPD"
"P67081","B21-03890","2021-02-08T00:00:00.000","SIG SAUER","716","TAN","STOLEN LOCALLY","AUTO DEALERSHIP","NOT RECOVERED","BPD"
"P67507","B21-05857","2021-02-26T00:00:00.000",,,,"STOLEN LOCALLY","RESIDENCE","RECOVERED LOCALLY","BPD"
"P67508","B21-05857","2021-02-26T00:00:00.000","DRAKO","AK PISTOL",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P67561","B21-06257","2021-03-01T00:00:00.000","ROCK ISLAND","1911","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P67590","B21-06389","2021-03-02T00:00:00.000","GLOCK 17","GEN 5","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P67879","B21-07369","2021-03-10T00:00:00.000","TAURUS","PT-25",,"STOLEN LOCALLY","COMMERCIAL/OFFICE BUILDING","NOT RECOVERED","BPD"
"P68094","B21-08372","2021-03-18T00:00:00.000","SIG SAUER",,"BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P68097","B21-07903","2021-03-14T00:00:00.000","SMITH & WESSON","637 .38 SPECIAL",,"STOLEN LOCALLY","OTHER/UNKNOWN","NOT RECOVERED","BPD"
"P68886","B21-12671","2021-04-20T00:00:00.000","SIG",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P69375","B21-14916","2021-05-07T00:00:00.000","GLOCK","43X","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P69719","B21-16638","2021-05-21T00:00:00.000","SMITH & WESSON","SD9 VE",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P69768","B21-16950","2021-05-24T00:00:00.000","HERITAGE",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P69908","B21-17677","2021-05-29T00:00:00.000","SIG SAUER","P226","TAN","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P69916","B21-17698","2021-05-29T00:00:00.000","RUGER","LC9","PNK","STOLEN LOCALLY","SPECIALITY STORE","RECOVERED OTHER","BPD"
"P70275","B21-19416","2021-06-12T00:00:00.000","SMITH & WESSON",,"BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P70386","B21-20041","2021-06-22T00:00:00.000","GLOCK","G30 GEN 4",,"STOLEN LOCALLY","COMMERCIAL/OFFICE BUILDING","NOT RECOVERED","BPD"
"P70534","B21-21237","2021-06-24T00:00:00.000","TAURUS",,"BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P71198","B21-24092","2021-07-14T00:00:00.000","PHOENIX ARMS","HP22A","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P71282","B21-24597","2021-07-18T00:00:00.000","GLOCK","43","BLK","STOLEN LOCALLY","RESIDENCE","RECOVERED LOCALLY","BPD"
"P71342","B21-24762","2021-07-19T00:00:00.000","GLOCK","40",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P71673","B21-26588","2021-08-02T00:00:00.000","GLOCK","380","BLK","STOLEN LOCALLY","COMMERCIAL/OFFICE BUILDING","NOT RECOVERED","BPD"
"P71674","B21-26588","2021-08-02T00:00:00.000","MOSSBERG",,"BRO","STOLEN LOCALLY","COMMERCIAL/OFFICE BUILDING","RECOVERED LOCALLY","BPD"
"P72188","B21-29446","2021-08-22T00:00:00.000","GLOCK 19",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P72433","B21-30682","2021-09-01T00:00:00.000","RUGER","9MM","TEA","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P72887","B21-25290","2021-07-23T00:00:00.000","GLOCK","42","BLK","STOLEN LOCALLY","BAR/NIGHTCLUB","NOT RECOVERED","BPD"
"P73248","B21-35081","2021-09-30T00:00:00.000","TAURUS","PT111G2A","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P73508","B21-36878","2021-10-13T00:00:00.000","RUGER",,"SIL","STOLEN LOCALLY","RESIDENCE","RECOVERED LOCALLY","BPD"
"P73573","B21-37417","2021-10-17T00:00:00.000","GLOCK","43X","BLK","STOLEN LOCALLY","RESIDENCE","RECOVERED LOCALLY","BPD"
"P73786","B21-38261","2021-10-24T00:00:00.000","TAURUS","G2C",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P73905","B21-38737","2021-10-27T00:00:00.000","SMITH & WESSON",".40 CALIBER","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P73906","B21-38737","2021-10-27T00:00:00.000","STEVENS 320","20 GAUGE","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P73907","B21-38737","2021-10-27T00:00:00.000","DELTON","DTI 15","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P73969","B21-39146","2021-10-30T00:00:00.000","RUGER","EC9",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P74083","B21-39714","2021-11-03T00:00:00.000","SIG SAUER","SP2022","BLK","STOLEN LOCALLY","HOTEL/MOTEL","NOT RECOVERED","BPD"
"P74106","B21-39803","2021-11-04T00:00:00.000","CANIK","TP 9SF","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P74194","B21-40280","2021-11-07T00:00:00.000","SARASILMAZ",".45MM","SIL","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P74195","B21-40280","2021-11-07T00:00:00.000","SMITH & WESSON","9MM",,"STOLEN LOCALLY","RESIDENCE","RECOVERED LOCALLY","BPD"
"P74196","B21-40280","2021-11-07T00:00:00.000","AERO PRECISION","556 CALIBER","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P74197","B21-40280","2021-11-07T00:00:00.000","TACTICAL EDGE","9MM CALIBER","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P74536","B21-42512","2021-11-24T00:00:00.000","DIAMOND",,"BLK","STOLEN LOCALLY","LT02","NOT RECOVERED","BPD"
"P74824","B21-43826","2021-12-04T00:00:00.000","TAURUS","G2C","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P75072","B21-45164","2021-12-16T00:00:00.000",,,"PNK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P75096","B21-45262","2021-12-17T00:00:00.000","TAURUS","G2",,"STOLEN LOCALLY","BAR/NIGHTCLUB","NOT RECOVERED","BPD"
"P75119","B21-45534","2021-12-19T00:00:00.000","SCCY","CPX-2TTPURD",,"STOLEN LOCALLY","RESIDENCE","RECOVERED OTHER","BPD"
"P76162","B22-04286","2022-02-08T00:00:00.000","RUGER",,,"STOLEN LOCALLY","LT07","NOT RECOVERED","BPD"
"P76800","B22-08005","2022-03-11T00:00:00.000","BERSA","THUNDER 9",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P76801","B22-08005","2022-03-11T00:00:00.000","TAURUS","G2C",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P76837","B22-08326","2022-03-12T00:00:00.000","REMINGTON","PUMP","BRO","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P76838","B22-08326","2022-03-12T00:00:00.000","BROWNING","AUTO","BRO","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P76839","B22-08326","2022-03-12T00:00:00.000","BROWNING","PUMP","BRO","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P76840","B22-08326","2022-03-12T00:00:00.000","GLOCK","19X","BGE","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P76841","B22-08326","2022-03-12T00:00:00.000","GLOCK",".380 54X SUB","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P76842","B22-08326","2022-03-12T00:00:00.000","TAURAS","9MM SUB COMPACT","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P76885","B22-08577","2022-03-15T00:00:00.000","TAURUS","G2C 9MM",,"STOLEN LOCALLY","RESIDENCE","RECOVERED LOCALLY","BPD"
"P76958","B22-09020","2022-03-22T00:00:00.000","TAURUS","G2C","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P76960","B22-09020","2022-03-22T00:00:00.000","SMITH & WESSON","SC40","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P77298","B22-10583","2022-03-28T00:00:00.000","CENTURY ARMS",,"BLK","STOLEN LOCALLY","HIGHWAY/ROAD/ALLEY","RECOVERED LOCALLY","BPD"
"P77368","B22-10974","2022-03-31T00:00:00.000","SCCY","CPX-2","BLU","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P77824","B22-13523","2022-04-18T00:00:00.000","SMITH & WESSON","BODYGUARD",,"STOLEN LOCALLY","COMMERCIAL/OFFICE BUILDING","RECOVERED LOCALLY","BPD"
"P77826","B22-13523","2022-04-18T00:00:00.000","RUGER","LCP 2",,"STOLEN LOCALLY","COMMERCIAL/OFFICE BUILDING","NOT RECOVERED","BPD"
"P78816","B22-19739","2022-05-28T00:00:00.000","REMINGTON","R1","BLU","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P78817","B22-19739","2022-05-28T00:00:00.000","GLOCK  17","GEN 4",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P78818","B22-19739","2022-05-28T00:00:00.000","GLOCK  43",,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P78819","B22-19739","2022-05-28T00:00:00.000","TALON","GRIP",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P78820","B22-19739","2022-05-28T00:00:00.000","RUGER","SP101",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P78821","B22-19739","2022-05-28T00:00:00.000","SMITH & WESSON","38 SPECIAL",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P78822","B22-19739","2022-05-28T00:00:00.000","BERETTA","96 BRIGADIER",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P78837","B22-19847","2022-05-29T00:00:00.000","SMITH & WESSON","SD9VE","GRY","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P78882","B22-20247","2022-06-01T00:00:00.000","SMITH & WESSON","M&P SHIELD",,"STOLEN LOCALLY","HIGHWAY/ROAD/ALLEY","NOT RECOVERED","BPD"
"P78916","B22-20528","2022-06-02T00:00:00.000","TAURUS","G2C","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P79306","B22-22995","2022-06-19T00:00:00.000",,,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P79575","B20-27474","2020-07-31T00:00:00.000","GLOCK","45","BLK","STOLEN LOCALLY","RESIDENCE","RECOVERED OTHER","BPD"
"P79823","B22-26025","2022-07-08T00:00:00.000","KEL TEC","SUB 2000",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P80358","B22-28706","2022-07-27T00:00:00.000","GLOCK","27","BLK","STOLEN LOCALLY","RESIDENCE","RECOVERED LOCALLY","BPD"
"P80857","B22-31255","2022-08-12T00:00:00.000","GLOCK","26","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P81015","B22-32026","2022-08-18T00:00:00.000","SIG SAUER","P238",,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P81019","B22-32039","2022-08-17T00:00:00.000","TAURUS","G2C 9MM","BLK","STOLEN LOCALLY","RESIDENCE","RECOVERED LOCALLY","BPD"
"P81362","B22-33556","2022-08-25T00:00:00.000","HI POINT",,,"STOLEN LOCALLY","RESIDENCE","RECOVERED LOCALLY","BPD"
"P81402","B22-33851","2022-08-26T00:00:00.000",,,,"STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
"P81530","B22-34251","2022-08-29T00:00:00.000","SPRINGFIELD","XDS","BLK","STOLEN LOCALLY","RESIDENCE","NOT RECOVERED","BPD"
