"project_address","city","state","zip","latitude","longitude","program_types","of_programs"
"310 W 103rd Street",,"CA","90003","33.942687999999997","-118.27875659999999","CRA","5"
"10210 S Broadway",,"CA","90003","33.943345000000001","-118.277754","CRA","4"
"10201 S Broadway",,"CA","90003","33.943587000000001","-118.27874799999999","CRA","4"
"10207 S Broadway",,"CA","90003","33.943459699999998","-118.2786749","CRA","4"
"10213 S Broadway",,"CA","90003","33.943339999999999","-118.278744","CRA","4"
"10217 S Broadway",,"CA","90003","33.943216999999997","-118.27874300000001","CRA","4"
"10223 S Broadway",,"CA","90003","33.943090699999999","-118.2786972","CRA","4"
"4400 W Washington Boulevard",,"CA","90016","34.039646300000001","-118.3357484","CRA","5"
"1341 W 37th Place",,"CA","90004","34.020243999999998","-118.29870099999999","CRA","5"
"1035 W 39th Street",,"CA","90037","34.015779000000002","-118.292564","CRA","5"
"4037 W Don Tomaso Street",,"CA","90008","34.004942999999997","-118.343953","CRA","5"
"538 W 81st Street",,"CA","90044","33.965243600000001","-118.2840436","CRA","5"
"538 602 & 717 W 81st Street",,"CA","90044","33.965845000000002","-118.28604799999999","Bond","6"
"602 W 81st Street",,"CA","90044","33.965181999999999","-118.28423600000001","CRA","5"
"717 W 81st Street",,"CA","90044","33.965845000000002","-118.28604799999999","CRA","5"
"11998 W Terra Bella Street",,"CA","91342","34.275185999999998","-118.394357","CRA","59"
"1315 E Pleasant",,"CA","90033","34.052117099999997","-118.2222036","CRA","24"
"14060 W Van Nuys Bvld",,"CA","91331","34.253328600000003","-118.4392756","CRA","31"
"623 W 92nd Street",,"CA","90044","33.953311900000003","-118.285499","CRA","5"
"503 W 70th Street",,"CA","90044","33.976274199999999","-118.28295730000001","CRA","3"
"503 W 70th Street",,"CA","90044","33.976274199999999","-118.28295730000001","Bond","2"
"6050 S Western Avenue",,"CA","90047","33.984476600000001","-118.3087104","Land Use","56"
"1371 W Vernon Avenue",,"CA","90037","34.004007000000001","-118.29983199999999","CRA","5"
"476 W 43rd Street",,"CA","90037","34.005360000000003","-118.282296","Major Projects","20"
"5711 N Elmer Avenue",,"CA","91601","34.174655999999999","-118.3763359","CRA","16"
"11717-43 Hamlin Avenue",,"CA","91601","34.188769700000002","-118.38826109999999","CRA","30"
"6312 S 10th Avenue",,"CA","90043","33.982453","-118.327505","CRA","1"
"15450 W Plummer Street",,"CA","91343","34.242362999999997","-118.46916299999999","CRA","74"
"3721 N Randolph Avenue",,"CA","90032","34.089406500000003","-118.18082630000001","CRA","1"
"1693 W Jefferson Boulevard",,"CA","90018","34.025737700000001","-118.306074","CRA","30"
"2633 S Normandie Avenue",,"CA","90007","34.031556000000002","-118.30061000000001","CRA","25"
"7937 Lindley Avenue",,"CA","91335","34.214891600000001","-118.5276843","CRA","1"
"1229 Westmoreland Avenue",,"CA","90006","34.048132000000003","-118.289559","CRA","40"
"255 S Hill Street",,"CA","90012","34.051836100000003","-118.24960590000001","CRA","756"
"5127 Huntington Drive",,"CA","90032","34.0892634","-118.17108330000001","CRA","22"
"1032 Beacon Street",,"CA","90014","34.048766999999998","-118.275561","CRA","16"
"6530 Winnetka Avenue",,"CA","91367","34.189705600000003","-118.57028390000001","CRA","24"
"5250 Harmony Avenue",,"CA","91601","34.166521600000003","-118.3661931","CRA","65"
"5552 Carlton Way",,"CA","90028","34.100160000000002","-118.311201","CRA","25"
"991 E Martin Luther King Jr Boulevard",,"CA","90011","34.011210699999999","-118.2582549","CRA","17"
"255 S Grand Avenue",,"CA","90012","34.053675499999997","-118.25154209999999","Land Use","59"
"1200 S Union Avenue",,"CA","90015","34.045607699999998","-118.2757654","CRA","88"
"1200 S Union Avenue",,"CA","90015","34.045607699999998","-118.2757654","Bond","3"
"801 W 40th Place",,"CA","90037","34.010297899999998","-118.28740740000001","CRA","7"
"206 E 23rd Street",,"CA","90013","34.026445000000002","-118.265894","Land Use","2"
"206 E 23rd Street",,"CA","90011","34.026445000000002","-118.265894","CRA","8"
"2919 Redondo Boulevard",,"CA","90016","34.026446","-118.35904499999999","CRA","10"
"6603 Brynhurst Avenue",,"CA","90043","33.978774000000001","-118.33419600000001","CRA","9"
"601-641 W 40th Place",,"CA","90011","34.010804200000003","-118.2854112","CRA","135"
"600 N Broadway",,"CA","90012","34.058930500000002","-118.23957679999999","CRA","270"
"950 S Flower Street",,"CA","90015","34.044671000000001","-118.26211000000001","CRA","38"
"950 S Flower Street",,"CA","90015","34.044671000000001","-118.26211000000001","Bond","3"
"6927 N Simpson Avenue",,"CA","91605","34.196781799999997","-118.3891357","CRA","5"
"1424 S Manhattan Place",,"CA","90019","34.045545699999998","-118.3099254","CRA","5"
"3839 Wisconsin Street",,"CA","90037","34.016096500000003","-118.293086","CRA","8"
"5218 & 5234 Harmony Avenue",,"CA","91601","34.168070299999997","-118.3664309","CRA","70"
