"rpmainid","stop_date","stop_time","day_of_the_week","age","race","sex","street_number","street_name","police_beat"
"81153","2021-11-18T00:00:00.000","1143","Thu","53","Asian","Female","1200","LINCOLN ST",
"81152","2021-11-18T00:00:00.000","1131","Thu","75","White","Male","1900","RIDGE AV",
"81159","2021-11-18T00:00:00.000","1534","Thu","37","Black","Female","100","SOUTH BLVD",
"81161","2021-11-18T00:00:00.000","1610","Thu","18","White","Male","500","SHERIDAN RD",
"81155","2021-11-18T00:00:00.000","1514","Thu","20","Hispanic","Male","300","SHERIDAN RD",
"81149","2021-11-18T00:00:00.000","1121","Thu","51","Hispanic","Female","1200","LAKE ST",
"81154","2021-11-18T00:00:00.000","1202","Thu","33","White","Female","1200","LINCOLN ST",
"81146","2021-11-18T00:00:00.000","753","Thu","56","Black","Male","2300","BROWN AV",
"81147","2021-11-18T00:00:00.000","806","Thu","26","Hispanic","Male","2300","PRAIRIE AV",
"81150","2021-11-18T00:00:00.000","1058","Thu","36","Black","Female","1700","HOWARD ST/DEWEY AV",
"81160","2021-11-18T00:00:00.000","1553","Thu","30","White","Male","400","SHERIDAN RD",
"81143","2021-11-17T00:00:00.000","1659","Wed","42","Black","Male",,"N WESTERN AV/W BIRCHWOOD AV",
"81148","2021-11-17T00:00:00.000","1940","Wed","29","Black","Male","1300","LAKE ST/ASBURY AV","74"
"81145","2021-11-17T00:00:00.000","1847","Wed","44","Asian","Female","1400","ASBURY AV/GREENWOOD ST","74"
"81144","2021-11-17T00:00:00.000","1823","Wed","47","White","Female","1400","RIDGE AV/GREENWOOD ST","73"
"81139","2021-11-16T00:00:00.000","1725","Tue","59","Black","Female","1700","MAPLE AV/CHURCH ST","76"
"81126","2021-11-16T00:00:00.000","1110","Tue","61","White","Female","300","SHERIDAN RD","72"
"81130","2021-11-16T00:00:00.000","1132","Tue","20","White","Male",,"N EASTLAKE TER/N SHERIDAN RD",
"81122","2021-11-16T00:00:00.000","909","Tue","31","White","Male","300","SHERIDAN RD","72"
"81138","2021-11-16T00:00:00.000","1333","Tue","68","Black","Female","1900","CHURCH ST/BROWN AV","77"
"81128","2021-11-16T00:00:00.000","1250","Tue","22","White","Female","500","SHERIDAN RD/SHERIDAN SQ","72"
"81133","2021-11-16T00:00:00.000","1226","Tue","64","White","Male","1200","GREENWOOD ST/RIDGE AV","73"
"81134","2021-11-16T00:00:00.000","1318","Tue","17","White","Male","1700","MAPLE AV/CHURCH ST","76"
"81127","2021-11-16T00:00:00.000","1147","Tue","38","Black","Male",,"W JUNEWAY TER/N SHERIDAN RD",
"81123","2021-11-16T00:00:00.000","942","Tue","21","White","Male","300","SHERIDAN RD","72"
"81124","2021-11-16T00:00:00.000","1004","Tue","48","White","Female","200","SOUTH BL/MICHIGAN AV","72"
"81125","2021-11-16T00:00:00.000","952","Tue","32","White","Female",,"W JONQUIL TER/N SHERIDAN RD",
"81137","2021-11-16T00:00:00.000","1301","Tue","35","Black","Female","500","RIDGE AV/OAKTON ST","72"
"81132","2021-11-16T00:00:00.000","1152","Tue","40","Hispanic","Female","1000","RIDGE AV/LEE ST","72"
"81136","2021-11-16T00:00:00.000","1115","Tue","29","White","Male","800","RIDGE AV/WASHINGTON ST","71"
"81135","2021-11-16T00:00:00.000","1106","Tue","35","White","Female","1200","GREENLEAF ST/RIDGE AV","73"
"81121","2021-11-16T00:00:00.000","927","Tue","31","White","Male","200","SOUTH BL/MICHIGAN AV","72"
"81129","2021-11-16T00:00:00.000","1216","Tue","45","Black","Female","500","SHERIDAN RD/SHERIDAN SQ","72"
"81131","2021-11-16T00:00:00.000","1134","Tue","28","Black","Female","800","RIDGE AV/WASHINGTON ST","71"
"81140","2021-11-16T00:00:00.000","1919","Tue","32","White","Female","900","BROWN AV/MAIN ST","71"
"81120","2021-11-16T00:00:00.000","849","Tue","39","White","Female",,"W JUNEWAY TER/N SHERIDAN RD",
"81119","2021-11-15T00:00:00.000","1508","Mon","49","White","Female","200","SOUTH BLVD",
"81115","2021-11-15T00:00:00.000","1558","Mon","56","White","Male","500","SHERIDAN RD",
"81111","2021-11-15T00:00:00.000","801","Mon","27","White","Female","1300","LAKE ST/ASBURY AV","74"
"81109","2021-11-15T00:00:00.000","744","Mon","30","White","Male","500","SHERIDAN RD/ARNOLD PL","72"
"81114","2021-11-15T00:00:00.000","1525","Mon","49","Hispanic","Male","600","SHERIDAN SQ","72"
"81117","2021-11-15T00:00:00.000","1544","Mon","47","Black","Female","400","SHERIDAN RD",
"81118","2021-11-15T00:00:00.000","1642","Mon","21","White","Female","500","GREENWOOD ST/HINMAN AV","73"
"81116","2021-11-15T00:00:00.000","1635","Mon","32","White","Male","400","SHERIDAN RD",
"81112","2021-11-15T00:00:00.000","1614","Mon","25","Black","Female","100","SOUTH BLVD",
"81113","2021-11-15T00:00:00.000","1651","Mon","61","White","Male","1100","CHICAGO AV","73"
"81092","2021-11-15T00:00:00.000","656","Mon","52","White","Male","1300","LINCOLN ST",
"81097","2021-11-15T00:00:00.000","833","Mon","41","White","Female","1400","OAK AV/GREENWOOD ST","73"
"81108","2021-11-15T00:00:00.000","718","Mon","38","White","Male","100","KEENEY ST/SHERIDAN RD","72"
"81096","2021-11-15T00:00:00.000","823","Mon","16","White","Female","1800","GRANT ST/PRAIRIE AV","75"
"81100","2021-11-15T00:00:00.000","651","Mon","30","Black","Female",,"N SHERIDAN RD/W JUNEWAY TER",
"81094","2021-11-15T00:00:00.000","716","Mon","30","White","Male","1900","EMERSON ST",
"81099","2021-11-15T00:00:00.000","1107","Mon","16","White","Male","1500","HINMAN AV",
"81102","2021-11-15T00:00:00.000","1040","Mon","20","White","Male","1600","HINMAN AV",
"81101","2021-11-15T00:00:00.000","813","Mon","32","White","Male","2300","PRAIRIE AV",
"81095","2021-11-15T00:00:00.000","822","Mon","48","White","Female","1300","LAKE ST/ASBURY AV","74"
"81093","2021-11-15T00:00:00.000","708","Mon","38","Black","Female","1800","LAKE ST/DARROW AV","74"
"81091","2021-11-15T00:00:00.000","639","Mon","55","Asian","Female","2400","ASBURY AV",
"81098","2021-11-15T00:00:00.000","904","Mon","49","White","Female","1500","LAKE ST",
"81090","2021-11-14T00:00:00.000","1835","Sun","22","Black","Female","3600","CHURCH",
"81107","2021-11-14T00:00:00.000","1804","Sun","16","White","Female","2100","RIDGE AV","76"
"81106","2021-11-14T00:00:00.000","1920","Sun","48","White","Female",,"RIDGE AV/AUSTIN ST","78"
"81103","2021-11-13T00:00:00.000","1014","Sat","46","White","Male","1700","JUDSON AV",
"81104","2021-11-13T00:00:00.000","1057","Sat","71","White","Male","1300","LINCOLN ST",
"81088","2021-11-13T00:00:00.000","1925","Sat","46","White","Male",,"W HOWARD ST/N PAULINA ST",
"81089","2021-11-13T00:00:00.000","1505","Sat","52","Black","Male","7600","N SHERIDAN RD",
"81087","2021-11-13T00:00:00.000","1106","Sat","85","White","Male","1300","LINCOLN ST",
"81086","2021-11-13T00:00:00.000","1029","Sat","84","White","Male","500","CHURCH ST",
"81085","2021-11-13T00:00:00.000","20","Sat","20","White","Female","800","GREENLEAF ST/SHERMAN AV","73"
"81077","2021-11-12T00:00:00.000","1020","Fri","64","White","Male","1300","LINCOLN ST/ASBURY AV","75"
"81074","2021-11-12T00:00:00.000","755","Fri","68","White","Male","1400","LINCOLN ST/WESLEY AV","75"
"81076","2021-11-12T00:00:00.000","653","Fri","52","White","Male","400","CHURCH ST",
"81082","2021-11-12T00:00:00.000","831","Fri","46","White","Male","1400","LAKE ST",
"81080","2021-11-12T00:00:00.000","1045","Fri","47",,"Male","1300","LINCOLN ST/ASBURY AV","75"
"81075","2021-11-12T00:00:00.000","1012","Fri","25","White","Male","1300","GREENWOOD ST/ASBURY AV","74"
"81081","2021-11-12T00:00:00.000","1113","Fri","75","White","Female","1800","EMERSON ST/DARROW AV","77"
"81079","2021-11-12T00:00:00.000","645","Fri","31","White","Female","500","SHERIDAN RD/SHERIDAN SQ","72"
"81110","2021-11-12T00:00:00.000","1210","Fri","30","Hispanic","Female","1300","LINCOLN ST",
"81073","2021-11-12T00:00:00.000","734","Fri","53","White","Male","1300","LINCOLN ST/ASBURY AV","75"
"81083","2021-11-12T00:00:00.000","1048","Fri","36","Hispanic","Male","1900","OAKTON ST",
"81078","2021-11-12T00:00:00.000","1004","Fri","38","Black","Male","1200","GREENWOOD ST/RIDGE AV","73"
"81084","2021-11-12T00:00:00.000","1159","Fri","62","White","Male","1200","LINCOLN ST",
"81105","2021-11-12T00:00:00.000","1141","Fri","60","White","Male","900","CHICAGO AV","72"
"81051","2021-11-10T00:00:00.000","758","Wed","31","White","Male","500","SHERIDAN RD",
"81050","2021-11-10T00:00:00.000","746","Wed","52","White","Female","500","SHERIDAN RD",
"81048","2021-11-10T00:00:00.000","642","Wed","41","White","Female","500","SHERIDAN RD",
"81059","2021-11-10T00:00:00.000","654","Wed","35","White","Male","500","SHERIDAN RD",
"81052","2021-11-10T00:00:00.000","908","Wed","70","White","Male","1100","CHICAGO AV/GREENLEAF ST","73"
"81049","2021-11-10T00:00:00.000","733","Wed","58","Black","Male","400","SHERIDAN RD",
"81068","2021-11-10T00:00:00.000","2003","Wed","19","Black","Female","1100","RIDGE",
"81071","2021-11-10T00:00:00.000","2015","Wed","22","White","Male","900","RIDGE AV","71"
"81067","2021-11-10T00:00:00.000","1940","Wed","36","White","Male","600","RIDGE AV","71"
"81072","2021-11-10T00:00:00.000","2105","Wed","27","Black","Male",,"GOLF/KEELER",
"81061","2021-11-10T00:00:00.000","1100","Wed","37","White","Female","2400","DAVIS ST/FOWLER AV","74"
"81060","2021-11-10T00:00:00.000","717","Wed","27","White","Male","400","SHERIDAN RD",
"81064","2021-11-10T00:00:00.000","630","Wed","25","Hispanic","Male","500","SHERIDAN RD",
"81062","2021-11-10T00:00:00.000","706","Wed","28","Asian","Male","400","SHERIDAN RD",
"81070","2021-11-10T00:00:00.000","1748","Wed","56","White","Female","1300","EMERSON ST/ASBURY AV","77"
"81066","2021-11-10T00:00:00.000","1917","Wed","38","Black","Male","1000","RIDGE AV","74"
"81065","2021-11-10T00:00:00.000","1925","Wed","27","Black","Male","1100","MAIN ST/RIDGE AV","72"
"81063","2021-11-09T00:00:00.000","1637","Tue","32","Hispanic","Male","600","SHERIDAN SQ",
"81041","2021-11-09T00:00:00.000","702","Tue","53","Black","Male","700","SHERIDAN RD",
"81046","2021-11-09T00:00:00.000","1145","Tue","66","White","Female","1100","LINCOLN ST",
"81055","2021-11-09T00:00:00.000","1531","Tue","58","White","Male","7600","N SHERIDAN RD",
"81054","2021-11-09T00:00:00.000","1649","Tue","48","White","Male","500","SHERIDAN RD",
"81040","2021-11-09T00:00:00.000","652","Tue","26","Asian","Female","400","SHERIDAN RD",
"81047","2021-11-09T00:00:00.000","1557","Tue","60","White","Female","400","SHERIDAN RD",
"81039","2021-11-09T00:00:00.000","919","Tue","61","White","Male","1100","LAKE ST","73"
"81056","2021-11-09T00:00:00.000","1545","Tue","20","Asian","Female","100","SOUTH BLVD",
"81053","2021-11-09T00:00:00.000","1618","Tue","37","Asian","Male","7600","N SHERIDAN RD",
"81042","2021-11-09T00:00:00.000","727","Tue","46","White","Male","7600","N SHERIDAN RD",
"81058","2021-11-09T00:00:00.000","1610","Tue","38","Hispanic","Male","1400","W JUNEWAY TER",
"81057","2021-11-09T00:00:00.000","1513","Tue","55","White","Male","500","SHERIDAN RD",
"81045","2021-11-09T00:00:00.000","1120","Tue","62","White","Male","1100","LINCOLN ST",
"81043","2021-11-09T00:00:00.000","714","Tue","48","Black","Male","100","SOUTH BLVD",
"81044","2021-11-09T00:00:00.000","1109","Tue","68","White","Male","800","EMERSON ST/SHERMAN AV","76"
"81037","2021-11-08T00:00:00.000","16","Mon","35","Black","Male","200","RIDGE AV/HARVARD TER","78"
"81038","2021-11-08T00:00:00.000","6","Mon","32","Black","Female","2000","DODGE AV","77"
"81030","2021-11-05T00:00:00.000","818","Fri","34","Asian","Female","500","SHERIDAN RD",
"81032","2021-11-05T00:00:00.000","733","Fri","32","White","Female","500","SHERIDAN RD",
"81033","2021-11-05T00:00:00.000","756","Fri","20","Black","Male","500","SHERIDAN RD",
"81035","2021-11-05T00:00:00.000","1038","Fri","31","White","Female","700","RIDGE AV",
"81036","2021-11-05T00:00:00.000","1111","Fri","38","Black","Male","1000","SOUTH BLVD",
"81031","2021-11-05T00:00:00.000","709","Fri","58","White","Male","400","SHERIDAN RD",
"81034","2021-11-05T00:00:00.000","1006","Fri","43","Asian","Male","500","MAIN ST",
"81027","2021-11-05T00:00:00.000","745","Fri","59","Black","Female","600","SHERIDAN RD",
"81026","2021-11-05T00:00:00.000","651","Fri","27","Black","Female","400","SHERIDAN RD",
"81029","2021-11-05T00:00:00.000","719","Fri","57","White","Male","500","SHERIDAN RD",
"81028","2021-11-03T00:00:00.000","2059","Wed","20","Hispanic","Female","2000","GREEN BAY RD","77"
"81019","2021-11-02T00:00:00.000","2112","Tue","21","Black","Female",,"KEDZIE/HOWARD",
"81021","2021-11-02T00:00:00.000","2132","Tue","38","White","Male","1300","DOBSON ST","78"
"81015","2021-11-02T00:00:00.000","910","Tue","58","White","Female","1100","GROVE ST/OAK AV","73"
"81007","2021-11-02T00:00:00.000","925","Tue","27","Black","Male","300","SHERIDAN",
"81008","2021-11-02T00:00:00.000","950","Tue","35","White","Male","300","SHERIDAN",
"81016","2021-11-02T00:00:00.000","1505","Tue","26","Asian","Male","700","SHERIDAN RD",
"81024","2021-11-02T00:00:00.000","1637","Tue","21","White","Male","500","SHERIDAN RD",
"81011","2021-11-02T00:00:00.000","739","Tue","34","White","Male","1400","ASHLAND AV/LAKE ST","74"
"81020","2021-11-02T00:00:00.000","1602","Tue","22","White","Male","400","SHERIDAN RD",
"81013","2021-11-02T00:00:00.000","659","Tue","28","White","Female","3600","GOLF",
"81012","2021-11-02T00:00:00.000","640","Tue","31","Asian","Female","2300","GREEN BAY RD/MCCORMICK BL","75"
"81017","2021-11-02T00:00:00.000","1532","Tue","46","Hispanic","Male","500","SHERIDAN RD",
"81018","2021-11-02T00:00:00.000","1701","Tue","59","White","Male","1500","SHERMAN AV","73"
"81004","2021-11-02T00:00:00.000","745","Tue","31","Asian","Male","500","SHERIDAN RD",
"81000","2021-11-02T00:00:00.000","753","Tue","28","White","Female","500","SHERIDAN RD",
"81009","2021-11-02T00:00:00.000","1002","Tue","38",,"Male","100","BURNHAM PL","73"
"81002","2021-11-02T00:00:00.000","713","Tue","31","White","Female","500","SHERIDAN RD",
"81014","2021-11-02T00:00:00.000","710","Tue","27","Black","Male","3600","GOLF",
"81023","2021-11-02T00:00:00.000","1622","Tue","21","White","Male","100","SOUTH BLVD",
"81025","2021-11-02T00:00:00.000","1646","Tue","40","Hispanic","Male","500","SHERIDAN RD",
"81022","2021-11-02T00:00:00.000","1542","Tue","31","White","Male","500","SHERIDAN RD",
"80999","2021-11-02T00:00:00.000","728","Tue","51","White","Female","500","SHERIDAN RD",
"81010","2021-11-02T00:00:00.000","1109","Tue","54","Black","Female","600","GREENLEAF ST/CHICAGO AV","73"
"81005","2021-11-02T00:00:00.000","930","Tue","52","White","Female","1400","WESLEY AV",
"81006","2021-11-02T00:00:00.000","726","Tue","51","White","Male","3600","GOLF",
"80994","2021-11-02T00:00:00.000","10","Tue","21","White","Female",,"SOUTH BL/HINMAN AV","72"
"80985","2021-11-01T00:00:00.000","805","Mon","28","White","Male","500","SHERIDAN RD",
"80997","2021-11-01T00:00:00.000","1611","Mon","38","White","Male","7700","N SHERIDAN RD",
"80995","2021-11-01T00:00:00.000","1503","Mon","22","Hispanic","Male","7500","N SHERIDAN RD",
"80991","2021-11-01T00:00:00.000","1555","Mon","55","White","Female","500","SOUTH BLVD",
"80992","2021-11-01T00:00:00.000","1638","Mon","47","Asian","Male","500","SHERIDAN RD",
"80987","2021-11-01T00:00:00.000","1046","Mon","81","White","Male","1500","LAKE ST",
"80986","2021-11-01T00:00:00.000","715","Mon","38","White","Male","400","SHERIDAN RD",
"80981","2021-11-01T00:00:00.000","845","Mon","48","White","Male","300","BARTON AV",
"80982","2021-11-01T00:00:00.000","740","Mon","27","White","Female","100","SOUTH BLVD",
"80984","2021-11-01T00:00:00.000","213","Mon","22","White","Male","1300","DAVIS ST","74"
"80988","2021-11-01T00:00:00.000","1050","Mon","39","Black","Male",,"N WOLCOTT AV/W HOWARD ST",
"80989","2021-11-01T00:00:00.000","1050","Mon","38",,"Male","1800","DARROW AV","77"
"80983","2021-11-01T00:00:00.000","754","Mon","23","Hispanic","Female","100","SOUTH BLVD",
"80990","2021-11-01T00:00:00.000","1101","Mon","17","White","Female","1500","LAKE ST",
"80996","2021-11-01T00:00:00.000","1518","Mon","35","Asian","Male","500","SHERIDAN RD",
"81001","2021-11-01T00:00:00.000","1531","Mon","26","Hispanic","Female","500","SHERIDAN RD",
"80998","2021-11-01T00:00:00.000","1623","Mon","50","White","Male","500","SHERIDAN RD",
"81003","2021-11-01T00:00:00.000","2051","Mon","43","Black","Male","1400","EMERSON ST","77"
"80993","2021-10-31T00:00:00.000","2012","Sun","50","Black","Male","1400","SIMPSON ST","76"
"80980","2021-10-31T00:00:00.000","1114","Sun","33","Black","Female","1800","EMERSON ST/DARROW AV","77"
"80979","2021-10-29T00:00:00.000","2103","Fri","53","White","Male","1500","MAPLE AV","73"
"80971","2021-10-27T00:00:00.000","702","Wed","27","Black","Female","500","SHERIDAN RD",
"80977","2021-10-27T00:00:00.000","1911","Wed","35","White","Female","7700","N BOSWORTH AV",
"80976","2021-10-27T00:00:00.000","918","Wed","49","Asian","Male","1900","DEMPSTER ST",
"80975","2021-10-27T00:00:00.000","758","Wed","66","White","Female","1500","MCDANIEL AV",
"80973","2021-10-27T00:00:00.000","825","Wed","31","Black","Male","1300","FOWLER AV","74"
"80972","2021-10-27T00:00:00.000","810","Wed","16","White","Female","1500","MCDANIEL AV",
"80978","2021-10-27T00:00:00.000","2054","Wed","50","Black","Male","900","HOWARD ST/RIDGE AV",
"80970","2021-10-27T00:00:00.000","716","Wed","28","Hispanic","Male","100","SOUTH BLVD",
"80974","2021-10-27T00:00:00.000","734","Wed","34","White","Female","600","OAKTON ST",
"80969","2021-10-27T00:00:00.000","651","Wed","32","White","Female","400","SHERIDAN RD",
"80968","2021-10-27T00:00:00.000","30","Wed","39","Black","Female",,"GOLF RD/CRAWFORD AV",
"80966","2021-10-26T00:00:00.000","910","Tue","53","White","Male","1300","EMERSON ST",
"80965","2021-10-26T00:00:00.000","809","Tue","41","Black","Male","1500","MCDANIEL AV",
"80967","2021-10-26T00:00:00.000","2020","Tue","34","Black","Male","1700","DODGE AV","77"
"79966","2021-10-26T00:00:00.000","647","Tue","34","White","Male","500","SHERIDAN RD",
"79965","2021-10-26T00:00:00.000","727","Tue","23","Hispanic","Male","500","SHERIDAN RD",
"79969","2021-10-26T00:00:00.000","330","Tue","29",,"Female","1800","SHERMAN AV/ELGIN RD","76"
"79967","2021-10-26T00:00:00.000","705","Tue","23","Black","Male","600","SHERIDAN RD",
"79962","2021-10-25T00:00:00.000","1243","Mon","36","White","Female","1400","ELMWOOD AV",
"79964","2021-10-25T00:00:00.000","1228","Mon","72","White","Male","800","LAKE ST","73"
"79963","2021-10-25T00:00:00.000","1212","Mon","37","White","Female","900","LAKE ST",
"79961","2021-10-25T00:00:00.000","1105","Mon","38","Asian","Female","1400","W JUNEWAY TER",
"79968","2021-10-25T00:00:00.000","1602","Mon","33","Asian","Male","1900","DEWEY AV/EMERSON ST","77"
"79956","2021-10-24T00:00:00.000","205","Sun","33","White","Female","1300","ASBURY AV/DEMPSTER ST","74"
"79957","2021-10-23T00:00:00.000","905","Sat","23","White","Female","600","LEE ST/CHICAGO AV","72"
"79958","2021-10-23T00:00:00.000","2351","Sat","31","Hispanic","Male","1700","MAPLE AV/CHURCH ST","76"
"79952","2021-10-22T00:00:00.000","21","Fri","59","White","Female","1100","EMERSON ST/OAK AV","76"
"79955","2021-10-22T00:00:00.000","1232","Fri","66","Black","Male","1600","MAPLE AV/DAVIS ST","73"
"79959","2021-10-22T00:00:00.000","2352","Fri","36","Asian","Male",,"MADISOMNASBURY",
"79960","2021-10-22T00:00:00.000","2347","Fri","64","White","Female","1600","DODGE AV","74"
"79948","2021-10-21T00:00:00.000","1531","Thu","59","Hispanic","Male","1900","OAKTON ST/DODGE AV","71"
"79944","2021-10-21T00:00:00.000","1029","Thu","39","Black","Female","900","FOREST AV",
"79951","2021-10-21T00:00:00.000","1623","Thu","32","Black","Male","900","CHICAGO AV","72"
"79950","2021-10-21T00:00:00.000","1623","Thu","24","White","Male",,"SIMPSON ST/DODGE AV",
"79953","2021-10-21T00:00:00.000","1522","Thu","54","White","Female","900","HOWARD ST",
"79945","2021-10-21T00:00:00.000","1049","Thu","43","White","Female","800","LAKE ST","73"
"79954","2021-10-21T00:00:00.000","2356","Thu","56","Black","Male","1900","DODGE AV/EMERSON ST","77"
"79946","2021-10-21T00:00:00.000","1110","Thu","48","White","Female","1000","LAKE ST",
"79949","2021-10-21T00:00:00.000","1552","Thu","29","Black","Female","100","ASBURY AV","71"
"79943","2021-10-21T00:00:00.000","1025","Thu","17","Black","Female","1900","CHURCH ST/DODGE AV","77"
"79947","2021-10-21T00:00:00.000","1137","Thu","49","White","Female","1500","ELMWOOD AV",
"79941","2021-10-21T00:00:00.000","828","Thu","41","White","Female","1600","MCDANIEL AV","74"
"79939","2021-10-20T00:00:00.000","1312","Wed","42","White","Male","3300","CENTRAL ST","75"
"79942","2021-10-20T00:00:00.000","1622","Wed","28","Hispanic","Male","1900","HARRISON ST",
"79940","2021-10-20T00:00:00.000","1637","Wed","62","White","Male","1800","MCCORMICK BLVD",
"79938","2021-10-20T00:00:00.000","1607","Wed","31","White","Female","2600","GREEN BAY RD","75"
"79923","2021-10-20T00:00:00.000","1005","Wed","67","White","Male","1300","EMERSON ST/WESLEY AV","77"
"79934","2021-10-20T00:00:00.000","1237","Wed","27","White","Female","700","ASBURY AV","71"
"79927","2021-10-20T00:00:00.000","1543","Wed","52","White","Female","700","LAKE ST/SHERMAN AV","73"
"79929","2021-10-20T00:00:00.000","1014","Wed","53","White","Male","1400","RIDGE AV/GREENWOOD ST","73"
"79915","2021-10-20T00:00:00.000","109","Wed","17","White","Female","900","FLORENCE AV/MAIN ST","71"
"79916","2021-10-20T00:00:00.000","756","Wed","34","White","Female","1600","MCDANIEL AV","74"
"79922","2021-10-20T00:00:00.000","1106","Wed","32","Black","Female","500","RIDGE AV","78"
"79935","2021-10-20T00:00:00.000","1247","Wed","31","White","Female","2400","MCCORMICK BLVD",
"79925","2021-10-20T00:00:00.000","1250","Wed","74","White","Male","2600","ELGIN RD/MCDANIEL AV","75"
"79924","2021-10-20T00:00:00.000","1107","Wed","46","Black","Male","1900","GREEN BAY RD","76"
"79928","2021-10-20T00:00:00.000","1520","Wed","41","Black","Female","2400","MCCORMICK BL","75"
"79926","2021-10-20T00:00:00.000","1551","Wed","29","Hispanic","Female","1900","CENTRAL ST","75"
"79917","2021-10-20T00:00:00.000","807","Wed","55","White","Female","1500","MCDANIEL AV","74"
"79918","2021-10-20T00:00:00.000","841","Wed","75","Black","Male","1500","MCDANIEL AV","74"
"79933","2021-10-20T00:00:00.000","1242","Wed","32","White","Male","1300","EMERSON ST/ASBURY AV","77"
"79930","2021-10-20T00:00:00.000","1035","Wed","61","Asian","Male","100","CHICAGO AV/HOWARD ST",
"79932","2021-10-20T00:00:00.000","1138","Wed","41","Hispanic","Male","600","CHURCH ST/CHICAGO AV","76"
"79937","2021-10-20T00:00:00.000","1527","Wed","24","White","Female","1800","SHERIDAN RD","76"
"79936","2021-10-20T00:00:00.000","1510","Wed","27","White","Male","1800","CHICAGO AV","76"
"79931","2021-10-20T00:00:00.000","956","Wed","57","White","Female","1000","EMERSON ST/MAPLE AV","76"
"79921","2021-10-20T00:00:00.000","927","Wed","35","Black","Female","1500","LAKE ST/ASHLAND AV","74"
"79912","2021-10-19T00:00:00.000","1630","Tue","77","White","Female","1600","RIDGE AV","74"
"79920","2021-10-19T00:00:00.000","1527","Tue","41","Hispanic","Male","800","CHICAGO AV","72"
"79914","2021-10-19T00:00:00.000","1819","Tue","24","Black","Male","600","GREENLEAF ST/CHICAGO AV","73"
"79919","2021-10-19T00:00:00.000","1548","Tue","50","White","Male","1800","SHERIDAN RD","76"
"79911","2021-10-19T00:00:00.000","1559","Tue","43","Black","Male","600","CLARK ST","76"
"81069","2021-10-19T00:00:00.000","138","Tue","52","White","Female","1900","ORRINGTON AV","76"
"79913","2021-10-19T00:00:00.000","1650","Tue","36","White","Female","1900","RIDGE AV","76"
"79897","2021-10-19T00:00:00.000","835","Tue","35","Asian","Male","1600","MCDANIEL AV","74"
"79903","2021-10-19T00:00:00.000","1121","Tue","48","Black","Male","500","RIDGE AV","78"
"79907","2021-10-19T00:00:00.000","1216","Tue","25","Black","Male","1900","MCCORMICK BLVD",
"79905","2021-10-19T00:00:00.000","1149","Tue","52","White","Male","3100","CENTRAL ST","75"
"79904","2021-10-19T00:00:00.000","1047","Tue","54","White","Male","500","RIDGE AV","78"
"79906","2021-10-19T00:00:00.000","1158","Tue","20","White","Male","2500","GROSS POINT RD","75"
"79908","2021-10-19T00:00:00.000","1229","Tue","19","White","Female","1100","EMERSON ST","76"
"79909","2021-10-19T00:00:00.000","1513","Tue","56","White","Male","800","CHICAGO AV","72"
"79910","2021-10-19T00:00:00.000","1542","Tue","32","White","Female","1200","CHICAGO AV","73"
"79902","2021-10-19T00:00:00.000","1026","Tue","45","Black","Female","1000","CLEVELAND ST","71"
"79896","2021-10-18T00:00:00.000","2128","Mon","17","Black","Male","600","RIDGE AV/SEWARD ST",
"79891","2021-10-18T00:00:00.000","1057","Mon","33","Asian","Female","2600","WALNUT AV","75"
"79888","2021-10-18T00:00:00.000","1205","Mon","74","White","Female","300","RIDGE AV",
"79893","2021-10-18T00:00:00.000","1800","Mon","47","Black","Female","100","LEE ST/LAKE SHORE BL","72"
"79899","2021-10-18T00:00:00.000","1920","Mon","24","Hispanic","Male","1100","CHICAGO AV/GREENLEAF ST",
"79898","2021-10-18T00:00:00.000","1813","Mon","57","White","Female","700","DAVIS ST/ORRINGTON AV",
"79900","2021-10-18T00:00:00.000","1940","Mon","18","Black","Male","1000","CHICAGO AV/LEE ST",
"79889","2021-10-18T00:00:00.000","1255","Mon","29","Hispanic","Female","1200","RIDGE AV","73"
"79901","2021-10-18T00:00:00.000","2043","Mon","38","Hispanic","Male","1600","SHERMAN AV/DAVIS ST",
"79886","2021-10-18T00:00:00.000","958","Mon","33","Black","Male","1700","RIDGE AV","77"
"79887","2021-10-18T00:00:00.000","1133","Mon","44","Black","Female","2600","GREEN BAY RD","75"
"79894","2021-10-18T00:00:00.000","2025","Mon","36","Asian","Male","1800","CHICAGO AV/CLARK ST",
"79892","2021-10-18T00:00:00.000","1246","Mon","57","White","Male","700","RIDGE AV","71"
"79895","2021-10-18T00:00:00.000","2110","Mon","67","Black","Male","600","DAVIS ST/CHICAGO AV",
"79885","2021-10-18T00:00:00.000","1027","Mon","43","Black","Female","1000","CENTRAL ST","76"
"79890","2021-10-18T00:00:00.000","1307","Mon","40","White","Female","1900","GREENWOOD ST","74"
"79867","2021-10-18T00:00:00.000","947","Mon","50","White","Female","1500","RIDGE AV","74"
"79865","2021-10-17T00:00:00.000","1944","Sun","44","White","Male","100","DODGE AV","71"
"79866","2021-10-17T00:00:00.000","2129","Sun","39","Black","Female","2200","W HOWARD ST",
"79868","2021-10-17T00:00:00.000","1610","Sun","37","White","Male","600","HOWARD ST","78"
"79869","2021-10-17T00:00:00.000","110","Sun","34","Asian","Male","500","SHERIDAN SQ","72"
