"citation_number","citation_dates","citation_time","day_of_the_week","age","race","sex","tract"
"SE606115","2021-11-12T00:00:00.000","1157","Fri","62","White","Male",
"SE606112","2021-11-12T00:00:00.000","1044","Fri","36","White","Male",
"SE606111","2021-11-12T00:00:00.000","1012","Fri","25","White","Male",
"YK018399","2021-11-12T00:00:00.000","905","Fri","64","White","Male",
"SE606106","2021-11-12T00:00:00.000","736","Fri","53","White","Male",
"SE606116","2021-11-12T00:00:00.000","1209","Fri","30","White","Female",
"SE606117","2021-11-12T00:00:00.000","1209","Fri","30","White","Female",
"SE606104","2021-11-12T00:00:00.000","647","Fri","31","White","Female",
"SE606107","2021-11-12T00:00:00.000","830","Fri","46","White","Male",
"EV83170","2021-11-12T00:00:00.000","1710","Fri","24","White","Male","73"
"SE606110","2021-11-12T00:00:00.000","1004","Fri","38","Black","Male",
"SE606108","2021-11-12T00:00:00.000","830","Fri","46","White","Male",
"YK018160","2021-11-11T00:00:00.000","1457","Thu","20","Black","Male",
"YK018236","2021-11-11T00:00:00.000","1751","Thu","16",,"Female",
"SE606103","2021-11-11T00:00:00.000","1314","Thu","20",,"Male",
"YK018161","2021-11-11T00:00:00.000","1457","Thu","20","Black","Male",
"YK018070","2021-11-10T00:00:00.000","2015","Wed","22","White","Male","74"
"YK018084","2021-11-10T00:00:00.000","1822","Wed","83","White","Female",
"YK018067","2021-11-10T00:00:00.000","1917","Wed","38","Black","Male","74"
"YK018187","2021-11-10T00:00:00.000","1530","Wed","27","White","Male","71"
"SE606097","2021-11-10T00:00:00.000","714","Wed","27","White","Male",
"SE606099","2021-11-10T00:00:00.000","743","Wed","52","White","Female",
"SE606094","2021-11-10T00:00:00.000","652","Wed","35","White","Male",
"SE606093","2021-11-10T00:00:00.000","639","Wed","41","White","Female",
"SE606092","2021-11-10T00:00:00.000","627","Wed","25","White","Male",
"SE606101","2021-11-10T00:00:00.000","1100","Wed","37","White","Female",
"YE943786","2021-11-10T00:00:00.000","607","Wed","56","White","Male",
"YK018071","2021-11-10T00:00:00.000","2105","Wed","27","Black","Male",
"SE606098","2021-11-10T00:00:00.000","730","Wed","58","Black","Male",
"YK018069","2021-11-10T00:00:00.000","2003","Wed","19","Black","Female",
"SE606095","2021-11-10T00:00:00.000","704","Wed","28","Asian","Male",
"YK018068","2021-11-10T00:00:00.000","1940","Wed","36","White","Male",
"SE606100","2021-11-10T00:00:00.000","755","Wed","31","White","Male",
"YK018188","2021-11-10T00:00:00.000","1530","Wed","27","White","Male","71"
"SE606096","2021-11-10T00:00:00.000","714","Wed","27","White","Male",
"YE943785","2021-11-10T00:00:00.000","607","Wed","56","White","Male",
"SE606090","2021-11-09T00:00:00.000","1646","Tue","48","White","Male",
"SE606091","2021-11-09T00:00:00.000","1646","Tue","48","White","Male",
"SE606083","2021-11-09T00:00:00.000","1529","Tue","58","White","Male",
"SE606088","2021-11-09T00:00:00.000","1616","Tue","37","Asian","Male",
"SE606089","2021-11-09T00:00:00.000","1635","Tue","32","Asian","Male",
"SE606087","2021-11-09T00:00:00.000","1609","Tue","38","White","Male",
"SE606085","2021-11-09T00:00:00.000","1543","Tue","20","Asian","Female",
"SE606079","2021-11-09T00:00:00.000","1142","Tue","66","White","Female",
"SE606078","2021-11-09T00:00:00.000","1118","Tue","62","White","Male",
"SE606071","2021-11-09T00:00:00.000","648","Tue","26","Asian","Female",
"SE606086","2021-11-09T00:00:00.000","1553","Tue","60","White","Female",
"SE606077","2021-11-09T00:00:00.000","1024","Tue","44","White","Female",
"SE606072","2021-11-09T00:00:00.000","659","Tue","53","Black","Male",
"SE606082","2021-11-09T00:00:00.000","1529","Tue","58","White","Male",
"SE606073","2021-11-09T00:00:00.000","713","Tue","48","Black","Male",
"SE606080","2021-11-09T00:00:00.000","1511","Tue","55","White","Male",
"SE606084","2021-11-09T00:00:00.000","1529","Tue","58","White","Male",
"SE606076","2021-11-09T00:00:00.000","916","Tue","61","White","Male",
"SE606081","2021-11-09T00:00:00.000","1511","Tue","55","White","Male",
"SE606069","2021-11-07T00:00:00.000","1018","Sun","24","White","Male",
"EV89857","2021-11-07T00:00:00.000","47","Sun","65","White","Male",
"SE606068","2021-11-07T00:00:00.000","1018","Sun","24","White","Male",
"SE606066","2021-11-07T00:00:00.000","1018","Sun","24","White","Male",
"YK018398","2021-11-07T00:00:00.000","1045","Sun","32","White","Male",
"YK007132","2021-11-06T00:00:00.000","1631","Sat","64","Asian","Female",
"SE606065","2021-11-06T00:00:00.000","1223","Sat","19","White","Male",
"SE606051","2021-11-05T00:00:00.000","650","Fri","27","Black","Female",
"SE606053","2021-11-05T00:00:00.000","717","Fri","57","White","Male",
"SE606062","2021-11-05T00:00:00.000","1036","Fri","31","White","Female",
"SE606050","2021-11-05T00:00:00.000","650","Fri","27","Black","Female",
"SE606056","2021-11-05T00:00:00.000","742","Fri","59","Black","Female",
"SE606059","2021-11-05T00:00:00.000","815","Fri","34","Asian","Female",
"SE606054","2021-11-05T00:00:00.000","729","Fri","32","White","Female",
"SE606064","2021-11-05T00:00:00.000","1109","Fri","38","Black","Male",
"SE606057","2021-11-05T00:00:00.000","754","Fri","20","Black","Male",
"SE606063","2021-11-05T00:00:00.000","1036","Fri","31","White","Female",
"SE606058","2021-11-05T00:00:00.000","815","Fri","34","Asian","Female",
"SE606061","2021-11-05T00:00:00.000","1005","Fri","43","Asian","Male",
"SE606052","2021-11-05T00:00:00.000","706","Fri","58","White","Male",
"SE606055","2021-11-05T00:00:00.000","742","Fri","59","Black","Female",
"YK018662","2021-11-04T00:00:00.000","1530","Thu","64","Black","Female",
"YK018660","2021-11-04T00:00:00.000","1530","Thu","39","White","Female",
"YK018661","2021-11-04T00:00:00.000","1530","Thu","64","Black","Female",
"SE606060","2021-11-03T00:00:00.000","1326","Wed","37","White","Male",
"SE606036","2021-11-02T00:00:00.000","753","Tue","46","Black","Male",
"SE606040","2021-11-02T00:00:00.000","1503","Tue","26","Asian","Male",
"YK018064","2021-11-02T00:00:00.000","925","Tue","27","Black","Male",
"YK018061","2021-11-02T00:00:00.000","657","Tue","28","White","Female",
"YK018062","2021-11-02T00:00:00.000","710","Tue","27","Black","Male",
"YK018235","2021-11-02T00:00:00.000","1452","Tue","23","Asian","Female",
"SE606041","2021-11-02T00:00:00.000","1528","Tue","46","White","Male",
"SE606027","2021-11-02T00:00:00.000","738","Tue","34","White","Male",
"SE606025","2021-11-02T00:00:00.000","712","Tue","31","White","Female",
"SE606030","2021-11-02T00:00:00.000","928","Tue","52","White","Female",
"SE606029","2021-11-02T00:00:00.000","753","Tue","28","White","Female",
"SE606045","2021-11-02T00:00:00.000","1619","Tue","21","White","Male",
"SE606033","2021-11-02T00:00:00.000","753","Tue","46","Black","Male",
"SE606035","2021-11-02T00:00:00.000","753","Tue","46","Black","Male",
"SE606044","2021-11-02T00:00:00.000","1619","Tue","21","White","Male",
"SE606024","2021-11-02T00:00:00.000","712","Tue","31","White","Female",
"SE606037","2021-11-02T00:00:00.000","753","Tue","46","Black","Male",
"SE606049","2021-11-02T00:00:00.000","1659","Tue","59","White","Male",
"SE606046","2021-11-02T00:00:00.000","1635","Tue","21","White","Male",
"SE606039","2021-11-02T00:00:00.000","753","Tue","46","Black","Male",
"SE606032","2021-11-02T00:00:00.000","753","Tue","46","Black","Male",
"SE606043","2021-11-02T00:00:00.000","1559","Tue","22","White","Male",
"SE606047","2021-11-02T00:00:00.000","1646","Tue","40","White","Male",
"YK018065","2021-11-02T00:00:00.000","950","Tue","35","White","Male",
"SE606042","2021-11-02T00:00:00.000","1539","Tue","31","White","Male",
"EV91112","2021-11-02T00:00:00.000","1002","Tue","38","White","Male","73"
"SE606038","2021-11-02T00:00:00.000","753","Tue","46","Black","Male",
"YK018060","2021-11-02T00:00:00.000","640","Tue","31","Asian","Female","75"
"SE606026","2021-11-02T00:00:00.000","725","Tue","51","White","Female",
"SE606031","2021-11-02T00:00:00.000","753","Tue","46","Black","Male",
"SE606028","2021-11-02T00:00:00.000","741","Tue","31","Asian","Male",
"SE606034","2021-11-02T00:00:00.000","753","Tue","46","Black","Male",
"SE606048","2021-11-02T00:00:00.000","1646","Tue","40","White","Male",
"SE606007","2021-11-01T00:00:00.000","843","Mon","48","White","Male",
"SE606008","2021-11-01T00:00:00.000","1042","Mon","81","White","Male",
"SE606005","2021-11-01T00:00:00.000","751","Mon","23","White","Female",
"SE606013","2021-11-01T00:00:00.000","1500","Mon","22","White","Male",
"YH120699","2021-11-01T00:00:00.000","2218","Mon","41","White","Male",
"SE606009","2021-11-01T00:00:00.000","1100","Mon","17","White","Female",
"SE606002","2021-11-01T00:00:00.000","705","Mon","38","White","Male",
"YK018396","2021-11-01T00:00:00.000","1045","Mon","39","Black","Male",
"SE606006","2021-11-01T00:00:00.000","801","Mon","28","White","Male",
"SE606018","2021-11-01T00:00:00.000","1529","Mon","26","White","Female",
"SE606022","2021-11-01T00:00:00.000","1622","Mon","50","White","Male",
"SE606015","2021-11-01T00:00:00.000","1529","Mon","26","White","Female",
"SE606017","2021-11-01T00:00:00.000","1529","Mon","26","White","Female",
"SE606014","2021-11-01T00:00:00.000","1516","Mon","35","Asian","Male",
"SE606010","2021-11-01T00:00:00.000","1100","Mon","17","White","Female",
"SE606012","2021-11-01T00:00:00.000","1500","Mon","22","White","Male",
"SE606011","2021-11-01T00:00:00.000","1100","Mon","17","White","Female",
"SE606023","2021-11-01T00:00:00.000","1635","Mon","47","Asian","Male",
"SE606016","2021-11-01T00:00:00.000","1529","Mon","26","White","Female",
"YK018397","2021-11-01T00:00:00.000","1045","Mon","39","Black","Male",
"SE606019","2021-11-01T00:00:00.000","1553","Mon","55","White","Female",
"SE606003","2021-11-01T00:00:00.000","739","Mon","27","White","Female",
"SE606020","2021-11-01T00:00:00.000","1609","Mon","38","White","Male",
"SE606004","2021-11-01T00:00:00.000","739","Mon","27","White","Female",
"YK018496","2021-10-31T00:00:00.000","1114","Sun","33","Black","Female",
"YK018494","2021-10-31T00:00:00.000","1114","Sun","33","Black","Female",
"JV03509","2021-10-31T00:00:00.000","1649","Sun","15","White","Male","71"
"YK018495","2021-10-31T00:00:00.000","1114","Sun","33","Black","Female",
"YH120882","2021-10-30T00:00:00.000","933","Sat","22","White","Male","74"
"YH120881","2021-10-30T00:00:00.000","933","Sat","22","White","Male","74"
"YK018588","2021-10-30T00:00:00.000","108","Sat","40","Black","Male","71"
"YH120884","2021-10-30T00:00:00.000","933","Sat","22","White","Male","74"
"YK018083","2021-10-30T00:00:00.000","1624","Sat","37","White","Female",
"YK018587","2021-10-30T00:00:00.000","108","Sat","40","Black","Male","71"
"YH120883","2021-10-30T00:00:00.000","933","Sat","22","White","Male","74"
"YH120886","2021-10-30T00:00:00.000","933","Sat","22","White","Male","74"
"YH120887","2021-10-30T00:00:00.000","933","Sat","22","White","Male","74"
"YH120885","2021-10-30T00:00:00.000","933","Sat","22","White","Male","74"
"SE606001","2021-10-29T00:00:00.000","1802","Fri","23","White","Female",
"SE605999","2021-10-29T00:00:00.000","714","Fri","30","White","Female",
"SE606000","2021-10-28T00:00:00.000","702","Thu","38","White","Male",
"EV74543","2021-10-28T00:00:00.000","1845","Thu","56","Asian","Female","73"
"YK018986","2021-10-28T00:00:00.000","1802","Thu","17","White","Male",
"YK018985","2021-10-28T00:00:00.000","1636","Thu","28","Black","Male",
"SE605983","2021-10-27T00:00:00.000","715","Wed","28","White","Male",
"SE605980","2021-10-27T00:00:00.000","701","Wed","27","Black","Female",
"YK018145","2021-10-27T00:00:00.000","1650","Wed","68",,"Male",
"SE605993","2021-10-27T00:00:00.000","825","Wed","31","Black","Male",
"SE605989","2021-10-27T00:00:00.000","807","Wed","16","White","Female",
"SE605982","2021-10-27T00:00:00.000","701","Wed","27","Black","Female",
"SE605981","2021-10-27T00:00:00.000","701","Wed","27","Black","Female",
"SE605992","2021-10-27T00:00:00.000","825","Wed","31","Black","Male",
"SE605994","2021-10-27T00:00:00.000","914","Wed","49","White","Male",
"YK007237","2021-10-27T00:00:00.000","22","Wed","22",,"Male",
"SE605988","2021-10-27T00:00:00.000","755","Wed","66","White","Female",
"YK007238","2021-10-27T00:00:00.000","22","Wed","22",,"Male",
"YE358576","2021-10-27T00:00:00.000","1118","Wed","57","White","Male",
"SE605979","2021-10-27T00:00:00.000","648","Wed","32","White","Female",
"YK018146","2021-10-27T00:00:00.000","1650","Wed","68",,"Male",
"YK007236","2021-10-27T00:00:00.000","22","Wed","24","Black","Male",
"SE605986","2021-10-27T00:00:00.000","731","Wed","34","White","Female",
"SE605990","2021-10-27T00:00:00.000","825","Wed","31","Black","Male",
"SE605991","2021-10-27T00:00:00.000","825","Wed","31","Black","Male",
"YK007239","2021-10-27T00:00:00.000","22","Wed","22",,"Male",
"SE605984","2021-10-27T00:00:00.000","715","Wed","28","White","Male",
"SE605987","2021-10-27T00:00:00.000","731","Wed","34","White","Female",
"SE605975","2021-10-26T00:00:00.000","809","Tue","41","Black","Male",
"SE605974","2021-10-26T00:00:00.000","724","Tue","23","White","Male",
"SE605978","2021-10-26T00:00:00.000","910","Tue","53","White","Male",
"SE605971","2021-10-26T00:00:00.000","647","Tue","34","White","Male",
"SE605973","2021-10-26T00:00:00.000","705","Tue","23","Black","Male",
"SE605977","2021-10-26T00:00:00.000","910","Tue","53","White","Male",
"SE605976","2021-10-26T00:00:00.000","809","Tue","41","Black","Male",
"SE605972","2021-10-26T00:00:00.000","647","Tue","34","White","Male",
"YH120311","2021-10-26T00:00:00.000","1719","Tue","33","Asian","Male",
"EV89451","2021-10-26T00:00:00.000","1053","Tue","54","Black","Male","73"
"EV83861","2021-10-25T00:00:00.000","400","Mon","68","White","Female",
"SE605969","2021-10-25T00:00:00.000","1224","Mon","72","White","Male",
"SE605967","2021-10-25T00:00:00.000","1130","Mon","49","Black","Female",
"SE605966","2021-10-25T00:00:00.000","1130","Mon","49","Black","Female",
"SE605965","2021-10-25T00:00:00.000","1103","Mon","38","Asian","Female",
"SE605970","2021-10-25T00:00:00.000","1240","Mon","36","White","Female",
"SE605968","2021-10-25T00:00:00.000","1208","Mon","37","White","Female",
"EV68115","2021-10-24T00:00:00.000","850","Sun","62","White","Female",
"SE605959","2021-10-23T00:00:00.000","1616","Sat","65","White","Female",
"SE605960","2021-10-23T00:00:00.000","1626","Sat","65","White","Female",
"YK007486","2021-10-23T00:00:00.000","2351","Sat","31","White","Male",
"YK007487","2021-10-23T00:00:00.000","2351","Sat","31","White","Male",
"YK007176","2021-10-22T00:00:00.000","1","Fri","26","Black","Female",
"YK007175","2021-10-22T00:00:00.000","1","Fri","26","Black","Female",
"YH120394","2021-10-22T00:00:00.000","1022","Fri","55","Black","Female",
"SE605953","2021-10-22T00:00:00.000","652","Fri","42","White","Male",
"SE605952","2021-10-22T00:00:00.000","652","Fri","42","White","Male",
"SE605955","2021-10-22T00:00:00.000","652","Fri","42","White","Male",
"YK007179","2021-10-22T00:00:00.000","357","Fri","41","Black","Male","78"
"YK007177","2021-10-22T00:00:00.000","1","Fri","26","Black","Female",
"YK007178","2021-10-22T00:00:00.000","357","Fri","41","Black","Male","78"
"YH120393","2021-10-22T00:00:00.000","1022","Fri","55","Black","Female",
"SE605938","2021-10-21T00:00:00.000","1027","Thu","39","Black","Female",
"SE605948","2021-10-21T00:00:00.000","1623","Thu","32","Black","Male",
"SE605942","2021-10-21T00:00:00.000","1521","Thu","54","White","Female",
"SE605940","2021-10-21T00:00:00.000","1108","Thu","48","White","Female",
"SE605944","2021-10-21T00:00:00.000","1550","Thu","29","Black","Female",
"SE605937","2021-10-21T00:00:00.000","820","Thu","41","White","Female",
"YK018862","2021-10-21T00:00:00.000","2356","Thu","59","White","Female",
"SE605939","2021-10-21T00:00:00.000","1047","Thu","43","White","Female",
"YK018861","2021-10-21T00:00:00.000","2356","Thu","59","White","Female",
"SE605947","2021-10-21T00:00:00.000","1623","Thu","32","Black","Male",
"SE605941","2021-10-21T00:00:00.000","1134","Thu","49","White","Female",
"SE605949","2021-10-21T00:00:00.000","1623","Thu","32","Black","Male",
"SE605950","2021-10-21T00:00:00.000","1623","Thu","32","Black","Male",
"SE605946","2021-10-21T00:00:00.000","1623","Thu","32","Black","Male",
"SE605951","2021-10-21T00:00:00.000","1623","Thu","32","Black","Male",
"SE605945","2021-10-21T00:00:00.000","1550","Thu","29","Black","Female",
"SE605919","2021-10-20T00:00:00.000","923","Wed","89","White","Male",
"SE605924","2021-10-20T00:00:00.000","1245","Wed","31","White","Female",
"SE605928","2021-10-20T00:00:00.000","1509","Wed","27","White","Male",
"SE605936","2021-10-20T00:00:00.000","1635","Wed","62","White","Male",
"SE605926","2021-10-20T00:00:00.000","1245","Wed","31","White","Female",
"EV88910","2021-10-20T00:00:00.000","1830","Wed","40","White","Male",
"SE605929","2021-10-20T00:00:00.000","1509","Wed","27","White","Male",
"SE605931","2021-10-20T00:00:00.000","1550","Wed","29","White","Female",
"SE605921","2021-10-20T00:00:00.000","1103","Wed","32","Black","Female",
"SE605927","2021-10-20T00:00:00.000","1310","Wed","42","White","Male",
"SE605934","2021-10-20T00:00:00.000","1620","Wed","28","White","Male",
"SE605925","2021-10-20T00:00:00.000","1245","Wed","31","White","Female",
"SE605914","2021-10-20T00:00:00.000","806","Wed","55","White","Female",
"SE605913","2021-10-20T00:00:00.000","753","Wed","34","White","Female",
"SE605933","2021-10-20T00:00:00.000","1604","Wed","31","White","Female",
"SE605935","2021-10-20T00:00:00.000","1620","Wed","28","White","Male",
"SE605930","2021-10-20T00:00:00.000","1524","Wed","24","White","Female",
"SE605923","2021-10-20T00:00:00.000","1139","Wed","41","White","Male",
"YK018066","2021-10-20T00:00:00.000","1609","Wed","15",,"Female",
"SE605920","2021-10-20T00:00:00.000","1006","Wed","67","White","Male",
"SE605932","2021-10-20T00:00:00.000","1550","Wed","29","White","Female",
"SE605916","2021-10-20T00:00:00.000","839","Wed","75","Black","Male",
"SE605922","2021-10-20T00:00:00.000","1139","Wed","41","White","Male",
"SE605917","2021-10-20T00:00:00.000","923","Wed","89","White","Male",
"SE605915","2021-10-20T00:00:00.000","806","Wed","55","White","Female",
"SE605918","2021-10-20T00:00:00.000","923","Wed","89","White","Male",
"YK018185","2021-10-19T00:00:00.000","1440","Tue","36","Black","Male","71"
"SE605910","2021-10-19T00:00:00.000","1629","Tue","77","White","Female",
"SE605909","2021-10-19T00:00:00.000","1558","Tue","43","Black","Male",
"SE605902","2021-10-19T00:00:00.000","1227","Tue","19","White","Female",
"SE605901","2021-10-19T00:00:00.000","1213","Tue","25","Black","Male",
"SE605899","2021-10-19T00:00:00.000","1148","Tue","52","White","Male",
"SE605896","2021-10-19T00:00:00.000","1119","Tue","48","Black","Male",
"SE605911","2021-10-19T00:00:00.000","1647","Tue","36","White","Female",
"SE605906","2021-10-19T00:00:00.000","1523","Tue","41","White","Male",
"SE605907","2021-10-19T00:00:00.000","1548","Tue","50","White","Male",
"SE605892","2021-10-19T00:00:00.000","834","Tue","35","Asian","Male",
"SE605895","2021-10-19T00:00:00.000","1043","Tue","54","White","Male",
"SE605893","2021-10-19T00:00:00.000","834","Tue","35","Asian","Male",
"SE605897","2021-10-19T00:00:00.000","1125","Tue","33","White","Male",
"SE605905","2021-10-19T00:00:00.000","1523","Tue","41","White","Male",
"SE605894","2021-10-19T00:00:00.000","1024","Tue","45","Black","Female",
"YK018186","2021-10-19T00:00:00.000","1440","Tue","36","Black","Male","71"
"SE605904","2021-10-19T00:00:00.000","1511","Tue","56","White","Male",
"SE605912","2021-10-19T00:00:00.000","1647","Tue","36","White","Female",
"SE605898","2021-10-19T00:00:00.000","1125","Tue","33","White","Male",
"SE605900","2021-10-19T00:00:00.000","1157","Tue","20","White","Male",
"SE605903","2021-10-19T00:00:00.000","1511","Tue","56","White","Male",
"SE605908","2021-10-19T00:00:00.000","1548","Tue","50","White","Male",
"SE605891","2021-10-18T00:00:00.000","2130","Mon","17","Black","Male",
"SE605877","2021-10-18T00:00:00.000","1026","Mon","43","Black","Female",
"SE605888","2021-10-18T00:00:00.000","2029","Mon","36","Asian","Male",
"SE605884","2021-10-18T00:00:00.000","1204","Mon","74","White","Female",
"SE605883","2021-10-18T00:00:00.000","1130","Mon","44","Black","Female",
"SE605887","2021-10-18T00:00:00.000","1303","Mon","40","White","Female",
"SE605885","2021-10-18T00:00:00.000","1243","Mon","57","White","Male",
"SE605874","2021-10-18T00:00:00.000","945","Mon","50","White","Female",
"SE605878","2021-10-18T00:00:00.000","1026","Mon","43","Black","Female",
"SE605881","2021-10-18T00:00:00.000","1056","Mon","33","Asian","Female",
"SE605890","2021-10-18T00:00:00.000","2111","Mon","67","Black","Male",
"SE605886","2021-10-18T00:00:00.000","1252","Mon","29","White","Female",
"SE605880","2021-10-18T00:00:00.000","1056","Mon","33","Asian","Female",
"SE605875","2021-10-18T00:00:00.000","958","Mon","33","Black","Male",
"SE605876","2021-10-18T00:00:00.000","1026","Mon","43","Black","Female",
"SE605889","2021-10-18T00:00:00.000","2029","Mon","36","Asian","Male",
"SE605879","2021-10-18T00:00:00.000","1056","Mon","33","Asian","Female",
"YH120854","2021-10-17T00:00:00.000","1212","Sun","44",,"Female","72"
"YE670036","2021-10-16T00:00:00.000","1242","Sat","49","White","Female","74"
"EV76711","2021-10-16T00:00:00.000","2258","Sat","21","White","Female",
"SE605873","2021-10-16T00:00:00.000","1502","Sat","47","White","Male",
"SE605864","2021-10-15T00:00:00.000","1255","Fri","50","White","Male",
"YK018144","2021-10-15T00:00:00.000","1905","Fri","78","Asian","Female",
"SE605872","2021-10-15T00:00:00.000","2122","Fri","36","Asian","Male",
"SE605850","2021-10-15T00:00:00.000","724","Fri","51","White","Female",
"SE605867","2021-10-15T00:00:00.000","2049","Fri","78","Black","Male",
"SE605863","2021-10-15T00:00:00.000","1255","Fri","50","White","Male",
"SE605857","2021-10-15T00:00:00.000","1140","Fri","55","White","Female",
"SE605862","2021-10-15T00:00:00.000","1255","Fri","50","White","Male",
"SE605851","2021-10-15T00:00:00.000","742","Fri","40","Black","Male",
"SE605855","2021-10-15T00:00:00.000","1029","Fri","20","White","Male",
"SE605871","2021-10-15T00:00:00.000","2122","Fri","36","Asian","Male",
"SE605868","2021-10-15T00:00:00.000","2049","Fri","78","Black","Male",
"SE605847","2021-10-15T00:00:00.000","640","Fri","48","White","Male",
"YH120236","2021-10-15T00:00:00.000","935","Fri","34","White","Female",
"SE605858","2021-10-15T00:00:00.000","1140","Fri","55","White","Female",
"EV83262","2021-10-15T00:00:00.000","1711","Fri","30","Black","Female","77"
"SE605854","2021-10-15T00:00:00.000","1029","Fri","20","White","Male",
"SE605849","2021-10-15T00:00:00.000","709","Fri","77","White","Male",
"SE605848","2021-10-15T00:00:00.000","659","Fri","32","White","Female",
"YH120237","2021-10-15T00:00:00.000","935","Fri","34","White","Female",
"SE605859","2021-10-15T00:00:00.000","1140","Fri","55","White","Female",
"SE605870","2021-10-15T00:00:00.000","2122","Fri","36","Asian","Male",
"SE605866","2021-10-15T00:00:00.000","2035","Fri","54","White","Female",
"YK018984","2021-10-15T00:00:00.000","1602","Fri","32","Black","Male",
"SE605869","2021-10-15T00:00:00.000","2122","Fri","36","Asian","Male",
"SE605860","2021-10-15T00:00:00.000","1224","Fri","73","White","Female",
"SE605861","2021-10-15T00:00:00.000","1224","Fri","73","White","Female",
"SE605865","2021-10-15T00:00:00.000","1949","Fri","66","White","Male",
"SE605856","2021-10-15T00:00:00.000","1104","Fri","27","White","Male",
"SE605843","2021-10-14T00:00:00.000","1546","Thu","54","White","Male",
"SE605844","2021-10-14T00:00:00.000","1602","Thu","22","White","Male",
"SE605841","2021-10-14T00:00:00.000","1523","Thu","60","White","Female",
"EV86261","2021-10-14T00:00:00.000","1445","Thu","54",,"Male","73"
"SE605840","2021-10-14T00:00:00.000","1512","Thu","55","White","Male",
"SE605846","2021-10-14T00:00:00.000","1645","Thu","59","White","Male",
"SE605835","2021-10-14T00:00:00.000","837","Thu","34","Black","Female",
"SE605836","2021-10-14T00:00:00.000","837","Thu","34","Black","Female",
"SE605839","2021-10-14T00:00:00.000","1408","Thu","51","Black","Male",
"SE605833","2021-10-14T00:00:00.000","837","Thu","34","Black","Female",
"SE605842","2021-10-14T00:00:00.000","1537","Thu","46","White","Female",
"SE605837","2021-10-14T00:00:00.000","1349","Thu","41","White","Male",
"SE605834","2021-10-14T00:00:00.000","837","Thu","34","Black","Female",
"SE605845","2021-10-14T00:00:00.000","1620","Thu","53","Black","Male",
"YK018234","2021-10-13T00:00:00.000","9","Wed","30","Black","Male",
"SE605826","2021-10-13T00:00:00.000","712","Wed","36","White","Male",
"SE605829","2021-10-13T00:00:00.000","741","Wed","61","Black","Male",
"EV90559","2021-10-13T00:00:00.000","1215","Wed","54","Black","Male","73"
"SE605831","2021-10-13T00:00:00.000","1150","Wed","23","Black","Male",
"SE605827","2021-10-13T00:00:00.000","720","Wed","86","White","Male",
"SE605828","2021-10-13T00:00:00.000","738","Wed","37","Asian","Male",
"SE605832","2021-10-13T00:00:00.000","1150","Wed","23","Black","Male",
"SE605830","2021-10-13T00:00:00.000","1136","Wed","77","Asian","Male",
"YK007131","2021-10-13T00:00:00.000","1453","Wed","75","White","Female",
"SE605824","2021-10-12T00:00:00.000","1653","Tue","21","White","Male",
"SE605823","2021-10-12T00:00:00.000","1653","Tue","21","White","Male",
"SE605822","2021-10-12T00:00:00.000","1601","Tue","17",,"Male",
"SE605819","2021-10-12T00:00:00.000","1213","Tue","35","White","Male",
"SE605825","2021-10-12T00:00:00.000","1732","Tue","52","White","Male",
"YK018232","2021-10-12T00:00:00.000","104","Tue","27","White","Male",
"YK018233","2021-10-12T00:00:00.000","104","Tue","27","White","Male",
"YK018231","2021-10-12T00:00:00.000","104","Tue","27","White","Male",
"SE605820","2021-10-12T00:00:00.000","1213","Tue","35","White","Male",
"SE605821","2021-10-12T00:00:00.000","1601","Tue","17",,"Male",
"YK018585","2021-10-10T00:00:00.000","516","Sun","18","White","Male","74"
"SE605818","2021-10-10T00:00:00.000","1135","Sun","38","White","Female",
"SE605817","2021-10-10T00:00:00.000","1135","Sun","38","White","Female",
"YK018586","2021-10-10T00:00:00.000","516","Sun","18","White","Male","74"
"YK018584","2021-10-10T00:00:00.000","516","Sun","18","White","Male","74"
"YK018583","2021-10-10T00:00:00.000","516","Sun","18","White","Male","74"
"SE605963","2021-10-09T00:00:00.000","1454","Sat","26","Black","Male",
"SE605961","2021-10-09T00:00:00.000","1454","Sat","26","Black","Male",
"SE605964","2021-10-09T00:00:00.000","1454","Sat","26","Black","Male",
"SE605962","2021-10-09T00:00:00.000","1454","Sat","26","Black","Male",
"YK018142","2021-10-09T00:00:00.000","1608","Sat","57","White","Female",
"YK018229","2021-10-08T00:00:00.000","339","Fri","36","White","Male",
"YK018230","2021-10-08T00:00:00.000","339","Fri","36","White","Male",
"YH120310","2021-10-08T00:00:00.000","1453","Fri","20","Black","Female","75"
"YH120139","2021-10-07T00:00:00.000","1230","Thu","21","White","Male",
"YK018082","2021-10-07T00:00:00.000","1433","Thu","72","White","Female",
"YK018446","2021-10-06T00:00:00.000","1619","Wed","32","Black","Female",
"YK018445","2021-10-06T00:00:00.000","1619","Wed","32","Black","Female",
"YK018200","2021-10-06T00:00:00.000","1744","Wed","32","Black","Female",
"SE605815","2021-10-06T00:00:00.000","1537","Wed","55","White","Male",
"SE605813","2021-10-05T00:00:00.000","1809","Tue","58","White","Male",
"SE605812","2021-10-05T00:00:00.000","1751","Tue","45","Black","Male",
"YK018362","2021-10-05T00:00:00.000","155","Tue","23",,"Female",
"YK018122","2021-10-05T00:00:00.000","1550","Tue","15","White","Female","74"
"YK018123","2021-10-05T00:00:00.000","1550","Tue","15","White","Female","74"
