"day_of_the_week","race","sex","date"
"Sat","White","Female","2020-12-12T06:38:00.000"
"Sat","Unknown","Female","2020-12-12T06:38:00.000"
"Sat","White","Female","2020-12-12T05:51:48.000"
"Sat",,,"2020-12-12T05:36:00.000"
"Sat",,,"2020-12-12T01:50:00.000"
"Fri",,,"2020-12-11T22:00:00.000"
"Fri","White","Female","2020-12-11T20:15:33.000"
"Fri",,,"2020-12-11T20:12:46.000"
"Fri","White","Female","2020-12-11T19:43:06.000"
"Fri","Unknown","Female","2020-12-11T17:20:43.000"
"Fri","Unknown","Male","2020-12-11T17:12:48.000"
"Fri","Unknown","Female","2020-12-11T16:54:09.000"
"Fri","White","Female","2020-12-11T16:53:13.000"
"Fri","White","Male","2020-12-11T16:47:03.000"
"Fri",,,"2020-12-11T16:17:12.000"
"Fri","White","Female","2020-12-11T15:10:03.000"
"Fri","Black","Female","2020-12-11T14:22:00.000"
"Fri","Black","Male","2020-12-11T13:47:17.000"
"Fri","Asian","Female","2020-12-11T11:50:00.000"
"Fri","White","Male","2020-12-11T11:19:50.000"
"Fri","White","Male","2020-12-11T11:00:10.000"
"Fri","White","Female","2020-12-11T10:57:26.000"
"Fri","White","Male","2020-12-11T10:07:00.000"
"Fri","Black","Female","2020-12-11T09:09:33.000"
"Thu","White","Female","2020-12-10T20:26:44.000"
"Thu","White","Male","2020-12-10T18:28:46.000"
"Thu","White","Male","2020-12-10T18:15:32.000"
"Thu","White","Female","2020-12-10T17:35:22.000"
"Thu","White","Female","2020-12-10T17:17:10.000"
"Thu","Unknown","Female","2020-12-10T17:16:50.000"
"Thu","White","Male","2020-12-10T17:15:11.000"
"Thu","Black","Female","2020-12-10T17:02:41.000"
"Thu","Unknown","Female","2020-12-10T16:07:52.000"
"Thu","White","Male","2020-12-10T16:00:17.000"
"Thu","White","Female","2020-12-10T15:31:21.000"
"Thu","Unknown","Female","2020-12-10T14:30:12.000"
"Thu","White","Female","2020-12-10T14:20:33.000"
"Thu","White","Male","2020-12-10T13:50:31.000"
"Thu","White","Male","2020-12-10T13:43:11.000"
"Thu","White","Female","2020-12-10T13:14:05.000"
"Thu","White","Male","2020-12-10T13:10:04.000"
"Thu","Black","Female","2020-12-10T11:46:23.000"
"Thu","White","Female","2020-12-10T11:41:03.000"
"Thu","Unknown","Male","2020-12-10T10:58:11.000"
"Thu","Asian","Female","2020-12-10T09:44:57.000"
"Thu","White","Male","2020-12-10T09:36:15.000"
"Thu","Black","Female","2020-12-10T09:02:57.000"
"Thu","White","Female","2020-12-10T08:57:49.000"
"Thu","White","Female","2020-12-10T08:51:16.000"
"Thu","White","Female","2020-12-10T08:09:20.000"
"Thu","White","Male","2020-12-10T07:47:59.000"
"Thu","Black","Male","2020-12-10T03:21:49.000"
"Thu","Unknown","Female","2020-12-10T01:00:40.000"
"Thu","Unknown","Female","2020-12-10T00:17:23.000"
"Wed","White","Female","2020-12-09T23:49:40.000"
"Wed","White","Female","2020-12-09T20:49:06.000"
"Wed","White","Male","2020-12-09T19:29:00.000"
"Wed","White","Male","2020-12-09T19:23:59.000"
"Wed","Black","Male","2020-12-09T17:46:39.000"
"Wed","White","Female","2020-12-09T17:04:10.000"
"Wed","White","Male","2020-12-09T16:02:59.000"
"Wed",,,"2020-12-09T15:27:43.000"
"Wed","Unknown","Male","2020-12-09T15:15:00.000"
"Wed","Unknown","Male","2020-12-09T14:40:44.000"
"Wed","White","Male","2020-12-09T14:08:52.000"
"Wed","White","Male","2020-12-09T13:52:48.000"
"Wed","White","Male","2020-12-09T13:16:27.000"
"Wed","White","Female","2020-12-09T13:06:07.000"
"Wed","Black","Female","2020-12-09T13:00:01.000"
"Wed",,,"2020-12-09T12:23:00.000"
"Wed",,,"2020-12-09T12:21:00.000"
"Wed","White","Male","2020-12-09T12:06:19.000"
"Wed","White","Female","2020-12-09T12:00:12.000"
"Wed","Black","Female","2020-12-09T11:46:16.000"
"Wed","Asian","Female","2020-12-09T11:45:17.000"
"Wed",,,"2020-12-09T11:27:09.000"
"Wed","White","Female","2020-12-09T10:59:00.000"
"Wed","White","Female","2020-12-09T10:21:08.000"
"Wed","White","Male","2020-12-09T09:54:00.000"
"Wed","Black","Female","2020-12-09T08:43:49.000"
"Wed","Black","Male","2020-12-09T08:17:35.000"
"Wed","White","Female","2020-12-09T07:56:00.000"
"Tue","Unknown","Male","2020-12-08T23:44:54.000"
"Tue","White","Female","2020-12-08T23:44:54.000"
"Tue","White","Male","2020-12-08T22:23:00.000"
"Tue","White","Male","2020-12-08T20:36:56.000"
"Tue","White","Female","2020-12-08T20:36:56.000"
"Tue","White","Female","2020-12-08T20:32:17.000"
"Tue","Black","Female","2020-12-08T19:50:27.000"
"Tue","Black","Male","2020-12-08T18:31:29.000"
"Tue","White","Female","2020-12-08T15:44:28.000"
"Tue","White","Male","2020-12-08T15:30:00.000"
"Tue","White","Male","2020-12-08T15:27:00.000"
"Tue",,,"2020-12-08T15:10:06.000"
"Tue","Black","Female","2020-12-08T14:58:43.000"
"Tue","White","Female","2020-12-08T13:59:00.000"
"Tue",,,"2020-12-08T13:30:23.000"
"Tue","White","Female","2020-12-08T13:11:02.000"
"Tue",,,"2020-12-08T12:43:14.000"
"Tue","White","Female","2020-12-08T11:07:00.000"
"Tue","White","Female","2020-12-08T10:49:50.000"
"Tue",,,"2020-12-08T10:07:00.000"
"Tue","White","Female","2020-12-08T10:04:10.000"
"Tue","Unknown","Female","2020-12-08T09:36:36.000"
"Tue","White","Male","2020-12-08T09:12:04.000"
"Tue","White","Female","2020-12-08T09:05:00.000"
"Tue","Black","Female","2020-12-08T00:41:48.000"
"Tue","White","Female","2020-12-08T00:03:00.000"
"Mon","White","Female","2020-12-07T23:35:41.000"
"Mon","Black","Female","2020-12-07T21:58:01.000"
"Mon","Black","Male","2020-12-07T21:24:44.000"
"Mon","Unknown","Male","2020-12-07T20:27:59.000"
"Mon","Asian","Female","2020-12-07T19:01:18.000"
"Mon","Unknown","Male","2020-12-07T18:46:58.000"
"Mon","Unknown","Male","2020-12-07T18:32:02.000"
"Mon",,,"2020-12-07T18:18:54.000"
"Mon",,,"2020-12-07T18:14:36.000"
"Mon","Unknown","Male","2020-12-07T18:07:08.000"
"Mon","Black","Female","2020-12-07T17:38:20.000"
"Mon","White","Male","2020-12-07T16:53:00.000"
"Mon","White","Female","2020-12-07T16:16:59.000"
"Mon","White","Female","2020-12-07T16:00:00.000"
"Mon","White","Female","2020-12-07T15:41:46.000"
"Mon","Unknown","Male","2020-12-07T14:50:30.000"
"Mon",,,"2020-12-07T14:27:03.000"
"Mon","White","Male","2020-12-07T13:39:17.000"
"Mon","White","Female","2020-12-07T13:31:00.000"
"Mon","White","Female","2020-12-07T13:10:00.000"
"Mon","White","Female","2020-12-07T12:17:00.000"
"Mon","White","Male","2020-12-07T12:02:00.000"
"Mon","White","Male","2020-12-07T11:02:00.000"
"Mon","White","Male","2020-12-07T10:36:00.000"
"Mon","White","Female","2020-12-07T10:25:00.000"
"Mon","White","Male","2020-12-07T10:21:39.000"
"Mon","White","Male","2020-12-07T10:11:00.000"
"Mon","White","Female","2020-12-07T08:54:00.000"
"Mon","White","Male","2020-12-07T00:24:32.000"
"Sun","Black","Female","2020-12-06T20:25:15.000"
"Sun",,"Female","2020-12-06T18:14:16.000"
"Sun","Black","Female","2020-12-06T18:03:04.000"
"Sun","Unknown","Male","2020-12-06T15:17:00.000"
"Sun","Black","Male","2020-12-06T15:03:38.000"
"Sun",,,"2020-12-06T14:43:35.000"
"Sun","Black","Female","2020-12-06T13:38:00.000"
"Sun","Black","Male","2020-12-06T13:20:13.000"
"Sun","Black","Female","2020-12-06T11:53:11.000"
"Sun",,,"2020-12-06T10:46:00.000"
"Sun","White","Female","2020-12-06T10:00:34.000"
"Sun","White","Female","2020-12-06T09:33:00.000"
"Sun","White","Female","2020-12-06T08:23:22.000"
"Sun","Unknown","Male","2020-12-06T08:23:22.000"
"Sun",,,"2020-12-06T02:21:08.000"
"Sun","Black","Male","2020-12-06T02:21:08.000"
"Sat","Black","Male","2020-12-05T20:53:11.000"
"Sat","White","Female","2020-12-05T16:57:49.000"
"Sat",,,"2020-12-05T16:57:49.000"
"Sat","White","Female","2020-12-05T16:50:15.000"
"Sat",,,"2020-12-05T15:45:21.000"
"Sat",,,"2020-12-05T13:10:02.000"
"Sat","Black","Male","2020-12-05T12:52:41.000"
"Sat","Black","Male","2020-12-05T12:36:42.000"
"Sat","Black","Female","2020-12-05T12:36:42.000"
"Sat","White","Male","2020-12-05T12:03:10.000"
"Sat","White","Female","2020-12-05T11:25:20.000"
"Sat","Unknown","Male","2020-12-05T11:13:51.000"
"Sat",,,"2020-12-05T11:10:52.000"
"Sat","White","Female","2020-12-05T10:24:34.000"
"Sat","Black","Male","2020-12-05T09:48:54.000"
"Sat","White","Female","2020-12-05T09:15:30.000"
"Sat",,,"2020-12-05T07:55:44.000"
"Fri","Black","Male","2020-12-04T22:21:59.000"
"Fri",,,"2020-12-04T22:06:47.000"
"Fri","Black","Male","2020-12-04T20:33:29.000"
"Fri",,,"2020-12-04T19:30:33.000"
"Fri","Black","Female","2020-12-04T19:08:32.000"
"Fri","Black","Female","2020-12-04T18:15:30.000"
"Fri","White","Female","2020-12-04T17:57:40.000"
"Fri","White","Female","2020-12-04T16:47:06.000"
"Fri",,,"2020-12-04T16:43:09.000"
"Fri","Black","Male","2020-12-04T16:34:16.000"
"Fri",,,"2020-12-04T15:41:47.000"
"Fri","Black","Male","2020-12-04T15:15:44.000"
"Fri","White","Male","2020-12-04T15:14:47.000"
"Fri","Black","Female","2020-12-04T14:43:16.000"
"Fri","White","Male","2020-12-04T14:34:15.000"
"Fri","White","Female","2020-12-04T14:19:55.000"
"Fri","Black","Female","2020-12-04T14:12:40.000"
"Fri","Black","Male","2020-12-04T13:45:31.000"
"Fri","White","Male","2020-12-04T13:11:00.000"
"Fri","Black","Female","2020-12-04T13:07:25.000"
"Fri","Black","Female","2020-12-04T13:07:25.000"
"Fri","Black","Female","2020-12-04T13:07:25.000"
"Fri","White","Male","2020-12-04T12:44:26.000"
"Fri",,,"2020-12-04T12:39:11.000"
"Fri",,,"2020-12-04T12:34:48.000"
"Fri","Unknown","Male","2020-12-04T11:32:00.000"
"Fri","Unknown","Male","2020-12-04T11:30:00.000"
"Fri",,,"2020-12-04T11:04:04.000"
"Fri","White","Female","2020-12-04T10:43:32.000"
"Fri",,,"2020-12-04T10:25:42.000"
"Fri",,,"2020-12-04T09:04:21.000"
"Fri","Black","Male","2020-12-04T08:45:55.000"
"Fri","White","Male","2020-12-04T07:41:09.000"
"Fri",,,"2020-12-04T01:02:00.000"
"Thu",,,"2020-12-03T21:20:47.000"
"Thu","Black","Male","2020-12-03T20:27:00.000"
"Thu","Black","Male","2020-12-03T20:26:00.000"
"Thu","White","Male","2020-12-03T19:11:28.000"
"Thu","White","Male","2020-12-03T17:43:00.000"
"Thu",,,"2020-12-03T16:27:47.000"
"Thu","White","Male","2020-12-03T15:17:37.000"
"Thu","White","Female","2020-12-03T15:15:22.000"
"Thu","White","Male","2020-12-03T13:10:00.000"
"Thu","White","Female","2020-12-03T12:56:19.000"
"Thu",,,"2020-12-03T12:06:22.000"
"Thu","White","Male","2020-12-03T12:03:00.000"
"Thu","White","Male","2020-12-03T11:54:00.000"
"Thu","White","Female","2020-12-03T11:34:00.000"
"Thu","White","Male","2020-12-03T10:06:25.000"
"Thu","Black","Female","2020-12-03T09:52:48.000"
"Thu","Black","Male","2020-12-03T05:06:54.000"
"Wed","White","Female","2020-12-02T22:04:51.000"
"Wed","Black","Female","2020-12-02T19:47:08.000"
"Wed","White","Male","2020-12-02T18:52:15.000"
"Wed","White","Female","2020-12-02T18:47:15.000"
"Wed","Unknown","Male","2020-12-02T18:14:39.000"
"Wed",,,"2020-12-02T17:58:19.000"
"Wed","White","Female","2020-12-02T16:55:30.000"
"Wed","White","Female","2020-12-02T16:44:33.000"
"Wed","White","Female","2020-12-02T16:32:42.000"
"Wed","White","Female","2020-12-02T15:50:51.000"
"Wed","White","Female","2020-12-02T15:50:51.000"
"Wed","White","Female","2020-12-02T15:45:23.000"
"Wed",,,"2020-12-02T15:21:06.000"
"Wed","Black","Male","2020-12-02T14:41:50.000"
"Wed","White","Male","2020-12-02T14:16:34.000"
"Wed",,,"2020-12-02T13:56:36.000"
"Wed","White","Female","2020-12-02T12:41:15.000"
"Wed","White","Male","2020-12-02T11:16:00.000"
"Wed","Unknown","Male","2020-12-02T11:04:00.000"
"Wed","White","Male","2020-12-02T10:41:00.000"
"Wed","White","Female","2020-12-02T10:30:00.000"
"Wed","White","Male","2020-12-02T10:11:19.000"
"Wed",,,"2020-12-02T09:43:35.000"
"Wed",,,"2020-12-02T07:42:50.000"
"Wed",,,"2020-12-02T07:42:00.000"
"Wed","White","Male","2020-12-02T06:30:23.000"
"Wed","Black","Female","2020-12-02T01:53:07.000"
"Tue","Black","Male","2020-12-01T22:05:41.000"
"Tue","Unknown","Male","2020-12-01T21:54:31.000"
"Tue",,,"2020-12-01T19:35:05.000"
"Tue","White","Female","2020-12-01T19:27:35.000"
"Tue","Unknown","Female","2020-12-01T19:05:58.000"
"Tue",,,"2020-12-01T19:05:00.000"
"Tue","White","Female","2020-12-01T17:47:02.000"
"Tue","Unknown","Female","2020-12-01T17:08:36.000"
"Tue","White","Female","2020-12-01T16:05:10.000"
"Tue","Unknown","Female","2020-12-01T15:26:49.000"
"Tue","White","Male","2020-12-01T15:25:56.000"
"Tue","White","Female","2020-12-01T13:53:25.000"
"Tue",,,"2020-12-01T13:19:18.000"
"Tue","Black","Female","2020-12-01T12:59:00.000"
"Tue","White","Male","2020-12-01T12:56:54.000"
"Tue","White","Female","2020-12-01T12:24:32.000"
"Tue",,,"2020-12-01T12:13:25.000"
"Tue","White","Male","2020-12-01T11:22:29.000"
"Tue","White","Male","2020-12-01T10:56:20.000"
"Tue","White","Male","2020-12-01T10:39:31.000"
"Tue","White","Female","2020-12-01T10:08:30.000"
"Tue","White","Female","2020-12-01T09:23:47.000"
"Tue","White","Female","2020-12-01T09:15:53.000"
"Tue","White","Female","2020-12-01T09:15:53.000"
"Tue","White","Female","2020-12-01T09:15:53.000"
"Tue","White","Male","2020-12-01T09:14:00.000"
"Tue","White","Female","2020-12-01T08:45:08.000"
"Tue",,,"2020-12-01T08:18:46.000"
"Tue","White","Male","2020-12-01T07:34:03.000"
"Tue","White","Male","2020-12-01T05:18:36.000"
"Mon",,,"2020-11-30T21:17:26.000"
"Mon","Black","Male","2020-11-30T20:02:52.000"
"Mon","White","Female","2020-11-30T18:03:00.000"
"Mon","Unknown","Female","2020-11-30T16:10:01.000"
"Mon","White","Female","2020-11-30T15:41:11.000"
"Mon","Unknown","Male","2020-11-30T15:10:26.000"
"Mon","White","Female","2020-11-30T13:45:16.000"
"Mon","White","Male","2020-11-30T13:45:16.000"
"Mon","White","Male","2020-11-30T13:06:32.000"
"Mon","White","Female","2020-11-30T11:32:39.000"
"Mon","White","Female","2020-11-30T08:40:13.000"
"Mon","White","Female","2020-11-30T06:27:13.000"
"Mon","White","Male","2020-11-30T06:27:13.000"
"Sun","Black","Female","2020-11-29T19:22:00.000"
"Sun","White","Male","2020-11-29T17:11:51.000"
"Sun","White","Male","2020-11-29T17:06:15.000"
"Sun","Black","Female","2020-11-29T15:28:35.000"
"Sun",,"Female","2020-11-29T14:01:52.000"
"Sun","White","Female","2020-11-29T12:44:42.000"
"Sun","White","Female","2020-11-29T11:41:05.000"
"Sun","White","Male","2020-11-29T10:41:00.000"
"Sun","Unknown","Female","2020-11-29T10:12:06.000"
"Sun",,,"2020-11-29T09:27:23.000"
"Sun","White","Male","2020-11-29T09:05:30.000"
"Sun",,,"2020-11-29T04:43:51.000"
"Sun",,,"2020-11-29T04:43:51.000"
"Sun",,,"2020-11-29T01:27:32.000"
"Sat","White","Male","2020-11-28T20:22:15.000"
"Sat",,,"2020-11-28T19:14:06.000"
"Sat",,,"2020-11-28T19:06:00.000"
"Sat",,"Male","2020-11-28T17:31:35.000"
"Sat",,,"2020-11-28T17:17:18.000"
"Sat","White","Male","2020-11-28T17:00:00.000"
"Sat","White","Female","2020-11-28T16:40:07.000"
"Sat","White","Female","2020-11-28T16:25:49.000"
"Sat","Black","Female","2020-11-28T16:17:23.000"
"Sat","Black","Male","2020-11-28T15:52:01.000"
"Sat","Black","Female","2020-11-28T15:41:31.000"
"Sat","White","Male","2020-11-28T15:31:08.000"
"Sat",,,"2020-11-28T15:24:00.000"
"Sat",,"Male","2020-11-28T13:37:32.000"
"Sat","Black","Male","2020-11-28T10:39:17.000"
"Sat","Black","Male","2020-11-28T09:31:00.000"
"Sat","Black","Male","2020-11-28T02:15:11.000"
"Sat","White","Male","2020-11-28T02:15:11.000"
"Sat","Black","Female","2020-11-28T02:15:11.000"
"Fri","White","Female","2020-11-27T23:27:17.000"
"Fri","White","Male","2020-11-27T22:00:40.000"
"Fri","White","Male","2020-11-27T20:16:35.000"
"Fri","White","Male","2020-11-27T15:46:00.000"
"Fri","White","Female","2020-11-27T15:41:09.000"
"Fri","Unknown","Male","2020-11-27T15:38:58.000"
"Fri","White","Female","2020-11-27T14:13:32.000"
"Fri","White","Male","2020-11-27T12:36:52.000"
"Fri",,,"2020-11-27T12:15:00.000"
"Fri",,,"2020-11-27T10:27:34.000"
"Fri","White","Female","2020-11-27T09:35:00.000"
"Fri","Black","Female","2020-11-27T09:13:50.000"
"Fri","White","Male","2020-11-27T08:21:12.000"
"Thu","Black","Male","2020-11-26T23:25:06.000"
"Thu","Black","Female","2020-11-26T22:12:52.000"
"Thu","Black","Female","2020-11-26T18:40:06.000"
"Thu","White","Male","2020-11-26T17:56:02.000"
"Thu","Black","Female","2020-11-26T17:38:04.000"
"Thu","Black","Female","2020-11-26T15:17:22.000"
"Thu","White","Male","2020-11-26T13:57:54.000"
"Thu","White","Female","2020-11-26T13:57:54.000"
"Thu","Unknown","Male","2020-11-26T13:27:00.000"
"Thu","White","Female","2020-11-26T09:19:41.000"
"Wed","Black","Male","2020-11-25T22:45:26.000"
"Wed","White","Female","2020-11-25T18:52:31.000"
"Wed","White","Female","2020-11-25T17:36:00.000"
"Wed",,,"2020-11-25T16:50:00.000"
"Wed","White","Female","2020-11-25T14:43:40.000"
"Wed",,"Male","2020-11-25T13:55:20.000"
"Wed","Unknown","Female","2020-11-25T13:38:05.000"
"Wed","White","Male","2020-11-25T12:38:00.000"
"Wed","White","Female","2020-11-25T10:30:12.000"
"Wed","White","Male","2020-11-25T10:16:00.000"
"Wed","White","Female","2020-11-25T09:46:00.000"
"Wed","White","Male","2020-11-25T09:36:18.000"
"Wed","White","Male","2020-11-25T09:24:44.000"
"Wed","Black","Female","2020-11-25T08:44:00.000"
"Wed",,,"2020-11-25T05:18:00.000"
"Wed","White","Male","2020-11-25T01:29:57.000"
"Tue","Black","Female","2020-11-24T21:37:09.000"
"Tue","Black","Female","2020-11-24T20:47:38.000"
"Tue","White","Male","2020-11-24T20:07:08.000"
"Tue","Black","Female","2020-11-24T19:22:49.000"
"Tue","Black","Female","2020-11-24T18:20:03.000"
"Tue","Black","Male","2020-11-24T18:14:56.000"
"Tue","Black","Male","2020-11-24T18:04:52.000"
"Tue","Unknown","Female","2020-11-24T17:38:40.000"
"Tue",,"Female","2020-11-24T17:30:19.000"
"Tue","White","Male","2020-11-24T16:34:52.000"
"Tue","White","Female","2020-11-24T16:25:59.000"
"Tue",,,"2020-11-24T16:25:59.000"
"Tue","Unknown","Female","2020-11-24T15:31:36.000"
"Tue",,,"2020-11-24T14:49:06.000"
"Tue","Unknown","Female","2020-11-24T14:36:14.000"
"Tue","Unknown","Female","2020-11-24T14:32:00.000"
"Tue","White","Female","2020-11-24T13:27:06.000"
"Tue",,,"2020-11-24T13:25:43.000"
"Tue","Black","Female","2020-11-24T12:11:14.000"
"Tue","Unknown","Female","2020-11-24T11:58:00.000"
"Tue","White","Male","2020-11-24T11:55:00.000"
"Tue",,"Female","2020-11-24T11:28:41.000"
"Tue","White","Female","2020-11-24T11:28:41.000"
"Tue","White","Male","2020-11-24T10:59:00.000"
"Tue","White","Female","2020-11-24T09:22:00.000"
"Tue","Asian","Female","2020-11-24T09:01:00.000"
"Tue","White","Female","2020-11-24T06:57:37.000"
"Mon","Black","Male","2020-11-23T22:02:22.000"
"Mon","Black","Female","2020-11-23T20:58:00.000"
"Mon","Black","Female","2020-11-23T19:36:00.000"
"Mon","Black","Female","2020-11-23T17:36:00.000"
"Mon",,,"2020-11-23T17:06:00.000"
"Mon",,"Female","2020-11-23T17:03:01.000"
"Mon",,,"2020-11-23T16:05:45.000"
"Mon","Unknown","Female","2020-11-23T15:09:18.000"
"Mon","Black","Male","2020-11-23T15:04:14.000"
"Mon","White","Male","2020-11-23T14:49:12.000"
"Mon","Unknown","Female","2020-11-23T14:42:18.000"
"Mon","Unknown","Female","2020-11-23T14:42:00.000"
"Mon","Black","Female","2020-11-23T14:30:33.000"
"Mon","White","Female","2020-11-23T14:10:45.000"
"Mon","Black","Female","2020-11-23T13:27:28.000"
"Mon","White","Male","2020-11-23T13:07:00.000"
"Mon","White","Female","2020-11-23T13:01:49.000"
"Mon","White","Male","2020-11-23T11:39:00.000"
"Mon","Black","Female","2020-11-23T11:29:40.000"
"Mon",,,"2020-11-23T11:21:19.000"
"Mon","White","Female","2020-11-23T10:36:31.000"
"Mon","White","Male","2020-11-23T10:30:54.000"
"Mon","White","Male","2020-11-23T10:21:00.000"
"Mon","Black","Female","2020-11-23T10:20:57.000"
"Mon","Black","Female","2020-11-23T10:03:56.000"
"Mon","Black","Male","2020-11-23T09:32:17.000"
"Mon","White","Female","2020-11-23T09:32:17.000"
"Mon","Black","Male","2020-11-23T07:24:54.000"
"Mon","Black","Male","2020-11-23T00:37:20.000"
"Mon","Black","Male","2020-11-23T00:37:20.000"
"Sun","White","Male","2020-11-22T21:00:00.000"
"Sun","Unknown","Male","2020-11-22T20:48:11.000"
"Sun","White","Male","2020-11-22T18:47:44.000"
"Sun","White","Female","2020-11-22T17:34:27.000"
"Sun","Unknown","Male","2020-11-22T17:26:14.000"
"Sun","White","Female","2020-11-22T15:32:40.000"
"Sun",,"Male","2020-11-22T15:04:57.000"
"Sun","White","Female","2020-11-22T09:18:22.000"
"Sun","White","Male","2020-11-22T08:49:55.000"
"Sun",,,"2020-11-22T08:46:15.000"
"Sun","White","Male","2020-11-22T08:46:15.000"
"Sun","White","Male","2020-11-22T08:20:02.000"
"Sun","Black","Male","2020-11-22T07:57:19.000"
"Sat","White","Male","2020-11-21T23:08:39.000"
"Sat","White","Male","2020-11-21T22:38:00.000"
"Sat","White","Male","2020-11-21T22:04:43.000"
"Sat","Black","Female","2020-11-21T19:31:33.000"
"Sat",,,"2020-11-21T17:11:00.000"
"Sat",,,"2020-11-21T16:23:27.000"
"Sat","White",,"2020-11-21T15:05:48.000"
"Sat","White","Male","2020-11-21T15:05:48.000"
"Sat","White","Female","2020-11-21T14:49:30.000"
"Sat","Black","Female","2020-11-21T14:10:00.000"
"Sat","Unknown","Female","2020-11-21T13:37:54.000"
"Sat","White","Female","2020-11-21T13:28:00.000"
"Sat",,,"2020-11-21T13:23:50.000"
"Sat","Unknown","Male","2020-11-21T13:09:00.000"
"Sat","White","Female","2020-11-21T12:59:04.000"
"Sat","White","Female","2020-11-21T12:53:57.000"
"Sat","White","Female","2020-11-21T12:01:00.000"
"Sat",,,"2020-11-21T11:42:00.000"
"Sat","White","Female","2020-11-21T11:18:00.000"
"Sat","White","Female","2020-11-21T10:54:25.000"
"Sat",,"Female","2020-11-21T10:29:49.000"
"Sat","Black","Female","2020-11-21T09:43:00.000"
"Sat",,"Female","2020-11-21T09:28:46.000"
"Sat","White","Female","2020-11-21T08:56:20.000"
"Sat","Black","Female","2020-11-21T08:40:11.000"
"Sat","Black","Male","2020-11-21T08:37:01.000"
"Sat","Unknown","Male","2020-11-21T08:35:13.000"
"Sat",,,"2020-11-21T04:01:00.000"
"Sat",,,"2020-11-21T01:34:52.000"
"Fri","Black","Female","2020-11-20T21:36:45.000"
"Fri",,,"2020-11-20T19:49:55.000"
"Fri","White","Male","2020-11-20T19:18:22.000"
"Fri","Unknown","Female","2020-11-20T17:32:53.000"
"Fri","White","Male","2020-11-20T17:30:00.000"
"Fri","White","Male","2020-11-20T17:21:10.000"
"Fri","White","Male","2020-11-20T17:07:01.000"
"Fri","White","Female","2020-11-20T17:07:01.000"
"Fri","Unknown","Female","2020-11-20T17:03:13.000"
"Fri","Black","Male","2020-11-20T17:00:00.000"
