"record_type","vin","registration_class","city","state","zip","county","model_year","make","body_type","fuel_type","unladen_weight","maximum_gross_weight","passengers","reg_valid_date","reg_expiration_date","color","scofflaw_indicator","suspension_indicator","revocation_indicator"
"TRL","990","TRL","HONEOYE","NY","14471","ONTARIO","1983","DILLO","TRLR","NONE",,"5000",,"2022-07-19T00:00:00.000","2022-12-31T00:00:00.000","RD","N","N","N"
"VEH","99Y116590","PAS","WOODSTOCK","NY","12498","ULSTER","1946","FORD","PICK","GAS",,"4701",,"2022-07-09T00:00:00.000","2024-08-16T00:00:00.000","BK/GR","N","N","N"
"VEH","99Y06709","PSD","WATKINS GLEN","NY","14891","SCHUYLER","1989","CATER","RBM","DIESEL","45150",,,"2014-08-06T00:00:00.000",,"YW","N","N","N"
"VEH","99Y06198","SPC","GOUVERNEUR","NY","13642","ST LAWRENCE","1989","CAT","P/SH","DIESEL","15000",,,"2021-12-20T00:00:00.000","2022-12-31T00:00:00.000","YW","N","N","N"
"VEH","99Y05960","PSD","KINGS PARK","NY","11754","SUFFOLK","1988","CATER","P/SH","GAS","43000",,,"2014-10-07T00:00:00.000",,"YW","N","N","N"
"VEH","99Y05563","SPC","HUNTINGTON STA","NY","11746","SUFFOLK","1988","CATER","P/SH","DIESEL","45000",,,"2021-12-15T00:00:00.000","2022-12-31T00:00:00.000","YW","N","N","N"
"VEH","99Y05395","SPC","VERNON CTR","NY","13477","ONEIDA","1987","CATER","RBM","GAS","40000",,,"2021-10-19T00:00:00.000","2022-12-31T00:00:00.000","YW","N","N","N"
"VEH","99Y03431","PSD","MANHASSET","NY","11030","NASSAU","1985","CATER","UTIL","DIESEL","43424",,,"2014-08-06T00:00:00.000",,"YW","N","N","N"
"VEH","99Y02710","SPC","MACEDON","NY","14502","WAYNE","1983","CATER","RBM","DIESEL","45000",,,"2021-11-01T00:00:00.000","2022-12-31T00:00:00.000","YW","N","N","N"
"VEH","99Y02297","SPC","ELMA","NY","14059","ERIE","1982","CATER","RBM","DIESEL","44000",,,"2021-12-07T00:00:00.000","2022-12-31T00:00:00.000","YW","N","N","N"
"VEH","99X5668AR","PAS","GLEN HEAD","NY","11545","NASSAU","1988","ROVER","2DSD","GAS","3700",,,"2022-05-29T00:00:00.000","2024-03-05T00:00:00.000","BL","N","N","N"
"VEH","99X15711AR","PAS","EAST HAMPTON","NY","11937","SUFFOLK","1990","ROV","2DSD","GAS","1496",,,"2021-12-02T00:00:00.000","2023-12-01T00:00:00.000","RD","N","N","N"
"VEH","99X13281AR","HIS","QUEENS VLG","NY","11429","QUEENS","1989","MINI","2DSD","GAS","1499",,,"2022-06-08T00:00:00.000","2023-06-12T00:00:00.000","MR","N","N","N"
"VEH","99XA110666AR","PAS","REGO PARK","NY","11374","QUEENS","1989","MINI","2DSD","GAS","1499",,,"2022-03-22T00:00:00.000","2024-04-09T00:00:00.000","TN","N","N","N"
"VEH","99T80131","PAS","HOLLAND","NY","14080","ERIE","1939","FORD","STAK","GAS","5500",,,"2021-03-30T00:00:00.000","2023-05-04T00:00:00.000","BR","N","N","N"
"VEH","99T7227865","COM","CORINTH","NY","12822","SARATOGA","1947","FORD","FLAT","GAS",,"9500",,"2021-04-20T00:00:00.000","2023-07-15T00:00:00.000","BK","N","N","N"
"VEH","99T659993","FAR","KENT","NY","14477","ORLEANS","1945","FORD","STAK","GAS","5700",,,"2021-12-23T00:00:00.000","2022-12-31T00:00:00.000","GR","N","N","N"
"VEH","99T649725","HIS","ATHENS","NY","12015","GREENE","1942","FORD","2DSD","GAS","3701",,,"2022-04-02T00:00:00.000","2023-03-16T00:00:00.000","GR","N","N","N"
"VEH","99T649481","HIS","SAG HARBOR","NY","11963","SUFFOLK","1945","FORD","2DSD","GAS","5500",,,"2021-12-17T00:00:00.000","2022-12-16T00:00:00.000","GR","N","N","N"
"VEH","99T547911","HIS","SCHOHARIE","NY","12157","SCHOHARIE","1942","FORD","STAK","GAS","8000",,,"2021-08-27T00:00:00.000","2022-08-26T00:00:00.000","GR/BK","N","N","N"
"VEH","99T482045","HIS","SOUND BEACH","NY","11789","SUFFOLK","1941","FORD","PICK","GAS","5500",,,"2022-06-14T00:00:00.000","2023-06-13T00:00:00.000","GR","N","N","N"
"VEH","99T351040","HIS","BREWSTER","NY","10509","PUTNAM","1941","FORD","PICK","GAS","1468",,,"2022-06-19T00:00:00.000","2023-06-21T00:00:00.000","BK","N","N","N"
"VEH","99T337782","PAS","LAKE LUZERNE","NY","12846","WARREN","1941","FORD","PICK","GAS",,"5001",,"2021-10-14T00:00:00.000","2023-10-13T00:00:00.000","RD","N","N","N"
"VEH","99T254215","HIS","WEBSTER","NY","14580","MONROE","1940","FORD","VAN","GAS","3500",,,"2021-07-28T00:00:00.000","2022-09-22T00:00:00.000","RD","N","N","N"
"VEH","99T201045","HIS","SAUGERTIES","NY","12477","ULSTER","1940","FORD","SUBN","GAS","3100",,,"2022-03-16T00:00:00.000","2023-03-19T00:00:00.000","BK","N","N","N"
"VEH","99T01H137899","PAS","LANCASTER","NY","14086","ERIE","1969","FORD","2DSD","GAS","2948",,,"2021-05-10T00:00:00.000","2023-07-22T00:00:00.000","BL","N","N","N"
"TRL","99RR261","LTR","LIMA","NY","14485","LIVINGSTON","1969","HCL","LTRL","NONE",,"1700",,"2022-03-21T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"VEH","99N301223","PAS","BINGHAMTON","NY","13905","BROOME","1946","FORD","2DSD","GAS","3149",,,"2022-05-12T00:00:00.000","2024-05-26T00:00:00.000","BK","N","N","N"
"BOAT","99M020483225","BOT","SHIRLEY","NY","11967","SUFFOLK","1983","SE/RA","BOAT","GAS",,,,"2021-07-26T00:00:00.000","2024-06-30T00:00:00.000",,"N","N","N"
"VEH","99J2019","HIS","PLEASANT VALLE","NY","12569","DUTCHESS","1951","ALLAR","CONV","GAS","2480",,,"2022-07-20T00:00:00.000","2023-09-18T00:00:00.000","BL","N","N","N"
"VEH","99H218224","SRF","DELEVAN","NY","14042","CATTARAUGUS","1940","FORD","2DSD","GAS","2614",,,"2022-07-25T00:00:00.000","2024-09-28T00:00:00.000","YW","N","N","N"
"BOAT","99HCMGA11004","BOT","HAUPPAUGE","NY","11788","SUFFOLK","1999","GASKI","BOAT","DIESEL",,,,"2021-04-04T00:00:00.000","2024-04-30T00:00:00.000",,"N","N","N"
"VEH","99G128","PSD","SANGERFIELD","NY","13455","ONEIDA","1966","CATER","RBM","GAS","35600",,,"2014-08-01T00:00:00.000",,"YW","N","N","N"
"VEH","99E9225","PSD","SKANEATELES","NY","13152","ONONDAGA","1964","CATER","RBM","DIESEL","24000",,,"2014-10-08T00:00:00.000",,"YW","N","N","N"
"VEH","99E8755","PSD","FT COVINGTON","NY","12937","FRANKLIN","1966","CATER","RBM","DIESEL","28000",,,"2014-07-09T00:00:00.000",,"NOCL","N","N","N"
"VEH","99E8231","PSD","AMSTERDAM","NY","12010","MONTGOMERY","1964","CATER","RBM","DIESEL",,,,"2014-07-24T00:00:00.000",,"NOCL","N","N","N"
"VEH","99E7957","PSD","BOLIVAR","NY","14715","ALLEGANY","1963","CATER","????","GAS",,,,"2014-12-31T00:00:00.000",,"YW","N","N","N"
"VEH","99E7947","PSD","SCHOHARIE","NY","12157","SCHOHARIE","1964","CMG","????","DIESEL","26100",,,"2014-06-26T00:00:00.000",,"LT BK","N","N","N"
"VEH","99E5791","PSD","BYRON","NY","14422","GENESEE","1962","MOTGR","RBM","DIESEL",,,,"2014-07-07T00:00:00.000",,"YW","N","N","N"
"VEH","99E5365","PSD","SAVANNAH","NY","13146","WAYNE","1962","CATER","????","DIESEL",,,,"2014-09-23T00:00:00.000",,"NOCL","N","N","N"
"VEH","99E2159","PSD","MASSENA","NY","13662","ST LAWRENCE","1960","CATER","RBM","DIESEL","21500",,,"2015-03-06T00:00:00.000",,"YW","N","N","N"
"VEH","99E13561","PSD","CAMDEN","NY","13316","ONEIDA","1965","CARER","RBM","DIESEL",,,,"2014-07-09T00:00:00.000",,"NOCL","N","N","N"
"VEH","99E12920","PSD","CINCINNATUS","NY","13040","CORTLAND","1965","CATER","RBM","DIESEL","22000",,,"2014-10-07T00:00:00.000",,"YW","N","N","N"
"VEH","99E11091","PSD","CATO","NY","13033","CAYUGA","1964","CATER","????","GAS",,,,"2014-07-25T00:00:00.000",,"NOCL","N","N","N"
"VEH","99E10505","PSD","SCHOHARIE","NY","12157","SCHOHARIE","1964","CAT","RBM","DIESEL","32000",,,"2014-09-30T00:00:00.000",,"YW","N","N","N"
"VEH","99E10349","PSD","NORTH HUDSON","NY","12855","ESSEX","1964","CAT","????","GAS",,,,"2014-07-14T00:00:00.000",,"NOCL","N","N","N"
"VEH","99C694211","PAS","BLASDELL","NY","14219","ERIE","1948","FORD","2DSD","GAS","3440",,,"2021-05-20T00:00:00.000","2023-06-14T00:00:00.000","RD","N","N","N"
"VEH","99C689727","HIS","CASTORLAND","NY","13620","LEWIS","1946","FORD","PICK","GAS","3700",,,"2022-03-29T00:00:00.000","2023-05-30T00:00:00.000","RD","N","N","N"
"VEH","99C678962","HIS","DELANCEY","NY","13752","DELAWARE","1946","FORD","PICK","GAS","3500",,,"2022-06-10T00:00:00.000","2023-07-10T00:00:00.000","BL","N","N","N"
"VEH","99C666707","PAS","RIVERHEAD","NY","11901","SUFFOLK","1946","FORD","PICK","GAS",,"2600",,"2021-01-21T00:00:00.000","2022-11-23T00:00:00.000","GR","N","N","N"
"VEH","99C647488","HIS","BALLSTON SPA","NY","12020","SARATOGA","1947","FORD","PICK","GAS","4100",,,"2022-05-31T00:00:00.000","2023-06-23T00:00:00.000","BK","N","N","N"
"VEH","99C635057","HIS","GLENMONT","NY","12077","ALBANY","1947","FORD","PICK","FLEX","4000",,,"2022-04-06T00:00:00.000","2023-04-12T00:00:00.000","BK","N","N","N"
"VEH","99B1278240","PAS","CENTRAL SQUARE","NY","13036","OSWEGO","1941","FORD","CONV","GAS","3010",,,"2022-06-07T00:00:00.000","2024-07-11T00:00:00.000","WH","N","N","N"
"BOAT","99B00247M50B","BOT","N COLLINS","NY","14111","ERIE","1980","SE/SP","BOAT","GAS",,,,"2020-05-15T00:00:00.000","2023-04-30T00:00:00.000",,"N","N","N"
"VEH","99A98339","SRF","HILTON","NY","14468","MONROE","1946","FORD","SEDN","GAS","3050",,,"2021-04-16T00:00:00.000","2023-06-24T00:00:00.000","MR/BK","N","N","N"
"VEH","99A967946","SRF","WEST SENECA","NY","14224","ERIE","1946","FORD","2DSD","GAS","3133",,,"2021-04-29T00:00:00.000","2023-04-24T00:00:00.000","RD","N","N","N"
"VEH","99A963694","SRF","PENFIELD","NY","14526","MONROE","1947","FORD","2DSD","GAS","3066",,,"2020-08-23T00:00:00.000","2022-08-22T00:00:00.000","BK","N","N","N"
"VEH","99A943931","SRF","EARLTON","NY","12058","GREENE","1946","FORD","2DSD","GAS","3120",,,"2021-04-27T00:00:00.000","2023-05-06T00:00:00.000","MR","N","N","N"
"VEH","99A885130","PAS","CLARENCE","NY","14031","ERIE","1946","FORD","2DSD","GAS","3190",,,"2021-06-04T00:00:00.000","2023-06-24T00:00:00.000","BL","N","N","N"
"VEH","99A855098","SRF","ELIZABETHTOWN","NY","12932","ESSEX","1946","FORD","2DSD","GAS","3194",,,"2020-09-16T00:00:00.000","2022-09-14T00:00:00.000","BK","N","N","N"
"VEH","99A852130","PAS","PLATTSBURGH","NY","12901","CLINTON","1940","FORD","2DSD","GAS","2653",,,"2020-08-17T00:00:00.000","2022-08-18T00:00:00.000","MR","N","N","N"
"VEH","99A850957","PAS","POUGHKEEPSIE","NY","12603","DUTCHESS","1946","FORD","2DSD","GAS","3212",,,"2021-08-25T00:00:00.000","2023-09-10T00:00:00.000","BK","N","N","N"
"VEH","99A817994","PAS","MORAVIA","NY","13118","CAYUGA","1946","FORD","PICK","GAS",,"3211",,"2021-05-10T00:00:00.000","2023-06-13T00:00:00.000","GR","N","N","N"
"VEH","99A802809","HIS","KINGSTON","NY","12401","ULSTER","1946","FORD","2DSD","GAS","3065",,,"2022-05-16T00:00:00.000","2023-03-19T00:00:00.000","BK","N","N","N"
"VEH","99A76639","HIS","MERRICK","NY","11566","NASSAU","1939","MERCU","CONV","GAS","3194",,,"2021-09-16T00:00:00.000","2022-09-15T00:00:00.000","MR","N","N","N"
"VEH","99A741694","PAS","PORT JEFFERSON","NY","11776","SUFFOLK","1946","FORD","2DSD","GAS","3194",,,"2021-01-21T00:00:00.000","2023-01-20T00:00:00.000","BL","N","N","N"
"VEH","99A726092","PAS","WEST HURLEY","NY","12491","ULSTER","1946","FORD","PICK","GAS",,"3302",,"2020-09-08T00:00:00.000","2022-09-07T00:00:00.000","BK","N","N","N"
"VEH","99A71926","PAS","SEAFORD","NY","11783","NASSAU","1931","FORD","2DSD","GAS","2080",,,"2021-06-11T00:00:00.000","2023-07-21T00:00:00.000","RD","N","N","N"
"VEH","99A714896","HIS","CAMILLUS","NY","13031","ONONDAGA","1946","FORD","2DSD","GAS","2920",,,"2022-06-07T00:00:00.000","2023-07-10T00:00:00.000","GY","N","N","N"
"VEH","99A707695","HIS","EAST MORICHES","NY","11940","SUFFOLK","1946","FORD","2DSD","GAS","3818",,,"2021-12-07T00:00:00.000","2022-12-06T00:00:00.000","BK","N","N","N"
"VEH","99A662531","PAS","STAMFORD","NY","12167","DELAWARE","1946","MERCU","2DSD","GAS","2850",,,"2021-05-25T00:00:00.000","2023-06-21T00:00:00.000","BK","N","N","N"
"VEH","99A659872","PAS","COOPERSTOWN","NY","13326","OTSEGO","1946","FORD","4DSD","GAS","3300",,,"2021-06-01T00:00:00.000","2023-06-06T00:00:00.000","GR","N","N","N"
"VEH","99A650396","PAS","BLASDELL","NY","14219","ERIE","1946","FORD","2DSD","GAS","3780",,,"2021-08-27T00:00:00.000","2023-09-02T00:00:00.000","RD","N","N","N"
"VEH","99A65028039191","HIS","W ISLIP","NY","11795","SUFFOLK","1946","FORD","CONV","GAS","3280",,,"2022-04-08T00:00:00.000","2023-05-27T00:00:00.000","RD","N","N","N"
"VEH","99A470282","HIS","CARMEL","NY","10512","PUTNAM","1942","MERCU","SUBN","GAS","3100",,,"2022-04-27T00:00:00.000","2023-06-18T00:00:00.000","MR","N","N","N"
"VEH","99A46930","PAS","ROCHESTER","NY","14607","MONROE","1939","MERCU","4DSD","GAS","3013",,,"2022-06-07T00:00:00.000","2024-07-01T00:00:00.000","BL","N","N","N"
"VEH","99A439306","PAS","CLARENCE CENTE","NY","14032","ERIE","1941","MERCU","4DSD","GAS","3268",,,"2022-06-24T00:00:00.000","2024-06-23T00:00:00.000","RD","N","N","N"
"VEH","99A35946","HIS","PENFIELD","NY","14526","MONROE","1939","MERCU","2DSD","GAS","3887",,,"2022-04-21T00:00:00.000","2023-05-12T00:00:00.000","GY","N","N","N"
"VEH","99A349183","PAS","DEER PARK","NY","11729","SUFFOLK","1941","FORD","PICK","GAS",,"3188",,"2021-07-06T00:00:00.000","2023-07-05T00:00:00.000","MR","N","N","N"
"VEH","99A258409","PAS","MARIETTA","NY","13110","ONONDAGA","1940","MERCU","2DSD","GAS","3008",,,"2021-05-26T00:00:00.000","2023-07-16T00:00:00.000","BK","N","N","N"
"VEH","99A251265","HIS","ENDICOTT","NY","13760","BROOME","1940","FORD","2DSD","GAS","3150",,,"2022-05-04T00:00:00.000","2023-05-03T00:00:00.000","RD","N","N","N"
"VEH","99A244211","HIS","ROCKVILLE CTR","NY","11570","NASSAU","1940","MERCU","2DSD","GAS","3008",,,"2021-09-25T00:00:00.000","2022-12-14T00:00:00.000","BK","N","N","N"
"VEH","99A229665","PAS","ADDISON","NY","14801","STEUBEN","1942","FORD","PICK","GAS",,"2904",,"2021-10-12T00:00:00.000","2023-11-20T00:00:00.000","BK","N","N","N"
"VEH","99A227860","PAS","EAST GREENBUSH","NY","12061","RENSSELAER","1948","FORD","2DSD","GAS","3920",,,"2022-06-07T00:00:00.000","2024-07-12T00:00:00.000","BK","N","N","N"
"VEH","99A2271687","PAS","WATERLOO","NY","13165","SENECA","1948","FORD","2DSD","GAS","3920",,,"2021-05-27T00:00:00.000","2023-05-26T00:00:00.000","BR","N","N","N"
"VEH","99A2200558","PAS","ELMA","NY","14059","ERIE","1948","FORD","CONV","GAS","3225",,,"2021-07-29T00:00:00.000","2023-09-02T00:00:00.000","TN","N","N","N"
"VEH","99A193184","PAS","HANNACROIX","NY","12087","GREENE","1940","MERCU","CONV","GAS","2996",,,"2021-03-24T00:00:00.000","2023-04-18T00:00:00.000","BL","N","N","N"
"VEH","99A183910","SRF","FREEPORT","NY","11520","NASSAU","1940","MERCU","2DSD","GAS","3420",,,"2022-07-19T00:00:00.000","2024-02-16T00:00:00.000","BK","N","N","N"
"VEH","99A177337","HIS","MONGAUP VALLEY","NY","12762","SULLIVAN","1940","MERCU","4DSD","GAS","3077",,,"2022-02-23T00:00:00.000","2022-10-25T00:00:00.000","GY","N","N","N"
"VEH","99A1702313","PAS","BUFFALO","NY","14224","ERIE","1947","FORD","2DSD","GAS","3250",,,"2022-04-21T00:00:00.000","2024-05-05T00:00:00.000","RD","N","N","N"
"VEH","99A1537329","PAS","TROY","NY","12182","RENSSELAER","1947","FORD","2DSD","GAS","3045",,,"2022-07-14T00:00:00.000","2022-10-16T00:00:00.000","RD","N","N","N"
"VEH","99A14618","HIS","WEST BABYLON","NY","11704","SUFFOLK","1939","MERCU","4DSD","GAS","3057",,,"2021-08-18T00:00:00.000","2022-09-08T00:00:00.000","RD","N","N","N"
"VEH","99A1400793","HIS","GLEN COVE","NY","11542","NASSAU","1946","FORD","SUBN","GAS","3500",,,"2022-05-10T00:00:00.000","2023-06-04T00:00:00.000","BK","N","N","N"
"VEH","99A1400264","SRF","HAINES FALLS","NY","12436","GREENE","1946","FORD","2DSD","GAS","3146",,,"2021-04-19T00:00:00.000","2023-06-03T00:00:00.000","BR","N","N","N"
"VEH","99A1395329","HIS","SCHOHARIE","NY","12157","SCHOHARIE","1946","FORD","2DSD","GAS","3196",,,"2022-06-21T00:00:00.000","2023-05-30T00:00:00.000","RD","N","N","N"
"VEH","99A1340041","PAS","CENTRAL SQUARE","NY","13036","OSWEGO","1941","FORD","2DSD","GAS","2717",,,"2021-05-20T00:00:00.000","2023-07-10T00:00:00.000","WH","N","N","N"
"VEH","99A1308700","HIS","ISLIP","NY","11751","SUFFOLK","1946","FORD","2DSD","GAS","3280",,,"2021-09-25T00:00:00.000","2022-12-16T00:00:00.000","GR","N","N","N"
"VEH","99A1305454","HIS","ENDICOTT","NY","13760","BROOME","1946","MERCU","2DSD","GAS","3425",,,"2022-03-31T00:00:00.000","2023-04-02T00:00:00.000","RD","N","N","N"
"VEH","99A1301595","PAS","AUBURN","NY","13021","CAYUGA","1946","FORD","2DSD","GAS","2850",,,"2022-07-11T00:00:00.000","2024-08-26T00:00:00.000","TN","N","N","N"
"VEH","99A127571","HIS","YONKERS","NY","10704","WESTCHESTER","1940","MERCU","2DSD","GAS","3020",,,"2022-05-21T00:00:00.000","2023-06-03T00:00:00.000","RD","N","N","N"
"VEH","99A1263155","HIS","RONKONKOMA","NY","11779","SUFFOLK","1946","FORD","2DSD","GAS","3169",,,"2022-07-29T00:00:00.000","2023-08-02T00:00:00.000","MR","N","N","N"
"VEH","99A1247835","PAS","CANANDAIGUA","NY","14424","ONTARIO","1940","MERCU","2DSD","GAS","3020",,,"2021-04-02T00:00:00.000","2023-04-01T00:00:00.000","RD","N","N","N"
"VEH","99A1247819","PAS","HANNIBAL","NY","13074","OSWEGO","1947","MERCU","2DSD","GAS","3189",,,"2021-10-29T00:00:00.000","2022-10-25T00:00:00.000","BK","N","N","N"
"VEH","99A1238497","PAS","NISKAYUNA","NY","12309","SCHENECTADY","1946","FORD","2DSD","GAS","3140",,,"2022-06-01T00:00:00.000","2024-05-31T00:00:00.000","OR","N","N","N"
"VEH","99A1230854","SRF","HEWLETT NCK","NY","11598","NASSAU","1946","MERCU","SUBN","GAS","3850",,,"2020-10-29T00:00:00.000","2022-11-19T00:00:00.000","RD","N","N","N"
"VEH","99A1217333","PAS","BALDWINSVILLE","NY","13027","ONONDAGA","1946","FORD","2DSD","GAS","3190",,,"2022-03-11T00:00:00.000","2024-03-28T00:00:00.000","YW","N","N","N"
"VEH","99A1214252","PAS","NEWBURGH","NY","12550","ORANGE","1946","FORD","4DSD","GAS","3200",,,"2020-10-29T00:00:00.000","2022-11-01T00:00:00.000","RD","N","N","N"
"VEH","99A1207422","SRF","NORTHPORT","NY","11768","SUFFOLK","1946","FORD","2DSD","GAS","3191",,,"2021-05-13T00:00:00.000","2023-05-15T00:00:00.000","RD","N","N","N"
"VEH","99A12008921","PAS","WELLSBURG","NY","14894","CHEMUNG","1946","FORD","4DSD","GAS","3240",,,"2021-05-27T00:00:00.000","2023-06-21T00:00:00.000","GY","N","N","N"
"VEH","99A1197932","PAS","CHURCHVILLE","NY","14428","MONROE","1946","FORD","2DSD","GAS","3240",,,"2021-06-09T00:00:00.000","2023-05-19T00:00:00.000","RD","N","N","N"
"VEH","99A1191702","PAS","PORTLAND","NY","14769","CHAUTAUQUA","1946","FORD","2DSD","GAS","3240",,,"2021-10-04T00:00:00.000","2023-10-03T00:00:00.000","RD","N","N","N"
"VEH","99A1189593","PAS","RENSSELAER","NY","12144","RENSSELAER","1946","FORD","2DSD","GAS","3480",,,"2021-03-29T00:00:00.000","2023-03-28T00:00:00.000","DK RD","N","N","N"
"VEH","99A1181640","PAS","BOLTON LANDING","NY","12814","WARREN","1946","FORD","4DSD","GAS","3240",,,"2021-01-06T00:00:00.000","2023-01-05T00:00:00.000","BK","N","N","N"
"VEH","99A1169915","PAS","S OZONE PARK","NY","11420","QUEENS","1946","FORD","2DSD","GAS","6000",,,"2022-06-25T00:00:00.000","2024-07-19T00:00:00.000","BK","N","N","N"
"VEH","99A1164518","PAS","CHITTENANGO","NY","13037","MADISON","1934","FORD","PICK","GAS",,"2421",,"2022-06-07T00:00:00.000","2023-08-02T00:00:00.000","BR","N","N","N"
"VEH","99A1155146","PAS","LOCKPORT","NY","14094","NIAGARA","1946","FORD","2DSD","GAS","3168",,,"2022-05-31T00:00:00.000","2024-06-05T00:00:00.000","MR","N","N","N"
"VEH","99A1150927","PAS","WOODBOURNE","NY","12788","SULLIVAN","1946","FORD","2DSD","GAS","3234",,,"2022-06-14T00:00:00.000","2024-04-27T00:00:00.000","BK","N","N","N"
"VEH","99A114687","PAS","MASSAPEQUA","NY","11758","NASSAU","1946","FORD","2DSD","GAS","3190",,,"2020-12-10T00:00:00.000","2022-12-20T00:00:00.000","BL","N","N","N"
"VEH","99A1146594","PAS","BAINBRIDGE","NY","13733","CHENANGO","1946","FORD","2DSD","GAS","3096",,,"2022-04-06T00:00:00.000","2024-05-01T00:00:00.000","BL","N","N","N"
"VEH","99A1134835","PAS","ROME","NY","13440","ONEIDA","1946","FORD","2DSD","GAS","3060",,,"2021-04-22T00:00:00.000","2023-04-21T00:00:00.000","RD","N","N","N"
"VEH","99A1122201","PAS","BIG FLATS","NY","14814","CHEMUNG","1946","FORD","2DSD","GAS","3046",,,"2022-05-19T00:00:00.000","2024-05-18T00:00:00.000","MR","N","N","N"
"VEH","99A1097626","HIS","ALTAMONT","NY","12009","ALBANY","1946","FORD","2DSD","GAS","3096",,,"2022-05-19T00:00:00.000","2023-08-14T00:00:00.000","MR","N","N","N"
"VEH","99A1091326","PAS","CORTLAND","NY","13045","CORTLAND","1946","FORD","CONV","GAS","3200",,,"2022-03-16T00:00:00.000","2024-02-17T00:00:00.000","BK","N","N","N"
"VEH","99A1085922","PAS","FORT EDWARD","NY","12828","WASHINGTON","1946","FORD","2DSD","GAS","3350",,,"2022-07-19T00:00:00.000","2024-06-11T00:00:00.000","GY","N","N","N"
"VEH","99A1072400","PAS","WOLCOTT","NY","14590","WAYNE","1946","MERCU","2DSD","GAS","3270",,,"2021-08-24T00:00:00.000","2023-08-30T00:00:00.000","RD/BK","N","N","N"
"VEH","99A1051937","PAS","TULLY","NY","13159","CORTLAND","1946","FORD","2DSD","GAS","3159",,,"2022-07-11T00:00:00.000","2024-07-10T00:00:00.000","BL","N","N","N"
"VEH","99A1016085","HIS","CORAM","NY","11727","SUFFOLK","1946","FORD","2DSD","GAS","3046",,,"2022-02-28T00:00:00.000","2023-03-31T00:00:00.000","RD","N","N","N"
"VEH","99A1013443","PAS","FORT PLAIN","NY","13339","FULTON","1946","FORD","CONV","GAS","2950",,,"2022-05-02T00:00:00.000","2024-06-15T00:00:00.000","BR","N","N","N"
"VEH","99A085391","PAS","MASSENA","NY","13662","ST LAWRENCE","1948","FORD","CONV","GAS","3334",,,"2022-02-22T00:00:00.000","2024-03-08T00:00:00.000","MR","N","N","N"
"TRL","98998645","LTR","FRANKLINVILLE","NY","14737","CATTARAUGUS","1971","SNOCO","LTRL","NONE",,"3000",,"2022-04-15T00:00:00.000","2022-12-31T00:00:00.000","BK","N","N","N"
"BOAT","989906","BOT","VESTAL","NY","13850","BROOME","1970","STARC","BOAT","GAS",,,,"2020-07-10T00:00:00.000","2023-07-31T00:00:00.000",,"N","N","N"
"TRL","9898855","SEM","CHEEKTOWAGA","NY","14225","ERIE","1978","BUTLE","SEMI","NONE","14000",,,"2021-12-21T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"BOAT","989798","BOT","PITTSFIELD","PA","16340","OUT-OF-STATE","1972","STARC","BOAT","GAS",,,,"2021-06-02T00:00:00.000","2024-05-31T00:00:00.000",,"N","N","N"
"TRL","9897855","SEM","CHEEKTOWAGA","NY","14225","ERIE","1978","BUTLE","SEMI","NONE","14000",,,"2021-12-21T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"BOAT","989723","BOT","AMSTERDAM","NY","12010","MONTGOMERY","1972","ST/CR","BOAT","GAS",,,,"2021-07-12T00:00:00.000","2024-06-30T00:00:00.000",,"N","N","N"
"TRL","9896855","SEM","CHEEKTOWAGA","NY","14225","ERIE","1978","BUTLE","SEMI","NONE","14000",,,"2021-12-21T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"TRL","98960006000TS6200","LTR","HOLLAND","NY","14080","ERIE","1990","QU/LO","LTRL","NONE",,"4000",,"2022-07-01T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"TRL","9895855","SEM","CHEEKTOWAGA","NY","14225","ERIE","1978","BUTLE","SEMI","NONE","14000",,,"2021-12-21T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"BOAT","989492","BOT","JAMESTOWN","NY","14701","CHAUTAUQUA","1972","STARC","BOAT","GAS",,,,"2020-10-14T00:00:00.000","2023-09-30T00:00:00.000",,"N","N","N"
"VEH","9894770","HIS","GLEN HEAD","NY","11545","NASSAU","1948","OLDSM","CONV","GAS","4985",,,"2022-05-11T00:00:00.000","2023-06-13T00:00:00.000","RD","N","N","N"
"BOAT","989430","BOT","HUDSON","NY","12534","COLUMBIA","1972","ST/CR","BOAT","GAS",,,,"2021-04-13T00:00:00.000","2024-06-30T00:00:00.000",,"N","N","N"
"BOAT","9894","BOT","LIMESTONE","NY","14753","CATTARAUGUS","1969","MFG","BOAT","GAS",,,,"2021-06-30T00:00:00.000","2024-05-31T00:00:00.000",,"N","N","N"
"TRL","9893855","SEM","CHEEKTOWAGA","NY","14225","ERIE","1978","BUTLE","SEMI","NONE","14000",,,"2021-12-21T00:00:00.000","2022-12-31T00:00:00.000","GY","N","N","N"
"BOAT","989209","BOT","PITTSFORD","NY","14534","MONROE","1980","STARC","BOAT","GAS",,,,"2021-04-02T00:00:00.000","2024-05-31T00:00:00.000",,"N","N","N"
